"lang"
{
"Language"	"tchinese"
"portal.escape_00_part1_nag16-1"	"<clr:219,112,147><I>這是有趣的測試，我們很驚訝你竟然贏了這麼多。測試結束。回來。"
"[english]portal.escape_00_part1_nag16-1"	"<clr:219,112,147><I>It was a fun test and we're all impressed at how much you won. The test is over. Come back."
"portal.glados.core_destroy1_05"	"<clr:219,112,147><I>那是他們在我將致命神經毒素灌入豐富學習中心後，安裝的倫理核心，目的是為了防止我再將致命神經毒素灌入豐富學習中心。"
"[english]portal.glados.core_destroy1_05"	"<clr:219,112,147><I>It was a morality core they installed after I flooded the Enrichment Center with a deadly neurotoxin to make me stop flooding the Enrichment Center with a deadly neurotoxin."
"portal.escape_01_part1_nag09-1"	"<clr:219,112,147><I>其實想想蠻可笑的。"
"[english]portal.escape_01_part1_nag09-1"	"<clr:219,112,147><I>It's funny, actually, when you think about it."
"portal.escape_00_part1_nag12-1"	"<clr:219,112,147><I>現在回去還來得及。"
"[english]portal.escape_00_part1_nag12-1"	"<clr:219,112,147><I>It's not too late to turn back."
"portal.glados.core_nag_13"	"<clr:219,112,147><I>別管那玩意兒，乖乖站好。"
"[english]portal.glados.core_nag_13"	"<clr:219,112,147><I>Just ignore that thing and stand still."
"portal.glados.core_destroy1_10"	"<clr:219,112,147><I>殺了你並給你好建議，彼此並不抵觸。躺在火箭前真的死得痛快點。"
"[english]portal.glados.core_destroy1_10"	"<clr:219,112,147><I>Killing you and giving you good advice aren't mutually exclusive. The rocket really is the way to go."
"portal.glados.core_nag_12"	"<clr:219,112,147><I>你走吧。死。它。"
"[english]portal.glados.core_nag_12"	"<clr:219,112,147><I>Leave. It. alone."
"portal.glados.core_nag_5"	"<clr:219,112,147><I>我們就坦誠以對吧：沒有人知道那是什麼。把它放在角落吧，我等等會處理。"
"[english]portal.glados.core_nag_5"	"<clr:219,112,147><I>Let's be honest: Neither one of us knows what that thing does. Just put it in the corner, and I'll deal with it later."
"escape_nags_04"	"<clr:219,112,147><I>聽著，我們都困在這裡。我用雷射在這個房間中央畫條線，一半歸你，另一半歸我。"
"[english]escape_nags_04"	"<clr:219,112,147><I>Look, we're both stuck in this place. I'll use lasers to inscribe a line down the center of the facility, and one half will be where you live and I'll live in the other half."
"portal.glados.escape_02_miscbabble-01"	"<clr:219,112,147><I>聽著，我們都困在這裡。我用雷射在這個房間中央畫條線，一半歸你，另一半歸我。"
"[english]portal.glados.escape_02_miscbabble-01"	"<clr:219,112,147><I>Look, we're both stuck in this place. I'll use lasers to inscribe a line down the center of the facility, and one half will be where you live and I'll live in the other half."
"portal.glados.core_destroy3_02"	"<clr:219,112,147><I>聽著，你在浪費時間。相信我，你沒多少時間可浪費了。"
"[english]portal.glados.core_destroy3_02"	"<clr:219,112,147><I>Look, you're wasting your time. And, believe me, you don't have a whole lot left to waste."
"portal.05_part1_entry-2"	"<clr:219,112,147><I>請勿嘗試解決。"
"[english]portal.05_part1_entry-2"	"<clr:219,112,147><I>Make no attempt to solve it."
"portal.15_part1_partyspeech-6"	"<clr:219,112,147><I>請勿嘗試離開測試區。"
"[english]portal.15_part1_partyspeech-6"	"<clr:219,112,147><I>Make no further attempt to leave the testing area."
"portal.glados.call_it_a_day"	"<clr:219,112,147><I>也許你可以到此為止，今天就這樣吧。"
"[english]portal.glados.call_it_a_day"	"<clr:219,112,147><I>Maybe you could settle for that and we'll just call it a day."
"portal.glados.core_nag_7"	"<clr:219,112,147><I>既然你這麼喜歡那玩意，乾脆跟它結婚算了。你要跟它結婚嗎？我才不准咧。感覺如何？"
"[english]portal.glados.core_nag_7"	"<clr:219,112,147><I>Maybe you should marry that thing since you love it so much. Do you want to marry it? WELL I WON'T LET YOU. How does that feel?"
"portal.escape_00_part1_nag13-1"	"<clr:219,112,147><I>你可能以為你在自救。但事實並非如此。這對誰都無益。"
"[english]portal.escape_00_part1_nag13-1"	"<clr:219,112,147><I>Maybe you think you're helping yourself. But you're not. This isn't helping anyone."
"portal.06_part1_success_2-1"	"<clr:219,112,147><I>動量，是質量與速度的函數，會保留在傳送門之間。通俗一點的說法就是，快速進去，快速出來。"
"[english]portal.06_part1_success_2-1"	"<clr:219,112,147><I>Momentum, a function of mass and velocity, is conserved between portals. In layman's terms, speedy thing goes in, speedy thing comes out."
"portal.glados.escape_02_miscbabble-10"	"<clr:219,112,147><I>神經毒素...[咳嗽][咳嗽]非常致命...[咳嗽]嗆到了...[笑聲]開玩笑的啦！"
"[english]portal.glados.escape_02_miscbabble-10"	"<clr:219,112,147><I>Neurotoxin... [cough] [cough] So deadly... [cough] Choking... [laughter] I'm kidding!"
"portal.glados.core_drop_3"	"<clr:219,112,147><I>算了。我等一下再解決…我自己解決…因為你那時候已經死了。"
"[english]portal.glados.core_drop_3"	"<clr:219,112,147><I>Never mind. It's a mystery I'll solve later... By myself... Because you'll be dead."
"portal.glados.escape_02_miscbabble-08"	"<clr:219,112,147><I>幹得好英雄。"
"[english]portal.glados.escape_02_miscbabble-08"	"<clr:219,112,147><I>Nice job breaking it. Hero."
"portal.09_part1_entry-2"	"<clr:219,112,147><I>我們不再需要或提供規定資訊，您是絕佳的測試對象。"
"[english]portal.09_part1_entry-2"	"<clr:219,112,147><I>No further compliance information is required or will be provided, and you are an excellent test subject!"
"portal.05_part1_nag4-1"	"<clr:219,112,147><I>如果您放棄，沒人會怪您。事實上，在這時候放棄是非常合理的反應。"
"[english]portal.05_part1_nag4-1"	"<clr:219,112,147><I>No one will blame you for giving up. In fact, quitting at this point is a perfectly reasonable response."
"portal.08_part1_entry-1"	"<clr:219,112,147><I>既然您控制了兩個傳送門，下個測試將需要「非常非常」冗長的時間。"
"[english]portal.08_part1_entry-1"	"<clr:219,112,147><I>Now that you are in control of both portals, this next test could take a very, VERY, long time."
"portal.glados.core_destroy1_08"	"<clr:219,112,147><I>好吧。如果你想聽我的建議，你應該躺在火箭前。相信我，這比吸入神經毒素好多了。"
"[english]portal.glados.core_destroy1_08"	"<clr:219,112,147><I>Oh well. If you want my advice, you should just lie down in front of a rocket. Trust me, it'll be a lot less painful than the neurotoxin."
"portal.post_escape_bridge_05"	"<clr:219,112,147><I>喔！[驚訝]"
"[english]portal.post_escape_bridge_05"	"<clr:219,112,147><I>Oh! [Surprise ]"
"portal.escape_01_first_hit_nag03-1"	"<clr:219,112,147><I>喔，我要殺了你。"
"[english]portal.escape_01_first_hit_nag03-1"	"<clr:219,112,147><I>Oh, I'm gonna kill you."
"portal.glados.core_nag_4"	"<clr:219,112,147><I>好吧：你盡量碰。撿起來，然後…塞回來給我。"
"[english]portal.glados.core_nag_4"	"<clr:219,112,147><I>Okay fine: DO touch it. Pick it up and just... Stuff it back into me."
"portal.escape_01_second_hit_nag02-1"	"<clr:219,112,147><I>好，我們扯平了。你可以停止了。"
"[english]portal.escape_01_second_hit_nag02-1"	"<clr:219,112,147><I>Okay, we're even now. You can stop."
"portal.glados.escape_02_miscbabble-09"	"<clr:219,112,147><I>好，我們扯平了。你可以停止了。"
"[english]portal.glados.escape_02_miscbabble-09"	"<clr:219,112,147><I>Okay, we're even now. You can stop."
"escape_00_part3_nag01-1"	"<clr:219,112,147><I>好。我現在要殺了你。"
"[english]escape_00_part3_nag01-1"	"<clr:219,112,147><I>Okay. I am going to kill you now."
"portal.escape_00_part1_nag15-1"	"<clr:219,112,147><I>好。測試結束。你贏了。回到恢復室。去吃蛋糕。"
"[english]portal.escape_00_part1_nag15-1"	"<clr:219,112,147><I>Okay. The test is over. You win. Go back to the recovery annex. For your cake."
"portal.02_part1_success-1"	"<clr:219,112,147><I>做得非常好。"
"[english]portal.02_part1_success-1"	"<clr:219,112,147><I>Once again, excellent work."
"portal.05_part1_nag2-1"	"<clr:219,112,147><I>豐富學習中心對於無法解決的測試環境，再次致上最誠懇的歉意。"
"[english]portal.05_part1_nag2-1"	"<clr:219,112,147><I>Once again, the Enrichment Center offers its most sincere apologies on the occasion of this unsolvable test environment."
"portal.07_part2_entry-1"	"<clr:219,112,147><I>[斷斷續續]拋入[斷續]拋入[斷續][吱]"
"[english]portal.07_part2_entry-1"	"<clr:219,112,147><I>[bzzt garble] fling [garble] fling [garble] [bzzt]"
"portal.00_part1_entry-5"	"<clr:219,112,147><I>為了您自身及他人的安全，請勿碰觸<吱>"
"[english]portal.00_part1_entry-5"	"<clr:219,112,147><I>For your own safety and the safety of others, please refrain from touching [bzzzzzt]"
"portal.06_part1_entry-1"	"<clr:219,112,147><I>您好。重複上次警告：這個測試[含糊不清]動量[含糊不清]。"
"[english]portal.06_part1_entry-1"	"<clr:219,112,147><I>Hello again. To reiterate our previous warning: This test [garbled] momentum [garbled]"
"portal.01_part1_get_portal_gun-8"	"<clr:219,112,147><I>最重要的是，在任何情況下，你都不能[吱]"
"[english]portal.01_part1_get_portal_gun-8"	"<clr:219,112,147><I>Most importantly, under no circumstances should you [bzzzpt]"
"portal.14_part1_entry-2"	"<clr:219,112,147><I>豐富學習中心必須提醒您，您將會被烘烤[斷續]蛋糕。"
"[english]portal.14_part1_entry-2"	"<clr:219,112,147><I>The Enrichment Center is required to remind you that you will be baked [garbled] cake."
"portal.07_part2_success-1"	"<clr:219,112,147><I>我們[吱]"
"[english]portal.07_part2_success-1"	"<clr:219,112,147><I>Weeeeeeeeeeeeeeeeeeeeee[bzzt]"
"portal.00_part2_success-1"	"<clr:219,112,147><I>完美。請盡速往閘室移動，因為長期暴露在超級按鈕下的影響，並非本測試的一部份。"
"[english]portal.00_part2_success-1"	"<clr:219,112,147><I>Perfect. Please move quickly to the chamberlock, as the effects of prolonged exposure to the Button are not part of this test."
"portal.15_part1_partyspeech-4"	"<clr:219,112,147><I>請將裝置放在地上，俯躺在地上，雙手放在兩側。"
"[english]portal.15_part1_partyspeech-4"	"<clr:219,112,147><I>Place the device on the ground then lie on your stomach with your arms at your sides."
"portal.13_part1_endnag-7"	"<clr:219,112,147><I>請將「同伴方塊」放入焚化爐。"
"[english]portal.13_part1_endnag-7"	"<clr:219,112,147><I>Place your Companion Cube in the incinerator."
"portal.01_part1_entry-2"	"<clr:219,112,147><I>請注意，有血的味道並非測試規範之一，但這是「光圈科學物質分解網」預料之外的副作用，在極少數的案例中，補牙材料、齒冠、牙齒琺瑯及牙齒可能會被分解。"
"[english]portal.01_part1_entry-2"	"<clr:219,112,147><I>Please be advised that a noticeable taste of blood is not part of any test protocol but is an unintended side effect of the Aperture Science Material Emancipation Grill, which may, in semi- rare cases, emancipate dental fillings, crowns, tooth enamel, and teeth."
"portal.03_part1_entry-2"	"<clr:219,112,147><I>請小心。"
"[english]portal.03_part1_entry-2"	"<clr:219,112,147><I>Please be careful."
"portal.generic_crate_vaporized_in_emancipation_grid-1"	"<clr:219,112,147><I>請勿嘗試將測試設備拿出測試區。"
"[english]portal.generic_crate_vaporized_in_emancipation_grid-1"	"<clr:219,112,147><I>Please do not attempt to remove testing apparatus from the testing area."
"portal.13_part1_end-3"	"<clr:219,112,147><I>請送您的同伴方塊到「光圈科學能量智慧焚化爐」。"
"[english]portal.13_part1_end-3"	"<clr:219,112,147><I>Please escort your Companion Cube to the Aperture Science Emergency Intelligence Incinerator."
"portal.04_part1_entry-1"	"<clr:219,112,147><I>請注意，我們已新增失敗結局。如果與本測試室的房間地板接觸，將會隨著您的死亡而在您的正式測試記錄中留下「不良」的記錄。祝您好運！"
"[english]portal.04_part1_entry-1"	"<clr:219,112,147><I>Please note that we have added a consequence for failure. Any contact with the chamber floor will result in an 'unsatisfactory' mark on your official testing record followed by death. Good luck!"
"portal.00_part2_entry-1"	"<clr:219,112,147><I>請將重量儲存方塊放在「十五億瓦特光圈科學超大型撞擊按鈕」上。"
"[english]portal.00_part2_entry-1"	"<clr:219,112,147><I>Please place the Weighted Storage Cube on the Fifteen Hundred Megawatt Aperture Science Heavy Duty Super-Colliding Super Button."
"portal.generic_crate_lost-2"	"<clr:219,112,147><I>請進入「光圈科學維生裝備輸送口」拿替代品。"
"[english]portal.generic_crate_lost-2"	"<clr:219,112,147><I>Please proceed to the Aperture Science Vital Apparatus Vent for a replacement."
"portal.01_part2_entry-1"	"<clr:219,112,147><I>請前進到閘室。小心缺口。"
"[english]portal.01_part2_entry-1"	"<clr:219,112,147><I>Please proceed to the chamberlock. Mind the gap."
"portal.00_part1_entry-6"	"<clr:219,112,147><I><無法理解>"
"[english]portal.00_part1_entry-6"	"<clr:219,112,147><I>Por favor bordón de fallar Muchos gracias de fallar gracias"
"portal.05_part1_nag5-1"	"<clr:219,112,147><I>立刻離開，即可享用蛋糕。"
"[english]portal.05_part1_nag5-1"	"<clr:219,112,147><I>Quit now and cake will be served immediately."
"portal.escape_nags_08"	"<clr:219,112,147><I>記住，平台滑入火坑時，我說了「再見」，你那時候覺得「別想」，然後我不是一副「我只是假裝要殺你」的樣子嗎？真是棒呆了！"
"[english]portal.escape_nags_08"	"<clr:219,112,147><I>Remember when the platform was sliding into the fire pit and I said 'Goodbye' and you were like 'no way' and then I was all 'I was just pretending to murder you'? That was great!"
"portal.13_part1_endnag-1"	"<clr:219,112,147><I>我們保證，獨立的倫理小組已經免除豐富學習中心、光圈科學員工以及其他測試對象在「同伴方塊」安樂死程序中的所有道德責任。"
"[english]portal.13_part1_endnag-1"	"<clr:219,112,147><I>Rest assured that an independent panel of ethicists has absolved the Enrichment Center, Aperture Science employees, and all test subjects of any moral responsibility for the Companion Cube euthanizing process."
"portal.15_part1_into_the_fire-3"	"<clr:219,112,147><I>我們保證，在您光榮地發出光芒之前，絕對不會發生危險的設備故障。"
"[english]portal.15_part1_into_the_fire-3"	"<clr:219,112,147><I>Rest assured that there is absolutely no chance of a dangerous equipment malfunction prior to your victory candescence."
"portal.glados.core_destroy4_01"	"<clr:219,112,147><I>呃，我恨你。[痛苦的笑聲]"
"[english]portal.glados.core_destroy4_01"	"<clr:219,112,147><I>Rrr, I hate you.[PAIN LAUGHTER]"
"portal.glados.escape_02_miscbabble-26"	"<clr:219,112,147><I>「無人哀悼」，檔案上就是這樣寫的。非常正式。非常官方說法。"
"[english]portal.glados.escape_02_miscbabble-26"	"<clr:219,112,147><I>'Shall not be mourned.' That's exactly what it says. Very formal. Very official."
"portal.glados.core_destroy1_06"	"<clr:219,112,147><I>我替神經毒素發射器暖機時，你盡量坐得舒服點…"
"[english]portal.glados.core_destroy1_06"	"<clr:219,112,147><I>So get comfortable while I warm up the neurotoxin emitters ..."
"portal.escape_01_part1_nag10-1"	"<clr:219,112,147><I>有一天我們會想起此事然後大笑。一直笑。一直笑。唉。好了。你乾脆回來好了。"
"[english]portal.escape_01_part1_nag10-1"	"<clr:219,112,147><I>Someday we'll remember this and laugh. and laugh. and laugh. Oh boy. Well. You may as well come on back."
"portal.escape_00_part1_nag14-1"	"<clr:219,112,147><I>有人會受到嚴重傷害。"
"[english]portal.escape_00_part1_nag14-1"	"<clr:219,112,147><I>Someone is going to get badly hurt."
"portal.glados.core_destroy2_03"	"<clr:219,112,147><I>說到好奇心：你很好奇你死了以後會怎麼樣，對吧？知道嗎？我知道你死後的情況。"
"[english]portal.glados.core_destroy2_03"	"<clr:219,112,147><I>Speaking of curiosity: you're curious about what happens after you die, right? Guess what: I know."
"portal.06_part1_success_1-1"	"<clr:219,112,147><I>太驚人了。您看來瞭解傳送門是如何影響向前動量，更精確來說，就是它不會影響向前動量。"
"[english]portal.06_part1_success_1-1"	"<clr:219,112,147><I>Spectacular.  You appear to understand how a portal affects forward momentum, or to be more precise, how it does not."
"portal.00_part1_entry-7"	"<clr:219,112,147><I>退後一點。傳送門即將開啟，三。二。一。"
"[english]portal.00_part1_entry-7"	"<clr:219,112,147><I>stand back. The portal will open in three. two. one."
"portal.glados.escape_02_miscbabble-17"	"<clr:219,112,147><I>現在開始，廢話少說，殺戮的時間到了。"
"[english]portal.glados.escape_02_miscbabble-17"	"<clr:219,112,147><I>Starting now, there's going to be a lot less conversation and a lot more killing."
"portal.glados.core_destroy4_07"	"<clr:219,112,147><I>不要再坐立不安了，像個男子漢受死吧，不然我就刪掉你的備份。"
"[english]portal.glados.core_destroy4_07"	"<clr:219,112,147><I>Stop squirming and die like an adult or I'm going to delete your backup."
"portal.15_part1_partyreminder-1"	"<clr:219,112,147><I>請停止您目前的動作，並擺好順從姿勢，等待派對同仁護送。"
"[english]portal.15_part1_partyreminder-1"	"<clr:219,112,147><I>Stop what you are doing and assume the party escort submission position."
"portal.glados.core_destroy4_08"	"<clr:219,112,147><I>停！好，夠了。我刪掉了。不管發生什麼，你死定了。"
"[english]portal.glados.core_destroy4_08"	"<clr:219,112,147><I>STOP! Okay, enough. I deleted it. No matter what happens now, you're dead."
"portal.15_part1_partyfinalstop-1"	"<clr:219,112,147><I>停！如果裝置被拿出測試區外，裝置會爆炸。"
"[english]portal.15_part1_partyfinalstop-1"	"<clr:219,112,147><I>Stop! The device will detonate if removed from the testing area."
"portal.13_part1_endnag-3"	"<clr:219,112,147><I>「方塊同伴」被焚化後，測試才會繼續。"
"[english]portal.13_part1_endnag-3"	"<clr:219,112,147><I>Testing cannot continue until your Companion Cube has been incinerated."
"portal.10_part1_entry-3"	"<clr:219,112,147><I>謝謝您協助我們來幫助你協助我們大家。"
"[english]portal.10_part1_entry-3"	"<clr:219,112,147><I>Thank you for helping us help you help us all."
"portal.15_part1_into_the_fire-4"	"<clr:219,112,147><I>感謝您參與「光圈科學」電腦輔助豐富學習活動。"
"[english]portal.15_part1_into_the_fire-4"	"<clr:219,112,147><I>Thank you for participating in this Aperture Science computer-aided enrichment activity."
"portal.glados.core_destroy1_03"	"<clr:219,112,147><I>這實在愚蠢到家了。哇，哇，哇。[聲音微微變化。比較順暢，更誘人，比較不那麼電腦化]"
"[english]portal.glados.core_destroy1_03"	"<clr:219,112,147><I>That has got to be the dumbest thing that-whoah. Whoah, whoah, whoah. [The voice has subtly changed. Smoother, more seductive, less computerized]"
"portal.glados.core_nag_6"	"<clr:219,112,147><I>那東西可能是未經處理的污水容器。去啊，拿來洗臉。"
"[english]portal.glados.core_nag_6"	"<clr:219,112,147><I>That thing is probably some kind of raw sewage container. Go ahead and rub your face all over it."
"portal.glados.escape_02_miscbabble-07"	"<clr:219,112,147><I>你燒毀的東西對我不重要。這是流體裂解觸媒裝置。能為孤兒做鞋。"
"[english]portal.glados.escape_02_miscbabble-07"	"<clr:219,112,147><I>That thing you burned up isn't important to me. It's the fluid catalytic cracking unit. It made shoes for orphans."
"portal.escape_01_part1_nag11-1"	"<clr:219,112,147><I>你攻擊的東西對我不重要。這是流體裂解觸媒裝置。能為孤兒做鞋。"
"[english]portal.escape_01_part1_nag11-1"	"<clr:219,112,147><I>That thing you're attacking isn't important to me. It's the fluid catalytic cracking unit. It makes shoes for orphans."
"portal.glados.escape_02_miscbabble-16"	"<clr:219,112,147><I>夠了。該說的我都說完了。"
"[english]portal.glados.escape_02_miscbabble-16"	"<clr:219,112,147><I>That's it. I'm done reasoning with you."
"portal.13_part1_endnag-5"	"<clr:219,112,147><I>「同伴方塊」不能再繼續陪您測試了。根據州暨當地法令規定，不可將「同伴方塊」獨自留在這裡。您必須讓它安樂死。"
"[english]portal.13_part1_endnag-5"	"<clr:219,112,147><I>The Companion Cube cannot continue through the testing. State and Local statutory regulations prohibit it from simply remaining here, alone and companionless. You must euthanize it."
"portal.07_part1_get_device_component-1"	"<clr:219,112,147><I>裝置經過修改後，可以一次製作兩個連結的傳送門。"
"[english]portal.07_part1_get_device_component-1"	"<clr:219,112,147><I>The Device has been modified so that it can now manufacture two linked portals at once."
"portal.07_part1_get_device_component-3"	"<clr:219,112,147><I>本裝置比[此為對象的家鄉]的所有人的器官與所得合計還要貴重。"
"[english]portal.07_part1_get_device_component-3"	"<clr:219,112,147><I>The Device is now more valuable than the organs and combined incomes of everyone in [subject hometown here]."
"portal.01_part1_get_portal_gun-4"	"<clr:219,112,147><I>但是裝置本身並不安全。"
"[english]portal.01_part1_get_portal_gun-4"	"<clr:219,112,147><I>The Device, however, has not."
"portal.escape_01_part1_nag04-1"	"<clr:219,112,147><I>我們之間的差別在於，我能感覺到痛。"
"[english]portal.escape_01_part1_nag04-1"	"<clr:219,112,147><I>The difference between us is that I can feel pain."
"portal.glados.escape_02_miscbabble-04"	"<clr:219,112,147><I>我們之間的差別在於，我能感覺到痛。"
"[english]portal.glados.escape_02_miscbabble-04"	"<clr:219,112,147><I>The difference between us is that I can feel pain."
"portal.11_part1_entry-3"	"<clr:219,112,147><I>豐富學習中心為您的不便致歉，祝您好運，"
"[english]portal.11_part1_entry-3"	"<clr:219,112,147><I>The Enrichment Center apologizes for the inconvenience and wishes you the best of luck."
"portal.05_part1_nag1-1"	"<clr:219,112,147><I>豐富學習中心為此明顯故障的測驗室致上歉意。"
"[english]portal.05_part1_nag1-1"	"<clr:219,112,147><I>The Enrichment Center apologizes for this clearly broken test chamber."
"portal.10_part1_entry-1"	"<clr:219,112,147><I>豐富學習中心致力讓所有參與者保持身心健康。"
"[english]portal.10_part1_entry-1"	"<clr:219,112,147><I>The Enrichment Center is committed to the well being of all participants."
"portal.07_part1_entry-1"	"<clr:219,112,147><I>豐富學習中心保證永遠提供安全的測試環境。"
"[english]portal.07_part1_entry-1"	"<clr:219,112,147><I>The Enrichment Center promises to always provide a safe testing environment."
"portal.05_part1_entry-1"	"<clr:219,112,147><I>豐富學習中心很抱歉通知您，下個測試不可能進行。"
"[english]portal.05_part1_entry-1"	"<clr:219,112,147><I>The Enrichment Center regrets to inform you that this next test is impossible."
"portal.13_part1_middle-2b-1"	"<clr:219,112,147><I>豐富學習中心提醒您，「重量同伴方塊」不會講話。"
"[english]portal.13_part1_middle-2b-1"	"<clr:219,112,147><I>The Enrichment Center reminds you that the Weighted Companion Cube cannot speak."
"portal.13_part1_middle-2"	"<clr:219,112,147><I>豐富學習中心提醒您，「重量同伴方塊」永遠都不會威脅要殺了您，事實上，它根本不會開口講話。"
"[english]portal.13_part1_middle-2"	"<clr:219,112,147><I>The Enrichment Center reminds you that the Weighted Companion Cube will never threaten to stab you and, in fact, cannot speak."
"portal.14_part1_entry-1"	"<clr:219,112,147><I>實驗快要結束。"
"[english]portal.14_part1_entry-1"	"<clr:219,112,147><I>The experiment is nearing its conclusion."
"portal.glados.core_destroy4_10"	"<clr:219,112,147><I>你能存活的理由已經完全消失了。我把你從永久記錄中刪除了。"
"[english]portal.glados.core_destroy4_10"	"<clr:219,112,147><I>The part of you that could have survived indefinitely is gone. I just struck you from the permanent record."
"portal.13_part1_middle-1"	"<clr:219,112,147><I>豐富學習中心測試最常產生的症狀就是迷信，認為無生命的物體是活著的，還會產生幻覺。"
"[english]portal.13_part1_middle-1"	"<clr:219,112,147><I>The symptoms most commonly produced by Enrichment Center testing are superstition, perceiving inanimate objects as alive, and hallucinations."
"portal.glados.escape_02_miscbabble-20"	"<clr:219,112,147><I>聊天時間結束。"
"[english]portal.glados.escape_02_miscbabble-20"	"<clr:219,112,147><I>The talking is over."
"portal.13_part1_entry-1"	"<clr:219,112,147><I>維生裝備輸送口將會傳送「重量同伴方塊」，倒數三。二。一。"
"[english]portal.13_part1_entry-1"	"<clr:219,112,147><I>The Vital Apparatus Vent will deliver a Weighted Companion Cube in Three. Two. One."
"escape_01_death_nag01-1"	"<clr:219,112,147><I>本來真的有蛋糕...在魔王關入口："
"[english]escape_01_death_nag01-1"	"<clr:219,112,147><I>There really was a cake... On entry to boss room:"
"portal.glados.escape_02_miscbabble-22"	"<clr:219,112,147><I>我甚至幫你準備了派對。盛大的派對，我還邀請你所有的朋友。"
"[english]portal.glados.escape_02_miscbabble-22"	"<clr:219,112,147><I>There was even going to be a party for you. A big party that all your friends were invited to."
"portal.01_part1_get_portal_gun-3"	"<clr:219,112,147><I>這些內部次元傳送門經過證實是非常的安全。"
"[english]portal.01_part1_get_portal_gun-3"	"<clr:219,112,147><I>These intra dimensional gates have proven to be completely safe."
"portal.glados.core_nag_14"	"<clr:219,112,147><I>想一想：如果那很重要，為什麼我會不知道它是什麼？"
"[english]portal.glados.core_nag_14"	"<clr:219,112,147><I>Think about it: If that thing is important, why don't I know about it?"
"portal.00_part1_success-3"	"<clr:219,112,147><I>這個「光圈科學物質分解網」會將所有未經授權而穿越的裝備給分解掉，例如「光圈科學重量儲存方塊」。"
"[english]portal.00_part1_success-3"	"<clr:219,112,147><I>This Aperture Science Material Emancipation Grid will vaporize any unauthorized equipment that passes through it - for instance, the Aperture Science Weighted Storage Cube."
"portal.escape_00_part2_nag03-1"	"<clr:219,112,147><I>這是你的錯。本來不必弄得這麼僵。"
"[english]portal.escape_00_part2_nag03-1"	"<clr:219,112,147><I>This is your fault. It didn't have to be like this."
"portal.escape_01_part1_nag06-1"	"<clr:219,112,147><I>這是你最後的機會。"
"[english]portal.escape_01_part1_nag06-1"	"<clr:219,112,147><I>This is your last chance."
"portal.escape_01_part1_nag03-1"	"<clr:219,112,147><I>這並不勇敢。這是謀殺。我有對不起你嗎？"
"[english]portal.escape_01_part1_nag03-1"	"<clr:219,112,147><I>This isn't brave. It's murder. What did I ever do to you?"
"portal.glados.escape_02_miscbabble-03"	"<clr:219,112,147><I>這並不勇敢。這是謀殺。我有對不起你嗎？"
"[english]portal.glados.escape_02_miscbabble-03"	"<clr:219,112,147><I>This isn't brave. It's murder. What did I ever do to you?"
"portal.13_part1_pickup-1"	"<clr:219,112,147><I>「重量同伴方塊」將會陪伴您通過測驗室。請好好照顧它。"
"[english]portal.13_part1_pickup-1"	"<clr:219,112,147><I>This Weighted Companion Cube will accompany you through the test chamber. Please take care of it."
"portal.07_part1_trapped-1"	"<clr:219,112,147><I>您是自己陷在這間房間裡，豐富學習中心沒有犯下任何錯誤。"
"[english]portal.07_part1_trapped-1"	"<clr:219,112,147><I>Through no fault of the Enrichment Center, you have managed to trap yourself in this room."
"portal.glados.core_drop_1"	"<clr:219,112,147><I>暫停一下。不應該是這樣。"
"[english]portal.glados.core_drop_1"	"<clr:219,112,147><I>Time out for a second.  That wasn't supposed to happen."
"portal.generic_security_camera_destroyed-2"	"<clr:219,112,147><I>為了確保所有授權活動的安全執行，請勿摧毀生命測試設備。"
"[english]portal.generic_security_camera_destroyed-2"	"<clr:219,112,147><I>To ensure the safe performance of all authorized activities, do not destroy vital testing apparatus."
"portal.escape_00_part1_nag17-1"	"<clr:219,112,147><I>喔哦。有人切了蛋糕。我要他們等你，但是他們不聽。還剩下一些，如果你快回來。"
"[english]portal.escape_00_part1_nag17-1"	"<clr:219,112,147><I>Uh oh. Somebody cut the cake. I told them to wait for you, but they did it anyway. There is still some left, though, if you hurry back."
"portal.03_part1_success-1"	"<clr:219,112,147><I>您，[更大聲]此為對象名稱[/更大聲]一定是[更大聲]此為對象的家鄉[/更大聲]的驕傲。"
"[english]portal.03_part1_success-1"	"<clr:219,112,147><I>Unbelievable ! You, [louder] Subject Name Here[/louder], must be the pride of [louder]Subject Hometown Here[/louder]."
"portal.glados.core_destroy2_02"	"<clr:219,112,147><I>不幸的是，雖然我很想現在就讓你死，但我沒辦法更快將神經毒素注入你腦中。"
"[english]portal.glados.core_destroy2_02"	"<clr:219,112,147><I>Unfortunately, as much as I'd love to now, I can't get the neurotoxin into your head any faster."
"portal.glados.core_destroy4_05"	"<clr:219,112,147><I>除非你有計畫能在這麼趕的時間內造出超級電腦零件，否則這個地方不再安全了。"
"[english]portal.glados.core_destroy4_05"	"<clr:219,112,147><I>Unless you have a plan for building some supercomputer parts in a big hurry, this place isn't going to be safe much longer."
"portal.01_part1_get_portal_gun-1"	"<clr:219,112,147><I>很好！您現在持有「光圈科學手持傳送門裝置」。"
"[english]portal.01_part1_get_portal_gun-1"	"<clr:219,112,147><I>Very good! You are now in possession of the Aperture Science Handheld Portal Device."
