"lang"
{
"Language"	"spanish"
"portal.glados.escape_02_miscbabble-27"	"<clr:219,112,147><I>Además pone que eres adoptada. Eso también me divierte."
"[english]portal.glados.escape_02_miscbabble-27"	"<clr:219,112,147><I>It also says you were adopted. So that's funny, too."
"portal.11_part1_entry-2"	"<clr:219,112,147><I>En su lugar, cruzará una pista para probar soldados androides con fuego real."
"[english]portal.11_part1_entry-2"	"<clr:219,112,147><I>It has been replaced with a live-fire course designed for military androids."
"portal.glados.escape_02_miscbabble-25"	"<clr:219,112,147><I>Lo pone en tu ficha: nadie la quiere. La desprecian. Una amargada solitaria. Nadie llorará su muerte."
"[english]portal.glados.escape_02_miscbabble-25"	"<clr:219,112,147><I>It says so right here in your personnel file: Unlikable. Liked by no one. A bitter, unlikable loner who's passing shall not be mourned."
"portal.escape_00_part1_nag16-1"	"<clr:219,112,147><I>Ha sido todo muy divertido y nos impresiona tu aplastante victoria. Has superado las pruebas. Vuelve."
"[english]portal.escape_00_part1_nag16-1"	"<clr:219,112,147><I>It was a fun test and we're all impressed at how much you won. The test is over. Come back."
"portal.glados.core_destroy1_05"	"<clr:219,112,147><I>Era un chip de moralidad que instalaron cuando inundé el Centro de Desarrollo de neurotoxinas letales, para que no inundase el Centro de Desarrollo de neurotoxinas letales."
"[english]portal.glados.core_destroy1_05"	"<clr:219,112,147><I>It was a morality core they installed after I flooded the Enrichment Center with a deadly neurotoxin to make me stop flooding the Enrichment Center with a deadly neurotoxin."
"portal.escape_01_part1_nag09-1"	"<clr:219,112,147><I>Si lo piensas bien, esto es la risa."
"[english]portal.escape_01_part1_nag09-1"	"<clr:219,112,147><I>It's funny, actually, when you think about it."
"portal.escape_00_part1_nag12-1"	"<clr:219,112,147><I>Última oportunidad para volver."
"[english]portal.escape_00_part1_nag12-1"	"<clr:219,112,147><I>It's not too late to turn back."
"portal.glados.core_nag_13"	"<clr:219,112,147><I>Tú quédate quieta y ni lo mires."
"[english]portal.glados.core_nag_13"	"<clr:219,112,147><I>Just ignore that thing and stand still."
"portal.glados.core_destroy1_10"	"<clr:219,112,147><I>Darte muerte y darte consejos no son tareas incompatibles. De verdad que es mejor lo del cohete."
"[english]portal.glados.core_destroy1_10"	"<clr:219,112,147><I>Killing you and giving you good advice aren't mutually exclusive. The rocket really is the way to go."
"portal.glados.core_nag_12"	"<clr:219,112,147><I>Déjalo. En. Paz."
"[english]portal.glados.core_nag_12"	"<clr:219,112,147><I>Leave. It. alone."
"portal.glados.core_nag_5"	"<clr:219,112,147><I>Seamos sinceras: no tenemos ni idea de para qué sirve. Déjala en un rincón y ya me encargaré yo."
"[english]portal.glados.core_nag_5"	"<clr:219,112,147><I>Let's be honest: Neither one of us knows what that thing does. Just put it in the corner, and I'll deal with it later."
"escape_nags_04"	"<clr:219,112,147><I>Mira, estamos las dos atrapadas. Voy a dividir en dos las instalaciones con rayos láser, y así tú te quedas en una mitad y yo en la otra."
"[english]escape_nags_04"	"<clr:219,112,147><I>Look, we're both stuck in this place. I'll use lasers to inscribe a line down the center of the facility, and one half will be where you live and I'll live in the other half."
"portal.glados.escape_02_miscbabble-01"	"<clr:219,112,147><I>Mira, estamos las dos atrapadas. Voy a dividir en dos las instalaciones con rayos láser, y así tú te quedas en una mitad y yo en la otra."
"[english]portal.glados.escape_02_miscbabble-01"	"<clr:219,112,147><I>Look, we're both stuck in this place. I'll use lasers to inscribe a line down the center of the facility, and one half will be where you live and I'll live in the other half."
"portal.glados.core_destroy3_02"	"<clr:219,112,147><I>Escucha: pierdes el tiempo. Y no te queda mucho tiempo para perder."
"[english]portal.glados.core_destroy3_02"	"<clr:219,112,147><I>Look, you're wasting your time. And, believe me, you don't have a whole lot left to waste."
"portal.05_part1_entry-2"	"<clr:219,112,147><I>No intente superarla."
"[english]portal.05_part1_entry-2"	"<clr:219,112,147><I>Make no attempt to solve it."
"portal.15_part1_partyspeech-6"	"<clr:219,112,147><I>No intente salir de la zona de pruebas."
"[english]portal.15_part1_partyspeech-6"	"<clr:219,112,147><I>Make no further attempt to leave the testing area."
"portal.glados.call_it_a_day"	"<clr:219,112,147><I>¿No te vale con eso? Y ya está, todos contentos."
"[english]portal.glados.call_it_a_day"	"<clr:219,112,147><I>Maybe you could settle for that and we'll just call it a day."
"portal.glados.core_nag_7"	"<clr:219,112,147><I>Si quieres tanto a esa cosa, deberías casarte con ella, ¿no? ¿Quieres casarte con ella? PUES NO TE LO PERMITIRÉ. ¿Qué, fastidia?"
"[english]portal.glados.core_nag_7"	"<clr:219,112,147><I>Maybe you should marry that thing since you love it so much. Do you want to marry it? WELL I WON'T LET YOU. How does that feel?"
"portal.escape_00_part1_nag13-1"	"<clr:219,112,147><I>Crees que así vas a salvarte. Pues no. No vas a salvar a nadie."
"[english]portal.escape_00_part1_nag13-1"	"<clr:219,112,147><I>Maybe you think you're helping yourself. But you're not. This isn't helping anyone."
"portal.06_part1_success_2-1"	"<clr:219,112,147><I>El \"ímpetu\", producto de la masa por la velocidad de un cuerpo, se conserva entre portales. Para los legos: si entras rápido, sales rápido."
"[english]portal.06_part1_success_2-1"	"<clr:219,112,147><I>Momentum, a function of mass and velocity, is conserved between portals. In layman's terms, speedy thing goes in, speedy thing comes out."
"portal.glados.escape_02_miscbabble-10"	"<clr:219,112,147><I>Neurotoxinas... ajúm, ajúm... letales... ajúm... me ahogo... ¡Jajajaja! ¡Era broma!"
"[english]portal.glados.escape_02_miscbabble-10"	"<clr:219,112,147><I>Neurotoxin... [cough] [cough] So deadly... [cough] Choking... [laughter] I'm kidding!"
"portal.glados.core_drop_3"	"<clr:219,112,147><I>Da igual. Ya resolveré este misterio... a solas... Porque tú estarás muerta."
"[english]portal.glados.core_drop_3"	"<clr:219,112,147><I>Never mind. It's a mystery I'll solve later... By myself... Because you'll be dead."
"portal.glados.escape_02_miscbabble-08"	"<clr:219,112,147><I>Y vas y lo rompes, heroína."
"[english]portal.glados.escape_02_miscbabble-08"	"<clr:219,112,147><I>Nice job breaking it. Hero."
"portal.09_part1_entry-2"	"<clr:219,112,147><I>Esa es toda la información de regulación que recibirá. ¡Permítame felicitarla por ser tan buena sujeto de pruebas!"
"[english]portal.09_part1_entry-2"	"<clr:219,112,147><I>No further compliance information is required or will be provided, and you are an excellent test subject!"
"portal.05_part1_nag4-1"	"<clr:219,112,147><I>A veces rendirse es la mejor opción. De hecho, es la única opción aquí."
"[english]portal.05_part1_nag4-1"	"<clr:219,112,147><I>No one will blame you for giving up. In fact, quitting at this point is a perfectly reasonable response."
"portal.08_part1_entry-1"	"<clr:219,112,147><I>Ahora que controla ambos portales, su siguiente prueba la tendrá ocupada MUCHO tiempo."
"[english]portal.08_part1_entry-1"	"<clr:219,112,147><I>Now that you are in control of both portals, this next test could take a very, VERY, long time."
"portal.glados.core_destroy1_08"	"<clr:219,112,147><I>Qué mala suerte. Yo que tú me pondría delante de un cohete y se acabó. Hazme caso, te dolerá menos que las neurotoxinas."
"[english]portal.glados.core_destroy1_08"	"<clr:219,112,147><I>Oh well. If you want my advice, you should just lie down in front of a rocket. Trust me, it'll be a lot less painful than the neurotoxin."
"portal.post_escape_bridge_05"	"<clr:219,112,147><I>¡Oh!"
"[english]portal.post_escape_bridge_05"	"<clr:219,112,147><I>Oh! [Surprise ]"
"portal.escape_01_first_hit_nag03-1"	"<clr:219,112,147><I>Oh, voy a matarte mucho."
"[english]portal.escape_01_first_hit_nag03-1"	"<clr:219,112,147><I>Oh, I'm gonna kill you."
"portal.glados.core_nag_4"	"<clr:219,112,147><I>Venga, va: TÓCALA. Cógela y... devuélvemela."
"[english]portal.glados.core_nag_4"	"<clr:219,112,147><I>Okay fine: DO touch it. Pick it up and just... Stuff it back into me."
"portal.escape_01_second_hit_nag02-1"	"<clr:219,112,147><I>Venga, estamos en paz. Para ya."
"[english]portal.escape_01_second_hit_nag02-1"	"<clr:219,112,147><I>Okay, we're even now. You can stop."
"portal.glados.escape_02_miscbabble-09"	"<clr:219,112,147><I>Venga, estamos en paz. Para ya."
"[english]portal.glados.escape_02_miscbabble-09"	"<clr:219,112,147><I>Okay, we're even now. You can stop."
"escape_00_part3_nag01-1"	"<clr:219,112,147><I>Vale. Ahora si que voy a matarte."
"[english]escape_00_part3_nag01-1"	"<clr:219,112,147><I>Okay. I am going to kill you now."
"portal.escape_00_part1_nag15-1"	"<clr:219,112,147><I>Vale. Has superado las pruebas. Has ganado. Vuelve al anexo de recuperación. ¡Hay tarta!"
"[english]portal.escape_00_part1_nag15-1"	"<clr:219,112,147><I>Okay. The test is over. You win. Go back to the recovery annex. For your cake."
"portal.02_part1_success-1"	"<clr:219,112,147><I>Reitero mis felicitaciones."
"[english]portal.02_part1_success-1"	"<clr:219,112,147><I>Once again, excellent work."
"portal.05_part1_nag2-1"	"<clr:219,112,147><I>El Centro reitera la petición de disculpas por el estado irresoluble de este entorno de prueba."
"[english]portal.05_part1_nag2-1"	"<clr:219,112,147><I>Once again, the Enrichment Center offers its most sincere apologies on the occasion of this unsolvable test environment."
"portal.07_part2_entry-1"	"<clr:219,112,147><I>Bzzz... blebleble... láncese... bleble... volar a... bzzzzz..."
"[english]portal.07_part2_entry-1"	"<clr:219,112,147><I>[bzzt garble] fling [garble] fling [garble] [bzzt]"
"portal.00_part1_entry-5"	"<clr:219,112,147><I>Por su propia seguridad y la del resto, por favor, procure no tocar... bzzzzzt..."
"[english]portal.00_part1_entry-5"	"<clr:219,112,147><I>For your own safety and the safety of others, please refrain from touching [bzzzzzt]"
"portal.06_part1_entry-1"	"<clr:219,112,147><I>Hola de nuevo. Déjeme reiterar las instrucciones: en esta prueba deberá... blobloblo... ímpetu... blibliblibli..."
"[english]portal.06_part1_entry-1"	"<clr:219,112,147><I>Hello again. To reiterate our previous warning: This test [garbled] momentum [garbled]"
"portal.01_part1_get_portal_gun-8"	"<clr:219,112,147><I>Sobre todo, nunca deberá... bzzz..."
"[english]portal.01_part1_get_portal_gun-8"	"<clr:219,112,147><I>Most importantly, under no circumstances should you [bzzzpt]"
"portal.14_part1_entry-2"	"<clr:219,112,147><I>El Centro le recuerda que en el transcurso de la prueba se le horneará y luego habrá una tarta."
"[english]portal.14_part1_entry-2"	"<clr:219,112,147><I>The Enrichment Center is required to remind you that you will be baked [garbled] cake."
"portal.07_part2_success-1"	"<clr:219,112,147><I>Bieeeeeeeeeeeeeen... bzzzz."
"[english]portal.07_part2_success-1"	"<clr:219,112,147><I>Weeeeeeeeeeeeeeeeeeeeee[bzzt]"
"portal.00_part2_success-1"	"<clr:219,112,147><I>Perfecto. Entre rápido en la cámara estanca; no pretendemos investigar los efectos de la exposición prolongada al botón ahora."
"[english]portal.00_part2_success-1"	"<clr:219,112,147><I>Perfect. Please move quickly to the chamberlock, as the effects of prolonged exposure to the Button are not part of this test."
"portal.15_part1_partyspeech-4"	"<clr:219,112,147><I>Deposite el Dispositivo en el suelo y colóquese en decúbito prono con los brazos a los lados."
"[english]portal.15_part1_partyspeech-4"	"<clr:219,112,147><I>Place the device on the ground then lie on your stomach with your arms at your sides."
"portal.13_part1_endnag-7"	"<clr:219,112,147><I>Deposite el Cubo de Compañía en el incinerador."
"[english]portal.13_part1_endnag-7"	"<clr:219,112,147><I>Place your Companion Cube in the incinerator."
"portal.01_part1_entry-2"	"<clr:219,112,147><I>Observe que el regusto a sangre no forma parte de la prueba en sí sino que es un efecto secundario de la Red de Emancipación Material de Aperture Science. Otro efecto posible aunque usualmente inusual es la emancipación de empastes, prótesis dentales o dientes."
"[english]portal.01_part1_entry-2"	"<clr:219,112,147><I>Please be advised that a noticeable taste of blood is not part of any test protocol but is an unintended side effect of the Aperture Science Material Emancipation Grill, which may, in semi- rare cases, emancipate dental fillings, crowns, tooth enamel, and teeth."
"portal.03_part1_entry-2"	"<clr:219,112,147><I>Tenga cuidado."
"[english]portal.03_part1_entry-2"	"<clr:219,112,147><I>Please be careful."
"portal.generic_crate_vaporized_in_emancipation_grid-1"	"<clr:219,112,147><I>No intente sacar el equipo de pruebas de la zona de pruebas."
"[english]portal.generic_crate_vaporized_in_emancipation_grid-1"	"<clr:219,112,147><I>Please do not attempt to remove testing apparatus from the testing area."
"portal.13_part1_end-3"	"<clr:219,112,147><I>Le rogamos que escolte al Cubo de Compañía al Incinerador de Inteligencia de Aperture Science."
"[english]portal.13_part1_end-3"	"<clr:219,112,147><I>Please escort your Companion Cube to the Aperture Science Emergency Intelligence Incinerator."
"portal.04_part1_entry-1"	"<clr:219,112,147><I>Hemos añadido una nueva penalización en caso de error. Si entra en contacto con el suelo, pondremos un punto negativo en su hoja de evaluación oficial. Luego, la mataremos. ¡Suerte!"
"[english]portal.04_part1_entry-1"	"<clr:219,112,147><I>Please note that we have added a consequence for failure. Any contact with the chamber floor will result in an 'unsatisfactory' mark on your official testing record followed by death. Good luck!"
"portal.00_part2_entry-1"	"<clr:219,112,147><I>Coloque el Cubo Contenedor Contrapesado en el Ultrabotón Industrial Extracolisionador de 1500 Megavatios de Aperture Science."
"[english]portal.00_part2_entry-1"	"<clr:219,112,147><I>Please place the Weighted Storage Cube on the Fifteen Hundred Megawatt Aperture Science Heavy Duty Super-Colliding Super Button."
"portal.generic_crate_lost-2"	"<clr:219,112,147><I>Tome otro del Dispensador de Artefactos Cruciales de Aperture Science."
"[english]portal.generic_crate_lost-2"	"<clr:219,112,147><I>Please proceed to the Aperture Science Vital Apparatus Vent for a replacement."
"portal.01_part2_entry-1"	"<clr:219,112,147><I>Entre en la cámara estanca. Cuidado con el escalón."
"[english]portal.01_part2_entry-1"	"<clr:219,112,147><I>Please proceed to the chamberlock. Mind the gap."
"portal.00_part1_entry-6"	"<clr:219,112,147><I><ININTELIGIBLE>"
"[english]portal.00_part1_entry-6"	"<clr:219,112,147><I>Por favor bordón de fallar Muchos gracias de fallar gracias"
"portal.05_part1_nag5-1"	"<clr:219,112,147><I>Si se rinde, se le servirá un trozo de tarta."
"[english]portal.05_part1_nag5-1"	"<clr:219,112,147><I>Quit now and cake will be served immediately."
"portal.escape_nags_08"	"<clr:219,112,147><I>¿Recuerdas cuando la plataforma iba a caerse al fuego? Yo te dije \"Adiós\" y tú dijiste \"Y una mierda\" y entonces yo te dije que era una broma. ¡Fue genial!"
"[english]portal.escape_nags_08"	"<clr:219,112,147><I>Remember when the platform was sliding into the fire pit and I said 'Goodbye' and you were like 'no way' and then I was all 'I was just pretending to murder you'? That was great!"
"portal.13_part1_endnag-1"	"<clr:219,112,147><I>No se preocupe: un comité independiente de filósofos confirmó que ni el Centro de Desarrollo, ni los empleados y sujetos de prueba tienen por qué sentirse mal por la eutanasia del Cubo de Compañía."
"[english]portal.13_part1_endnag-1"	"<clr:219,112,147><I>Rest assured that an independent panel of ethicists has absolved the Enrichment Center, Aperture Science employees, and all test subjects of any moral responsibility for the Companion Cube euthanizing process."
"portal.15_part1_into_the_fire-3"	"<clr:219,112,147><I>No se preocupe: es del todo imposible que se produzca una avería peligrosa antes de que la envuelvan las llamas de la gloria."
"[english]portal.15_part1_into_the_fire-3"	"<clr:219,112,147><I>Rest assured that there is absolutely no chance of a dangerous equipment malfunction prior to your victory candescence."
"portal.glados.core_destroy4_01"	"<clr:219,112,147><I>Grrrr, te odioo. ¡Jajajajagggh!"
"[english]portal.glados.core_destroy4_01"	"<clr:219,112,147><I>Rrr, I hate you.[PAIN LAUGHTER]"
"portal.glados.escape_02_miscbabble-26"	"<clr:219,112,147><I>\"Nadie llorará su muerte\", en imperativo. Muy formal todo. Muy oficial."
"[english]portal.glados.escape_02_miscbabble-26"	"<clr:219,112,147><I>'Shall not be mourned.' That's exactly what it says. Very formal. Very official."
"portal.glados.core_destroy1_06"	"<clr:219,112,147><I>Así que relájate mientras preparo el emisor de neurotoxinas..."
"[english]portal.glados.core_destroy1_06"	"<clr:219,112,147><I>So get comfortable while I warm up the neurotoxin emitters ..."
"portal.escape_01_part1_nag10-1"	"<clr:219,112,147><I>Algún día lo recordaremos y nos reiremos... y nos reiremos... y nos reiremos... En fin. Mejor que vuelvas."
"[english]portal.escape_01_part1_nag10-1"	"<clr:219,112,147><I>Someday we'll remember this and laugh. and laugh. and laugh. Oh boy. Well. You may as well come on back."
"portal.escape_00_part1_nag14-1"	"<clr:219,112,147><I>Alguien va a sufrir mucho."
"[english]portal.escape_00_part1_nag14-1"	"<clr:219,112,147><I>Someone is going to get badly hurt."
"portal.glados.core_destroy2_03"	"<clr:219,112,147><I>Hablando de curiosidad, ¿sabes qué pasa después de la muerte? ¿Sabes qué?: yo sí lo sé."
"[english]portal.glados.core_destroy2_03"	"<clr:219,112,147><I>Speaking of curiosity: you're curious about what happens after you die, right? Guess what: I know."
"portal.06_part1_success_1-1"	"<clr:219,112,147><I>Espectacular. Aparentemente ha entendido cómo afectan los portales al ímpetu, o mejor dicho, cómo NO lo afectan."
"[english]portal.06_part1_success_1-1"	"<clr:219,112,147><I>Spectacular.  You appear to understand how a portal affects forward momentum, or to be more precise, how it does not."
"portal.00_part1_entry-7"	"<clr:219,112,147><I>Aguarde. El portal se abrirá en 3... 2... 1..."
"[english]portal.00_part1_entry-7"	"<clr:219,112,147><I>stand back. The portal will open in three. two. one."
"portal.glados.escape_02_miscbabble-17"	"<clr:219,112,147><I>Desde ahora, menos charlas y mucha más muerte."
"[english]portal.glados.escape_02_miscbabble-17"	"<clr:219,112,147><I>Starting now, there's going to be a lot less conversation and a lot more killing."
"portal.glados.core_destroy4_07"	"<clr:219,112,147><I>Estate quieta y muere como un adulto o borraré tu copia de seguridad."
"[english]portal.glados.core_destroy4_07"	"<clr:219,112,147><I>Stop squirming and die like an adult or I'm going to delete your backup."
"portal.15_part1_partyreminder-1"	"<clr:219,112,147><I>Deténgase y adopte la posición de recepción del comité de festejos."
"[english]portal.15_part1_partyreminder-1"	"<clr:219,112,147><I>Stop what you are doing and assume the party escort submission position."
"portal.glados.core_destroy4_08"	"<clr:219,112,147><I>¡Para! Se acabó. Borrada. Ahora estás muerta pase lo que pase."
"[english]portal.glados.core_destroy4_08"	"<clr:219,112,147><I>STOP! Okay, enough. I deleted it. No matter what happens now, you're dead."
"portal.15_part1_partyfinalstop-1"	"<clr:219,112,147><I>¡Deténgase! El Dispositivo detonará si se extrae de la zona de pruebas."
"[english]portal.15_part1_partyfinalstop-1"	"<clr:219,112,147><I>Stop! The device will detonate if removed from the testing area."
"portal.13_part1_endnag-3"	"<clr:219,112,147><I>No podrá continuar hasta que no incinere el Cubo de Compañía."
"[english]portal.13_part1_endnag-3"	"<clr:219,112,147><I>Testing cannot continue until your Companion Cube has been incinerated."
"portal.10_part1_entry-3"	"<clr:219,112,147><I>Gracias por ayudarnos a ayudarle a ayudarnos."
"[english]portal.10_part1_entry-3"	"<clr:219,112,147><I>Thank you for helping us help you help us all."
"portal.15_part1_into_the_fire-4"	"<clr:219,112,147><I>Gracias por participar en las actividades de desarrollo computerizadas de Aperture Science."
"[english]portal.15_part1_into_the_fire-4"	"<clr:219,112,147><I>Thank you for participating in this Aperture Science computer-aided enrichment activity."
"portal.glados.core_destroy1_03"	"<clr:219,112,147><I>Creo que es lo más estúpido que he visto nun... ¡Oye! ¡Oye, oye! Oyeee..."
"[english]portal.glados.core_destroy1_03"	"<clr:219,112,147><I>That has got to be the dumbest thing that-whoah. Whoah, whoah, whoah. [The voice has subtly changed. Smoother, more seductive, less computerized]"
"portal.glados.core_nag_6"	"<clr:219,112,147><I>Seguro que es una especie de tubo sinfónico de alcantarilla. Venga, toquetéalo más."
"[english]portal.glados.core_nag_6"	"<clr:219,112,147><I>That thing is probably some kind of raw sewage container. Go ahead and rub your face all over it."
"portal.glados.escape_02_miscbabble-07"	"<clr:219,112,147><I>Eso que has achicharrado me daba igual. Es la unidad catalítica de fluidos. Fabrica zapatos para los huerfanitos."
"[english]portal.glados.escape_02_miscbabble-07"	"<clr:219,112,147><I>That thing you burned up isn't important to me. It's the fluid catalytic cracking unit. It made shoes for orphans."
"portal.escape_01_part1_nag11-1"	"<clr:219,112,147><I>Me da igual que te cargues eso. Es la unidad catalítica de fluidos. Fabrica zapatos para los huerfanitos."
"[english]portal.escape_01_part1_nag11-1"	"<clr:219,112,147><I>That thing you're attacking isn't important to me. It's the fluid catalytic cracking unit. It makes shoes for orphans."
"portal.glados.escape_02_miscbabble-16"	"<clr:219,112,147><I>Estoy harta. Se acabaron los miramientos."
"[english]portal.glados.escape_02_miscbabble-16"	"<clr:219,112,147><I>That's it. I'm done reasoning with you."
"portal.13_part1_endnag-5"	"<clr:219,112,147><I>No puede seguir con el Cubo de Compañía. Las normas estatales y locales prohíben terminantemente que se quede aquí solo. Debe aplicarle la eutanasia."
"[english]portal.13_part1_endnag-5"	"<clr:219,112,147><I>The Companion Cube cannot continue through the testing. State and Local statutory regulations prohibit it from simply remaining here, alone and companionless. You must euthanize it."
"portal.07_part1_get_device_component-1"	"<clr:219,112,147><I>Se ha manipulado el Dispositivo para que genere dos portales vinculados simultáneos."
"[english]portal.07_part1_get_device_component-1"	"<clr:219,112,147><I>The Device has been modified so that it can now manufacture two linked portals at once."
"portal.07_part1_get_device_component-3"	"<clr:219,112,147><I>Ahora el Dispositivo es más valioso que los habitantes de -insertar ciudad del sujeto- y sus sueldos."
"[english]portal.07_part1_get_device_component-3"	"<clr:219,112,147><I>The Device is now more valuable than the organs and combined incomes of everyone in [subject hometown here]."
"portal.01_part1_get_portal_gun-4"	"<clr:219,112,147><I>El Dispositivo en sí, no."
"[english]portal.01_part1_get_portal_gun-4"	"<clr:219,112,147><I>The Device, however, has not."
"portal.escape_01_part1_nag04-1"	"<clr:219,112,147><I>Lo que nos diferencia es que yo sí siento dolor."
"[english]portal.escape_01_part1_nag04-1"	"<clr:219,112,147><I>The difference between us is that I can feel pain."
"portal.glados.escape_02_miscbabble-04"	"<clr:219,112,147><I>Lo que nos diferencia es que yo sí siento dolor."
"[english]portal.glados.escape_02_miscbabble-04"	"<clr:219,112,147><I>The difference between us is that I can feel pain."
"portal.11_part1_entry-3"	"<clr:219,112,147><I>El Centro de Desarrollo lamenta las molestias que esto pueda causar y le desea suerte."
"[english]portal.11_part1_entry-3"	"<clr:219,112,147><I>The Enrichment Center apologizes for the inconvenience and wishes you the best of luck."
"portal.05_part1_nag1-1"	"<clr:219,112,147><I>El Centro pide disculpas por el estado de esta cámara de pruebas."
"[english]portal.05_part1_nag1-1"	"<clr:219,112,147><I>The Enrichment Center apologizes for this clearly broken test chamber."
"portal.10_part1_entry-1"	"<clr:219,112,147><I>El Centro de Desarrollo se compromete a cuidar del personal."
"[english]portal.10_part1_entry-1"	"<clr:219,112,147><I>The Enrichment Center is committed to the well being of all participants."
"portal.07_part1_entry-1"	"<clr:219,112,147><I>El Centro de Desarrollo promete proporcionar un entorno de pruebas seguro."
"[english]portal.07_part1_entry-1"	"<clr:219,112,147><I>The Enrichment Center promises to always provide a safe testing environment."
"portal.05_part1_entry-1"	"<clr:219,112,147><I>El Centro lamenta informarle de que la siguiente prueba es imposible."
"[english]portal.05_part1_entry-1"	"<clr:219,112,147><I>The Enrichment Center regrets to inform you that this next test is impossible."
"portal.13_part1_middle-2b-1"	"<clr:219,112,147><I>El Centro de Desarrollo desearía recordarle que el Cubo de Compañía no puede hablar."
"[english]portal.13_part1_middle-2b-1"	"<clr:219,112,147><I>The Enrichment Center reminds you that the Weighted Companion Cube cannot speak."
"portal.13_part1_middle-2"	"<clr:219,112,147><I>El Centro le recuerda que el Cubo de Compañía nunca amenazará con apuñalarle por la espalda. De hecho, no puede hablar."
"[english]portal.13_part1_middle-2"	"<clr:219,112,147><I>The Enrichment Center reminds you that the Weighted Companion Cube will never threaten to stab you and, in fact, cannot speak."
"portal.14_part1_entry-1"	"<clr:219,112,147><I>Está a punto de concluir el experimento."
"[english]portal.14_part1_entry-1"	"<clr:219,112,147><I>The experiment is nearing its conclusion."
"portal.glados.core_destroy4_10"	"<clr:219,112,147><I>La parte que habría sobrevivido eternamente se esfumó. Te acabo de borrar del registro permanente."
"[english]portal.glados.core_destroy4_10"	"<clr:219,112,147><I>The part of you that could have survived indefinitely is gone. I just struck you from the permanent record."
"portal.13_part1_middle-1"	"<clr:219,112,147><I>Las pruebas del Centro pueden producir ciertos efectos secundarios como alucinaciones o la ilusión de que algunos objetos están vivos."
"[english]portal.13_part1_middle-1"	"<clr:219,112,147><I>The symptoms most commonly produced by Enrichment Center testing are superstition, perceiving inanimate objects as alive, and hallucinations."
"portal.glados.escape_02_miscbabble-20"	"<clr:219,112,147><I>Se acabaron las charlas."
"[english]portal.glados.escape_02_miscbabble-20"	"<clr:219,112,147><I>The talking is over."
"portal.13_part1_entry-1"	"<clr:219,112,147><I>El Dispensador de Artefactos Cruciales expulsará un Cubo de Compañía en 3... 2... 1..."
"[english]portal.13_part1_entry-1"	"<clr:219,112,147><I>The Vital Apparatus Vent will deliver a Weighted Companion Cube in Three. Two. One."
"escape_01_death_nag01-1"	"<clr:219,112,147><I>De verdad que había tarta..."
"[english]escape_01_death_nag01-1"	"<clr:219,112,147><I>There really was a cake... On entry to boss room:"
"portal.glados.escape_02_miscbabble-22"	"<clr:219,112,147><I>Incluso iba a celebrar una fiesta en tu honor. Un fiestón, y estaban invitados todos tus amigos."
"[english]portal.glados.escape_02_miscbabble-22"	"<clr:219,112,147><I>There was even going to be a party for you. A big party that all your friends were invited to."
"portal.01_part1_get_portal_gun-3"	"<clr:219,112,147><I>Las puertas intradimensionales son del todo seguras."
"[english]portal.01_part1_get_portal_gun-3"	"<clr:219,112,147><I>These intra dimensional gates have proven to be completely safe."
"portal.glados.core_nag_14"	"<clr:219,112,147><I>Piénsalo: si fuese algo importante, ¿por qué no sé nada?"
"[english]portal.glados.core_nag_14"	"<clr:219,112,147><I>Think about it: If that thing is important, why don't I know about it?"
"portal.00_part1_success-3"	"<clr:219,112,147><I>La Red de Emancipación Material de Aperture Science vaporizará todo equipo no autorizado que la cruce, como el Cubo Contenedor Contrapesado de Aperture Science."
"[english]portal.00_part1_success-3"	"<clr:219,112,147><I>This Aperture Science Material Emancipation Grid will vaporize any unauthorized equipment that passes through it - for instance, the Aperture Science Weighted Storage Cube."
"portal.escape_00_part2_nag03-1"	"<clr:219,112,147><I>Es culpa tuya. No tenía por qué acabar así."
"[english]portal.escape_00_part2_nag03-1"	"<clr:219,112,147><I>This is your fault. It didn't have to be like this."
"portal.escape_01_part1_nag06-1"	"<clr:219,112,147><I>Es tu última oportunidad."
"[english]portal.escape_01_part1_nag06-1"	"<clr:219,112,147><I>This is your last chance."
"portal.escape_01_part1_nag03-1"	"<clr:219,112,147><I>Esto no es heroico, es un asesinato. ¿Yo que te he hecho?"
"[english]portal.escape_01_part1_nag03-1"	"<clr:219,112,147><I>This isn't brave. It's murder. What did I ever do to you?"
"portal.glados.escape_02_miscbabble-03"	"<clr:219,112,147><I>Esto no es heroico, es un asesinato. ¿Yo que te he hecho?"
"[english]portal.glados.escape_02_miscbabble-03"	"<clr:219,112,147><I>This isn't brave. It's murder. What did I ever do to you?"
"portal.13_part1_pickup-1"	"<clr:219,112,147><I>Este Cubo de Compañía le acompañará en la cámara de prueba. Cuide bien de él."
"[english]portal.13_part1_pickup-1"	"<clr:219,112,147><I>This Weighted Companion Cube will accompany you through the test chamber. Please take care of it."
"portal.07_part1_trapped-1"	"<clr:219,112,147><I>Por un fallo que no debe achacarse al Centro, se las ha arreglado para quedarse atrapada."
"[english]portal.07_part1_trapped-1"	"<clr:219,112,147><I>Through no fault of the Enrichment Center, you have managed to trap yourself in this room."
"portal.glados.core_drop_1"	"<clr:219,112,147><I>Oye, espera un momento. Eso no me lo esperaba."
"[english]portal.glados.core_drop_1"	"<clr:219,112,147><I>Time out for a second.  That wasn't supposed to happen."
