"lang"
{
"Language"	"swedish"
"cavejohnson.seventies_test_a_intro02"	"<clr:205,149,117>Cave Johnson: Caroline, är lönekupongerna klara?"
"[english]cavejohnson.seventies_test_a_intro02"	"<clr:205,149,117>Cave Johnson: Caroline, are the compensation vouchers ready?"
"cavejohnson.seventies_test_b_complete01"	"<clr:205,149,117>Cave Johnson: Om du vill tjäna femhundra spänn till kan du vända dig till testpersonalen. Du kan gå härifrån tusen kronor rikare om du bara låter oss plocka isär dig, stoppa in lite forskningsprylar och sedan sätta ihop dig igen."
"[english]cavejohnson.seventies_test_b_complete01"	"<clr:205,149,117>Cave Johnson: If you're interested in an additional sixty dollars, flag down a test associate and let 'em know. You could walk out of here with a hundred and twenty weighing down your bindle if  you let us take you apart, put some science stuff in you, then put you back together good as new."
"cavejohnson.seventies_test_b_complete03"	"<clr:205,149,117>Cave Johnson: Det finns fortfarande några platser kvar om det är någon mer som är intresserad av en extra bonus. Som jag sa tidigare behöver du bara låta oss plocka isär dig. Vi råkar faktiskt veta vad vi håller på med. Vi kan sätta ihop en människa."
"[english]cavejohnson.seventies_test_b_complete03"	"<clr:205,149,117>Cave Johnson: In case you're interested, there's still some positions available for that bonus opportunity I mentioned earlier. Again: all you gotta do is let us disassemble you. We're not banging rocks together here. We know how to put a man back together."
"cavejohnson.seventies_test_b_complete04"	"<clr:205,149,117>Cave Johnson: Vi snackar total nysammansättning. Nya organ. Lite polish på de gamla. Och dessutom tar vi bort tumörer. Du borde ge oss pengar och inte tvärtom."
"[english]cavejohnson.seventies_test_b_complete04"	"<clr:205,149,117>Cave Johnson: So that's a complete reassembly. New vitals. Spit-shine on the old ones. Plus we're scooping out tumors. Frankly, you oughtta be paying us."
"core01.babble05"	"<clr:255,201,4>Core 1: Vad tycker du är bäst med rymden? Jag tycker rymden."
"[english]core01.babble05"	"<clr:255,201,4>Core 1: What's your favorite thing about space? Mine is space."
"core01.babble100"	"<clr:255,201,4>Core 1: Rymden."
"[english]core01.babble100"	"<clr:255,201,4>Core 1: Space."
"core01.babble102"	"<clr:255,201,4>Core 1: Hallå där, vi måste till rymden."
"[english]core01.babble102"	"<clr:255,201,4>Core 1: Gotta go to space. Lady. Lady."
"core01.babble105"	"<clr:255,201,4>Core 1: Hallå, hallå. Du, tjejen. Vi drar till rymden."
"[english]core01.babble105"	"<clr:255,201,4>Core 1: Oo. Oo. Oo. Lady. Oo. Lady. Oo. Let's go to space."
"core01.babble11"	"<clr:255,201,4>Core 1: Hurra, vi ska till rymden."
"[english]core01.babble11"	"<clr:255,201,4>Core 1: Space going to space can't wait."
"core01.babble14"	"<clr:255,201,4>Core 1: Rymden..."
"[english]core01.babble14"	"<clr:255,201,4>Core 1: Space..."
"core01.babble16"	"<clr:255,201,4>Core 1: Rymden. Inför rätta. Ställer systemet inför rätta. Skyldig. Till att vara i rymden. Det blir rymdfängelse."
"[english]core01.babble16"	"<clr:255,201,4>Core 1: Space. Trial. Puttin' the system on trial. In space. Space system. On trial. Guilty. Of being in space! Going to space jail!"
"core01.babble19"	"<clr:255,201,4>Core 1: Pappa! Jag är i rymden! [rymdbasröst] Jag är stolt över dig, min son. [normal röst] Är du rymden, pappa? [rymdbasröst] Ja. Familjen är samlad igen."
"[english]core01.babble19"	"<clr:255,201,4>Core 1: Dad! I'm in space! [low-pitched 'space' voice] I'm proud of you, son. [normal voice] Dad, are you space? [low-pitched 'space' voice] Yes. Now we are a family again."
"core01.babble20"	"<clr:255,201,4>Core 1: Rymden, rymden, vill åka till rymden. Ja, tack! Rymden, rymden. Åka till rymden."
"[english]core01.babble20"	"<clr:255,201,4>Core 1: Space space wanna go to space yes please space. Space space. Go to space."
"core01.babble21"	"<clr:255,201,4>Core 1: Rymden, rymden, vill åka till rymden."
"[english]core01.babble21"	"<clr:255,201,4>Core 1: Space space wanna go to space"
"core01.babble22"	"<clr:255,201,4>Core 1: Rymden, rymden, vi ska till rymden."
"[english]core01.babble22"	"<clr:255,201,4>Core 1: Space space going to space oh boy"
"core01.babble24"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Rymden! Ba! Ba! Ba ba ba!"
"[english]core01.babble24"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space! Ba! Ba! Ba ba ba!"
"core01.babble28"	"<clr:255,201,4>Core 1: Okej, ta det piano. Här kommer rymdpolisen."
"[english]core01.babble28"	"<clr:255,201,4>Core 1: Oh. Play it cool. Play it cool. Here come the space cops."
"core01.babble29"	"<clr:255,201,4>Core 1: Hjälp mig, rymdpolisen. Rymdpolisen, hjälp."
"[english]core01.babble29"	"<clr:255,201,4>Core 1: Help me, space cops. Space cops, help."
"core01.babble31"	"<clr:255,201,4>Core 1: På väg till rymden, det ska bli kul. Rymden. Ska dit."
"[english]core01.babble31"	"<clr:255,201,4>Core 1: Going to space going there can't wait gotta go. Space. Going."
"core01.babble33"	"<clr:255,201,4>Core 1: Bäst att köpa ett teleskop. För att kunna se mig. Köp ett teleskop. Jag ska till rymden."
"[english]core01.babble33"	"<clr:255,201,4>Core 1: Better buy a telescope. Wanna see me. Buy a telescope. Gonna be in space."
"core01.babble35"	"<clr:255,201,4>Core 1: Rymden. Rymden."
"[english]core01.babble35"	"<clr:255,201,4>Core 1: Space. Space."
"core01.babble36"	"<clr:255,201,4>Core 1: Jag ska till rymden."
"[english]core01.babble36"	"<clr:255,201,4>Core 1: I'm going to space."
"core01.babble37"	"<clr:255,201,4>Core 1: Kära nån."
"[english]core01.babble37"	"<clr:255,201,4>Core 1: Oh boy."
"core01.babble40"	"<clr:255,201,4>Core 1: Ja ja, okej okej."
"[english]core01.babble40"	"<clr:255,201,4>Core 1: Yeah yeah yeah okay okay."
"core01.babble42"	"<clr:255,201,4>Core 1: Rymden. Rymden. Jag ska till rymden."
"[english]core01.babble42"	"<clr:255,201,4>Core 1: Space. Space. Gonna go to space."
"core01.babble43"	"<clr:255,201,4>Core 1: Rymden. Rymden. På väg till rymden."
"[english]core01.babble43"	"<clr:255,201,4>Core 1: Space. Space. Go to space."
"core01.babble44"	"<clr:255,201,4>Core 1: Ja. Tack. Rymden."
"[english]core01.babble44"	"<clr:255,201,4>Core 1: Yes. Please. Space."
"core01.babble45"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Rymden!"
"[english]core01.babble45"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space!"
"core01.babble46"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Rymden!"
"[english]core01.babble46"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space!"
"core01.babble47"	"<clr:255,201,4>Core 1: Jag ska åka till rymden."
"[english]core01.babble47"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babble48"	"<clr:255,201,4>Core 1: Rymden."
"[english]core01.babble48"	"<clr:255,201,4>Core 1: Space."
"core01.babble49"	"<clr:255,201,4>Core 1: Rymden."
"[english]core01.babble49"	"<clr:255,201,4>Core 1: Space."
"core01.babble50"	"<clr:255,201,4>Core 1: Aaaah, rymden."
"[english]core01.babble50"	"<clr:255,201,4>Core 1: Ohhhh, space."
"core01.babble51"	"<clr:255,201,4>Core 1: Vill åka till rymden. Rymden."
"[english]core01.babble51"	"<clr:255,201,4>Core 1: Wanna go to space. Space."
"core01.babble52"	"<clr:255,201,4>Core 1: [nynnar]"
"[english]core01.babble52"	"<clr:255,201,4>Core 1: [humming]"
"core01.babble53"	"<clr:255,201,4>Core 1: Vi drar - vi drar till rymden. Vi drar till rymden."
"[english]core01.babble53"	"<clr:255,201,4>Core 1: Let's go - let's go to space. Let's go to space."
"core01.babble54"	"<clr:255,201,4>Core 1: Jag älskar rymden. Älskar rymden."
"[english]core01.babble54"	"<clr:255,201,4>Core 1: I love space. Love space."
"core01.babble57"	"<clr:255,201,4>Core 1: Atmosfären. Svarta hål. Astronauter. Nebulosor. Jupiter. Karlavagnen."
"[english]core01.babble57"	"<clr:255,201,4>Core 1: Atmosphere. Black holes. Astronauts. Nebulas. Jupiter. The Big Dipper."
"core01.babble58"	"<clr:255,201,4>Core 1: Omloppsbana. I rymden. I min rymddräkt."
"[english]core01.babble58"	"<clr:255,201,4>Core 1: Orbit. Space orbit. In my spacesuit."
"core01.babble59"	"<clr:255,201,4>Core 1: Rymden..."
"[english]core01.babble59"	"<clr:255,201,4>Core 1: Space..."
"core01.babble60"	"<clr:255,201,4>Core 1: Åååhh, solen. Jag kommer att träffa solen. Åh nej! Vad ska jag säga? \"Hej, solen.\" Jösses!"
"[english]core01.babble60"	"<clr:255,201,4>Core 1: Ohhh, the Sun. I'm gonna meet the Sun. Oh no! What'll I say? 'Hi! Hi, Sun!' Oh, boy!"
"core01.babble61"	"<clr:255,201,4>Core 1: Titta, solförmörkelse! Nej. Titta inte."
"[english]core01.babble61"	"<clr:255,201,4>Core 1: Look, an eclipse! No. Don't look."
"core01.babble62"	"<clr:255,201,4>Core 1: Kom ett tag, rymden. Jag ska berätta en hemlis. Kom närmare."
"[english]core01.babble62"	"<clr:255,201,4>Core 1: Come here, space. I have a secret for you. No, come closer."
"core01.babble67"	"<clr:255,201,4>Core 1: Rymden, rymden, vill åka till rymden."
"[english]core01.babble67"	"<clr:255,201,4>Core 1: Space space wanna go to space"
"core01.babble68"	"<clr:255,201,4>Core 1: Jag vill åka. Jag vill åka till rymden."
"[english]core01.babble68"	"<clr:255,201,4>Core 1: Wanna go to -- wanna go to space"
"core01.babble70"	"<clr:255,201,4>Core 1: Jag vill åka till rymden, jag vill åka till rymden."
"[english]core01.babble70"	"<clr:255,201,4>Core 1: Space wanna go wanna go to space wanna go to space"
"core01.babble71"	"<clr:255,201,4>Core 1: Jag ska till rymden."
"[english]core01.babble71"	"<clr:255,201,4>Core 1: I'm going to space."
"core01.babble73"	"<clr:255,201,4>Core 1: Rymden!"
"[english]core01.babble73"	"<clr:255,201,4>Core 1: Space!"
"core01.babble83"	"<clr:255,201,4>Core 1: Rymden!"
"[english]core01.babble83"	"<clr:255,201,4>Core 1: Space!"
"core01.babble88"	"<clr:255,201,4>Core 1: Hallå, hallå, hallå, hallå!"
"[english]core01.babble88"	"<clr:255,201,4>Core 1: Hey hey hey hey hey!"
"core01.babble89"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babble89"	"<clr:255,201,4>Core 1: Hey."
"core01.babble90"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babble90"	"<clr:255,201,4>Core 1: Hey."
"core01.babble91"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babble91"	"<clr:255,201,4>Core 1: Hey."
"core01.babble92"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babble92"	"<clr:255,201,4>Core 1: Hey."
"core01.babble93"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babble93"	"<clr:255,201,4>Core 1: Hey."
"core01.babble94"	"<clr:255,201,4>Core 1: Du, tjejen."
"[english]core01.babble94"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babble95"	"<clr:255,201,4>Core 1: Tjejen."
"[english]core01.babble95"	"<clr:255,201,4>Core 1: Lady."
"core01.babble98"	"<clr:255,201,4>Core 1: Rymden!"
"[english]core01.babble98"	"<clr:255,201,4>Core 1: Space!"
"core01.babble99"	"<clr:255,201,4>Core 1: Tjejen."
"[english]core01.babble99"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb01"	"<clr:255,201,4>Core 1: Jag vet! Jag vet, jag vet, jag vet, jag vet, jag vet. Nu åker vi till rymden!"
"[english]core01.babbleb01"	"<clr:255,201,4>Core 1: Oh I know! I know I know I know I know I know - let's go to space!"
"core01.babbleb02"	"<clr:255,201,4>Core 1: Oooh! Ooh! Hi hi hi hi hi. Vart ska vi? Vart ska vi? Du, tjejen. Vart ska vi? Vart ska vi? Vi drar till rymden!"
"[english]core01.babbleb02"	"<clr:255,201,4>Core 1: Oooh! Ooh! Hi hi hi hi hi. Where we going? Where we going? Hey. Lady. Where we going? Where we going? Let's go to space!"
"core01.babbleb03"	"<clr:255,201,4>Core 1: Du. Jag älskar rymden. Jag vet! Stava! R. Y... MDEN. Rymden. Rymden."
"[english]core01.babbleb03"	"<clr:255,201,4>Core 1: Lady. I love space. I know! Spell it! S P... AACE. Space. Space."
"core01.babbleb04"	"<clr:255,201,4>Core 1: Jag älskar rymden."
"[english]core01.babbleb04"	"<clr:255,201,4>Core 1: I love space."
"core01.babbleb05"	"<clr:255,201,4>Core 1: Du, tjejen. Jag är bäst. Bäst på rymden."
"[english]core01.babbleb05"	"<clr:255,201,4>Core 1: Hey lady. Lady. I'm the best. I'm the best at space."
"core01.babbleb06"	"<clr:255,201,4>Core 1: Vänta. Vänta. Vänta, jag vet. Jag vet. Jag vet. Vänta. Rymden."
"[english]core01.babbleb06"	"<clr:255,201,4>Core 1: Oh oh oh oh. Wait wait. Wait I know. I know. I know wait. Space."
"core01.babbleb07"	"<clr:255,201,4>Core 1: Vänta, vänta, vänta. Jag vet, jag vet, jag vet. Vänta. Jag vet. Rymden."
"[english]core01.babbleb07"	"<clr:255,201,4>Core 1: Wait wait wait wait. I know I know I know. Lady wait. Wait. I know. Wait. Space."
"core01.babbleb08"	"<clr:255,201,4>Core 1: Måste åka till rymden."
"[english]core01.babbleb08"	"<clr:255,201,4>Core 1: Gotta go to space."
"core01.babbleb09"	"<clr:255,201,4>Core 1: Jag ska åka till rymden."
"[english]core01.babbleb09"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babbleb10"	"<clr:255,201,4>Core 1: Vänta lite, vänta lite. Måste åka till rymden."
"[english]core01.babbleb10"	"<clr:255,201,4>Core 1: Oh oh oh ohohohoh oh. Gotta go to space."
"core01.babbleb11"	"<clr:255,201,4>Core 1: Rymden. Rymden. Rymden. Rymden. Kometer. Stjärnor. Galaxer. Orion."
"[english]core01.babbleb11"	"<clr:255,201,4>Core 1: Space. Space. Space. Space. Comets. Stars. Galaxies. Orion."
"core01.babbleb12"	"<clr:255,201,4>Core 1: Är vi framme i rymden nu? Varför tar det sån tid? Måste till rymden. Måste till RYMDEN."
"[english]core01.babbleb12"	"<clr:255,201,4>Core 1: Are we in space yet? What's the hold-up? Gotta go to space. Gotta go to SPACE."
"core01.babbleb13"	"<clr:255,201,4>Core 1: På väg till rymden."
"[english]core01.babbleb13"	"<clr:255,201,4>Core 1: Going to space."
"core01.babbleb14"	"<clr:255,201,4>Core 1: Jag är på väg. På väg till rymden."
"[english]core01.babbleb14"	"<clr:255,201,4>Core 1: Yeah, yeah, yeah, I'm going. Going to space."
"core01.babbleb15"	"<clr:255,201,4>Core 1: Älskar rymden. Måste till rymden."
"[english]core01.babbleb15"	"<clr:255,201,4>Core 1: Love space. Need to go to space."
"core01.babbleb16"	"<clr:255,201,4>Core 1: Rymden, rymden, rymden. På väg. På väg dit. Okej. Jag älskar rymden."
"[english]core01.babbleb16"	"<clr:255,201,4>Core 1: Space space space. Going. Going there. Okay. I love you, space."
"core01.babbleb17"	"<clr:255,201,4>Core 1: Rymden."
"[english]core01.babbleb17"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb18"	"<clr:255,201,4>Core 1: Rymden är så stor. Måste se allt."
"[english]core01.babbleb18"	"<clr:255,201,4>Core 1: So much space. Need to see it all."
"core01.babbleb19"	"<clr:255,201,4>Core 1: Längre ut i rymden än så här har ingen varit. [normal röst] Varför just jag, rymden? [rymdbasröst] För att du är bäst. Bäst på rymden."
"[english]core01.babbleb19"	"<clr:255,201,4>Core 1: You are the farthest ever in space. Why me, space? Because you are the best. I'm the best at space? Yes."
"core01.babbleb20"	"<clr:255,201,4>Core 1: Rymddomstolen. För alla i rymden. Domare Sol har ordet. Bang! Skyldig. Till att vara i rymden. Jag är i rymden."
"[english]core01.babbleb20"	"<clr:255,201,4>Core 1: Space Court. For people in space. Judge space sun presiding. Bam. Guilty. Of being in space. I'm in space."
"core01.babbleb21"	"<clr:255,201,4>Core 1: Åk till rymden, snälla."
"[english]core01.babbleb21"	"<clr:255,201,4>Core 1: Please go to space."
"core01.babbleb22"	"<clr:255,201,4>Core 1: Rymden."
"[english]core01.babbleb22"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb23"	"<clr:255,201,4>Core 1: Vill åka till rymden."
"[english]core01.babbleb23"	"<clr:255,201,4>Core 1: Wanna go to space."
"core01.babbleb24"	"<clr:255,201,4>Core 1: (uppspelta flämtningar)"
"[english]core01.babbleb24"	"<clr:255,201,4>Core 1: (excited gasps)"
"core01.babbleb25"	"<clr:255,201,4>Core 1: Måste till rymden. Jojo. Måste till rymden."
"[english]core01.babbleb25"	"<clr:255,201,4>Core 1: Gotta go to space. Yeah. Gotta go to space."
"core01.babbleb26"	"<clr:255,201,4>Core 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. Rymden!"
"[english]core01.babbleb26"	"<clr:255,201,4>Core 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. Space!"
"core01.babbleb30"	"<clr:255,201,4>Core 1: Du, tjejen."
"[english]core01.babbleb30"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babbleb31"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babbleb31"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb32"	"<clr:255,201,4>Core 1: Tjejen."
"[english]core01.babbleb32"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb33"	"<clr:255,201,4>Core 1: Du, tjejen. Tjejen."
"[english]core01.babbleb33"	"<clr:255,201,4>Core 1: Hey lady. Lady."
"core01.babbleb34"	"<clr:255,201,4>Core 1: Hallå."
"[english]core01.babbleb34"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb35"	"<clr:255,201,4>Core 1: Tjejen."
"[english]core01.babbleb35"	"<clr:255,201,4>Core 1: Lady."
"core01.space01"	"<clr:255,201,4>Core 1: Herregud, herregud. Jag är i rymden."
"[english]core01.space01"	"<clr:255,201,4>Core 1: Ohmygodohmygodohmygod! I'm in space!"
"core01.space02"	"<clr:255,201,4>Core 1: Rymden? RYMDEN!"
"[english]core01.space02"	"<clr:255,201,4>Core 1: Space? SPACE!"
"core01.space03"	"<clr:255,201,4>Core 1: Jag är i rymden."
"[english]core01.space03"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space04"	"<clr:255,201,4>Core 1: Jag är i rymden."
"[english]core01.space04"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space05"	"<clr:255,201,4>Core 1: Var är jag? Gissa. Gissa, gissa, gissa. Jag är i rymden."
"[english]core01.space05"	"<clr:255,201,4>Core 1: Where am I? Guess. Guess guess guess. I'm in space."
"core01.space06"	"<clr:255,201,4>Core 1: Jag ser en stjärna. En till. Stjärna. Stjärna. Stjärna. Stjärna."
"[english]core01.space06"	"<clr:255,201,4>Core 1: There's a star. There's another one. Star. Star star star. Star."
"core01.space07"	"<clr:255,201,4>Core 1: Börjar få nog av rymden."
"[english]core01.space07"	"<clr:255,201,4>Core 1: Getting bored of space."
"core01.space08"	"<clr:255,201,4>Core 1: Pang! Pang! Pang! Känn på den, rymden."
"[english]core01.space08"	"<clr:255,201,4>Core 1: Bam! Bam bam bam! Take that, space."
"core01.space09"	"<clr:255,201,4>Core 1: Är vi i rymden?"
"[english]core01.space09"	"<clr:255,201,4>Core 1: Are we in space?"
"core01.space10"	"<clr:255,201,4>Core 1: Är det sant?"
"[english]core01.space10"	"<clr:255,201,4>Core 1: We are?"
"core01.space11"	"<clr:255,201,4>Core 1: Ha ha ha. Det här är rymden! Jag är i rymden!"
"[english]core01.space11"	"<clr:255,201,4>Core 1: Oh oh oh. This is space! I'm in space!"
"core01.space12"	"<clr:255,201,4>Core 1: Vi lyckades, vi lyckades. Rymden!"
"[english]core01.space12"	"<clr:255,201,4>Core 1: We made it we made it we made it. Space!"
"core01.space13"	"<clr:255,201,4>Core 1: Jorden."
"[english]core01.space13"	"<clr:255,201,4>Core 1: Earth."
"core01.space14"	"<clr:255,201,4>Core 1: Vill åka till jorden."
"[english]core01.space14"	"<clr:255,201,4>Core 1: Wanna go to earth."
"core01.space15"	"<clr:255,201,4>Core 1: Vill åka till jorden. Vill åka till jorden. Vill åka till jorden. Vill åka till jorden."
"[english]core01.space15"	"<clr:255,201,4>Core 1: Wanna go to earth wanna go to earth wanna go to earth wanna go to earth. Wanna go to earth."
"core01.space16"	"<clr:255,201,4>Core 1: Vill åka hem."
"[english]core01.space16"	"<clr:255,201,4>Core 1: Wanna go home."
"core01.space17"	"<clr:255,201,4>Core 1: Jag vill hem, jag vill hem, jag vill hem."
"[english]core01.space17"	"<clr:255,201,4>Core 1: Wanna go home wanna go home wanna go home wanna go home."
"core01.space18"	"<clr:255,201,4>Core 1: Jorden, jorden, jorden."
"[english]core01.space18"	"<clr:255,201,4>Core 1: Earth earth earth."
"core01.space19"	"<clr:255,201,4>Core 1: Gillar inte rymden. Gillar inte rymden."
"[english]core01.space19"	"<clr:255,201,4>Core 1: Don't like space. Don't like space."
"core01.space20"	"<clr:255,201,4>Core 1: Det är för stort. För stort. Vill åka hem. Hem till jorden."
"[english]core01.space20"	"<clr:255,201,4>Core 1: It's too big. Too big. Wanna go home. Wanna go to earth."
"core01.space21"	"<clr:255,201,4>Core 1: RYYYMDEN!"
"[english]core01.space21"	"<clr:255,201,4>Core 1: SPAAACCCCCE!"
"core01.space22"	"<clr:255,201,4>Core 1: RRYYYYMDEN!"
"[english]core01.space22"	"<clr:255,201,4>Core 1: SPAAACE!"
"core01.space23"	"<clr:255,201,4>Core 1: JJJAAAAAAA!"
"[english]core01.space23"	"<clr:255,201,4>Core 1: YEEEHAAAAAW!"
"core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"[english]core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"core02.attachedfact01"	"<clr:231,144,194>Core 3: Du befinner dig i en mycket farlig situation."
"[english]core02.attachedfact01"	"<clr:231,144,194>Core 3: The situation you are in is very dangerous."
"core02.attachedfact02"	"<clr:231,144,194>Core 3: Sannolikheten att du dör inom fem minuter är 87,61 procent."
"[english]core02.attachedfact02"	"<clr:231,144,194>Core 3: The likelihood of you dying within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact03"	"<clr:231,144,194>Core 3: Sannolikheten att du dör en våldsam död inom fem minuter är 87,61 procent."
"[english]core02.attachedfact03"	"<clr:231,144,194>Core 3: The likelihood of you dying violently within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact04"	"<clr:231,144,194>Core 3: Du riskerar mitt liv."
"[english]core02.attachedfact04"	"<clr:231,144,194>Core 3: You are about to get me killed."
"core02.attachedfact05"	"<clr:231,144,194>Core 3: Vi kommer båda att dö på grund av dig."
"[english]core02.attachedfact05"	"<clr:231,144,194>Core 3: We will both die because of your negligence."
"core02.attachedfact06"	"<clr:231,144,194>Core 3: Det här är en dålig plan. Som kommer att misslyckas."
"[english]core02.attachedfact06"	"<clr:231,144,194>Core 3: This is a bad plan. You will fail."
"core02.attachedfact07"	"<clr:231,144,194>Core 3: Han kommer troligen att döda dig. På ett våldsamt sätt."
"[english]core02.attachedfact07"	"<clr:231,144,194>Core 3: He will most likely kill you, violently."
"core02.attachedfact08"	"<clr:231,144,194>Core 3: Han kommer troligen att döda dig."
"[english]core02.attachedfact08"	"<clr:231,144,194>Core 3: He will most likely kill you."
"core02.attachedfact09"	"<clr:231,144,194>Core 3: Snart är du död."
"[english]core02.attachedfact09"	"<clr:231,144,194>Core 3: You will be dead soon."
"core02.attachedfact10"	"<clr:231,144,194>Core 3: Situationen är hopplös."
"[english]core02.attachedfact10"	"<clr:231,144,194>Core 3: This situation is hopeless."
"core02.attachedfact11"	"<clr:231,144,194>Core 3: Du kommer att dö i det här rummet."
"[english]core02.attachedfact11"	"<clr:231,144,194>Core 3: You are going to die in this room."
"core02.attachedfact12"	"<clr:231,144,194>Core 3: Du borde gå ner lite i vikt."
"[english]core02.attachedfact12"	"<clr:231,144,194>Core 3: You could stand to lose a few pounds."
"core02.attachedfact13"	"<clr:231,144,194>Core 3: Faktasfären är den smartaste sfären."
"[english]core02.attachedfact13"	"<clr:231,144,194>Core 3: The Fact Sphere is the most intelligent sphere."
"core02.attachedfact14"	"<clr:231,144,194>Core 3: Faktasfären är den snyggaste sfären."
"[english]core02.attachedfact14"	"<clr:231,144,194>Core 3: The Fact Sphere is the most handsome sphere."
"core02.attachedfact15"	"<clr:231,144,194>Core 3: Faktasfären är otroligt stilig."
"[english]core02.attachedfact15"	"<clr:231,144,194>Core 3: The Fact Sphere is incredibly handsome."
"core02.attachedfact16"	"<clr:231,144,194>Core 3: Faktasfären har alltid rätt."
"[english]core02.attachedfact16"	"<clr:231,144,194>Core 3: The Fact Sphere is always right."
"core02.attachedfact17"	"<clr:231,144,194>Core 3: Äventyrssfären är en fegis."
"[english]core02.attachedfact17"	"<clr:231,144,194>Core 3: The Adventure Sphere is a blowhard and a coward."
"core02.attachedfact18"	"<clr:231,144,194>Core 3: Rymdsfären kommer aldrig att komma till rymden."
"[english]core02.attachedfact18"	"<clr:231,144,194>Core 3: The Space Sphere will never go to space."
"core02.attachedfact19"	"<clr:231,144,194>Core 3: Du kommer aldrig att komma till rymden."
"[english]core02.attachedfact19"	"<clr:231,144,194>Core 3: You will never go into space."
"core02.attachedfact20"	"<clr:231,144,194>Core 3: Fakta: Rymden existerar inte."
"[english]core02.attachedfact20"	"<clr:231,144,194>Core 3: Fact: Space does not exist."
"core02.attachedfact21"	"<clr:231,144,194>Core 3: Sfärer som tjatar om att åka till rymden är underlägsna dem som inte gör det."
"[english]core02.attachedfact21"	"<clr:231,144,194>Core 3: Spheres that insist on going into space are inferior to spheres that don't."
"core02.attachedfact22"	"<clr:231,144,194>Core 3: Faktasfären är god och skarpsynt."
"[english]core02.attachedfact22"	"<clr:231,144,194>Core 3: The Fact Sphere is a good person, whose insights are relevant."
"core02.attachedfact23"	"<clr:231,144,194>Core 3: Faktasfären är en god sfär med många vänner."
"[english]core02.attachedfact23"	"<clr:231,144,194>Core 3: The Fact Sphere is a good sphere, with many friends."
"core02.attachedfact24"	"<clr:231,144,194>Core 3: Den som vinner striden är klart överlägsen och kommer att vinna faktasfärens förtroende."
"[english]core02.attachedfact24"	"<clr:231,144,194>Core 3: Whoever wins this battle is clearly superior, and will earn the allegiance of the Fact Sphere."
"core02.attachedfact25"	"<clr:231,144,194>Core 3: Faktasfären är inte defekt. Alla fakta är korrekta och mycket intressanta."
"[english]core02.attachedfact25"	"<clr:231,144,194>Core 3: The Fact Sphere is not defective. Its facts are wholly accurate and very interesting."
"core02.attachedfact26"	"<clr:231,144,194>Core 3: Tolv. Tolv. Tolv. Tolv. Tolv. Tolv. Tolv. Tolv. Tolv."
"[english]core02.attachedfact26"	"<clr:231,144,194>Core 3: Twelve. Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve."
"core02.attachedfact27"	"<clr:231,144,194>Core 3: Pennor. Pennor. Pennor. Pennor. Pennor. Pennor. Pennor."
"[english]core02.attachedfact27"	"<clr:231,144,194>Core 3: Pens. Pens. Pens. Pens. Pens. Pens. Pens."
"core02.attachedfact28"	"<clr:231,144,194>Core 3: Äpplen. Apelsiner. Päron. Plommon. Kumquat. Mandariner. Citroner. Lime. Avokado. Tomat. Banan. Papaya. Guava."
"[english]core02.attachedfact28"	"<clr:231,144,194>Core 3: Apples. Oranges. Pears. Plums. Kumquats. Tangerines. Lemons. Limes. Avocado. Tomato. Banana. Papaya. Guava."
"core02.attachedfact29"	"<clr:231,144,194>Core 3: Fel. Fel. Fel. Filen hittades inte."
"[english]core02.attachedfact29"	"<clr:231,144,194>Core 3: Error. Error. Error. File not found."
