"lang"
{
"Language"	"schinese"
"core02.attachedfact23"	"<clr:231,144,194>Core 3: Fact Sphere 是一个好核心，有好多朋友。"
"[english]core02.attachedfact23"	"<clr:231,144,194>Core 3: The Fact Sphere is a good sphere, with many friends."
"core02.attachedfact24"	"<clr:231,144,194>Core 3: 谁赢了这场战争，明显占有绝对优势，并且将赢得的 Fact Sphere 的忠诚。"
"[english]core02.attachedfact24"	"<clr:231,144,194>Core 3: Whoever wins this battle is clearly superior, and will earn the allegiance of the Fact Sphere."
"core02.attachedfact25"	"<clr:231,144,194>Core 3: Fact Sphere 没有任何缺陷。它提供的事实完全准确并且非常有趣。"
"[english]core02.attachedfact25"	"<clr:231,144,194>Core 3: The Fact Sphere is not defective. Its facts are wholly accurate and very interesting."
"core02.attachedfact26"	"<clr:231,144,194>Core 3: 十二。十二。十二。十二。十二。十二。十二。十二。十二。十二。"
"[english]core02.attachedfact26"	"<clr:231,144,194>Core 3: Twelve. Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve."
"core02.attachedfact27"	"<clr:231,144,194>Core 3: 钢笔。钢笔。钢笔。钢笔。钢笔。钢笔。钢笔。"
"[english]core02.attachedfact27"	"<clr:231,144,194>Core 3: Pens. Pens. Pens. Pens. Pens. Pens. Pens."
"core02.attachedfact28"	"<clr:231,144,194>Core 3: 苹果。桔子。梨子。李子。金橘。橘子。柠檬。酸橙。鳄梨。西红柿。香蕉。番木瓜。番石榴。"
"[english]core02.attachedfact28"	"<clr:231,144,194>Core 3: Apples. Oranges. Pears. Plums. Kumquats. Tangerines. Lemons. Limes. Avocado. Tomato. Banana. Papaya. Guava."
"core02.attachedfact29"	"<clr:231,144,194>Core 3: 错误。错误。错误。未找到文件。"
"[english]core02.attachedfact29"	"<clr:231,144,194>Core 3: Error. Error. Error. File not found."
"core02.attachedfact30"	"<clr:231,144,194>Core 3: 错误。错误。错误。未找到事实。"
"[english]core02.attachedfact30"	"<clr:231,144,194>Core 3: Error. Error. Error. Fact not found."
"core02.attachedfact31"	"<clr:231,144,194>Core 3: 未找到事实。"
"[english]core02.attachedfact31"	"<clr:231,144,194>Core 3: Fact not found."
"core02.attachedfact32"	"<clr:231,144,194>Core 3: 损坏率 25%"
"[english]core02.attachedfact32"	"<clr:231,144,194>Core 3: Corruption at 25%"
"core02.attachedfact33"	"<clr:231,144,194>Core 3: 损坏率 25%"
"[english]core02.attachedfact33"	"<clr:231,144,194>Core 3: Corruption at 50%"
"core02.attachedfact34"	"<clr:231,144,194>Core 3: 损坏率 20% — 耗子不会呕吐。"
"[english]core02.attachedfact34"	"<clr:231,144,194>Core 3: Warning, sphere corruption at twenty-- rats cannot throw up."
"core02.fact01"	"<clr:231,144,194>Core 3: 牙线具有非常好的张力。"
"[english]core02.fact01"	"<clr:231,144,194>Core 3: Dental floss has superb tensile strength."
"core02.fact02"	"<clr:231,144,194>Core 3: 绳子的平方根是一行。"
"[english]core02.fact02"	"<clr:231,144,194>Core 3: The square root of rope is string."
"core02.fact03"	"<clr:231,144,194>Core 3: 尽管潜艇在各方面都比船优越，但 97% 的人仍使用船作为水上交通工具。"
"[english]core02.fact03"	"<clr:231,144,194>Core 3: While the submarine is vastly superior to the boat in every way, over 97% of people still use boats for aquatic transportation."
"core02.fact04"	"<clr:231,144,194>Core 3: 手机不会致癌，只会让您患肝炎。"
"[english]core02.fact04"	"<clr:231,144,194>Core 3: Cellular phones will not give you cancer. Only hepatitis."
"core02.fact05"	"<clr:231,144,194>Core 3: 裤子是 16 世纪的水手为避免波塞冬的愤怒而设计的。据说，裸体的水手激怒了海神。"
"[english]core02.fact05"	"<clr:231,144,194>Core 3: Pants were invented by sailors in the sixteenth century to avoid Poseidon's wrath. It was believed that the sight of naked sailors angered the sea god."
"core02.fact06"	"<clr:231,144,194>Core 3: 锗的原子量是 72.64。"
"[english]core02.fact06"	"<clr:231,144,194>Core 3: The atomic weight of Germanium is seven two point six four."
"core02.fact07"	"<clr:231,144,194>Core 3: 89% 的魔术并非魔法。严格上说，它们是巫术。"
"[english]core02.fact07"	"<clr:231,144,194>Core 3: 89% of magic tricks are not magic. Technically, they are sorcery."
"core02.fact08"	"<clr:231,144,194>Core 3: 鸵鸟的眼睛比脑大。"
"[english]core02.fact08"	"<clr:231,144,194>Core 3: An ostrich's eye is bigger than its brain."
"core02.fact09"	"<clr:231,144,194>Core 3: 在希腊神话中，巧匠代达罗斯发明了人类羽翼，因此人身牛头怪不再嘲笑他了。"
"[english]core02.fact09"	"<clr:231,144,194>Core 3: In Greek myth, the craftsman Daedalus invented human flight so a group of Minotaurs would stop teasing him about it."
"core02.fact10"	"<clr:231,144,194>Core 3: 人能够在水下存活，但时间不是很长。"
"[english]core02.fact10"	"<clr:231,144,194>Core 3: Humans can survive underwater. But not for very long."
"core02.fact11"	"<clr:231,144,194>Core 3: 战争和瘟疫的闪米特人 Raseph 前额长出了一只小羚羊。"
"[english]core02.fact11"	"<clr:231,144,194>Core 3: Raseph, the Semitic god of war and plague, had a gazelle growing out of his forehead."
"core02.fact12"	"<clr:231,144,194>Core 3: surgeon general（卫生局局长）的复数是 surgeons general。surgeons general 的过去式是 surgeonsed general。"
"[english]core02.fact12"	"<clr:231,144,194>Core 3: The plural of surgeon general is surgeons general. The past tense of surgeons general is surgeonsed general."
"core02.fact13"	"<clr:231,144,194>Core 3: 聚合酶 I 多肽 A 是一种人类基因。"
"[english]core02.fact13"	"<clr:231,144,194>Core 3: Polymerase I polypeptide A is a human gene."
"core02.fact14"	"<clr:231,144,194>Core 3: 耗子不会呕吐。"
"[english]core02.fact14"	"<clr:231,144,194>Core 3: Rats cannot throw up."
"core02.fact15"	"<clr:231,144,194>Core 3: 美洲大蜥蜴可在水下呆上 28.7 分钟。"
"[english]core02.fact15"	"<clr:231,144,194>Core 3: Iguanas can stay underwater for twenty-eight point seven minutes."
"core02.fact16"	"<clr:231,144,194>Core 3: 人类绦虫能够长到 22. 9 米。"
"[english]core02.fact16"	"<clr:231,144,194>Core 3: Human tapeworms can grow up to twenty-two point nine meters."
"core02.fact17"	"<clr:231,144,194>Core 3: 薛定谔猫佯谬概述了一种情况，在这种情况下，不管出于何种目的，不管是死是活，都必须考虑盒子里的猫。薛定谔将此佯谬作为杀猫的理由。"
"[english]core02.fact17"	"<clr:231,144,194>Core 3: The Schrodinger's cat paradox outlines a situation in which a cat in a box must be considered, for all intents and purposes, simultaneously alive and dead. Schrodinger created this paradox as a justification for killing cats."
"core02.fact18"	"<clr:231,144,194>Core 3: 每英寸身体拥有 3200 万细菌。"
"[english]core02.fact18"	"<clr:231,144,194>Core 3: Every square inch of the human body has 32 million bacteria on it."
"core02.fact19"	"<clr:231,144,194>Core 3: 太阳比地球大 330,330 倍。"
"[english]core02.fact19"	"<clr:231,144,194>Core 3: The Sun is 330,330 times larger than Earth."
"core02.fact20"	"<clr:231,144,194>Core 3: 被囚禁的犀牛的平均寿命是 15 年。"
"[english]core02.fact20"	"<clr:231,144,194>Core 3: The average life expectancy of a rhinoceros in captivity is 15 years."
"core02.fact21"	"<clr:231,144,194>Core 3: 火山学家是火山方面的专家。"
"[english]core02.fact21"	"<clr:231,144,194>Core 3: Volcano-ologists are experts in the study of volcanoes."
"core02.fact22"	"<clr:231,144,194>Core 3: 鳄梨是纤维和卡路里含量最高的水果。"
"[english]core02.fact22"	"<clr:231,144,194>Core 3: Avocados have the highest fiber and calories of any fruit."
"core02.fact23"	"<clr:231,144,194>Core 3: 鳄梨是纤维和卡路里含量最高的水果。它们生长在澳大利亚。"
"[english]core02.fact23"	"<clr:231,144,194>Core 3: Avocados have the highest fiber and calories of any fruit. They are found in Australians."
"core02.fact24"	"<clr:231,144,194>Core 3: 月球每 27.32 天绕地球运行一次。"
"[english]core02.fact24"	"<clr:231,144,194>Core 3: The moon orbits the Earth every 27.32 days."
"core02.fact25"	"<clr:231,144,194>Core 3: 圆周率的第十亿个数字是 9。"
"[english]core02.fact25"	"<clr:231,144,194>Core 3: The billionth digit of Pi is 9."
"core02.fact26"	"<clr:231,144,194>Core 3: 如果您对简单算术感到困难，请使用以下记忆方法：1 小于 2，2 小于 60，60 大于 12，12 小于 6 万亿，6 万亿大于 504。这可让您先前的计算难题变得不值一提。"
"[english]core02.fact26"	"<clr:231,144,194>Core 3: If you have trouble with simple counting, use the following mnemonic device: one comes before two comes before 60 comes after 12 comes before six trillion comes after 504. This will make your earlier counting difficulties seem like no big deal."
"core02.fact27"	"<clr:231,144,194>Core 3: 一加仑水重 8.34 磅"
"[english]core02.fact27"	"<clr:231,144,194>Core 3: A gallon of water weighs 8.34 pounds"
"core02.fact28"	"<clr:231,144,194>Core 3: 热水比冷水冰冻的更快。"
"[english]core02.fact28"	"<clr:231,144,194>Core 3: Hot water freezes quicker than cold water."
"core02.fact29"	"<clr:231,144,194>Core 3: 蜂蜜不会变质。"
"[english]core02.fact29"	"<clr:231,144,194>Core 3: Honey does not spoil."
"core02.fact30"	"<clr:231,144,194>Core 3: 成人身体平均含半磅盐。"
"[english]core02.fact30"	"<clr:231,144,194>Core 3: The average adult body contains half a pound of salt."
"core02.fact31"	"<clr:231,144,194>Core 3: 毫微秒的是一秒的十亿分之一。"
"[english]core02.fact31"	"<clr:231,144,194>Core 3: A nanosecond lasts one billionth of a second."
"core02.fact32"	"<clr:231,144,194>Core 3: 根据北欧传说，雷神 Thor 的战车由两只山羊在空中牵引。"
"[english]core02.fact32"	"<clr:231,144,194>Core 3: According to Norse legend, thunder god Thor's chariot was pulled across the sky by two goats."
"core02.fact33"	"<clr:231,144,194>Core 3: 中国的黄豆产量位居全球第二。"
"[english]core02.fact33"	"<clr:231,144,194>Core 3: China produces the world's second largest crop of soybeans."
"core02.fact34"	"<clr:231,144,194>Core 3: 在所有金属中，钨的熔点最高，高达 3,410 摄氏度。"
"[english]core02.fact34"	"<clr:231,144,194>Core 3: Tungsten has the highest melting point of any metal, at 3,410 degrees Celsius."
"core02.fact35"	"<clr:231,144,194>Core 3: 每天轻轻清洗舌头两次是去除口臭的最有效方法。"
"[english]core02.fact35"	"<clr:231,144,194>Core 3: Gently cleaning the tongue twice a day is the most effective way to fight bad breath."
"core02.fact36"	"<clr:231,144,194>Core 3: 罗马牙膏由人尿制成。人尿作为牙膏成分一直被使用到 18 世纪。"
"[english]core02.fact36"	"<clr:231,144,194>Core 3: Roman toothpaste was made with human urine. Urine as an ingredient in toothpaste continued to be used up until the 18th century."
"core02.fact37"	"<clr:231,144,194>Core 3: 1789 年关税法 (Tariff Act of 1789) 建立的目的是为了保护本国制造品，是美国政府迄今颁布的第二大成文法。"
"[english]core02.fact37"	"<clr:231,144,194>Core 3: The Tariff Act of 1789, established to protect domestic manufacture, was the second statute ever enacted by the United States government."
"core02.fact38"	"<clr:231,144,194>Core 3: 在欧几里得空间中，圆周率的值是圆周长与直径的比。"
"[english]core02.fact38"	"<clr:231,144,194>Core 3: The value of Pi is the ratio of any circle's circumference to its diameter in Euclidean space."
"core02.fact39"	"<clr:231,144,194>Core 3: 美国与墨西哥战争于 1848 年结束，签订了《瓜达卢佩伊达戈条约》(Treaty of Guadalupe Hidalgo)。"
"[english]core02.fact39"	"<clr:231,144,194>Core 3: The Mexican-American War ended in 1848 with the signing of the Treaty of Guadalupe Hidalgo."
"core02.fact40"	"<clr:231,144,194>Core 3: 1879 年，佛来明 (Sandford Fleming) 在加拿大皇家学会 (Royal Canadian Institute) 首次提出采用世界标准时区。"
"[english]core02.fact40"	"<clr:231,144,194>Core 3: In 1879, Sandford Fleming first proposed the adoption of worldwide standardized time zones at the Royal Canadian Institute."
"core02.fact41"	"<clr:231,144,194>Core 3: 居里夫人发明了放射理论、放射治疗并且死于放射。"
"[english]core02.fact41"	"<clr:231,144,194>Core 3: Marie Curie invented the theory of radioactivity, the treatment of radioactivity, and dying of radioactivity."
"core02.fact42"	"<clr:231,144,194>Core 3: 契诃夫著完《海鸥》后，康斯·坦丁自杀了。"
"[english]core02.fact42"	"<clr:231,144,194>Core 3: At the end of The Seagull by Anton Chekhov, Konstantin kills himself."
"core02.fact43"	"<clr:231,144,194>Core 3: 与普遍观点相反的是，爱斯基摩人并没有一百个描述雪的词汇，但是他们拥有二百三十四个描述欺骗的词汇。"
"[english]core02.fact43"	"<clr:231,144,194>Core 3: Contrary to popular belief, the Eskimo does not have one hundred different words for snow. They do, however, have two hundred and thirty-four words for fudge."
"core02.fact44"	"<clr:231,144,194>Core 3: 在维多利亚时期，普通人不允许直视女王，因为那时流行一种说法，即穷人能够读懂人的思想。现在科学认为，4% 以下的穷人具有这种本领。"
"[english]core02.fact44"	"<clr:231,144,194>Core 3: In Victorian England, a commoner was not allowed to look directly at the Queen, due to a belief at the time that the poor had the ability to steal thoughts. Science now believes that less than 4% of poor people are able to do this."
"core02.fact46"	"<clr:231,144,194>Core 3: 1862 年，林肯签署了《解放宣言》，解放了奴隶。就像他所做的一切，林肯在梦游时解放了奴隶，后来不记得这件事。"
"[english]core02.fact46"	"<clr:231,144,194>Core 3: In 1862, Abraham Lincoln signed the Emancipation Proclamation, freeing the slaves. Like everything he did, Lincoln freed the slaves while sleepwalking, and later had no memory of the event."
"core02.fact47"	"<clr:231,144,194>Core 3: 1948 年，应一名垂死男孩的请求，棒球传奇人物贝比·鲁斯吃了七十五个热狗，然后死于热狗中毒。"
"[english]core02.fact47"	"<clr:231,144,194>Core 3: In 1948, at the request of a dying boy, baseball legend Babe Ruth ate seventy-five hot dogs, then died of hot dog poisoning."
"core02.fact48"	"<clr:231,144,194>Core 3: 威廉·莎士比亚不存在。他的戏剧由弗朗西斯·培根在 1589 年策划，弗朗西斯·培根使用显灵板来奴役戏剧代写人。"
"[english]core02.fact48"	"<clr:231,144,194>Core 3: William Shakespeare did not exist. His plays were masterminded in 1589 by Francis Bacon, who used a Ouija board to enslave play-writing ghosts."
"core02.fact49"	"<clr:231,144,194>Core 3: 据不完全记载，托马斯·爱迪生 1878 年发明了俯卧撑。事实上，尼古拉·特斯拉三年前就以“Tesla-cize”的名义为这一活动申请了专利。"
"[english]core02.fact49"	"<clr:231,144,194>Core 3: It is incorrectly noted that Thomas Edison invented 'push-ups' in 1878. Nikolai Tesla had in fact patented the activity three years earlier, under the name 'Tesla-cize.'"
"core02.fact50"	"<clr:231,144,194>Core 3: 鲸鱼比人聪明两倍，美味三倍。"
"[english]core02.fact50"	"<clr:231,144,194>Core 3: Whales are twice as intelligent, and three times as delicious, as humans."
"core02.fact51"	"<clr:231,144,194>Core 3: 汽车刹车直到 1895 年才被发明。之前，必须有人一直呆在车里，不断绕圈直到所有办差事的乘客回来。"
"[english]core02.fact51"	"<clr:231,144,194>Core 3: The automobile brake was not invented until 1895. Before this, someone had to remain in the car at all times, driving in circles until passengers returned from their errands."
"core02.fact52"	"<clr:231,144,194>Core 3: 埃德蒙·希拉里是第一个爬上珠穆朗玛峰的人，他在追逐一只小鸟时无意中登上了珠峰。"
"[english]core02.fact52"	"<clr:231,144,194>Core 3: Edmund Hillary, the first person to climb Mount Everest, did so accidentally while chasing a bird."
"core02.fact53"	"<clr:231,144,194>Core 3: 对煤施加强压时会形成金刚石。对金刚石施加强压时会形成泡沫颗粒，目前通常用作包装材料。"
"[english]core02.fact53"	"<clr:231,144,194>Core 3: Diamonds are made when coal is put under intense pressure. Diamonds put under intense pressure become foam pellets, commonly used today as packing material."
"core02.fact54"	"<clr:231,144,194>Core 3: 世界上最毒的鱼是橙色的 ruffy 鱼，它的眼睛由不会造成伤害也不致命的毒物组成。"
"[english]core02.fact54"	"<clr:231,144,194>Core 3: The most poisonous fish in the world is the orange ruffy. Everything but its eyes are made of a deadly poison. The ruffy's eyes are composed of a less harmful, deadly poison."
"core02.fact55"	"<clr:231,144,194>Core 3: 当一个诸侯的疯癫症被误以为是跳跃把戏时，无意中产生了宫廷弄臣职业。"
"[english]core02.fact55"	"<clr:231,144,194>Core 3: The occupation of court jester was invented accidentally, when a vassal's epilepsy was mistaken for capering."
"core02.fact56"	"<clr:231,144,194>Core 3: 绕地球运行的哈雷彗星每七十六年才可看到一次，另外七十五年，它返回太阳的中心，在这里一直不受干扰地停留。"
"[english]core02.fact56"	"<clr:231,144,194>Core 3: Halley's Comet can be viewed orbiting Earth every seventy-six years. For the other seventy-five, it retreats to the heart of the sun, where it hibernates undisturbed."
"core02.fact57"	"<clr:231,144,194>Core 3: 第一架商用航班于 1914 年升空。机上每个人在整个旅途中一直狂呼不止。"
"[english]core02.fact57"	"<clr:231,144,194>Core 3: The first commercial airline flight took to the air in 1914. Everyone involved screamed the entire way."
"core02.fact58"	"<clr:231,144,194>Core 3: 在希腊神话中，普罗米修斯从神偷火源给了人类，自己留了珠宝。"
"[english]core02.fact58"	"<clr:231,144,194>Core 3: In Greek myth, Prometheus stole fire from the Gods and gave it to humankind. The jewelry he kept for himself."
"core02.fact59"	"<clr:231,144,194>Core 3: 第一个证明牛奶可饮用的人非常非常饥渴。"
"[english]core02.fact59"	"<clr:231,144,194>Core 3: The first person to prove that cow's milk is drinkable was very, very thirsty."
"core02.fact60"	"<clr:231,144,194>Core 3: 在莱特兄弟发明飞机之前，任何想飞行的人都要需要吃 200 磅氦气。"
"[english]core02.fact60"	"<clr:231,144,194>Core 3: Before the Wright Brothers invented the airplane, anyone wanting to fly anywhere was required to eat 200 pounds of helium."
"core02.fact61"	"<clr:231,144,194>Core 3: 在 1912 年发明炒鸡蛋之前，典型的早餐是带壳的整个鸡蛋或炒外壳。"
"[english]core02.fact61"	"<clr:231,144,194>Core 3: Before the invention of scrambled eggs in 1912, the typical breakfast was either whole eggs still in the shell or scrambled rocks."
"core02.fact62"	"<clr:231,144,194>Core 3: 在大萧条期间，田纳西河流域管理局宣布宠物兔不合法，这让许多人使用热粘合剂喷枪将长耳朵粘到宠物鼠上。"
"[english]core02.fact62"	"<clr:231,144,194>Core 3: During the Great Depression, the Tennessee Valley Authority outlawed pet rabbits, forcing many to hot glue-gun long ears onto their pet mice."
"core02.fact63"	"<clr:231,144,194>Core 3: 在生命某个时间点，每 6 名儿童中有 1 名儿童被荷兰人绑架。"
"[english]core02.fact63"	"<clr:231,144,194>Core 3: At some point in their lives 1 in 6 children will be abducted by the Dutch."
"core02.fact64"	"<clr:231,144,194>Core 3: 根据最先进的算法，世界上最好的名字是 Craig。"
"[english]core02.fact64"	"<clr:231,144,194>Core 3: According to most advanced algorithms, the world's best name is Craig."
"core02.fact65"	"<clr:231,144,194>Core 3: 要制作复印机，只需复印镜子即可。"
"[english]core02.fact65"	"<clr:231,144,194>Core 3: To make a photocopier, simply photocopy a mirror."
"core02.fact66"	"<clr:231,144,194>Core 3: 梦是一种提醒人裸体上学和掉落所有牙齿的潜意识方式。"
"[english]core02.fact66"	"<clr:231,144,194>Core 3: Dreams are the subconscious mind's way of reminding people to go to school naked and have their teeth fall out."
"core03.babble01"	"<clr:30,193,13>Core 2: QUICK：情况怎么样？哦，嘿，嗨，美女。我叫 Rick。你想和我一起去冒险吗？"
"[english]core03.babble01"	"<clr:30,193,13>Core 2: QUICK: WHAT'S THE SITUATION? Oh, hey, hi pretty lady. My name's Rick. So, you out having a little adventure?"
"core03.babble02"	"<clr:30,193,13>Core 2: QUICK：情况怎么样？哦，你好天使。我想我一定是死了，来到了天堂。我叫 Rick。你想和我一起去冒险吗？"
"[english]core03.babble02"	"<clr:30,193,13>Core 2: QUICK: WHAT'S THE SITUATION? Oh, hello angel. I guess I must have died and gone to heaven. Name's Rick. So, you out having yourself a little adventure?"
"core03.babble03"	"<clr:30,193,13>Core 2: 什么，你在和那家伙打架吗？你必须控制局面？你知道，因为好像有很多东西着火了..."
"[english]core03.babble03"	"<clr:30,193,13>Core 2: What, are you fighting that guy? You got that under control? You know, because, looks like there's a lot of stuff on fire..."
"core03.babble04"	"<clr:30,193,13>Core 2: 嘿，倒计时钟！天啊，这真是麻烦。目前情况看起来非常糟糕。对于这么一位漂亮的美女，如果你不介意我这么说。"
"[english]core03.babble04"	"<clr:30,193,13>Core 2: Hey, a countdown clock! Man, that is trouble. Situation's looking pretty ugly. For such a beautiful woman. If you don't mind me saying."
"core03.babble05"	"<clr:30,193,13>Core 2: 我不想吓唬你，但是，我是 Adventure Sphere，专门进行冒险活动。所以，为什么不自己亲自尝试一下呢，我马上就从这里开始了。"
"[english]core03.babble05"	"<clr:30,193,13>Core 2: I don't want to scare you, but, I'm an Adventure Sphere. Designed for danger. So, why don't you go ahead and have yourself a little lady break, and I'll just take it from here."
"core03.babble06"	"<clr:30,193,13>Core 2: 这里，站在我后面。耶，就那样。就像现在这样。事情会变得很糟糕。"
"[english]core03.babble06"	"<clr:30,193,13>Core 2: Here, stand behind me. Yeah, just like that. Just like you're doing. Things are about to get real messy."
"core03.babble07"	"<clr:30,193,13>Core 2: 亲自体验一下，哈？好的，天使。我会尽力保护你的。"
"[english]core03.babble07"	"<clr:30,193,13>Core 2: Going for it yourself, huh? All right, angel. I'll do what I can to cover you."
"core03.babble08"	"<clr:30,193,13>Core 2: 不要烦我。我要说的是，从这里出发，风景非常迷人。"
"[english]core03.babble08"	"<clr:30,193,13>Core 2: Doesn't bother me. I gotta say, the view's mighty nice from right here."
"core03.babble09"	"<clr:30,193,13>Core 2: 天啊，时钟走的好快。你太漂亮了。一定要时时刻刻赞美漂亮的女士。行了，女士，继续工作吧。我们一起来。"
"[english]core03.babble09"	"<clr:30,193,13>Core 2: Man, that clock is moving fast. And you are beautiful. Always time to compliment a pretty lady. All right, back to work. Let's do this."
"core03.babble10"	"<clr:30,193,13>Core 2: 我会告诉你的。这时候，我希望我有一件背心，这样我就可以系我所有的黑带了。是的，我是一个黑带。几乎在任何方面。空手道。Larate。柔术。散打。做皮带。跆拳道... 卧室"
"[english]core03.babble10"	"<clr:30,193,13>Core 2: I'll tell ya, it's times like this I wish I had a waist so I could wear all my black belts. Yeah, I'm a black belt. In pretty much everything. Karate. Larate. Jiu Jitsu. Kick punching. Belt making. Taekwondo... Bedroom."
"core03.babble11"	"<clr:30,193,13>Core 2: 我现在是一个卷曲的弹簧。张力和力量。只是...我是肌肉。就像一大块臂肌，击穿了一道砖墙，由于撞击墙壁过猛，手臂现在着火了。哦耶。"
"[english]core03.babble11"	"<clr:30,193,13>Core 2: I am a coiled spring right now. Tension and power. Just... I'm a muscle. Like a big arm muscle, punching through a brick wall, and it's hitting the wall so hard the arm is catching on fire. Oh yeah."
"core03.babble12"	"<clr:30,193,13>Core 2: 我可能不会让事情发生的太快，但是你继续按你的方式做事。"
"[english]core03.babble12"	"<clr:30,193,13>Core 2: I probably wouldn't have let things get this far, but you go ahead and do things your way."
"core03.babble13"	"<clr:30,193,13>Core 2: 我跟你说，为什么不放下我，我会让你轻松消遣的。"
"[english]core03.babble13"	"<clr:30,193,13>Core 2: Tell ya what, why don't you put me down and I'll make a distraction."
"core03.babble14"	"<clr:30,193,13>Core 2: 行。你来分散他注意力，我会分散他对你分散他注意力的注意力。"
"[english]core03.babble14"	"<clr:30,193,13>Core 2: All right. You create a distraction then, and I'll distract him from YOUR distraction."
"core03.babble15"	"<clr:30,193,13>Core 2: 行了，那是你的事。漂亮女尸体的开馆葬礼。"
"[english]core03.babble15"	"<clr:30,193,13>Core 2: All right, your funeral. Your beautiful-lady-corpse open casket funeral."
"core03.babble16"	"<clr:30,193,13>Core 2: 你有枪吗？因为我应该有一支枪。你拿着什么东西？"
"[english]core03.babble16"	"<clr:30,193,13>Core 2: Do you have a gun? Because I should really have a gun. What is that thing you're holding?"
"core03.babble17"	"<clr:30,193,13>Core 2: 刀怎么样？你拿着枪，我来用刀。"
"[english]core03.babble17"	"<clr:30,193,13>Core 2: How about a knife, then? You keep the gun, I'll use a knife."
"core03.babble18"	"<clr:30,193,13>Core 2: 没有刀？没关系，我知道所有的穴位。"
"[english]core03.babble18"	"<clr:30,193,13>Core 2: No knife? That's fine. I know all about pressure points."
"core03.babble19"	"<clr:30,193,13>Core 2: 所以，当你杀死那家伙时，你有没有一句非常酷的台词？就是，准备好的？告诉你吧：让我帮你四处逃命吧。"
"[english]core03.babble19"	"<clr:30,193,13>Core 2: So, when you kill that guy, do you have a cool line? You know, prepared? Tell you what: Lemme help you with that while you run around."
"core03.babble20"	"<clr:30,193,13>Core 2: 好的，让我看看。酷台词... 他...很高大。他...就呆在那儿。好的，是的，行。这样吧：“闲逛一下吧”。那可能太简单了。"
"[english]core03.babble20"	"<clr:30,193,13>Core 2: Okay, let's see. Cool line... He's... big.  He's... just hangin' there. Okay. Yeah, all right, here we go: 'Hang around.' That might be too easy."
"core03.babble21"	"<clr:30,193,13>Core 2: “10 个人闲逛”？如果有 10 个人，则可能管用。你认为这个地方能找得出另外 9 个人吗？"
"[english]core03.babble21"	"<clr:30,193,13>Core 2: 'Hang ten?' That might work if there were ten of him. Do you think there might be nine more of this guy somewhere?"
"core03.babble22"	"<clr:30,193,13>Core 2: 你知道吗？如果你能让他先说点什么，那最好了。如果我有装备那就更好了。"
"[english]core03.babble22"	"<clr:30,193,13>Core 2: All right, you know what, it's gonna be best if you can get him to say something first. It's just better if I have a set-up."
"core03.babble23"	"<clr:30,193,13>Core 2: 计划是这样的：让他说“你们两个人长时间以来都是我的眼中钉。”然后，捂住你漂亮的耳朵退后，因为我要将他臭骂到石器时代。"
"[english]core03.babble23"	"<clr:30,193,13>Core 2: Here's the plan: Get him to say, 'You two have been a thorn in my side long enough.' Then tell your pretty ears to stand back, because I am going to zing him into the stone age."
"core03.babble24"	"<clr:30,193,13>Core 2: 计划是这样的：让他说“你们两个人长时间以来都是我的眼中钉。”然后，捂住你漂亮的耳朵退后，因为我要将他臭骂到太空。"
"[english]core03.babble24"	"<clr:30,193,13>Core 2: Here's the plan: Get him to say, 'You two have been a thorn in my side long enough.' Then tell your pretty ears to stand back, because I am going to zing him into space."
"core03.babble25"	"<clr:30,193,13>Core 2: 不要忘记！眼中钉！"
"[english]core03.babble25"	"<clr:30,193,13>Core 2: Don't forget! Thorn! Side!"
"core03.babble26"	"<clr:30,193,13>Core 2: “是吗？那个眼中钉...将要摆平你。”，天啊，这听起来感觉好多了。"
"[english]core03.babble26"	"<clr:30,193,13>Core 2: 'Yeah? Well this thorn... is about to take you down.' Man, that sounded a whole lot better in my head."
"core03.babble27"	"<clr:30,193,13>Core 2: “是吗？那个眼中钉...将要摆平你。”哦耶！"
"[english]core03.babble27"	"<clr:30,193,13>Core 2: 'Yeah? Well this thorn... is about to take you down.' Oh yeah!"
"core03.babble28"	"<clr:30,193,13>Core 2: 好的，按你的方式做事。什么，你在和那家伙打架吗？你必须控制局势？你知道，因为好像有很多东西着火了..."
"[english]core03.babble28"	"<clr:30,193,13>Core 2: Okay, have it your way. What, are you fighting that guy? You got that under control there?  Cuz it  looks like there's a lot of stuff on fire..."
"core03.babble29"	"<clr:30,193,13>Core 2: 你听到了吗？好像有东西爆炸了。天啊，我们处于极其危险的处境。这就像圣诞节一样。比圣诞节要好。这应该是它自己的节日。爆炸日。"
"[english]core03.babble29"	"<clr:30,193,13>Core 2: Did you hear that? I think something just exploded. Man, we are in a lot of danger. This is like Christmas. No, it's better than Christmas. This should be its own holiday. Explosion Day!"
"core03.babble30"	"<clr:30,193,13>Core 2: 爆炸日快乐，美人儿。"
"[english]core03.babble30"	"<clr:30,193,13>Core 2: Happy Explosion Day, gorgeous."
"core03.encouragement01"	"<clr:30,193,13>Core 2: 踢他！或用拳重击他。你是老大，酒窝美人。"
"[english]core03.encouragement01"	"<clr:30,193,13>Core 2: Kick him! Or punch him. You're the boss, dimples."
"core03.encouragement02"	"<clr:30,193,13>Core 2: 耶！很好！"
"[english]core03.encouragement02"	"<clr:30,193,13>Core 2: Yeah! Nice!"
