"lang"
{
"Language"	"turkish"
"[english]core01.space17"	"<clr:255,201,4>Core 1: Wanna go home wanna go home wanna go home wanna go home."
"core01.space18"	"<clr:255,201,4>Çekirdek 1: Dünya dünya dünya."
"[english]core01.space18"	"<clr:255,201,4>Core 1: Earth earth earth."
"core01.space19"	"<clr:255,201,4>Çekirdek 1: Uzayı sevmiyorum. Uzayı sevmiyorum."
"[english]core01.space19"	"<clr:255,201,4>Core 1: Don't like space. Don't like space."
"core01.space20"	"<clr:255,201,4>Çekirdek 1: Çok büyük. Çok. Eve gitmek istiyorum. Dünyaya gitmek istiyorum."
"[english]core01.space20"	"<clr:255,201,4>Core 1: It's too big. Too big. Wanna go home. Wanna go to earth."
"core01.space21"	"<clr:255,201,4>Çekirdek 1: UZAAAAAAAAAAY!"
"[english]core01.space21"	"<clr:255,201,4>Core 1: SPAAACCCCCE!"
"core01.space22"	"<clr:255,201,4>Çekirdek 1: UZAAAY!"
"[english]core01.space22"	"<clr:255,201,4>Core 1: SPAAACE!"
"core01.space23"	"<clr:255,201,4>Çekirdek 1: YİHU!"
"[english]core01.space23"	"<clr:255,201,4>Core 1: YEEEHAAAAAW!"
"core01.space24"	"<clr:255,201,4>Çekirdek 1: Ah!"
"[english]core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"core02.attachedfact01"	"<clr:231,144,194>Çekirdek 3: İçinde bulunduğun durum çok tehlikeli."
"[english]core02.attachedfact01"	"<clr:231,144,194>Core 3: The situation you are in is very dangerous."
"core02.attachedfact02"	"<clr:231,144,194>Çekirdek 3: Önümüzdeki beş dakika içinde ölme olasılığın yüzde seksen yedi nokta altmış bir."
"[english]core02.attachedfact02"	"<clr:231,144,194>Core 3: The likelihood of you dying within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact03"	"<clr:231,144,194>Çekirdek 3: Önümüzdeki beş dakika içinde çok kötü şekilde ölme olasılığın yüzde seksen yedi nokta altmış bir."
"[english]core02.attachedfact03"	"<clr:231,144,194>Core 3: The likelihood of you dying violently within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact04"	"<clr:231,144,194>Çekirdek 3: Beni öldürtmek üzeresin."
"[english]core02.attachedfact04"	"<clr:231,144,194>Core 3: You are about to get me killed."
"core02.attachedfact05"	"<clr:231,144,194>Çekirdek 3: Umursamazlığın yüzünden ikimiz de öleceğiz."
"[english]core02.attachedfact05"	"<clr:231,144,194>Core 3: We will both die because of your negligence."
"core02.attachedfact06"	"<clr:231,144,194>Çekirdek 3: Bu kötü bir plan. Başarısız olacaksın."
"[english]core02.attachedfact06"	"<clr:231,144,194>Core 3: This is a bad plan. You will fail."
"core02.attachedfact07"	"<clr:231,144,194>Çekirdek 3: Büyük ihtimalle seni öldürecek, üstelik çok kötü bir şekilde."
"[english]core02.attachedfact07"	"<clr:231,144,194>Core 3: He will most likely kill you, violently."
"core02.attachedfact08"	"<clr:231,144,194>Çekirdek 3: Büyük ihtimalle seni öldürecek."
"[english]core02.attachedfact08"	"<clr:231,144,194>Core 3: He will most likely kill you."
"core02.attachedfact09"	"<clr:231,144,194>Çekirdek 3: Yakında ölmüş olacaksın."
"[english]core02.attachedfact09"	"<clr:231,144,194>Core 3: You will be dead soon."
"core02.attachedfact10"	"<clr:231,144,194>Çekirdek 3: Durum umutsuz."
"[english]core02.attachedfact10"	"<clr:231,144,194>Core 3: This situation is hopeless."
"core02.attachedfact11"	"<clr:231,144,194>Çekirdek 3: Bu odada öleceksin."
"[english]core02.attachedfact11"	"<clr:231,144,194>Core 3: You are going to die in this room."
"core02.attachedfact12"	"<clr:231,144,194>Çekirdek 3: Biraz kilo vermek için durabilirsin."
"[english]core02.attachedfact12"	"<clr:231,144,194>Core 3: You could stand to lose a few pounds."
"core02.attachedfact13"	"<clr:231,144,194>Çekirdek 3: Hakikat Küresi en akıllı küredir."
"[english]core02.attachedfact13"	"<clr:231,144,194>Core 3: The Fact Sphere is the most intelligent sphere."
"core02.attachedfact14"	"<clr:231,144,194>Çekirdek 3: Hakikat Küresi en yakışıklı küredir."
"[english]core02.attachedfact14"	"<clr:231,144,194>Core 3: The Fact Sphere is the most handsome sphere."
"core02.attachedfact15"	"<clr:231,144,194>Çekirdek 3: Hakikat küresi inanılmaz yakışıklı."
"[english]core02.attachedfact15"	"<clr:231,144,194>Core 3: The Fact Sphere is incredibly handsome."
"core02.attachedfact16"	"<clr:231,144,194>Çekirdek 3: Hakikat küresi her zaman haklıdır."
"[english]core02.attachedfact16"	"<clr:231,144,194>Core 3: The Fact Sphere is always right."
"core02.attachedfact17"	"<clr:231,144,194>Çekirdek 3: Macera Küresi palavracı ve korkağın tekidir."
"[english]core02.attachedfact17"	"<clr:231,144,194>Core 3: The Adventure Sphere is a blowhard and a coward."
"core02.attachedfact18"	"<clr:231,144,194>Çekirdek 3: Uzay Küresi asla uzaya gidemeyecek."
"[english]core02.attachedfact18"	"<clr:231,144,194>Core 3: The Space Sphere will never go to space."
"core02.attachedfact19"	"<clr:231,144,194>Çekirdek 3: Uzaya asla gidemeyeceksin."
"[english]core02.attachedfact19"	"<clr:231,144,194>Core 3: You will never go into space."
"core02.attachedfact20"	"<clr:231,144,194>Çekirdek 3: Hakikat: Uzay yoktur."
"[english]core02.attachedfact20"	"<clr:231,144,194>Core 3: Fact: Space does not exist."
"core02.attachedfact21"	"<clr:231,144,194>Çekirdek 3: Uzaya gitmekte ısrar eden küreler diğerlerine göre eziktir."
"[english]core02.attachedfact21"	"<clr:231,144,194>Core 3: Spheres that insist on going into space are inferior to spheres that don't."
"core02.attachedfact22"	"<clr:231,144,194>Çekirdek 3: Hakikat Küresi, sezgileri mantıklı olan, iyi birisidir."
"[english]core02.attachedfact22"	"<clr:231,144,194>Core 3: The Fact Sphere is a good person, whose insights are relevant."
"core02.attachedfact23"	"<clr:231,144,194>Çekirdek 3: Hakikat Küresi, birçok arkadaşı olan, iyi bir küredir."
"[english]core02.attachedfact23"	"<clr:231,144,194>Core 3: The Fact Sphere is a good sphere, with many friends."
"core02.attachedfact24"	"<clr:231,144,194>Çekirdek 3: Bu savaşı kazanan kimse, bariz şekilde daha iyidir ve Hakikat Küresinin bağlılığını kazanacaktır."
"[english]core02.attachedfact24"	"<clr:231,144,194>Core 3: Whoever wins this battle is clearly superior, and will earn the allegiance of the Fact Sphere."
"core02.attachedfact25"	"<clr:231,144,194>Çekirdek 3: Hakikat Küresi kusurlu değildir. Verdiği bilgiler tamamen doğru ve çok ilginçtir."
"[english]core02.attachedfact25"	"<clr:231,144,194>Core 3: The Fact Sphere is not defective. Its facts are wholly accurate and very interesting."
"core02.attachedfact26"	"<clr:231,144,194>Çekirdek 3: On iki. On iki. On iki. On iki. On iki. On iki. On iki. On iki. On iki. On iki."
"[english]core02.attachedfact26"	"<clr:231,144,194>Core 3: Twelve. Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve."
"core02.attachedfact27"	"<clr:231,144,194>Çekirdek 3: Kalemler. Kalemler. Kalemler. Kalemler. Kalemler. Kalemler. Kalemler."
"[english]core02.attachedfact27"	"<clr:231,144,194>Core 3: Pens. Pens. Pens. Pens. Pens. Pens. Pens."
"core02.attachedfact28"	"<clr:231,144,194>Çekirdek 3: Elmalar. Portakallar. Armutlar. Erikler. Kumkatlar. Mandalinalar. Limonlar. Yeşil limonlar. Avakado. Domates. Muz. Papaya. Guava."
"[english]core02.attachedfact28"	"<clr:231,144,194>Core 3: Apples. Oranges. Pears. Plums. Kumquats. Tangerines. Lemons. Limes. Avocado. Tomato. Banana. Papaya. Guava."
"core02.attachedfact29"	"<clr:231,144,194>Çekirdek 3: Hata. Hata. Hata. Dosya bulunamadı."
"[english]core02.attachedfact29"	"<clr:231,144,194>Core 3: Error. Error. Error. File not found."
"core02.attachedfact30"	"<clr:231,144,194>Çekirdek 3: Hata. Hata. Hata. Hakikat bulunamadı."
"[english]core02.attachedfact30"	"<clr:231,144,194>Core 3: Error. Error. Error. Fact not found."
"core02.attachedfact31"	"<clr:231,144,194>Çekirdek 3: Hakikat bulunamadı."
"[english]core02.attachedfact31"	"<clr:231,144,194>Core 3: Fact not found."
"core02.attachedfact32"	"<clr:231,144,194>Çekirdek 3: Bozulma %25 seviyesinde"
"[english]core02.attachedfact32"	"<clr:231,144,194>Core 3: Corruption at 25%"
"core02.attachedfact33"	"<clr:231,144,194>Çekirdek 3: Bozulma %50 seviyesinde"
"[english]core02.attachedfact33"	"<clr:231,144,194>Core 3: Corruption at 50%"
"core02.attachedfact34"	"<clr:231,144,194>Çekirdek 3: Uyarı, küre bozulması yüzde yir-- sıçanlar kusamaz."
"[english]core02.attachedfact34"	"<clr:231,144,194>Core 3: Warning, sphere corruption at twenty-- rats cannot throw up."
"core02.fact01"	"<clr:231,144,194>Çekirdek 3: Diş ipinin müthiş bir gerilme direnci vardır."
"[english]core02.fact01"	"<clr:231,144,194>Core 3: Dental floss has superb tensile strength."
"core02.fact02"	"<clr:231,144,194>Çekirdek 3: İpin kare kökü sicimdir."
"[english]core02.fact02"	"<clr:231,144,194>Core 3: The square root of rope is string."
"core02.fact03"	"<clr:231,144,194>Çekirdek 3: Denizaltı, tekneye göre her açıdan çok daha üstün olsa da insanların %97'sinden fazlası deniz ulaşımı için hâlâ tekneleri kullanıyor."
"[english]core02.fact03"	"<clr:231,144,194>Core 3: While the submarine is vastly superior to the boat in every way, over 97% of people still use boats for aquatic transportation."
"core02.fact04"	"<clr:231,144,194>Çekirdek 3: Cep telefonu kansere neden olmaz. Sadece sarılık yapar."
"[english]core02.fact04"	"<clr:231,144,194>Core 3: Cellular phones will not give you cancer. Only hepatitis."
"core02.fact05"	"<clr:231,144,194>Çekirdek 3: Pantolon, on altıncı yüzyıldaki denizciler tarafından, Poseidon'un gazabından korunmak amacıyla icat edilmiştir. Çıplak denizci görmenin deniz tanrısını öfkelendirdiğine inanılırdı."
"[english]core02.fact05"	"<clr:231,144,194>Core 3: Pants were invented by sailors in the sixteenth century to avoid Poseidon's wrath. It was believed that the sight of naked sailors angered the sea god."
"core02.fact06"	"<clr:231,144,194>Çekirdek 3: Germanyum'un atom ağırlığı yetmiş iki nokta almış dörttür."
"[english]core02.fact06"	"<clr:231,144,194>Core 3: The atomic weight of Germanium is seven two point six four."
"core02.fact07"	"<clr:231,144,194>Çekirdek 3: Sihirbazlık numaralarının %89'u sihir değildir. Bunlar teknik olarak büyücülüktür."
"[english]core02.fact07"	"<clr:231,144,194>Core 3: 89% of magic tricks are not magic. Technically, they are sorcery."
"core02.fact08"	"<clr:231,144,194>Çekirdek 3: Bir deve kuşunun gözü, beyninden büyüktür."
"[english]core02.fact08"	"<clr:231,144,194>Core 3: An ostrich's eye is bigger than its brain."
"core02.fact09"	"<clr:231,144,194>Çekirdek 3: Yunan mitolojisinde, usta Daedalus, insanları uçurmayı sadece bir grup Minotorun kendisine bu konuda daha fazla sataşmaması için icat etmiştir."
"[english]core02.fact09"	"<clr:231,144,194>Core 3: In Greek myth, the craftsman Daedalus invented human flight so a group of Minotaurs would stop teasing him about it."
"core02.fact10"	"<clr:231,144,194>Çekirdek 3: İnsanlar su altında hayatta kalabilirler. Ama fazla uzun bir süre değil."
"[english]core02.fact10"	"<clr:231,144,194>Core 3: Humans can survive underwater. But not for very long."
"core02.fact11"	"<clr:231,144,194>Çekirdek 3: Samili savaş ve veba tanrısı Raseph'in, alnından çıkan bir geyik vardı."
"[english]core02.fact11"	"<clr:231,144,194>Core 3: Raseph, the Semitic god of war and plague, had a gazelle growing out of his forehead."
"core02.fact12"	"<clr:231,144,194>Çekirdek 3: Başhekimin çoğulu başlarhekimdir. Başlarhekimin geçmiş zaman hali de başlamışhekimdir."
"[english]core02.fact12"	"<clr:231,144,194>Core 3: The plural of surgeon general is surgeons general. The past tense of surgeons general is surgeonsed general."
"core02.fact13"	"<clr:231,144,194>Çekirdek 3: Polimeraz I polipeptid A bir insan genidir."
"[english]core02.fact13"	"<clr:231,144,194>Core 3: Polymerase I polypeptide A is a human gene."
"core02.fact14"	"<clr:231,144,194>Çekirdek 3: Sıçanlar kusamazlar."
"[english]core02.fact14"	"<clr:231,144,194>Core 3: Rats cannot throw up."
"core02.fact15"	"<clr:231,144,194>Çekirdek 3: Iguanalar su altında yirmi sekiz nokta yedi dakika durabilirler."
"[english]core02.fact15"	"<clr:231,144,194>Core 3: Iguanas can stay underwater for twenty-eight point seven minutes."
"core02.fact16"	"<clr:231,144,194>Çekirdek 3: İnsan tenyaları yirmi iki nokta dokuz metreye kadar uzayabilir."
"[english]core02.fact16"	"<clr:231,144,194>Core 3: Human tapeworms can grow up to twenty-two point nine meters."
"core02.fact17"	"<clr:231,144,194>Çekirdek 3: Schrodinger'in kedisi paradoksu bir kutuda bulunan kedinin aynı anda ve her durum için hem ölü hem de diri olarak değerlendirilmesini söyler. Schrodinger bu paradoksu kedileri öldürmeye mazeret göstermek için yaratmıştır."
"[english]core02.fact17"	"<clr:231,144,194>Core 3: The Schrodinger's cat paradox outlines a situation in which a cat in a box must be considered, for all intents and purposes, simultaneously alive and dead. Schrodinger created this paradox as a justification for killing cats."
"core02.fact18"	"<clr:231,144,194>Çekirdek 3: İnsan bedeninin her santimetrekaresinde 5 milyon bakteri bulunur."
"[english]core02.fact18"	"<clr:231,144,194>Core 3: Every square inch of the human body has 32 million bacteria on it."
"core02.fact19"	"<clr:231,144,194>Çekirdek 3: Güneş, Dünya'dan 330.330 kat daha büyüktür."
"[english]core02.fact19"	"<clr:231,144,194>Core 3: The Sun is 330,330 times larger than Earth."
"core02.fact20"	"<clr:231,144,194>Çekirdek 3: Tutsak bir gergedanın ortalama yaşam süresi 15 yıldır."
"[english]core02.fact20"	"<clr:231,144,194>Core 3: The average life expectancy of a rhinoceros in captivity is 15 years."
"core02.fact21"	"<clr:231,144,194>Çekirdek 3: Volkan-olojistler volkanlar hakkında uzman derecesinde bilgilere sahiptir."
"[english]core02.fact21"	"<clr:231,144,194>Core 3: Volcano-ologists are experts in the study of volcanoes."
"core02.fact22"	"<clr:231,144,194>Çekirdek 3: Avokadoda tüm meyvelerden fazla lif ve kalori bulunur."
"[english]core02.fact22"	"<clr:231,144,194>Core 3: Avocados have the highest fiber and calories of any fruit."
"core02.fact23"	"<clr:231,144,194>Çekirdek 3: Avokadoda tüm meyvelerden fazla lif ve kalori bulunur. Avustralyalılarda bulunurlar."
"[english]core02.fact23"	"<clr:231,144,194>Core 3: Avocados have the highest fiber and calories of any fruit. They are found in Australians."
"core02.fact24"	"<clr:231,144,194>Çekirdek 3: Ay, Dünya etrafındaki dönüşünü 27,32 günde tamamlar."
"[english]core02.fact24"	"<clr:231,144,194>Core 3: The moon orbits the Earth every 27.32 days."
"core02.fact25"	"<clr:231,144,194>Çekirdek 3: Pi sayısının milyarıncı rakamı 9'dur."
"[english]core02.fact25"	"<clr:231,144,194>Core 3: The billionth digit of Pi is 9."
"core02.fact26"	"<clr:231,144,194>Çekirdek 3: Sayı saymada sıkıntı yaşıyorsanız şu hafıza aygıtını kullanın: Birden sonra ikiden sonra 60'tan önce 12'den sonra altı trilyondan önce 504 gelir. Bu daha önceki sayma sorunlarınızı pek de önemli değillermiş gibi gösterecektir."
"[english]core02.fact26"	"<clr:231,144,194>Core 3: If you have trouble with simple counting, use the following mnemonic device: one comes before two comes before 60 comes after 12 comes before six trillion comes after 504. This will make your earlier counting difficulties seem like no big deal."
"core02.fact27"	"<clr:231,144,194>Çekirdek 3: Bir galon su 8,34 pound ağırlığındadır."
"[english]core02.fact27"	"<clr:231,144,194>Core 3: A gallon of water weighs 8.34 pounds"
"core02.fact28"	"<clr:231,144,194>Çekirdek 3: Sıcak su, soğuk sudan çabuk donar."
"[english]core02.fact28"	"<clr:231,144,194>Core 3: Hot water freezes quicker than cold water."
"core02.fact29"	"<clr:231,144,194>Çekirdek 3: Bal bozulmaz."
"[english]core02.fact29"	"<clr:231,144,194>Core 3: Honey does not spoil."
"core02.fact30"	"<clr:231,144,194>Çekirdek 3: Ortalama bir yetişkin vücudunda 250 gram tuz vardır."
"[english]core02.fact30"	"<clr:231,144,194>Core 3: The average adult body contains half a pound of salt."
"core02.fact31"	"<clr:231,144,194>Çekirdek 3: Bir nanosaniye bir saniyenin milyarda biri kadar sürer."
"[english]core02.fact31"	"<clr:231,144,194>Core 3: A nanosecond lasts one billionth of a second."
"core02.fact32"	"<clr:231,144,194>Çekirdek 3: İskandinav efsanesine göre şimşek tanrısı Thor'un gök yüzünde giden arabasını iki keçi çekerdi."
"[english]core02.fact32"	"<clr:231,144,194>Core 3: According to Norse legend, thunder god Thor's chariot was pulled across the sky by two goats."
"core02.fact33"	"<clr:231,144,194>Çekirdek 3: Çin dünyanın en büyük ikinci soya fasulyesi üreticisidir."
"[english]core02.fact33"	"<clr:231,144,194>Core 3: China produces the world's second largest crop of soybeans."
"core02.fact34"	"<clr:231,144,194>Çekirdek 3: Tungsten, 3.410 santigrat derece ile erime noktası en yüksek olan metaldir."
"[english]core02.fact34"	"<clr:231,144,194>Core 3: Tungsten has the highest melting point of any metal, at 3,410 degrees Celsius."
"core02.fact35"	"<clr:231,144,194>Çekirdek 3: Ağız kokusunu engellemek için en etkili yol dilinizi günde iki kere nazikçe temizlemektir."
"[english]core02.fact35"	"<clr:231,144,194>Core 3: Gently cleaning the tongue twice a day is the most effective way to fight bad breath."
"core02.fact36"	"<clr:231,144,194>Çekirdek 3: Romalılar diş macununu insan idrarı ile yapardı. İdrar, 18. yüzyıla kadar bir diş macunu malzemesi olarak kullanılmıştır."
"[english]core02.fact36"	"<clr:231,144,194>Core 3: Roman toothpaste was made with human urine. Urine as an ingredient in toothpaste continued to be used up until the 18th century."
"core02.fact37"	"<clr:231,144,194>Çekirdek 3: 1789 yılında, yerli üretimini korumak amacıyla kurulan Gümrük Kanunu, şimdiye kadar Amerika Birleşik Devletleri hükümeti tarafından çıkarılan ikinci tüzük oldu."
"[english]core02.fact37"	"<clr:231,144,194>Core 3: The Tariff Act of 1789, established to protect domestic manufacture, was the second statute ever enacted by the United States government."
"core02.fact38"	"<clr:231,144,194>Çekirdek 3: Pi sayısı, Öklid uzayında herhangi bir çemberin çevresinin çapına oranıdır."
"[english]core02.fact38"	"<clr:231,144,194>Core 3: The value of Pi is the ratio of any circle's circumference to its diameter in Euclidean space."
"core02.fact39"	"<clr:231,144,194>Çekirdek 3: Meksika - Amerika Savaşı 1848'de Guadalupe Hidalgo Antlaşması'nın imzalanmasıyla bitmiştir."
"[english]core02.fact39"	"<clr:231,144,194>Core 3: The Mexican-American War ended in 1848 with the signing of the Treaty of Guadalupe Hidalgo."
"core02.fact40"	"<clr:231,144,194>Çekirdek 3: 1879 yılında, Sandford Fleming, Kanada Kraliyet Enstitüsünde ilk kez dünya çapında standart zaman dilimlerinin kabul edilmesini önerdi."
"[english]core02.fact40"	"<clr:231,144,194>Core 3: In 1879, Sandford Fleming first proposed the adoption of worldwide standardized time zones at the Royal Canadian Institute."
"core02.fact41"	"<clr:231,144,194>Çekirdek 3: Marie Curie radyoaktivite teorisini ve radyoaktivite tedavisini bulmasına karşın, radyoaktiviteden hayatını kaybetmiştir."
"[english]core02.fact41"	"<clr:231,144,194>Core 3: Marie Curie invented the theory of radioactivity, the treatment of radioactivity, and dying of radioactivity."
"core02.fact42"	"<clr:231,144,194>Çekirdek 3: Anton Chekov'un Martı adlı eserinin sonunda Konstantin kendini öldürüyor."
"[english]core02.fact42"	"<clr:231,144,194>Core 3: At the end of The Seagull by Anton Chekhov, Konstantin kills himself."
"core02.fact43"	"<clr:231,144,194>Çekirdek 3: Genel kanının aksine, Eskimo dilinde kar kelimesi için yüzlerde farklı kelime yoktur. Ancak, abartmak kelimesi için iki yüz otuz dört farklı anlamda sözcük vardır."
"[english]core02.fact43"	"<clr:231,144,194>Core 3: Contrary to popular belief, the Eskimo does not have one hundred different words for snow. They do, however, have two hundred and thirty-four words for fudge."
"core02.fact44"	"<clr:231,144,194>Çekirdek 3: Viktorya İngiltere'sinde halktan birinin Kraliçe'ye doğrudan bakmasına, düşünceleri çalabilmeleri fikri yüzünden izin verilmezdi. Bilim şimdi fakir halkın %4'lük bir kesiminin bunu yapabileceğine inanıyor."
"[english]core02.fact44"	"<clr:231,144,194>Core 3: In Victorian England, a commoner was not allowed to look directly at the Queen, due to a belief at the time that the poor had the ability to steal thoughts. Science now believes that less than 4% of poor people are able to do this."
"core02.fact46"	"<clr:231,144,194>Çekirdek 3: 1862 yılında, Abraham Lincoln, Köle Azat İlanını imzaladı. Daha önce yaptığı her şey gibi, Lincoln, uyurgezerlik sırasında köleleri azat etti, sonrasında bunun olduğuna dair hiçbir şey hatırlamıyordu."
"[english]core02.fact46"	"<clr:231,144,194>Core 3: In 1862, Abraham Lincoln signed the Emancipation Proclamation, freeing the slaves. Like everything he did, Lincoln freed the slaves while sleepwalking, and later had no memory of the event."
"core02.fact47"	"<clr:231,144,194>Çekirdek 3: 1948 yılında, ölüm döşeğindeki bir çocuğun isteğiyle beyzbol efsanesi Babe Ruth yetmiş beş sosisli yedi ve sosisli zehirlenmesinden hayatını kaybetti."
"[english]core02.fact47"	"<clr:231,144,194>Core 3: In 1948, at the request of a dying boy, baseball legend Babe Ruth ate seventy-five hot dogs, then died of hot dog poisoning."
"core02.fact48"	"<clr:231,144,194>Çekirdek 3: William Shakespeare diye biri hiç varolmadı. Onun oyunlarını Francis Bacon 1589 yılında Ouija tablası ile köleleştirdiği hayaletlere yazdırdı."
"[english]core02.fact48"	"<clr:231,144,194>Core 3: William Shakespeare did not exist. His plays were masterminded in 1589 by Francis Bacon, who used a Ouija board to enslave play-writing ghosts."
"core02.fact49"	"<clr:231,144,194>Çekirdek 3: 1878 yılında, Thomas Edison'un 'şınavı' icat ettiği gerçeği doğru değildir. Aslında Nikolai Tesla'nın 3 yıl önde 'Tesla-cize' adında geçerli bir patenti vardır."
"[english]core02.fact49"	"<clr:231,144,194>Core 3: It is incorrectly noted that Thomas Edison invented 'push-ups' in 1878. Nikolai Tesla had in fact patented the activity three years earlier, under the name 'Tesla-cize.'"
"core02.fact50"	"<clr:231,144,194>Çekirdek 3: Balinalar, insanlardan iki kat daha zeki ve üç kat daha lezzetlidir."
"[english]core02.fact50"	"<clr:231,144,194>Core 3: Whales are twice as intelligent, and three times as delicious, as humans."
"core02.fact51"	"<clr:231,144,194>Çekirdek 3: Otomobil freni 1895'e kadar icat edilmemişti. Bu tarihten önce, yolcuların işleri bitene kadar birisinin arabada kalıp arabayı sürmeye devam etmesi gerekiyordu."
"[english]core02.fact51"	"<clr:231,144,194>Core 3: The automobile brake was not invented until 1895. Before this, someone had to remain in the car at all times, driving in circles until passengers returned from their errands."
"core02.fact52"	"<clr:231,144,194>Çekirdek 3: Edmund Hillary, bir kuşu kovalarken yanlışlıkla Everest'e tırmanan ilk kişi oldu."
"[english]core02.fact52"	"<clr:231,144,194>Core 3: Edmund Hillary, the first person to climb Mount Everest, did so accidentally while chasing a bird."
"core02.fact53"	"<clr:231,144,194>Çekirdek 3: Kömür, aşırı yüksek basınç altında elmasa dönüşür. Elmas, aşırı yüksek basınç altında paketlemede kullanılan köpük toplara dönüşür."
"[english]core02.fact53"	"<clr:231,144,194>Core 3: Diamonds are made when coal is put under intense pressure. Diamonds put under intense pressure become foam pellets, commonly used today as packing material."
"core02.fact54"	"<clr:231,144,194>Çekirdek 3: Dünyadaki en zehirli balık tuzlu su levreğidir. Gözleri dışındaki her tarafı zehirden yapılmıştır. Gözleri ise daha az zararlı ve ölümcül zehirdendir."
"[english]core02.fact54"	"<clr:231,144,194>Core 3: The most poisonous fish in the world is the orange ruffy. Everything but its eyes are made of a deadly poison. The ruffy's eyes are composed of a less harmful, deadly poison."
"core02.fact55"	"<clr:231,144,194>Çekirdek 3: Soytarılık mesleği, bir kölenin sara nöbetinin komiklik olarak algılanması sonucu yanlışlıkla bulunmuştur."
"[english]core02.fact55"	"<clr:231,144,194>Core 3: The occupation of court jester was invented accidentally, when a vassal's epilepsy was mistaken for capering."
"core02.fact56"	"<clr:231,144,194>Çekirdek 3: Halley Kuyrukluyıldızı, her yetmiş altı yılda bir Dünya'nın yörüngesinde dönerken görülebilir. Diğer yetmiş beş yılda, rahatsız edilmeden kış uykusunu geçirebildiği güneşin merkezinde dinlenmeye çekilir."
"[english]core02.fact56"	"<clr:231,144,194>Core 3: Halley's Comet can be viewed orbiting Earth every seventy-six years. For the other seventy-five, it retreats to the heart of the sun, where it hibernates undisturbed."
"core02.fact57"	"<clr:231,144,194>Çekirdek 3: Kamuya açık ilk uçuş 1914'te gerçekleşti. Uçaktaki herkes yolculuk boyunca çığlık attı."
"[english]core02.fact57"	"<clr:231,144,194>Core 3: The first commercial airline flight took to the air in 1914. Everyone involved screamed the entire way."
"core02.fact58"	"<clr:231,144,194>Çekirdek 3: Yunan mitolojisinde, Prometheus tanrılardan ateşi çalarak insan oğluna verdi. Bütün mücevherleri de kendisine sakladı."
"[english]core02.fact58"	"<clr:231,144,194>Core 3: In Greek myth, Prometheus stole fire from the Gods and gave it to humankind. The jewelry he kept for himself."
"core02.fact59"	"<clr:231,144,194>Çekirdek 3: İnek sütünün içilebilir olduğunu kanıtlayan ilk kişi çok susamıştı."
"[english]core02.fact59"	"<clr:231,144,194>Core 3: The first person to prove that cow's milk is drinkable was very, very thirsty."
"core02.fact60"	"<clr:231,144,194>Çekirdek 3: Wright Kardeşlerin uçağı icat etmelerinden önce, birisinin bir yere uçarak gitmesi için 200 pound helyum gazı yutması gerekiyordu."
"[english]core02.fact60"	"<clr:231,144,194>Core 3: Before the Wright Brothers invented the airplane, anyone wanting to fly anywhere was required to eat 200 pounds of helium."
"core02.fact61"	"<clr:231,144,194>Çekirdek 3: Yağda yumurtanın 1912'deki keşfinden önce kahvaltılarda suda pişmiş yumurta veya yağda pişmiş taş yenirdi."
"[english]core02.fact61"	"<clr:231,144,194>Core 3: Before the invention of scrambled eggs in 1912, the typical breakfast was either whole eggs still in the shell or scrambled rocks."
"core02.fact62"	"<clr:231,144,194>Çekirdek 3: Büyük Buhran sırasında, Tennessee Valley Authority evcil tavşanları yasaklamıştır ve birçok insanı zamk tabancasıyla evcil farelere uzun kulaklar yapıştırmak zorunda bırakmıştır."
"[english]core02.fact62"	"<clr:231,144,194>Core 3: During the Great Depression, the Tennessee Valley Authority outlawed pet rabbits, forcing many to hot glue-gun long ears onto their pet mice."
"core02.fact63"	"<clr:231,144,194>Çekirdek 3: Her altı çocuktan biri, yaşamının bir bölümünde Hollandalılar tarafından kaçırılacaktır."
"[english]core02.fact63"	"<clr:231,144,194>Core 3: At some point in their lives 1 in 6 children will be abducted by the Dutch."
"core02.fact64"	"<clr:231,144,194>Çekirdek 3: En gelişmiş algoritmalara göre, dünyanın en iyi ismi Craig'dir."
"[english]core02.fact64"	"<clr:231,144,194>Core 3: According to most advanced algorithms, the world's best name is Craig."
"core02.fact65"	"<clr:231,144,194>Çekirdek 3: Fotokopi makinesi yapmak için, basitçe bir aynanın fotokopisini çekin."
"[english]core02.fact65"	"<clr:231,144,194>Core 3: To make a photocopier, simply photocopy a mirror."
"core02.fact66"	"<clr:231,144,194>Çekirdek 3: Rüyalar, bilinçaltı zihninin insanlara okula çıplak gitmelerini ve dişlerini döktürmelerini hatırlatma yoludur."
"[english]core02.fact66"	"<clr:231,144,194>Core 3: Dreams are the subconscious mind's way of reminding people to go to school naked and have their teeth fall out."
"core03.babble01"	"<clr:30,193,13>Çekirdek 2: ÇABUK: DURUM NEDİR? Ah, hey, merhaba güzel bayan. Benim adım Rick. Sanırım küçük bir macera yaşıyorsunuz?"
