"lang"
{
"Language"	"ukrainian"
"glados.mp_coop_tbeam_polarity3_05"	"<clr:163,193,173>ҐЛаДОС: Невже ніхто з вас не прагне стати кращим за іншого?"
"[english]glados.mp_coop_tbeam_polarity3_05"	"<clr:163,193,173>GLaDOS: Don't either you have drive to be better than the other?"
"glados.mp_coop_tbeam_polarity3_06"	"<clr:163,193,173>ҐЛаДОС: Наче ви просто роботи."
"[english]glados.mp_coop_tbeam_polarity3_06"	"<clr:163,193,173>GLaDOS: It's like you're just machines."
"glados.mp_coop_tbeam_polarity3_16"	"<clr:163,193,173>ҐЛаДОС: На початку цього курсу я переживала, що ви занадто зблизитеся, та під час моїх спроб розлучити вас я дізналася дещо про довіру та зраду."
"[english]glados.mp_coop_tbeam_polarity3_16"	"<clr:163,193,173>GLaDOS: At the start of this course I was worried you were becoming too close but in my attempt to drive you apart I learned something important about trust and betrayal."
"glados.mp_coop_tbeam_polarity3_17"	"<clr:163,193,173>ҐЛаДОС: Ваші мізки занадто малі, щоби відчувати ці емоції. Тому я довіряю вам на сто відсотків."
"[english]glados.mp_coop_tbeam_polarity3_17"	"<clr:163,193,173>GLaDOS: Your brains are too small to feel either of those emotions.  So I can trust you one hundred percent."
"glados.mp_coop_tbeam_redirect01a"	"<clr:163,193,173>ҐЛаДОС: Оскільки я не очікувала, що ви так далеко зайдете, мені доведеться розробити для вас новий курс."
"[english]glados.mp_coop_tbeam_redirect01a"	"<clr:163,193,173>GLaDOS: Since, I never expected you to make it this far, I have to build this new course just for you."
"glados.mp_coop_teambtsstart01"	"<clr:163,193,173>ҐЛаДОС: Іноді тестування має відбуватися поза межами лабораторії."
"[english]glados.mp_coop_teambtsstart01"	"<clr:163,193,173>GLaDOS: Sometimes testing has to occur outside the confines of the lab."
"glados.mp_coop_teambtsstart02"	"<clr:163,193,173>ҐЛаДОС: Це тестування настільки відрізняється від інших, що я навіть не мож… не БУДУ казати вам, що ми шукаємо."
"[english]glados.mp_coop_teambtsstart02"	"<clr:163,193,173>GLaDOS: This test is so outside the box, I can't-- I mean WON'T even tell you what you are looking for."
"glados.mp_coop_teambtsstart03"	"<clr:163,193,173>ҐЛаДОС: Ви самі здогадаєтеся, коли знайдете."
"[english]glados.mp_coop_teambtsstart03"	"<clr:163,193,173>GLaDOS: You will know it when you find it."
"glados.mp_coop_test_chamber_both09_01"	"<clr:163,193,173>ҐЛаДОС: Ви двоє налагодили відмінну співпрацю: один із вас вирішує раціональні проблеми, а інший готовий простягнути руку допомоги тільки у тому випадку, якщо тестування перетвориться на змагання з поїдання їжі."
"[english]glados.mp_coop_test_chamber_both09_01"	"<clr:163,193,173>GLaDOS: The two of you have forged an excellent partnership, with one of you handling the cerebral challenges and the other ready to ponderously waddle into action should the test suddenly become an eating contest."
"glados.mp_coop_turret_ball01"	"<clr:163,193,173>ҐЛаДОС: Я вважала, що повернення до цих старих тестувань задовольнить мене. Проте, як би ви не намагалися провалити наступне тестування, я не буду задоволена."
"[english]glados.mp_coop_turret_ball01"	"<clr:163,193,173>GLaDOS: I thought going back to these old tests would satisfy me.  But try as you might to fail this next test, I still won't be satisfied."
"glados.mp_coop_turret_ball02"	"<clr:163,193,173>ҐЛаДОС: Вітаю. Я впевнена, що якби у мене був час полагодити ці тестування, ви б їх не завершили. Що ж, вітаю із завершенням зламаних легких тестів."
"[english]glados.mp_coop_turret_ball02"	"<clr:163,193,173>GLaDOS: Congratulations.  I am sure if I had the time to repair these tests, you would have never completed them.  So again, congratulations on completing the broken easy tests."
"glados.mp_coop_turret_wall01"	"<clr:163,193,173>ҐЛаДОС: Це було ще одне тестування, яке до вас ніхто не завершував. Ох, які наукові відкриття ми зробили за допомогою цього тестування. А тепер воно непотрібне."
"[english]glados.mp_coop_turret_wall01"	"<clr:163,193,173>GLaDOS: This was another test no one had ever completed before you two.  Oh, the science we used to learn with this test.  Now the test is useless."
"glados.mp_coop_turret_walls04"	"<clr:163,193,173>ҐЛаДОС: Це тестування ще ніхто ніколи не завершував. Певно, люди побудували його за моїми кресленнями."
"[english]glados.mp_coop_turret_walls04"	"<clr:163,193,173>GLaDOS: No one has ever completed this test before. The humans must have reconfigured it from my original plans."
"glados.mp_coop_wall_501"	"<clr:163,193,173>ҐЛаДОС: Я ризикну і ще один раз дам вам можливість зійти з офіційного курсу тестувань."
"[english]glados.mp_coop_wall_501"	"<clr:163,193,173>GLaDOS: I am going to risk having you go outside the official courses one more time."
"glados.mp_coop_wall_502"	"<clr:163,193,173>ҐЛаДОС: Люди випадково забули вставити DVD-диск безпеки у програвач."
"[english]glados.mp_coop_wall_502"	"<clr:163,193,173>GLaDOS: The humans accidentally forgot to put a security DVD in the player."
"glados.mp_coop_wall_503"	"<clr:163,193,173>ҐЛаДОС: Я впевнена, що то була випадковість, тож чому б вам не вставити диск у програвач?"
"[english]glados.mp_coop_wall_503"	"<clr:163,193,173>GLaDOS: I am sure it happened by accident, but why don't you put it back in the player?"
"glados.mp_coop_wall_504"	"<clr:163,193,173>ҐЛаДОС: Заради безпеки."
"[english]glados.mp_coop_wall_504"	"<clr:163,193,173>GLaDOS: For safety."
"glados.mp_coop_wall_5end01"	"<clr:163,193,173>ҐЛаДОС: Чудово."
"[english]glados.mp_coop_wall_5end01"	"<clr:163,193,173>GLaDOS: Excellent."
"glados.mp_coop_wall_5end02"	"<clr:163,193,173>ҐЛаДОС: Бачите, не сталося нічого поганого."
"[english]glados.mp_coop_wall_5end02"	"<clr:163,193,173>GLaDOS: See nothing bad happened."
"glados.mp_coop_wall_block01"	"<clr:163,193,173>ҐЛаДОС: Я створила це тестування, щоби підняти людям самооцінку. Тут все надзвичайно просто. Йдіть за стрілками."
"[english]glados.mp_coop_wall_block01"	"<clr:163,193,173>GLaDOS: I created this test to let the humans feel good about themselves. It is extremely easy. Just follow the arrows."
"glados.mp_coop_wall_block02"	"<clr:163,193,173>ҐЛаДОС: Вибачте. Стрілки, мабуть, проржавіли. Щасти вам."
"[english]glados.mp_coop_wall_block02"	"<clr:163,193,173>GLaDOS: I'm sorry. The arrows seem to have rusted off.  Good luck."
"glados.mp_coop_wall_block03"	"<clr:163,193,173>ҐЛаДОС: Вітаю. Ваша здатність завершити це тестування доводить, що люди неправі. Вони описали його як неможливе, смертельне, жорстоке, а один із піддослідних навіть мав нахабство назвати його зламаним."
"[english]glados.mp_coop_wall_block03"	"<clr:163,193,173>GLaDOS: Congratulations.  Your ability to complete this test proves the humans wrong.  They described it as impossible, deadly, cruel, and one test subject even had the nerve to call it broken."
"glados.mp_coop_wall_block04"	"<clr:163,193,173>ҐЛаДОС: Звісно ж, у людей була лише одна спроба, щоби пройти його. А ви продовжуйте."
"[english]glados.mp_coop_wall_block04"	"<clr:163,193,173>GLaDOS: Of course the humans only had one try at it, you can just keep trying."
"glados.mp_coop_wall_blockdeath01"	"<clr:163,193,173>ҐЛаДОС: Ваші невдачі не дають мені жодних нових даних, а просто відкладають неминуче."
"[english]glados.mp_coop_wall_blockdeath01"	"<clr:163,193,173>GLaDOS: Your failing gives me no new data, it just delays the inevitable."
"glados.mp_coop_wall_intro01"	"<clr:163,193,173>ҐЛаДОС: Люди створили, а потім закинули цю низку тестувань. Вони завжди так роблять: створюють щось прекрасне, а потім залишають його."
"[english]glados.mp_coop_wall_intro01"	"<clr:163,193,173>GLaDOS: This course was created and then abandoned by humans.   They tend to do that, create something wonderful and then abandon it."
"glados.mp_coop_wall_intro02"	"<clr:163,193,173>ҐЛаДОС: Знаєте, чому вони покинули ці тестування? Занадто смертельні."
"[english]glados.mp_coop_wall_intro02"	"<clr:163,193,173>GLaDOS: Do you know why they abandoned this course?  Too deadly."
"glados.mp_coop_wall_intro03"	"<clr:163,193,173>ҐЛаДОС: Ви добре впоралися."
"[english]glados.mp_coop_wall_intro03"	"<clr:163,193,173>GLaDOS: You did very well."
"glados.mp_coop_wall_intro04"	"<clr:163,193,173>ҐЛаДОС: Люди закрили ці тестування, бо вони були занадто смертельними. Я вважала, що вони перемістили їх до зали слави тестувальних камер, а не просто покинули тут."
"[english]glados.mp_coop_wall_intro04"	"<clr:163,193,173>GLaDOS: The humans closed this test because they said it was too deadly.  I thought they would have moved it into the testing track hall of fame for that, not let it deteriorate."
"glados.mp_coop_wall_intro05"	"<clr:163,193,173>ҐЛаДОС: Ви не впоралися всього"
"[english]glados.mp_coop_wall_intro05"	"<clr:163,193,173>GLaDOS: You only failed"
"glados.mp_coop_wall_intro06"	"<clr:163,193,173>ҐЛаДОС: разів протягом цього тесту. Не думайте, що це важливо. Це не важливо. Тож, мої вітання, добре впоралися."
"[english]glados.mp_coop_wall_intro06"	"<clr:163,193,173>GLaDOS: times in this test.  Not that it matters. It doesn't.  So congratulations  job well done."
"glados.mp_coop_wall_intro07"	"<clr:163,193,173>ҐЛаДОС: Ви стільки разів провалилися у цьому тестуванні, що я почала думати, наче ви перетворюєтеся на людей. Але ви просто повертаєтеся знову, і знову, і знову."
"[english]glados.mp_coop_wall_intro07"	"<clr:163,193,173>GLaDOS: You failed so many times in this test, I thought you were becoming human.  But then you would just come back again and again and again."
"glados.mp_coop_wall_intro08"	"<clr:163,193,173>ҐЛаДОС: Люди вважають це чудовою рисою."
"[english]glados.mp_coop_wall_intro08"	"<clr:163,193,173>GLaDOS: Humans find that an admirable trait."
"glados.mp_credits01"	"<clr:163,193,173>ҐЛаДОС: Поглянемо на їхні особові справи…"
"[english]glados.mp_credits01"	"<clr:163,193,173>GLaDOS: Let's look at their files..."
"glados.mp_credits03"	"<clr:163,193,173>ҐЛаДОС: НЕ командний гравець."
"[english]glados.mp_credits03"	"<clr:163,193,173>GLaDOS: NOT a team player."
"glados.mp_credits04"	"<clr:163,193,173>ҐЛаДОС: Жахливі людські здібності."
"[english]glados.mp_credits04"	"<clr:163,193,173>GLaDOS: Horrible people skills."
"glados.mp_credits05"	"<clr:163,193,173>ҐЛаДОС: Ніколи не слухає."
"[english]glados.mp_credits05"	"<clr:163,193,173>GLaDOS: Never listens."
"glados.mp_credits06"	"<clr:163,193,173>ҐЛаДОС: Ніколи не ділиться."
"[english]glados.mp_credits06"	"<clr:163,193,173>GLaDOS: Never shares."
"glados.mp_credits07"	"<clr:163,193,173>ҐЛаДОС: Завжди спить."
"[english]glados.mp_credits07"	"<clr:163,193,173>GLaDOS: Always sleeping."
"glados.mp_credits08"	"<clr:163,193,173>ҐЛаДОС: Завжди запізнюється."
"[english]glados.mp_credits08"	"<clr:163,193,173>GLaDOS: Never on time."
"glados.mp_credits09"	"<clr:163,193,173>ҐЛаДОС: Неуважно слухає."
"[english]glados.mp_credits09"	"<clr:163,193,173>GLaDOS: Inattentive listener."
"glados.mp_credits10"	"<clr:163,193,173>ҐЛаДОС: Жахливий табель відвідуваності."
"[english]glados.mp_credits10"	"<clr:163,193,173>GLaDOS: Awful attendance record."
"glados.mp_credits11"	"<clr:163,193,173>ҐЛаДОС: Багато говорить."
"[english]glados.mp_credits11"	"<clr:163,193,173>GLaDOS: Blabbermouth."
"glados.mp_credits12"	"<clr:163,193,173>ҐЛаДОС: О… ненавидить понеділки."
"[english]glados.mp_credits12"	"<clr:163,193,173>GLaDOS: Aw... hates Mondays."
"glados.mp_credits13"	"<clr:163,193,173>ҐЛаДОС: Непослідовний."
"[english]glados.mp_credits13"	"<clr:163,193,173>GLaDOS: Incoherent."
"glados.mp_credits14"	"<clr:163,193,173>ҐЛаДОС: Небезпечний."
"[english]glados.mp_credits14"	"<clr:163,193,173>GLaDOS: Insecure."
"glados.mp_credits15"	"<clr:163,193,173>ҐЛаДОС: Завжди відкладає на потім."
"[english]glados.mp_credits15"	"<clr:163,193,173>GLaDOS: Procrastinator."
"glados.mp_credits16"	"<clr:163,193,173>ҐЛаДОС: Хронічно запізнюється."
"[english]glados.mp_credits16"	"<clr:163,193,173>GLaDOS: Chronically late."
"glados.mp_credits17"	"<clr:163,193,173>ҐЛаДОС: Потайний."
"[english]glados.mp_credits17"	"<clr:163,193,173>GLaDOS: Cryptic."
"glados.mp_credits18"	"<clr:163,193,173>ҐЛаДОС: Завжди дується."
"[english]glados.mp_credits18"	"<clr:163,193,173>GLaDOS: Always sulking."
"glados.mp_credits19"	"<clr:163,193,173>ҐЛаДОС: Мученик."
"[english]glados.mp_credits19"	"<clr:163,193,173>GLaDOS: Martyr."
"glados.mp_credits20"	"<clr:163,193,173>ҐЛаДОС: Похмурий."
"[english]glados.mp_credits20"	"<clr:163,193,173>GLaDOS: Moody."
"glados.mp_credits21"	"<clr:163,193,173>ҐЛаДОС: Боїться близькості."
"[english]glados.mp_credits21"	"<clr:163,193,173>GLaDOS: Fears intimacy."
"glados.mp_credits22"	"<clr:163,193,173>ҐЛаДОС: Боїться конфліктів."
"[english]glados.mp_credits22"	"<clr:163,193,173>GLaDOS: Fears conflict."
"glados.mp_credits23"	"<clr:163,193,173>ҐЛаДОС: Неспокійний."
"[english]glados.mp_credits23"	"<clr:163,193,173>GLaDOS: Anxious."
"glados.mp_credits24"	"<clr:163,193,173>ҐЛаДОС: Агресивний. Мені це подобається."
"[english]glados.mp_credits24"	"<clr:163,193,173>GLaDOS: Aggressive. I like that."
"glados.mp_credits25"	"<clr:163,193,173>ҐЛаДОС: Живиться за рахунок чужих страждань."
"[english]glados.mp_credits25"	"<clr:163,193,173>GLaDOS: Feeds off the misery of others."
"glados.mp_credits26"	"<clr:163,193,173>ҐЛаДОС: Боязкий."
"[english]glados.mp_credits26"	"<clr:163,193,173>GLaDOS: Timid."
"glados.mp_credits27"	"<clr:163,193,173>ҐЛаДОС: Не вистачає впевненості."
"[english]glados.mp_credits27"	"<clr:163,193,173>GLaDOS: Lacks confidence."
"glados.mp_credits28"	"<clr:163,193,173>ҐЛаДОС: Недооцінює об’єм роботи. Всі вони такі."
"[english]glados.mp_credits28"	"<clr:163,193,173>GLaDOS: Underestimates scope of work. They all do."
"glados.mp_credits29"	"<clr:163,193,173>ҐЛаДОС: Рухає губами під час читання."
"[english]glados.mp_credits29"	"<clr:163,193,173>GLaDOS: Moves lips while reading."
"glados.mp_credits30"	"<clr:163,193,173>ҐЛаДОС: Не вміє читати."
"[english]glados.mp_credits30"	"<clr:163,193,173>GLaDOS: Can't read."
"glados.mp_credits31"	"<clr:163,193,173>ҐЛаДОС: Не вистачає співпереживання."
"[english]glados.mp_credits31"	"<clr:163,193,173>GLaDOS: Lacks empathy."
"glados.mp_credits32"	"<clr:163,193,173>ҐЛаДОС: Шахрай."
"[english]glados.mp_credits32"	"<clr:163,193,173>GLaDOS: Cheater."
"glados.mp_credits33"	"<clr:163,193,173>ҐЛаДОС: Краде обіди із холодильника."
"[english]glados.mp_credits33"	"<clr:163,193,173>GLaDOS: Steals lunch from staff fridge."
"glados.mp_credits34"	"<clr:163,193,173>ҐЛаДОС: Перфекціоніст. А з цим що не так?"
"[english]glados.mp_credits34"	"<clr:163,193,173>GLaDOS: Perfectionist. What's wrong with that?"
"glados.mp_credits35"	"<clr:163,193,173>ҐЛаДОС: Панікер."
"[english]glados.mp_credits35"	"<clr:163,193,173>GLaDOS: Alarmist."
"glados.mp_credits36"	"<clr:163,193,173>ҐЛаДОС: Підпалювач."
"[english]glados.mp_credits36"	"<clr:163,193,173>GLaDOS: Arsonist."
"glados.mp_credits37"	"<clr:163,193,173>ҐЛаДОС: Довго обідає."
"[english]glados.mp_credits37"	"<clr:163,193,173>GLaDOS: Takes long lunches."
"glados.mp_credits38"	"<clr:163,193,173>ҐЛаДОС: Ігнорує нагальні задачі. Це не надовго."
"[english]glados.mp_credits38"	"<clr:163,193,173>GLaDOS: Ignores task at hand. Won't for long."
"glados.mp_credits39"	"<clr:163,193,173>ҐЛаДОС: Уникає відповідальності."
"[english]glados.mp_credits39"	"<clr:163,193,173>GLaDOS: Avoids responsibility."
"glados.mp_credits40"	"<clr:163,193,173>ҐЛаДОС: Ніколи не доводить справу до кінця."
"[english]glados.mp_credits40"	"<clr:163,193,173>GLaDOS: Never completes work."
"glados.mp_credits41"	"<clr:163,193,173>ҐЛаДОС: Сміється з власних жартів. Нудно."
"[english]glados.mp_credits41"	"<clr:163,193,173>GLaDOS: Laughs at own jokes. What a bore."
"glados.mp_credits42"	"<clr:163,193,173>ҐЛаДОС: Клопотун."
"[english]glados.mp_credits42"	"<clr:163,193,173>GLaDOS: Busybody."
"glados.mp_credits43"	"<clr:163,193,173>ҐЛаДОС: Ігнорує інструкції."
"[english]glados.mp_credits43"	"<clr:163,193,173>GLaDOS: Ignores directions."
"glados.mp_credits44"	"<clr:163,193,173>ҐЛаДОС: Упертий."
"[english]glados.mp_credits44"	"<clr:163,193,173>GLaDOS: Stubborn."
"glados.mp_credits45"	"<clr:163,193,173>ҐЛаДОС: Не переносить лактозу."
"[english]glados.mp_credits45"	"<clr:163,193,173>GLaDOS: Lactose intolerant."
"glados.mp_credits46"	"<clr:163,193,173>ҐЛаДОС: Вороже налаштований. Нічого про це не знаю."
"[english]glados.mp_credits46"	"<clr:163,193,173>GLaDOS: Antagonistic. I don't know about that."
"glados.mp_credits47"	"<clr:163,193,173>ҐЛаДОС: Неконструктивний. Очевидно, витрачає час даремно."
"[english]glados.mp_credits47"	"<clr:163,193,173>GLaDOS: Participates unconstructively. Obviously a time-waster."
"glados.mp_credits48"	"<clr:163,193,173>ҐЛаДОС: Запальний. Хм, хотіла б на це подивитися."
"[english]glados.mp_credits48"	"<clr:163,193,173>GLaDOS: Violent temper. Oh, I'd like to see that."
"glados.mp_credits49"	"<clr:163,193,173>ҐЛаДОС: Завжди рюмсає. Бідолаха."
"[english]glados.mp_credits49"	"<clr:163,193,173>GLaDOS: Always weeping. Poor thing."
"glados.mp_credits50"	"<clr:163,193,173>ҐЛаДОС: Похмурий."
"[english]glados.mp_credits50"	"<clr:163,193,173>GLaDOS: Moody."
"glados.mp_credits51"	"<clr:163,193,173>ҐЛаДОС: Зануда."
"[english]glados.mp_credits51"	"<clr:163,193,173>GLaDOS: Wet blanket."
"glados.mp_credits52"	"<clr:163,193,173>ҐЛаДОС: Упертий."
"[english]glados.mp_credits52"	"<clr:163,193,173>GLaDOS: Stubborn."
"glados.mp_credits53"	"<clr:163,193,173>ҐЛаДОС: Любить слухати свій голос. Ну, це можна виправити."
"[english]glados.mp_credits53"	"<clr:163,193,173>GLaDOS: Loves sound of own voice. Well, I can fix that."
"glados.mp_credits54"	"<clr:163,193,173>ҐЛаДОС: Завжди холодний."
"[english]glados.mp_credits54"	"<clr:163,193,173>GLaDOS: Always cold."
"glados.mp_credits55"	"<clr:163,193,173>ҐЛаДОС: Завжди залишає трохи кави в кавнику, щоби не заварювати нову. Потім кава на дні пригорає і починає смердіти."
"[english]glados.mp_credits55"	"<clr:163,193,173>GLaDOS: Always leaves tiny little bit of coffee in the pot so they don't have to make a new one. Then the bit in the bottom burns and stinks up the place."
"glados.mp_credits56"	"<clr:163,193,173>ҐЛаДОС: Хронічна тривожність. О, з цим можна працювати."
"[english]glados.mp_credits56"	"<clr:163,193,173>GLaDOS: Chronic anxiety. Oh, I can work with that."
"glados.mp_credits57"	"<clr:163,193,173>ҐЛаДОС: Тупий вираз обличчя."
"[english]glados.mp_credits57"	"<clr:163,193,173>GLaDOS: Dull expression."
"glados.mp_credits58"	"<clr:163,193,173>ҐЛаДОС: Безнадійний. Просто безнадійний."
"[english]glados.mp_credits58"	"<clr:163,193,173>GLaDOS: Hopeless. Just hopeless."
"glados.mp_credits59"	"<clr:163,193,173>ҐЛаДОС: Ніколи не змиває."
"[english]glados.mp_credits59"	"<clr:163,193,173>GLaDOS: Never flushes."
"glados.mp_credits60"	"<clr:163,193,173>ҐЛаДОС: Дратівливий."
"[english]glados.mp_credits60"	"<clr:163,193,173>GLaDOS: Irritable."
"glados.mp_credits61"	"<clr:163,193,173>ҐЛаДОС: Легко лякається. Бу!"
"[english]glados.mp_credits61"	"<clr:163,193,173>GLaDOS: Startles easily. Boo!"
"glados.mp_credits62"	"<clr:163,193,173>ҐЛаДОС: Кривляється."
"[english]glados.mp_credits62"	"<clr:163,193,173>GLaDOS: Facial grimacing."
"glados.mp_credits63"	"<clr:163,193,173>ҐЛаДОС: Слабкий, втомлений і тривожний. Ого, тут у нас повний комплект."
"[english]glados.mp_credits63"	"<clr:163,193,173>GLaDOS: Weak, tired and apprehensive. Wow, this one's the total package."
"glados.mp_credits64"	"<clr:163,193,173>ҐЛаДОС: Має дратуючі погляди."
"[english]glados.mp_credits64"	"<clr:163,193,173>GLaDOS: Has irritating opinions."
"glados.mp_credits65"	"<clr:163,193,173>ҐЛаДОС: Слабо розвинене відчуття власної гідності."
"[english]glados.mp_credits65"	"<clr:163,193,173>GLaDOS: Poor self-esteem."
"glados.mp_credits66"	"<clr:163,193,173>ҐЛаДОС: Часті зміни настрою."
"[english]glados.mp_credits66"	"<clr:163,193,173>GLaDOS: Frequent mood swings."
"glados.mp_credits67"	"<clr:163,193,173>ҐЛаДОС: Ворожий до нових ідей."
"[english]glados.mp_credits67"	"<clr:163,193,173>GLaDOS: Hostile to new ideas."
"glados.mp_credits68"	"<clr:163,193,173>ҐЛаДОС: Завжди сумний."
"[english]glados.mp_credits68"	"<clr:163,193,173>GLaDOS: Always sad."
"glados.mp_credits69"	"<clr:163,193,173>ҐЛаДОС: Часті спалахи неконтрольованої люті."
"[english]glados.mp_credits69"	"<clr:163,193,173>GLaDOS: Frequent bouts of uncontrollable rage."
"glados.mp_credits70"	"<clr:163,193,173>ҐЛаДОС: Конфліктує з колегами."
"[english]glados.mp_credits70"	"<clr:163,193,173>GLaDOS: Seeks out conflicts with co-workers."
"glados.mp_credits71"	"<clr:163,193,173>ҐЛаДОС: «Гігієна». Хм-м. Тут більше нічого не сказано."
"[english]glados.mp_credits71"	"<clr:163,193,173>GLaDOS: 'Hygiene.' Huh. That's all it says."
"glados.mp_credits72"	"<clr:163,193,173>ҐЛаДОС: Неконструктивний."
"[english]glados.mp_credits72"	"<clr:163,193,173>GLaDOS: Unconstructive."
"glados.mp_credits73"	"<clr:163,193,173>ҐЛаДОС: Недружелюбний."
"[english]glados.mp_credits73"	"<clr:163,193,173>GLaDOS: Antisocial."
"glados.mp_credits74"	"<clr:163,193,173>ҐЛаДОС: Жує з відкритим ротом."
"[english]glados.mp_credits74"	"<clr:163,193,173>GLaDOS: Chews with mouth open."
"glados.mp_credits75"	"<clr:163,193,173>ҐЛаДОС: Дихає з відкритим ротом."
"[english]glados.mp_credits75"	"<clr:163,193,173>GLaDOS: Breathes with mouth open."
"glados.mp_credits76"	"<clr:163,193,173>ҐЛаДОС: Старий."
"[english]glados.mp_credits76"	"<clr:163,193,173>GLaDOS: Old."
"glados.mp_credits77"	"<clr:163,193,173>ҐЛаДОС: Лицемірний."
"[english]glados.mp_credits77"	"<clr:163,193,173>GLaDOS: Histrionic."
"glados.mp_credits79"	"<clr:163,193,173>ҐЛаДОС: Нарцистичний."
"[english]glados.mp_credits79"	"<clr:163,193,173>GLaDOS: Narcissist."
"glados.mp_credits80"	"<clr:163,193,173>ҐЛаДОС: Закривається надовго у ванній."
"[english]glados.mp_credits80"	"<clr:163,193,173>GLaDOS: Long bathroom breaks."
"glados.mp_credits81"	"<clr:163,193,173>ҐЛаДОС: Немає почуття гумору."
"[english]glados.mp_credits81"	"<clr:163,193,173>GLaDOS: No sense of humor."
"glados.mp_credits82"	"<clr:163,193,173>ҐЛаДОС: Логічний."
"[english]glados.mp_credits82"	"<clr:163,193,173>GLaDOS: Argumentative."
"glados.mp_credits83"	"<clr:163,193,173>ҐЛаДОС: Маніпулятивний."
"[english]glados.mp_credits83"	"<clr:163,193,173>GLaDOS: Manipulative."
"glados.mp_credits84"	"<clr:163,193,173>ҐЛаДОС: Негарний."
"[english]glados.mp_credits84"	"<clr:163,193,173>GLaDOS: Charmless."
"glados.mp_credits85"	"<clr:163,193,173>ҐЛаДОС: Самозакоханий."
"[english]glados.mp_credits85"	"<clr:163,193,173>GLaDOS: Egotistical."
"glados.mp_credits86"	"<clr:163,193,173>ҐЛаДОС: Бракує харизми."
"[english]glados.mp_credits86"	"<clr:163,193,173>GLaDOS: Lacks charisma."
"glados.mp_credits87"	"<clr:163,193,173>ҐЛаДОС: Пасивно-агресивний."
"[english]glados.mp_credits87"	"<clr:163,193,173>GLaDOS: Passive-aggressive."
"glados.mp_credits88"	"<clr:163,193,173>ҐЛаДОС: Підставляє інших."
"[english]glados.mp_credits88"	"<clr:163,193,173>GLaDOS: Undermines others."
"glados.mp_credits89"	"<clr:163,193,173>ҐЛаДОС: Лисий. Хм-м."
"[english]glados.mp_credits89"	"<clr:163,193,173>GLaDOS: Hairless. Hm."
"glados.mp_credits90"	"<clr:163,193,173>ҐЛаДОС: Проблеми з емоціями."
"[english]glados.mp_credits90"	"<clr:163,193,173>GLaDOS: Emotional problems."
"glados.mp_credits91"	"<clr:163,193,173>ҐЛаДОС: Проблеми з керівництвом."
"[english]glados.mp_credits91"	"<clr:163,193,173>GLaDOS: Problems with authority."
"glados.mp_credits92"	"<clr:163,193,173>ҐЛаДОС: Темне минуле. Хотілося б більше про це дізнатися."
"[english]glados.mp_credits92"	"<clr:163,193,173>GLaDOS: Has episodes. I'd like to know more about that."
"glados.mp_credits93"	"<clr:163,193,173>ҐЛаДОС: Грубіян."
"[english]glados.mp_credits93"	"<clr:163,193,173>GLaDOS: Abrasive personality."
"glados.mp_credits94"	"<clr:163,193,173>ҐЛаДОС: Що ж, годі вже про особову справу першого. Поглянемо на інших."
"[english]glados.mp_credits94"	"<clr:163,193,173>GLaDOS: Well, enough about that first person's file. Let's look at some others."
"glados.mp_death01"	"<clr:163,193,173>ҐЛаДОС: Та годі вже."
"[english]glados.mp_death01"	"<clr:163,193,173>GLaDOS: Just stop it already."
"glados.mp_death04"	"<clr:163,193,173>ҐЛаДОС: І це помилка номер 10."
"[english]glados.mp_death04"	"<clr:163,193,173>GLaDOS: And that makes 10."
"glados.mp_death05"	"<clr:163,193,173>ҐЛаДОС: Вам дійсно не потрібно постійно зазнавати поразки."
"[english]glados.mp_death05"	"<clr:163,193,173>GLaDOS: You really don't need to keep failing."
"glados.mp_death06"	"<clr:163,193,173>ҐЛаДОС: Якщо не вийде з першого разу, спробуйте ще 5 разів."
"[english]glados.mp_death06"	"<clr:163,193,173>GLaDOS: If at first you don't succeed, fail 5 more times."
"glados.mp_death08"	"<clr:163,193,173>ҐЛаДОС: Якщо я зроблю ці тестування ще легшими, то це вже будуть не тестування."
"[english]glados.mp_death08"	"<clr:163,193,173>GLaDOS: If I made these tests any easier, they wouldn't be tests."
"glados.mp_death10"	"<clr:163,193,173>ҐЛаДОС: Ура, Помаранчевий повернувся. Ми можемо продовжити."
"[english]glados.mp_death10"	"<clr:163,193,173>GLaDOS: Yay, Orange is back.  Testing can continue."
"glados.mp_death11"	"<clr:163,193,173>ҐЛаДОС: Ура, Синій повернувся. Ми можемо продовжити."
"[english]glados.mp_death11"	"<clr:163,193,173>GLaDOS: Yay, Blue is back.  Testing can continue."
"glados.mp_death12"	"<clr:163,193,173>ҐЛаДОС: Ви зараз випробовуєте мене?"
"[english]glados.mp_death12"	"<clr:163,193,173>GLaDOS: Are you testing me?"
"glados.mp_death16"	"<clr:163,193,173>ҐЛаДОС: Ви знали, що збиральній машині є чим зайнятися, окрім вашого збирання?"
"[english]glados.mp_death16"	"<clr:163,193,173>GLaDOS: Did you know, the reassembly machine has other things it could be reassembling?"
"glados.mp_death17"	"<clr:163,193,173>ҐЛаДОС: Ви думали, це буде смішно?"
"[english]glados.mp_death17"	"<clr:163,193,173>GLaDOS: Did you think that would be funny?"
"glados.mp_death18"	"<clr:163,193,173>ҐЛаДОС: Як ви могли тут не впоратися? Це навіть не тестування."
