"lang"
{
"Language"	"polish"
"[english]core01.babbleb02"	"<clr:255,201,4>Core 1: Oooh! Ooh! Hi hi hi hi hi. Where we going? Where we going? Hey. Lady. Where we going? Where we going? Let's go to space!"
"core01.babbleb03"	"<clr:255,201,4>Rdzeń 1: Panienko. Kocham kosmos. Wiem! Przeliteruj! K O...SSMOS. Kosmos. Kosmos."
"[english]core01.babbleb03"	"<clr:255,201,4>Core 1: Lady. I love space. I know! Spell it! S P... AACE. Space. Space."
"core01.babbleb04"	"<clr:255,201,4>Rdzeń 1: Kocham kosmos."
"[english]core01.babbleb04"	"<clr:255,201,4>Core 1: I love space."
"core01.babbleb05"	"<clr:255,201,4>Rdzeń 1: Hej, panienko. Panienko. Jestem najlepszy. Jestem najlepszy w kosmos."
"[english]core01.babbleb05"	"<clr:255,201,4>Core 1: Hey lady. Lady. I'm the best. I'm the best at space."
"core01.babbleb06"	"<clr:255,201,4>Rdzeń 1: Och och och och. Chwila chwila. Chwila wiem. Wiem. Wiem chwila. Kosmos."
"[english]core01.babbleb06"	"<clr:255,201,4>Core 1: Oh oh oh oh. Wait wait. Wait I know. I know. I know wait. Space."
"core01.babbleb07"	"<clr:255,201,4>Rdzeń 1: Czekaj czekaj czekaj czekaj. Wiem wiem wiem. Panienko chwila. Czekaj. Wiem. Czekaj. Kosmos."
"[english]core01.babbleb07"	"<clr:255,201,4>Core 1: Wait wait wait wait. I know I know I know. Lady wait. Wait. I know. Wait. Space."
"core01.babbleb08"	"<clr:255,201,4>Rdzeń 1: Muszę lecieć w kosmos."
"[english]core01.babbleb08"	"<clr:255,201,4>Core 1: Gotta go to space."
"core01.babbleb09"	"<clr:255,201,4>Rdzeń 1: Lecę w kosmos."
"[english]core01.babbleb09"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babbleb10"	"<clr:255,201,4>Rdzeń 1: Och och och ochochochoch och. Muszę lecieć w kosmos."
"[english]core01.babbleb10"	"<clr:255,201,4>Core 1: Oh oh oh ohohohoh oh. Gotta go to space."
"core01.babbleb11"	"<clr:255,201,4>Rdzeń 1: Kosmos. Kosmos. Kosmos. Kosmos. Komety. Gwiazdy. Galaktyki. Orion."
"[english]core01.babbleb11"	"<clr:255,201,4>Core 1: Space. Space. Space. Space. Comets. Stars. Galaxies. Orion."
"core01.babbleb12"	"<clr:255,201,4>Rdzeń 1: Czy jesteśmy już w kosmosie? Na co czekamy? Musimy lecieć w kosmos. Musimy lecieć w KOSMOS."
"[english]core01.babbleb12"	"<clr:255,201,4>Core 1: Are we in space yet? What's the hold-up? Gotta go to space. Gotta go to SPACE."
"core01.babbleb13"	"<clr:255,201,4>Rdzeń 1: Lecę w kosmos."
"[english]core01.babbleb13"	"<clr:255,201,4>Core 1: Going to space."
"core01.babbleb14"	"<clr:255,201,4>Rdzeń 1: Tak, tak, tak, lecę. Lecę w kosmos."
"[english]core01.babbleb14"	"<clr:255,201,4>Core 1: Yeah, yeah, yeah, I'm going. Going to space."
"core01.babbleb15"	"<clr:255,201,4>Rdzeń 1: Uwielbiam kosmos. Muszę lecieć w kosmos."
"[english]core01.babbleb15"	"<clr:255,201,4>Core 1: Love space. Need to go to space."
"core01.babbleb16"	"<clr:255,201,4>Rdzeń 1: Kosmos kosmos kosmos. Lecę. Lecę tam. W porządku. Kocham cię, kosmosie."
"[english]core01.babbleb16"	"<clr:255,201,4>Core 1: Space space space. Going. Going there. Okay. I love you, space."
"core01.babbleb17"	"<clr:255,201,4>Rdzeń 1: Kosmos."
"[english]core01.babbleb17"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb18"	"<clr:255,201,4>Rdzeń 1: Tyle kosmosu. Muszę zobaczyć wszystko."
"[english]core01.babbleb18"	"<clr:255,201,4>Core 1: So much space. Need to see it all."
"core01.babbleb19"	"<clr:255,201,4>Rdzeń 1: Poleciałeś dalej w kosmos niż ktokolwiek inny. Dlaczego ja, kosmosie? Ponieważ jesteś najlepszy. Jestem najlepszy w kosmosie? Tak."
"[english]core01.babbleb19"	"<clr:255,201,4>Core 1: You are the farthest ever in space. Why me, space? Because you are the best. I'm the best at space? Yes."
"core01.babbleb20"	"<clr:255,201,4>Rdzeń 1: Kosmiczny sąd. Dla ludzi w kosmosie. Przewodniczy sędzia kosmiczne słońce. Bam. Winny. Bycia w kosmosie. Jestem w kosmosie."
"[english]core01.babbleb20"	"<clr:255,201,4>Core 1: Space Court. For people in space. Judge space sun presiding. Bam. Guilty. Of being in space. I'm in space."
"core01.babbleb21"	"<clr:255,201,4>Rdzeń 1: Proszę lećmy w kosmos."
"[english]core01.babbleb21"	"<clr:255,201,4>Core 1: Please go to space."
"core01.babbleb22"	"<clr:255,201,4>Rdzeń 1: Kosmos."
"[english]core01.babbleb22"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb23"	"<clr:255,201,4>Rdzeń 1: Chcę lecieć w kosmos."
"[english]core01.babbleb23"	"<clr:255,201,4>Core 1: Wanna go to space."
"core01.babbleb24"	"<clr:255,201,4>Rdzeń 1: (gwałtowny wdech)"
"[english]core01.babbleb24"	"<clr:255,201,4>Core 1: (excited gasps)"
"core01.babbleb25"	"<clr:255,201,4>Rdzeń 1: Muszę lecieć w kosmos. O tak. Muszę lecieć w kosmos."
"[english]core01.babbleb25"	"<clr:255,201,4>Core 1: Gotta go to space. Yeah. Gotta go to space."
"core01.babbleb26"	"<clr:255,201,4>Rdzeń 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. Kosmos!"
"[english]core01.babbleb26"	"<clr:255,201,4>Core 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. Space!"
"core01.babbleb30"	"<clr:255,201,4>Rdzeń 1: Hej, panienko."
"[english]core01.babbleb30"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babbleb31"	"<clr:255,201,4>Rdzeń 1: Hej."
"[english]core01.babbleb31"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb32"	"<clr:255,201,4>Rdzeń 1: Panienko."
"[english]core01.babbleb32"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb33"	"<clr:255,201,4>Rdzeń 1: Hej, panienko. Panienko."
"[english]core01.babbleb33"	"<clr:255,201,4>Core 1: Hey lady. Lady."
"core01.babbleb34"	"<clr:255,201,4>Rdzeń 1: Hej."
"[english]core01.babbleb34"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb35"	"<clr:255,201,4>Rdzeń 1: Panienko."
"[english]core01.babbleb35"	"<clr:255,201,4>Core 1: Lady."
"core01.space01"	"<clr:255,201,4>Rdzeń 1: Omójbożeomójbożeomójbożeomójboże! Jestem w kosmosie!"
"[english]core01.space01"	"<clr:255,201,4>Core 1: Ohmygodohmygodohmygod! I'm in space!"
"core01.space02"	"<clr:255,201,4>Rdzeń 1: Kosmos? KOSMOS!"
"[english]core01.space02"	"<clr:255,201,4>Core 1: Space? SPACE!"
"core01.space03"	"<clr:255,201,4>Rdzeń 1: Jestem w kosmosie."
"[english]core01.space03"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space04"	"<clr:255,201,4>Rdzeń 1: Jestem w kosmosie."
"[english]core01.space04"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space05"	"<clr:255,201,4>Rdzeń 1: Gdzie jestem? Zgadnij. Zgadnij zgadnij zgadnij. Jestem w kosmosie."
"[english]core01.space05"	"<clr:255,201,4>Core 1: Where am I? Guess. Guess guess guess. I'm in space."
"core01.space06"	"<clr:255,201,4>Rdzeń 1: O, gwiazda. I następna. Gwiazda. Gwiazda gwiazda gwiazda. Gwiazda."
"[english]core01.space06"	"<clr:255,201,4>Core 1: There's a star. There's another one. Star. Star star star. Star."
"core01.space07"	"<clr:255,201,4>Rdzeń 1: Nudzi mi się kosmos."
"[english]core01.space07"	"<clr:255,201,4>Core 1: Getting bored of space."
"core01.space08"	"<clr:255,201,4>Rdzeń 1: Bam! Bam bam bam! A masz, kosmosie."
"[english]core01.space08"	"<clr:255,201,4>Core 1: Bam! Bam bam bam! Take that, space."
"core01.space09"	"<clr:255,201,4>Rdzeń 1: Jesteśmy w kosmosie?"
"[english]core01.space09"	"<clr:255,201,4>Core 1: Are we in space?"
"core01.space10"	"<clr:255,201,4>Rdzeń 1: Jesteśmy?"
"[english]core01.space10"	"<clr:255,201,4>Core 1: We are?"
"core01.space11"	"<clr:255,201,4>Rdzeń 1: Och och och. To kosmos! Jestem w kosmosie!"
"[english]core01.space11"	"<clr:255,201,4>Core 1: Oh oh oh. This is space! I'm in space!"
"core01.space12"	"<clr:255,201,4>Rdzeń 1: Udało nam się udało nam się udało nam się. Kosmos!"
"[english]core01.space12"	"<clr:255,201,4>Core 1: We made it we made it we made it. Space!"
"core01.space13"	"<clr:255,201,4>Rdzeń 1: Ziemia."
"[english]core01.space13"	"<clr:255,201,4>Core 1: Earth."
"core01.space14"	"<clr:255,201,4>Rdzeń 1: Chcę lecieć na Ziemię."
"[english]core01.space14"	"<clr:255,201,4>Core 1: Wanna go to earth."
"core01.space15"	"<clr:255,201,4>Rdzeń 1: Chcę lecieć na Ziemię chcę lecieć na Ziemię chcę lecieć na Ziemię chcę lecieć na Ziemię. Chcę lecieć na Ziemię."
"[english]core01.space15"	"<clr:255,201,4>Core 1: Wanna go to earth wanna go to earth wanna go to earth wanna go to earth. Wanna go to earth."
"core01.space16"	"<clr:255,201,4>Rdzeń 1: Chcę do domu."
"[english]core01.space16"	"<clr:255,201,4>Core 1: Wanna go home."
"core01.space17"	"<clr:255,201,4>Rdzeń 1: Chcę do domu chcę do domu chcę do domu chcę do domu."
"[english]core01.space17"	"<clr:255,201,4>Core 1: Wanna go home wanna go home wanna go home wanna go home."
"core01.space18"	"<clr:255,201,4>Rdzeń 1: Ziemia Ziemia Ziemia."
"[english]core01.space18"	"<clr:255,201,4>Core 1: Earth earth earth."
"core01.space19"	"<clr:255,201,4>Rdzeń 1: Nie lubię kosmosu. Nie lubię kosmosu."
"[english]core01.space19"	"<clr:255,201,4>Core 1: Don't like space. Don't like space."
"core01.space20"	"<clr:255,201,4>Rdzeń 1: Jest za duży. Za duży. Chcę do domu. Chcę na Ziemię."
"[english]core01.space20"	"<clr:255,201,4>Core 1: It's too big. Too big. Wanna go home. Wanna go to earth."
"core01.space21"	"<clr:255,201,4>Rdzeń 1: KOSSSMMMMOOS!"
"[english]core01.space21"	"<clr:255,201,4>Core 1: SPAAACCCCCE!"
"core01.space22"	"<clr:255,201,4>Rdzeń 1: KOSMOOOS!"
"[english]core01.space22"	"<clr:255,201,4>Core 1: SPAAACE!"
"core01.space23"	"<clr:255,201,4>Rdzeń 1: JUUUHUUUUU!"
"[english]core01.space23"	"<clr:255,201,4>Core 1: YEEEHAAAAAW!"
"core01.space24"	"<clr:255,201,4>Rdzeń 1: Ach!"
"[english]core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"core02.attachedfact01"	"<clr:231,144,194>Core 3: Sytuacja, w której się znajdujesz, jest bardzo niebezpieczna."
"[english]core02.attachedfact01"	"<clr:231,144,194>Core 3: The situation you are in is very dangerous."
"core02.attachedfact02"	"<clr:231,144,194>Core 3: Prawdopodobieństwo śmierci w ciągu następnych pięciu minut wynosi dla ciebie 87,61%."
"[english]core02.attachedfact02"	"<clr:231,144,194>Core 3: The likelihood of you dying within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact03"	"<clr:231,144,194>Core 3: Prawdopodobieństwo gwałtownej śmierci w ciągu następnych pięciu minut wynosi dla ciebie 87,61%."
"[english]core02.attachedfact03"	"<clr:231,144,194>Core 3: The likelihood of you dying violently within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact04"	"<clr:231,144,194>Core 3: Za moment przez ciebie zginę."
"[english]core02.attachedfact04"	"<clr:231,144,194>Core 3: You are about to get me killed."
"core02.attachedfact05"	"<clr:231,144,194>Core 3: Z powodu twojego zaniedbania zginiemy oboje."
"[english]core02.attachedfact05"	"<clr:231,144,194>Core 3: We will both die because of your negligence."
"core02.attachedfact06"	"<clr:231,144,194>Core 3: To zły plan. Nie powiedzie ci się."
"[english]core02.attachedfact06"	"<clr:231,144,194>Core 3: This is a bad plan. You will fail."
"core02.attachedfact07"	"<clr:231,144,194>Core 3: Prawdopodobnie cię zabije, gwałtownie."
"[english]core02.attachedfact07"	"<clr:231,144,194>Core 3: He will most likely kill you, violently."
"core02.attachedfact08"	"<clr:231,144,194>Core 3: Prawdopodobnie cię zabije."
"[english]core02.attachedfact08"	"<clr:231,144,194>Core 3: He will most likely kill you."
"core02.attachedfact09"	"<clr:231,144,194>Core 3: Wkrótce zginiesz."
"[english]core02.attachedfact09"	"<clr:231,144,194>Core 3: You will be dead soon."
"core02.attachedfact10"	"<clr:231,144,194>Core 3: Ta sytuacja jest beznadziejna."
"[english]core02.attachedfact10"	"<clr:231,144,194>Core 3: This situation is hopeless."
"core02.attachedfact11"	"<clr:231,144,194>Core 3: Zginiesz w tym pomieszczeniu."
"[english]core02.attachedfact11"	"<clr:231,144,194>Core 3: You are going to die in this room."
"core02.attachedfact12"	"<clr:231,144,194>Core 3: Nie zaszkodziłoby ci zrzucić kilka kilogramów."
"[english]core02.attachedfact12"	"<clr:231,144,194>Core 3: You could stand to lose a few pounds."
"core02.attachedfact13"	"<clr:231,144,194>Core 3: Moduł faktograficzny to najinteligentniejszy moduł."
"[english]core02.attachedfact13"	"<clr:231,144,194>Core 3: The Fact Sphere is the most intelligent sphere."
"core02.attachedfact14"	"<clr:231,144,194>Core 3: Moduł faktograficzny to najprzystojniejszy moduł."
"[english]core02.attachedfact14"	"<clr:231,144,194>Core 3: The Fact Sphere is the most handsome sphere."
"core02.attachedfact15"	"<clr:231,144,194>Core 3: Moduł faktograficzny jest niewiarygodnie przystojny."
"[english]core02.attachedfact15"	"<clr:231,144,194>Core 3: The Fact Sphere is incredibly handsome."
"core02.attachedfact16"	"<clr:231,144,194>Core 3: Moduł faktograficzny ma zawsze rację."
"[english]core02.attachedfact16"	"<clr:231,144,194>Core 3: The Fact Sphere is always right."
"core02.attachedfact17"	"<clr:231,144,194>Core 3: Moduł przygodowy to chwalipięta i tchórz."
"[english]core02.attachedfact17"	"<clr:231,144,194>Core 3: The Adventure Sphere is a blowhard and a coward."
"core02.attachedfact18"	"<clr:231,144,194>Core 3: Moduł kosmiczny nigdy nie poleci w kosmos."
"[english]core02.attachedfact18"	"<clr:231,144,194>Core 3: The Space Sphere will never go to space."
"core02.attachedfact19"	"<clr:231,144,194>Core 3: Nigdy nie polecisz w kosmos."
"[english]core02.attachedfact19"	"<clr:231,144,194>Core 3: You will never go into space."
"core02.attachedfact20"	"<clr:231,144,194>Core 3: Fakt: kosmos nie istnieje."
"[english]core02.attachedfact20"	"<clr:231,144,194>Core 3: Fact: Space does not exist."
"core02.attachedfact21"	"<clr:231,144,194>Core 3: Moduły, które chcą lecieć w kosmos, są gorsze od modułów, które nie chcą."
"[english]core02.attachedfact21"	"<clr:231,144,194>Core 3: Spheres that insist on going into space are inferior to spheres that don't."
"core02.attachedfact22"	"<clr:231,144,194>Core 3: Moduł faktograficzny jest dobrą osobą, której opinie są istotne."
"[english]core02.attachedfact22"	"<clr:231,144,194>Core 3: The Fact Sphere is a good person, whose insights are relevant."
"core02.attachedfact23"	"<clr:231,144,194>Core 3: Moduł faktograficzny jest dobrym modułem, który ma wielu przyjaciół."
"[english]core02.attachedfact23"	"<clr:231,144,194>Core 3: The Fact Sphere is a good sphere, with many friends."
"core02.attachedfact24"	"<clr:231,144,194>Core 3: Zwycięzca tej potyczki dowiedzie swojej wyższości i zasłuży na wierność modułu faktograficznego."
"[english]core02.attachedfact24"	"<clr:231,144,194>Core 3: Whoever wins this battle is clearly superior, and will earn the allegiance of the Fact Sphere."
"core02.attachedfact25"	"<clr:231,144,194>Core 3: Moduł faktograficzny nie jest uszkodzony. Jego informacje są całkowicie precyzyjne i bardzo interesujące."
"[english]core02.attachedfact25"	"<clr:231,144,194>Core 3: The Fact Sphere is not defective. Its facts are wholly accurate and very interesting."
"core02.attachedfact26"	"<clr:231,144,194>Core 3: Dwanaście. Dwanaście.   Dwanaście.   Dwanaście.   Dwanaście.   Dwanaście.   Dwanaście.   Dwanaście.   Dwanaście.   Dwanaście."
"[english]core02.attachedfact26"	"<clr:231,144,194>Core 3: Twelve. Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve."
"core02.attachedfact27"	"<clr:231,144,194>Core 3: Długopisy. Długopisy. Długopisy. Długopisy. Długopisy. Długopisy. Długopisy."
"[english]core02.attachedfact27"	"<clr:231,144,194>Core 3: Pens. Pens. Pens. Pens. Pens. Pens. Pens."
"core02.attachedfact28"	"<clr:231,144,194>Core 3: Jabłka. Pomarańcze. Gruszki. Śliwki. Kumkwaty. Mandarynki. Cytryny. Limy. Awokado. Pomidor. Banan. Papaja. Gwajawa."
"[english]core02.attachedfact28"	"<clr:231,144,194>Core 3: Apples. Oranges. Pears. Plums. Kumquats. Tangerines. Lemons. Limes. Avocado. Tomato. Banana. Papaya. Guava."
"core02.attachedfact29"	"<clr:231,144,194>Core 3: Błąd. Błąd. Błąd. Nie znaleziono pliku."
"[english]core02.attachedfact29"	"<clr:231,144,194>Core 3: Error. Error. Error. File not found."
"core02.attachedfact30"	"<clr:231,144,194>Core 3: Błąd. Błąd. Błąd. Nie znaleziono faktu."
"[english]core02.attachedfact30"	"<clr:231,144,194>Core 3: Error. Error. Error. Fact not found."
"core02.attachedfact31"	"<clr:231,144,194>Core 3: Nie znaleziono faktu."
"[english]core02.attachedfact31"	"<clr:231,144,194>Core 3: Fact not found."
"core02.attachedfact32"	"<clr:231,144,194>Core 3: Uszkodzenie na poziomie 25%"
"[english]core02.attachedfact32"	"<clr:231,144,194>Core 3: Corruption at 25%"
"core02.attachedfact33"	"<clr:231,144,194>Core 3: Uszkodzenie na poziomie 25%"
"[english]core02.attachedfact33"	"<clr:231,144,194>Core 3: Corruption at 50%"
"core02.attachedfact34"	"<clr:231,144,194>Core 3: Uszkodzenie na poziomie dwudziestu... Szczury nie mogą wymiotować."
"[english]core02.attachedfact34"	"<clr:231,144,194>Core 3: Warning, sphere corruption at twenty-- rats cannot throw up."
"core02.fact01"	"<clr:231,144,194>Core 3: Nić dentystyczna jest wyjątkowo wytrzymała na rozciąganie."
"[english]core02.fact01"	"<clr:231,144,194>Core 3: Dental floss has superb tensile strength."
"core02.fact02"	"<clr:231,144,194>Core 3: Pierwiastek kwadratowy z liny równa się sznurek."
"[english]core02.fact02"	"<clr:231,144,194>Core 3: The square root of rope is string."
"core02.fact03"	"<clr:231,144,194>Core 3: Pomimo tego, iż łodzie podwodne przewyższają pod każdym względem łodzie tradycyjne, ponad 97% podróżujących drogą wodną nadal korzysta z nawodnego systemu transportu."
"[english]core02.fact03"	"<clr:231,144,194>Core 3: While the submarine is vastly superior to the boat in every way, over 97% of people still use boats for aquatic transportation."
"core02.fact04"	"<clr:231,144,194>Core 3: Korzystanie z telefonów komórkowych nie powoduje raka. Jedynie zapalenie wątroby."
"[english]core02.fact04"	"<clr:231,144,194>Core 3: Cellular phones will not give you cancer. Only hepatitis."
"core02.fact05"	"<clr:231,144,194>Core 3: Spodnie zostały wynalezione przez marynarzy w XVI wieku, aby uniknąć gniewu Posejdona. Powszechnie wierzono, iż widok nagich marynarzy złościł boga mórz."
"[english]core02.fact05"	"<clr:231,144,194>Core 3: Pants were invented by sailors in the sixteenth century to avoid Poseidon's wrath. It was believed that the sight of naked sailors angered the sea god."
"core02.fact06"	"<clr:231,144,194>Core 3: Masa atomowa Germanu wynosi 72,64."
"[english]core02.fact06"	"<clr:231,144,194>Core 3: The atomic weight of Germanium is seven two point six four."
"core02.fact07"	"<clr:231,144,194>Core 3: 89% sztuczek magicznych nie ma nic wspólnego z magią. Formalne rzecz biorąc są to czary."
"[english]core02.fact07"	"<clr:231,144,194>Core 3: 89% of magic tricks are not magic. Technically, they are sorcery."
"core02.fact08"	"<clr:231,144,194>Core 3: Oko strusia jest większe, niż jego mózg."
"[english]core02.fact08"	"<clr:231,144,194>Core 3: An ostrich's eye is bigger than its brain."
"core02.fact09"	"<clr:231,144,194>Core 3: W mitologii greckiej rzemieślnik Dedal opracował technologię lotu, aby grupa Minotaurów przestała mu dokuczać."
"[english]core02.fact09"	"<clr:231,144,194>Core 3: In Greek myth, the craftsman Daedalus invented human flight so a group of Minotaurs would stop teasing him about it."
"core02.fact10"	"<clr:231,144,194>Core 3: Ludzie mogą przeżyć pod wodą. Jednak nie na długo."
"[english]core02.fact10"	"<clr:231,144,194>Core 3: Humans can survive underwater. But not for very long."
"core02.fact11"	"<clr:231,144,194>Core 3: Rasef, semicki bóg wojny i zarazy, posiadał gazelę, która wyrosła na jego czole."
"[english]core02.fact11"	"<clr:231,144,194>Core 3: Raseph, the Semitic god of war and plague, had a gazelle growing out of his forehead."
"core02.fact12"	"<clr:231,144,194>Core 3: Liczba mnoga od „naczelny lekarz wojskowy” to „naczelni lekarze wojskowi”. Czas przeszły od „naczelni lekarze wojskowi” to „naczelni lekarze woskowi”."
"[english]core02.fact12"	"<clr:231,144,194>Core 3: The plural of surgeon general is surgeons general. The past tense of surgeons general is surgeonsed general."
"core02.fact13"	"<clr:231,144,194>Core 3: Polimeraza I polipeptyd A to ludzki gen."
"[english]core02.fact13"	"<clr:231,144,194>Core 3: Polymerase I polypeptide A is a human gene."
"core02.fact14"	"<clr:231,144,194>Core 3: Szczury nie mogą wymiotować."
"[english]core02.fact14"	"<clr:231,144,194>Core 3: Rats cannot throw up."
"core02.fact15"	"<clr:231,144,194>Core 3: Legwany mogą wytrzymać pod wodą 28,7 minuty."
"[english]core02.fact15"	"<clr:231,144,194>Core 3: Iguanas can stay underwater for twenty-eight point seven minutes."
"core02.fact16"	"<clr:231,144,194>Core 3: Ludzki tasiemiec może osiągnąć długość 22,9 metra."
"[english]core02.fact16"	"<clr:231,144,194>Core 3: Human tapeworms can grow up to twenty-two point nine meters."
"core02.fact17"	"<clr:231,144,194>Core 3: Eksperyment myślowy „Kot Schrödingera” przedstawia sytuację, w której kot zamknięty w pudełku jest, na potrzeby rozważań, jednocześnie żywy i martwy. Schrödinger stworzył ten paradoks, aby usprawiedliwić zabijanie kotów."
"[english]core02.fact17"	"<clr:231,144,194>Core 3: The Schrodinger's cat paradox outlines a situation in which a cat in a box must be considered, for all intents and purposes, simultaneously alive and dead. Schrodinger created this paradox as a justification for killing cats."
"core02.fact18"	"<clr:231,144,194>Core 3: Na każdym calu kwadratowym ludzkiego ciała żyją 32 miliony bakterii."
"[english]core02.fact18"	"<clr:231,144,194>Core 3: Every square inch of the human body has 32 million bacteria on it."
"core02.fact19"	"<clr:231,144,194>Core 3: Słońce jest 330 330 razy większe, niż Ziemia."
"[english]core02.fact19"	"<clr:231,144,194>Core 3: The Sun is 330,330 times larger than Earth."
"core02.fact20"	"<clr:231,144,194>Core 3: Przeciętna długość życia nosorożców w niewoli wynosi 15 lat."
"[english]core02.fact20"	"<clr:231,144,194>Core 3: The average life expectancy of a rhinoceros in captivity is 15 years."
"core02.fact21"	"<clr:231,144,194>Core 3: Wulkanolog to ekspert w dziedzinie wulkanów."
"[english]core02.fact21"	"<clr:231,144,194>Core 3: Volcano-ologists are experts in the study of volcanoes."
"core02.fact22"	"<clr:231,144,194>Core 3: Owoce awokado zawierają najwięcej błonnika i kalorii spośród wszystkich owoców."
"[english]core02.fact22"	"<clr:231,144,194>Core 3: Avocados have the highest fiber and calories of any fruit."
"core02.fact23"	"<clr:231,144,194>Core 3: Owoce awokado zawierają najwięcej błonnika i kalorii spośród wszystkich owoców. Występują one w Australijczykach."
"[english]core02.fact23"	"<clr:231,144,194>Core 3: Avocados have the highest fiber and calories of any fruit. They are found in Australians."
"core02.fact24"	"<clr:231,144,194>Core 3: Księżyc okrąża Ziemię co 27,32 dnia."
"[english]core02.fact24"	"<clr:231,144,194>Core 3: The moon orbits the Earth every 27.32 days."
"core02.fact25"	"<clr:231,144,194>Core 3: Miliardowa cyfra liczby pi to 9."
"[english]core02.fact25"	"<clr:231,144,194>Core 3: The billionth digit of Pi is 9."
"core02.fact26"	"<clr:231,144,194>Core 3: W przypadku problemów z prostymi działaniami należy zastosować następującą technikę pamięciową: jeden jest przed dwa jest przed 60 jest po 12 jest przed sześcioma bilionami jest po 504. Dzięki temu ćwiczeniu wcześniejsze trudności będą wyglądały banalnie."
"[english]core02.fact26"	"<clr:231,144,194>Core 3: If you have trouble with simple counting, use the following mnemonic device: one comes before two comes before 60 comes after 12 comes before six trillion comes after 504. This will make your earlier counting difficulties seem like no big deal."
"core02.fact27"	"<clr:231,144,194>Core 3: Galon wody waży 8,34 funta."
"[english]core02.fact27"	"<clr:231,144,194>Core 3: A gallon of water weighs 8.34 pounds"
"core02.fact28"	"<clr:231,144,194>Core 3: Gorąca woda zamarza szybciej, niż zimna."
"[english]core02.fact28"	"<clr:231,144,194>Core 3: Hot water freezes quicker than cold water."
"core02.fact29"	"<clr:231,144,194>Core 3: Miód nie psuje się."
"[english]core02.fact29"	"<clr:231,144,194>Core 3: Honey does not spoil."
"core02.fact30"	"<clr:231,144,194>Core 3: Przeciętne ciało dorosłego człowieka zawiera pół funta soli."
"[english]core02.fact30"	"<clr:231,144,194>Core 3: The average adult body contains half a pound of salt."
"core02.fact31"	"<clr:231,144,194>Core 3: Nanosekunda trwa jedną miliardową sekundy."
"[english]core02.fact31"	"<clr:231,144,194>Core 3: A nanosecond lasts one billionth of a second."
"core02.fact32"	"<clr:231,144,194>Core 3: Zgodnie z legendą nordycką rydwan boga piorunów, Thora, ciągnięty był przez niebiosa przez dwie kozy."
"[english]core02.fact32"	"<clr:231,144,194>Core 3: According to Norse legend, thunder god Thor's chariot was pulled across the sky by two goats."
"core02.fact33"	"<clr:231,144,194>Core 3: Chiny są drugim największym producentem soi warzywnej na świecie."
"[english]core02.fact33"	"<clr:231,144,194>Core 3: China produces the world's second largest crop of soybeans."
"core02.fact34"	"<clr:231,144,194>Core 3: Wolfram cechuje najwyższa temperatura topnienia spośród wszystkich metali – 3410 stopni Celsjusza."
"[english]core02.fact34"	"<clr:231,144,194>Core 3: Tungsten has the highest melting point of any metal, at 3,410 degrees Celsius."
"core02.fact35"	"<clr:231,144,194>Core 3: Delikatne czyszczenie języka dwa razy dziennie jest najskuteczniejszym sposobem na pozbycie się nieświeżego oddechu."
"[english]core02.fact35"	"<clr:231,144,194>Core 3: Gently cleaning the tongue twice a day is the most effective way to fight bad breath."
"core02.fact36"	"<clr:231,144,194>Core 3: Rzymska pasta do zębów wytwarzana była z użyciem ludzkiego moczu. Mocz był używany jako składnik pasty do zębów aż do XVIII wieku."
"[english]core02.fact36"	"<clr:231,144,194>Core 3: Roman toothpaste was made with human urine. Urine as an ingredient in toothpaste continued to be used up until the 18th century."
"core02.fact37"	"<clr:231,144,194>Core 3: Ustawa taryfowa z roku 1789, którą uchwalono w celu ochrony rodzimej produkcji, była drugą w historii ustawą wcieloną w życie przez rząd Stanów Zjednoczonych."
"[english]core02.fact37"	"<clr:231,144,194>Core 3: The Tariff Act of 1789, established to protect domestic manufacture, was the second statute ever enacted by the United States government."
"core02.fact38"	"<clr:231,144,194>Core 3: Wartość liczby pi równa jest stosunkowi długości obwodu koła do długości jego średnicy w geometrii euklidesowej."
"[english]core02.fact38"	"<clr:231,144,194>Core 3: The value of Pi is the ratio of any circle's circumference to its diameter in Euclidean space."
"core02.fact39"	"<clr:231,144,194>Core 3: Wojna amerykańsko-meksykańska zakończyła się w 1848 r. podpisaniem traktatu pokojowego w Guadalupe Hidalgo."
"[english]core02.fact39"	"<clr:231,144,194>Core 3: The Mexican-American War ended in 1848 with the signing of the Treaty of Guadalupe Hidalgo."
