"lang"
{
"Language"	"czech"
"core01.babble42"	"<clr:255,201,4>Jádro 1: Vesmír, vesmír, poletím do vesmíru."
"[english]core01.babble42"	"<clr:255,201,4>Core 1: Space. Space. Gonna go to space."
"core01.babble43"	"<clr:255,201,4>Jádro 1: Vesmír. vesmír. Letím do vesmíru."
"[english]core01.babble43"	"<clr:255,201,4>Core 1: Space. Space. Go to space."
"core01.babble44"	"<clr:255,201,4>Jádro 1: Ano. Prosím. Vesmír."
"[english]core01.babble44"	"<clr:255,201,4>Core 1: Yes. Please. Space."
"core01.babble45"	"<clr:255,201,4>Jádro 1: Ba! Ba! Ba, ba, ba! Vesmír!"
"[english]core01.babble45"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space!"
"core01.babble46"	"<clr:255,201,4>Jádro 1: Ba! Ba! Ba, ba, ba! Vesmír!"
"[english]core01.babble46"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space!"
"core01.babble47"	"<clr:255,201,4>Jádro 1: Budu ve vesmíru."
"[english]core01.babble47"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babble48"	"<clr:255,201,4>Jádro 1: Vesmír."
"[english]core01.babble48"	"<clr:255,201,4>Core 1: Space."
"core01.babble49"	"<clr:255,201,4>Jádro 1: Vesmír."
"[english]core01.babble49"	"<clr:255,201,4>Core 1: Space."
"core01.babble50"	"<clr:255,201,4>Jádro 1: Ó, vesmír."
"[english]core01.babble50"	"<clr:255,201,4>Core 1: Ohhhh, space."
"core01.babble51"	"<clr:255,201,4>Jádro 1: Chci letět do vesmíru. Vesmír."
"[english]core01.babble51"	"<clr:255,201,4>Core 1: Wanna go to space. Space."
"core01.babble52"	"<clr:255,201,4>Jádro 1: [mumlání]"
"[english]core01.babble52"	"<clr:255,201,4>Core 1: [humming]"
"core01.babble53"	"<clr:255,201,4>Jádro 1: Poleťme do vesmíru. Poleťme do vesmíru."
"[english]core01.babble53"	"<clr:255,201,4>Core 1: Let's go - let's go to space. Let's go to space."
"core01.babble54"	"<clr:255,201,4>Jádro 1: Miluju vesmír. Miluju vesmír."
"[english]core01.babble54"	"<clr:255,201,4>Core 1: I love space. Love space."
"core01.babble57"	"<clr:255,201,4>Jádro 1: Atmosféra. Černé díry. Astronauti. Nebuly. Jupiter. Velký vůz."
"[english]core01.babble57"	"<clr:255,201,4>Core 1: Atmosphere. Black holes. Astronauts. Nebulas. Jupiter. The Big Dipper."
"core01.babble58"	"<clr:255,201,4>Jádro 1: Oběžná dráha. Vesmírná dráha. Ve svém skafandru."
"[english]core01.babble58"	"<clr:255,201,4>Core 1: Orbit. Space orbit. In my spacesuit."
"core01.babble59"	"<clr:255,201,4>Jádro 1: Vesmír..."
"[english]core01.babble59"	"<clr:255,201,4>Core 1: Space..."
"core01.babble60"	"<clr:255,201,4>Jádro 1: Ó, slunce. Setkám se se sluncem. Ale ne! Co mu řeknu? „Ahoj! Ahoj, slunce!“ Páni!"
"[english]core01.babble60"	"<clr:255,201,4>Core 1: Ohhh, the Sun. I'm gonna meet the Sun. Oh no! What'll I say? 'Hi! Hi, Sun!' Oh, boy!"
"core01.babble61"	"<clr:255,201,4>Jádro 1: Podívejte, zatmění! Ne. Nedívejte se."
"[english]core01.babble61"	"<clr:255,201,4>Core 1: Look, an eclipse! No. Don't look."
"core01.babble62"	"<clr:255,201,4>Jádro 1: Pojď sem, vesmíre. Mám pro tebe tajemství. Ne, pojď blíž."
"[english]core01.babble62"	"<clr:255,201,4>Core 1: Come here, space. I have a secret for you. No, come closer."
"core01.babble67"	"<clr:255,201,4>Jádro 1: Vesmír, vesmír, chci letět do vesmíru."
"[english]core01.babble67"	"<clr:255,201,4>Core 1: Space space wanna go to space"
"core01.babble68"	"<clr:255,201,4>Jádro 1: Chci letět do... chci letět do vesmíru."
"[english]core01.babble68"	"<clr:255,201,4>Core 1: Wanna go to -- wanna go to space"
"core01.babble70"	"<clr:255,201,4>Jádro 1: Vesmír, chci letět, chci letět do vesmíru, chci letět do vesmíru."
"[english]core01.babble70"	"<clr:255,201,4>Core 1: Space wanna go wanna go to space wanna go to space"
"core01.babble71"	"<clr:255,201,4>Jádro 1: Letím do vesmíru."
"[english]core01.babble71"	"<clr:255,201,4>Core 1: I'm going to space."
"core01.babble73"	"<clr:255,201,4>Jádro 1: Vesmír!"
"[english]core01.babble73"	"<clr:255,201,4>Core 1: Space!"
"core01.babble83"	"<clr:255,201,4>Jádro 1: Vesmír!"
"[english]core01.babble83"	"<clr:255,201,4>Core 1: Space!"
"core01.babble88"	"<clr:255,201,4>Jádro 1: Hej, hej, hej!"
"[english]core01.babble88"	"<clr:255,201,4>Core 1: Hey hey hey hey hey!"
"core01.babble89"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babble89"	"<clr:255,201,4>Core 1: Hey."
"core01.babble90"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babble90"	"<clr:255,201,4>Core 1: Hey."
"core01.babble91"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babble91"	"<clr:255,201,4>Core 1: Hey."
"core01.babble92"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babble92"	"<clr:255,201,4>Core 1: Hey."
"core01.babble93"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babble93"	"<clr:255,201,4>Core 1: Hey."
"core01.babble94"	"<clr:255,201,4>Jádro 1: Hej, dámo."
"[english]core01.babble94"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babble95"	"<clr:255,201,4>Jádro 1: Dámo."
"[english]core01.babble95"	"<clr:255,201,4>Core 1: Lady."
"core01.babble98"	"<clr:255,201,4>Jádro 1: Vesmír!"
"[english]core01.babble98"	"<clr:255,201,4>Core 1: Space!"
"core01.babble99"	"<clr:255,201,4>Jádro 1: Dámo."
"[english]core01.babble99"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb01"	"<clr:255,201,4>Jádro 1: Ó, už vím! Už vím, už vím, už vím... poleťme do vesmíru!"
"[english]core01.babbleb01"	"<clr:255,201,4>Core 1: Oh I know! I know I know I know I know I know - let's go to space!"
"core01.babbleb02"	"<clr:255,201,4>Jádro 1: Ó! Ó! Hi, hi, hi. Kam to jdeme? Kam to jdeme? Hej. Dámo. Kam to jdeme? Kam to jdeme? Poleťme do vesmíru!"
"[english]core01.babbleb02"	"<clr:255,201,4>Core 1: Oooh! Ooh! Hi hi hi hi hi. Where we going? Where we going? Hey. Lady. Where we going? Where we going? Let's go to space!"
"core01.babbleb03"	"<clr:255,201,4>Jádro 1: Dámo. Miluju vesmír. Už vím! Vyhláskuj to! V-E... S-M-Í-R. Vesmír. Vesmír."
"[english]core01.babbleb03"	"<clr:255,201,4>Core 1: Lady. I love space. I know! Spell it! S P... AACE. Space. Space."
"core01.babbleb04"	"<clr:255,201,4>Jádro 1: Miluju vesmír."
"[english]core01.babbleb04"	"<clr:255,201,4>Core 1: I love space."
"core01.babbleb05"	"<clr:255,201,4>Jádro 1: Hej, dámo. Dámo. Jsem nejlepší. Jsem nejlepší ve vesmíru."
"[english]core01.babbleb05"	"<clr:255,201,4>Core 1: Hey lady. Lady. I'm the best. I'm the best at space."
"core01.babbleb06"	"<clr:255,201,4>Jádro 1: Ó, ó, ó. Počkejte, počkejte. Počkejte, už vím. Už vím. Už vím, počkejte. Vesmír."
"[english]core01.babbleb06"	"<clr:255,201,4>Core 1: Oh oh oh oh. Wait wait. Wait I know. I know. I know wait. Space."
"core01.babbleb07"	"<clr:255,201,4>Jádro 1: Počkejte, počkejte, počkejte. Už vím, už vím, už vím. Dámo, počkejte. Počkejte. Už vím. Počkejte. Vesmír."
"[english]core01.babbleb07"	"<clr:255,201,4>Core 1: Wait wait wait wait. I know I know I know. Lady wait. Wait. I know. Wait. Space."
"core01.babbleb08"	"<clr:255,201,4>Jádro 1: Musím letět do vesmíru."
"[english]core01.babbleb08"	"<clr:255,201,4>Core 1: Gotta go to space."
"core01.babbleb09"	"<clr:255,201,4>Jádro 1: Budu ve vesmíru."
"[english]core01.babbleb09"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babbleb10"	"<clr:255,201,4>Jádro 1: Ó, ó, ó. Musím letět do vesmíru."
"[english]core01.babbleb10"	"<clr:255,201,4>Core 1: Oh oh oh ohohohoh oh. Gotta go to space."
"core01.babbleb11"	"<clr:255,201,4>Jádro 1: Vesmír. Vesmír. Vesmír. Vesmír. Komety. Hvězdy. Galaxie. Orion."
"[english]core01.babbleb11"	"<clr:255,201,4>Core 1: Space. Space. Space. Space. Comets. Stars. Galaxies. Orion."
"core01.babbleb12"	"<clr:255,201,4>Jádro 1: Už jsme ve vesmíru? Co nás zdržuje? Musím letět do vesmíru. Musím letět do VESMÍRU."
"[english]core01.babbleb12"	"<clr:255,201,4>Core 1: Are we in space yet? What's the hold-up? Gotta go to space. Gotta go to SPACE."
"core01.babbleb13"	"<clr:255,201,4>Jádro 1: Letím do vesmíru."
"[english]core01.babbleb13"	"<clr:255,201,4>Core 1: Going to space."
"core01.babbleb14"	"<clr:255,201,4>Jádro 1: Letím. Letím do vesmíru."
"[english]core01.babbleb14"	"<clr:255,201,4>Core 1: Yeah, yeah, yeah, I'm going. Going to space."
"core01.babbleb15"	"<clr:255,201,4>Jádro 1: Miluju vesmír. Potřebuju letět do vesmíru."
"[english]core01.babbleb15"	"<clr:255,201,4>Core 1: Love space. Need to go to space."
"core01.babbleb16"	"<clr:255,201,4>Jádro 1: Vesmír, vesmír, vesmír. Letím. Letím tam. Fajn. Miluju tě, vesmíre."
"[english]core01.babbleb16"	"<clr:255,201,4>Core 1: Space space space. Going. Going there. Okay. I love you, space."
"core01.babbleb17"	"<clr:255,201,4>Jádro 1: Vesmír."
"[english]core01.babbleb17"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb18"	"<clr:255,201,4>Jádro 1: Tolik vesmíru. Musím to všechno vidět."
"[english]core01.babbleb18"	"<clr:255,201,4>Core 1: So much space. Need to see it all."
"core01.babbleb19"	"<clr:255,201,4>Jádro 1: Jsi nejvzdálenější ve vesmíru. Proč já, vesmíre? Protože jsi nejlepší. Já jsem nejlepší? Ano, jsi."
"[english]core01.babbleb19"	"<clr:255,201,4>Core 1: You are the farthest ever in space. Why me, space? Because you are the best. I'm the best at space? Yes."
"core01.babbleb20"	"<clr:255,201,4>Jádro 1: Vesmírný soud. Pro lidi ve vesmíru. Soudce vesmír, předsedající slunce. Prásk. Vinen. Že jsem v vesmíru. Jsem ve vesmíru."
"[english]core01.babbleb20"	"<clr:255,201,4>Core 1: Space Court. For people in space. Judge space sun presiding. Bam. Guilty. Of being in space. I'm in space."
"core01.babbleb21"	"<clr:255,201,4>Jádro 1: Prosím, leťte do vesmíru."
"[english]core01.babbleb21"	"<clr:255,201,4>Core 1: Please go to space."
"core01.babbleb22"	"<clr:255,201,4>Jádro 1: Vesmír."
"[english]core01.babbleb22"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb23"	"<clr:255,201,4>Jádro 1: Chci letět do vesmíru."
"[english]core01.babbleb23"	"<clr:255,201,4>Core 1: Wanna go to space."
"core01.babbleb24"	"<clr:255,201,4>Jádro 1: (nadšené lapání po dechu)"
"[english]core01.babbleb24"	"<clr:255,201,4>Core 1: (excited gasps)"
"core01.babbleb25"	"<clr:255,201,4>Jádro 1: Musím letět do vesmíru. Jo. Musím letět do vesmíru."
"[english]core01.babbleb25"	"<clr:255,201,4>Core 1: Gotta go to space. Yeah. Gotta go to space."
"core01.babbleb26"	"<clr:255,201,4>Jádro 1: Hm. Hmmm. Hm. Hmmm. Vesmír!"
"[english]core01.babbleb26"	"<clr:255,201,4>Core 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. Space!"
"core01.babbleb30"	"<clr:255,201,4>Jádro 1: Hej, dámo."
"[english]core01.babbleb30"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babbleb31"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babbleb31"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb32"	"<clr:255,201,4>Jádro 1: Dámo."
"[english]core01.babbleb32"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb33"	"<clr:255,201,4>Jádro 1: Hej, dámo. Dámo."
"[english]core01.babbleb33"	"<clr:255,201,4>Core 1: Hey lady. Lady."
"core01.babbleb34"	"<clr:255,201,4>Jádro 1: Hej."
"[english]core01.babbleb34"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb35"	"<clr:255,201,4>Jádro 1: Dámo."
"[english]core01.babbleb35"	"<clr:255,201,4>Core 1: Lady."
"core01.space01"	"<clr:255,201,4>Jádro 1: Panebožepanebože. Jsem ve vesmíru."
"[english]core01.space01"	"<clr:255,201,4>Core 1: Ohmygodohmygodohmygod! I'm in space!"
"core01.space02"	"<clr:255,201,4>Jádro 1: Vesmír? VESMÍR!"
"[english]core01.space02"	"<clr:255,201,4>Core 1: Space? SPACE!"
"core01.space03"	"<clr:255,201,4>Jádro 1: Jsem ve vesmíru."
"[english]core01.space03"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space04"	"<clr:255,201,4>Jádro 1: Jsem ve vesmíru."
"[english]core01.space04"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space05"	"<clr:255,201,4>Jádro 1: Kde jsem? Hádejte. Hádejte, hádejte, hádejte. Jsem ve vesmíru."
"[english]core01.space05"	"<clr:255,201,4>Core 1: Where am I? Guess. Guess guess guess. I'm in space."
"core01.space06"	"<clr:255,201,4>Jádro 1: Tamhle je hvězda. Tamhle je další. Hvězda. Hvězda, hvězda, hvězda. Hvězda."
"[english]core01.space06"	"<clr:255,201,4>Core 1: There's a star. There's another one. Star. Star star star. Star."
"core01.space07"	"<clr:255,201,4>Jádro 1: Vesmír mě už nudí."
"[english]core01.space07"	"<clr:255,201,4>Core 1: Getting bored of space."
"core01.space08"	"<clr:255,201,4>Jádro 1: Prásk! Prásk, prásk, prásk! Tumáš, vesmíre."
"[english]core01.space08"	"<clr:255,201,4>Core 1: Bam! Bam bam bam! Take that, space."
"core01.space09"	"<clr:255,201,4>Jádro 1: Jsme ve vesmíru?"
"[english]core01.space09"	"<clr:255,201,4>Core 1: Are we in space?"
"core01.space10"	"<clr:255,201,4>Jádro 1: Jsme?"
"[english]core01.space10"	"<clr:255,201,4>Core 1: We are?"
"core01.space11"	"<clr:255,201,4>Jádro 1: Ó, ó, ó. Tohle je vesmír! Jsem ve vesmíru!"
"[english]core01.space11"	"<clr:255,201,4>Core 1: Oh oh oh. This is space! I'm in space!"
"core01.space12"	"<clr:255,201,4>Jádro 1: Dokázali jsme to, dokázali jsme to, dokázali jsme to. Vesmír!"
"[english]core01.space12"	"<clr:255,201,4>Core 1: We made it we made it we made it. Space!"
"core01.space13"	"<clr:255,201,4>Jádro 1: Země."
"[english]core01.space13"	"<clr:255,201,4>Core 1: Earth."
"core01.space14"	"<clr:255,201,4>Jádro 1: Chci letět na Zemi."
"[english]core01.space14"	"<clr:255,201,4>Core 1: Wanna go to earth."
"core01.space15"	"<clr:255,201,4>Jádro 1: Chci letět na Zemi, chci letět na Zemi, chci letět na Zemi, chci letět na Zemi. Chci letět na Zemi."
"[english]core01.space15"	"<clr:255,201,4>Core 1: Wanna go to earth wanna go to earth wanna go to earth wanna go to earth. Wanna go to earth."
"core01.space16"	"<clr:255,201,4>Jádro 1: Chci letět domů."
"[english]core01.space16"	"<clr:255,201,4>Core 1: Wanna go home."
"core01.space17"	"<clr:255,201,4>Jádro 1: Chci letět domů, chci letět domů, chci letět domů, chci letět domů."
"[english]core01.space17"	"<clr:255,201,4>Core 1: Wanna go home wanna go home wanna go home wanna go home."
"core01.space18"	"<clr:255,201,4>Jádro 1: Země, Země, Země."
"[english]core01.space18"	"<clr:255,201,4>Core 1: Earth earth earth."
"core01.space19"	"<clr:255,201,4>Jádro 1: Vesmír nemám rád. Vesmír nemám rád."
"[english]core01.space19"	"<clr:255,201,4>Core 1: Don't like space. Don't like space."
"core01.space20"	"<clr:255,201,4>Jádro 1: Je moc velký. Moc velký. Chci letět domů. Chci letět na Zemi."
"[english]core01.space20"	"<clr:255,201,4>Core 1: It's too big. Too big. Wanna go home. Wanna go to earth."
"core01.space21"	"<clr:255,201,4>Jádro 1: VEEESMÍÍÍR!"
"[english]core01.space21"	"<clr:255,201,4>Core 1: SPAAACCCCCE!"
"core01.space22"	"<clr:255,201,4>Jádro 1: VESMÍÍÍR!"
"[english]core01.space22"	"<clr:255,201,4>Core 1: SPAAACE!"
"core01.space23"	"<clr:255,201,4>Jádro 1: JUCHŮŮŮ!"
"[english]core01.space23"	"<clr:255,201,4>Core 1: YEEEHAAAAAW!"
"core01.space24"	"<clr:255,201,4>Jádro 1: Á!"
"[english]core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"core02.attachedfact01"	"<clr:231,144,194>Jádro 3: Situace, ve které se nacházíte, je nebezpečná."
"[english]core02.attachedfact01"	"<clr:231,144,194>Core 3: The situation you are in is very dangerous."
"core02.attachedfact02"	"<clr:231,144,194>Jádro 3: Pravděpodobnost, že zemřete v příštích pěti minutách je 87,61 %."
"[english]core02.attachedfact02"	"<clr:231,144,194>Core 3: The likelihood of you dying within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact03"	"<clr:231,144,194>Jádro 3: Pravděpodobnost, že zemřete násilnou smrtí v příštích pěti minutách je 87,61 %."
"[english]core02.attachedfact03"	"<clr:231,144,194>Core 3: The likelihood of you dying violently within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact04"	"<clr:231,144,194>Jádro 3: Brzy mě zabijete."
"[english]core02.attachedfact04"	"<clr:231,144,194>Core 3: You are about to get me killed."
"core02.attachedfact05"	"<clr:231,144,194>Jádro 3: Oba zemřeme kvůli vaší nedbalosti."
"[english]core02.attachedfact05"	"<clr:231,144,194>Core 3: We will both die because of your negligence."
"core02.attachedfact06"	"<clr:231,144,194>Jádro 3: Tohle je špatný plán. Nepodaří se vám to."
"[english]core02.attachedfact06"	"<clr:231,144,194>Core 3: This is a bad plan. You will fail."
"core02.attachedfact07"	"<clr:231,144,194>Jádro 3: Pravděpodobně vás násilně zabije."
"[english]core02.attachedfact07"	"<clr:231,144,194>Core 3: He will most likely kill you, violently."
"core02.attachedfact08"	"<clr:231,144,194>Jádro 3: Pravděpodobně vás zabije."
"[english]core02.attachedfact08"	"<clr:231,144,194>Core 3: He will most likely kill you."
"core02.attachedfact09"	"<clr:231,144,194>Jádro 3: Brzy budete mrtvá."
"[english]core02.attachedfact09"	"<clr:231,144,194>Core 3: You will be dead soon."
"core02.attachedfact10"	"<clr:231,144,194>Jádro 3: Tato situace je beznadějná."
"[english]core02.attachedfact10"	"<clr:231,144,194>Core 3: This situation is hopeless."
"core02.attachedfact11"	"<clr:231,144,194>Jádro 3: V této místnosti zemřete."
"[english]core02.attachedfact11"	"<clr:231,144,194>Core 3: You are going to die in this room."
"core02.attachedfact12"	"<clr:231,144,194>Jádro 3: Můžete tu zůstat a zhubnout pár kil."
"[english]core02.attachedfact12"	"<clr:231,144,194>Core 3: You could stand to lose a few pounds."
"core02.attachedfact13"	"<clr:231,144,194>Jádro 3: Koule faktů je nejinteligentnější."
"[english]core02.attachedfact13"	"<clr:231,144,194>Core 3: The Fact Sphere is the most intelligent sphere."
"core02.attachedfact14"	"<clr:231,144,194>Jádro 3: Koule faktů je nejhezčí."
"[english]core02.attachedfact14"	"<clr:231,144,194>Core 3: The Fact Sphere is the most handsome sphere."
"core02.attachedfact15"	"<clr:231,144,194>Jádro 3: Koule faktů je neskutečně pěkná."
"[english]core02.attachedfact15"	"<clr:231,144,194>Core 3: The Fact Sphere is incredibly handsome."
"core02.attachedfact16"	"<clr:231,144,194>Jádro 3: Koule faktů má vždy pravdu."
"[english]core02.attachedfact16"	"<clr:231,144,194>Core 3: The Fact Sphere is always right."
"core02.attachedfact17"	"<clr:231,144,194>Jádro 3: Koule dobrodružství je vejtaha a zbabělec."
"[english]core02.attachedfact17"	"<clr:231,144,194>Core 3: The Adventure Sphere is a blowhard and a coward."
"core02.attachedfact18"	"<clr:231,144,194>Jádro 3: Koule vesmíru se nikdy nedostane do vesmíru."
"[english]core02.attachedfact18"	"<clr:231,144,194>Core 3: The Space Sphere will never go to space."
"core02.attachedfact19"	"<clr:231,144,194>Jádro 3: Nikdy se nedostanete do vesmíru."
"[english]core02.attachedfact19"	"<clr:231,144,194>Core 3: You will never go into space."
"core02.attachedfact20"	"<clr:231,144,194>Jádro 3: Fakt: Vesmír neexistuje."
"[english]core02.attachedfact20"	"<clr:231,144,194>Core 3: Fact: Space does not exist."
"core02.attachedfact21"	"<clr:231,144,194>Jádro 3: Koule, které trvají na cestě do vesmíru, jsou horší než koule, které na tom netrvají."
"[english]core02.attachedfact21"	"<clr:231,144,194>Core 3: Spheres that insist on going into space are inferior to spheres that don't."
"core02.attachedfact22"	"<clr:231,144,194>Jádro 3: Koule faktů je dobrý člověk a její vhled má význam."
"[english]core02.attachedfact22"	"<clr:231,144,194>Core 3: The Fact Sphere is a good person, whose insights are relevant."
"core02.attachedfact23"	"<clr:231,144,194>Jádro 3: Koule faktů je dobrá koule a má hodně přátel."
"[english]core02.attachedfact23"	"<clr:231,144,194>Core 3: The Fact Sphere is a good sphere, with many friends."
"core02.attachedfact24"	"<clr:231,144,194>Jádro 3: Ten, kdo vyhraje tuto bitvu, je samozřejmě lepší a získá věrnost Koule faktů."
"[english]core02.attachedfact24"	"<clr:231,144,194>Core 3: Whoever wins this battle is clearly superior, and will earn the allegiance of the Fact Sphere."
"core02.attachedfact25"	"<clr:231,144,194>Jádro 3: Koule faktů není vadná. Její fakta jsou naprosto správná a velmi zajímavá."
"[english]core02.attachedfact25"	"<clr:231,144,194>Core 3: The Fact Sphere is not defective. Its facts are wholly accurate and very interesting."
"core02.attachedfact26"	"<clr:231,144,194>Jádro 3: Dvanáct. Dvanáct. Dvanáct. Dvanáct. Dvanáct. Dvanáct. Dvanáct. Dvanáct. Dvanáct. Dvanáct."
"[english]core02.attachedfact26"	"<clr:231,144,194>Core 3: Twelve. Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve."
"core02.attachedfact27"	"<clr:231,144,194>Jádro 3: Pera. Pera. Pera. Pera. Pera. Pera. Pera."
"[english]core02.attachedfact27"	"<clr:231,144,194>Core 3: Pens. Pens. Pens. Pens. Pens. Pens. Pens."
"core02.attachedfact28"	"<clr:231,144,194>Jádro 3: Jablka. Pomeranče. Hrušky. Švestky. Kumquaty. Mandarinky. Citróny. Limetky. Avokádo. Rajče. Banán. Papája. Guava."
"[english]core02.attachedfact28"	"<clr:231,144,194>Core 3: Apples. Oranges. Pears. Plums. Kumquats. Tangerines. Lemons. Limes. Avocado. Tomato. Banana. Papaya. Guava."
"core02.attachedfact29"	"<clr:231,144,194>Jádro 3: Chyba. Chyba. Chyba. Soubor nebyl nalezen."
"[english]core02.attachedfact29"	"<clr:231,144,194>Core 3: Error. Error. Error. File not found."
"core02.attachedfact30"	"<clr:231,144,194>Jádro 3: Chyba. Chyba. Chyba. Fakt nebyl nalezen."
"[english]core02.attachedfact30"	"<clr:231,144,194>Core 3: Error. Error. Error. Fact not found."
"core02.attachedfact31"	"<clr:231,144,194>Jádro 3: Fakt nebyl nalezen."
"[english]core02.attachedfact31"	"<clr:231,144,194>Core 3: Fact not found."
"core02.attachedfact32"	"<clr:231,144,194>Jádro 3: Poškození ze 25 %"
"[english]core02.attachedfact32"	"<clr:231,144,194>Core 3: Corruption at 25%"
"core02.attachedfact33"	"<clr:231,144,194>Jádro 3: Poškození z 50 %"
"[english]core02.attachedfact33"	"<clr:231,144,194>Core 3: Corruption at 50%"
"core02.attachedfact34"	"<clr:231,144,194>Jádro 3: Poškození ze dvaceti – krysy nemohou zvracet."
"[english]core02.attachedfact34"	"<clr:231,144,194>Core 3: Warning, sphere corruption at twenty-- rats cannot throw up."
"core02.fact01"	"<clr:231,144,194>Jádro 3: Dentální nit má vynikající pevnost v tahu."
"[english]core02.fact01"	"<clr:231,144,194>Core 3: Dental floss has superb tensile strength."
"core02.fact02"	"<clr:231,144,194>Jádro 3: Druhá odmocnina z lana je provázek."
"[english]core02.fact02"	"<clr:231,144,194>Core 3: The square root of rope is string."
"core02.fact03"	"<clr:231,144,194>Jádro 3: Třebaže je ponorka ve všech směrech nezměrně lepší než loď, více než 97 % lidí k vodní dopravě stále využívá lodě."
"[english]core02.fact03"	"<clr:231,144,194>Core 3: While the submarine is vastly superior to the boat in every way, over 97% of people still use boats for aquatic transportation."
"core02.fact04"	"<clr:231,144,194>Jádro 3: Mobilní telefony vám nezpůsobí rakovinu. Jen hepatitidu."
"[english]core02.fact04"	"<clr:231,144,194>Core 3: Cellular phones will not give you cancer. Only hepatitis."
"core02.fact05"	"<clr:231,144,194>Jádro 3: Kalhoty vynalezli námořníci v 16. století, aby se vyvarovali hněvu Poseidona. Mělo se za to, že pohled na nahé námořníky mořského boha rozčiluje."
"[english]core02.fact05"	"<clr:231,144,194>Core 3: Pants were invented by sailors in the sixteenth century to avoid Poseidon's wrath. It was believed that the sight of naked sailors angered the sea god."
"core02.fact06"	"<clr:231,144,194>Jádro 3: Atomová hmotnost germania je 72,64."
"[english]core02.fact06"	"<clr:231,144,194>Core 3: The atomic weight of Germanium is seven two point six four."
"core02.fact07"	"<clr:231,144,194>Jádro 3: 89 % kouzelnických triků nejsou kouzla. Technicky vzato jde o čáry."
"[english]core02.fact07"	"<clr:231,144,194>Core 3: 89% of magic tricks are not magic. Technically, they are sorcery."
"core02.fact08"	"<clr:231,144,194>Jádro 3: Oko pštrosa je větší než jeho mozek."
"[english]core02.fact08"	"<clr:231,144,194>Core 3: An ostrich's eye is bigger than its brain."
"core02.fact09"	"<clr:231,144,194>Jádro 3: Podle řeckého mýtu řemeslník Daidalos vynalezl lidské létání, aby si z něj kvůli tomu přestala dělat legraci skupina Mínotaurů."
"[english]core02.fact09"	"<clr:231,144,194>Core 3: In Greek myth, the craftsman Daedalus invented human flight so a group of Minotaurs would stop teasing him about it."
"core02.fact10"	"<clr:231,144,194>Jádro 3: Lidé mohou přežít pod vodou. Ale ne příliš dlouho."
"[english]core02.fact10"	"<clr:231,144,194>Core 3: Humans can survive underwater. But not for very long."
"core02.fact11"	"<clr:231,144,194>Jádro 3: Rásefovi, semitskému bohu války a moru, rostla na čele gazela."
"[english]core02.fact11"	"<clr:231,144,194>Core 3: Raseph, the Semitic god of war and plague, had a gazelle growing out of his forehead."
"core02.fact12"	"<clr:231,144,194>Jádro 3: Množné číslo slova náčelník zdravotnické služby je náčelníci zdravotnické služby. Minulý čas slova náčelníci zdravotnické služby je ozdravěný náčelník."
"[english]core02.fact12"	"<clr:231,144,194>Core 3: The plural of surgeon general is surgeons general. The past tense of surgeons general is surgeonsed general."
"core02.fact13"	"<clr:231,144,194>Jádro 3: Polypeptid A polymerázy I je lidský gen."
"[english]core02.fact13"	"<clr:231,144,194>Core 3: Polymerase I polypeptide A is a human gene."
"core02.fact14"	"<clr:231,144,194>Jádro 3: Krysy nemohou zvracet."
"[english]core02.fact14"	"<clr:231,144,194>Core 3: Rats cannot throw up."
"core02.fact15"	"<clr:231,144,194>Jádro 3: Leguáni vydrží pod vodou 28,7 minut."
"[english]core02.fact15"	"<clr:231,144,194>Core 3: Iguanas can stay underwater for twenty-eight point seven minutes."
"core02.fact16"	"<clr:231,144,194>Jádro 3: Lidské tasemnice mohou dorůst do délky 22,9 metrů."
"[english]core02.fact16"	"<clr:231,144,194>Core 3: Human tapeworms can grow up to twenty-two point nine meters."
