"lang"
{
"Language"	"dutch"
"[english]core01.babble22"	"<clr:255,201,4>Core 1: Space space going to space oh boy"
"core01.babble24"	"<clr:255,201,4>Core 1: Ba-ba-ba-ba-ba! De ruimte! Ba-ba-ba-ba-ba!"
"[english]core01.babble24"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space! Ba! Ba! Ba ba ba!"
"core01.babble28"	"<clr:255,201,4>Core 1: Oh. Cool blijven. Cool blijven. Daar komt de ruimtepolitie."
"[english]core01.babble28"	"<clr:255,201,4>Core 1: Oh. Play it cool. Play it cool. Here come the space cops."
"core01.babble29"	"<clr:255,201,4>Core 1: Help me, ruimtepolitie, help me."
"[english]core01.babble29"	"<clr:255,201,4>Core 1: Help me, space cops. Space cops, help."
"core01.babble31"	"<clr:255,201,4>Core 1: Ik ga de ruimte in, kan niet wachten, ik moet gaan. De ruimte. Ik ga."
"[english]core01.babble31"	"<clr:255,201,4>Core 1: Going to space going there can't wait gotta go. Space. Going."
"core01.babble33"	"<clr:255,201,4>Core 1: Ik moet een telescoop kopen. Ik wil mezelf zien. Moet een telescoop kopen. Ik ben straks in de ruimte."
"[english]core01.babble33"	"<clr:255,201,4>Core 1: Better buy a telescope. Wanna see me. Buy a telescope. Gonna be in space."
"core01.babble35"	"<clr:255,201,4>Core 1: De ruimte. De ruimte."
"[english]core01.babble35"	"<clr:255,201,4>Core 1: Space. Space."
"core01.babble36"	"<clr:255,201,4>Core 1: Ik ga de ruimte in."
"[english]core01.babble36"	"<clr:255,201,4>Core 1: I'm going to space."
"core01.babble37"	"<clr:255,201,4>Core 1: Oh boy."
"[english]core01.babble37"	"<clr:255,201,4>Core 1: Oh boy."
"core01.babble40"	"<clr:255,201,4>Core 1: Ja, ja, oké, oké."
"[english]core01.babble40"	"<clr:255,201,4>Core 1: Yeah yeah yeah okay okay."
"core01.babble42"	"<clr:255,201,4>Core 1: De ruimte, de ruimte, ik wil de ruimte in."
"[english]core01.babble42"	"<clr:255,201,4>Core 1: Space. Space. Gonna go to space."
"core01.babble43"	"<clr:255,201,4>Core 1: De ruimte, de ruimte, ik moet de ruimte in."
"[english]core01.babble43"	"<clr:255,201,4>Core 1: Space. Space. Go to space."
"core01.babble44"	"<clr:255,201,4>Core 1: Ja. Alsjeblieft. De ruimte."
"[english]core01.babble44"	"<clr:255,201,4>Core 1: Yes. Please. Space."
"core01.babble45"	"<clr:255,201,4>Core 1: Ba-ba-ba-ba-ba! De ruimte!"
"[english]core01.babble45"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space!"
"core01.babble46"	"<clr:255,201,4>Core 1: Ba-ba-ba-ba-ba! De ruimte!"
"[english]core01.babble46"	"<clr:255,201,4>Core 1: Ba! Ba! Ba ba ba! Space!"
"core01.babble47"	"<clr:255,201,4>Core 1: Ik ga binnenkort de ruimte in."
"[english]core01.babble47"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babble48"	"<clr:255,201,4>Core 1: De ruimte."
"[english]core01.babble48"	"<clr:255,201,4>Core 1: Space."
"core01.babble49"	"<clr:255,201,4>Core 1: De ruimte."
"[english]core01.babble49"	"<clr:255,201,4>Core 1: Space."
"core01.babble50"	"<clr:255,201,4>Core 1: Oh, de ruimte."
"[english]core01.babble50"	"<clr:255,201,4>Core 1: Ohhhh, space."
"core01.babble51"	"<clr:255,201,4>Core 1: Ik wil de ruimte in. De ruimte."
"[english]core01.babble51"	"<clr:255,201,4>Core 1: Wanna go to space. Space."
"core01.babble52"	"<clr:255,201,4>Core 1: [neuriet]"
"[english]core01.babble52"	"<clr:255,201,4>Core 1: [humming]"
"core01.babble53"	"<clr:255,201,4>Core 1: Ga mee de ruimte in. Ga mee de ruimte in."
"[english]core01.babble53"	"<clr:255,201,4>Core 1: Let's go - let's go to space. Let's go to space."
"core01.babble54"	"<clr:255,201,4>Core 1: Ik hou van de ruimte. Ik ben dol op de ruimte."
"[english]core01.babble54"	"<clr:255,201,4>Core 1: I love space. Love space."
"core01.babble57"	"<clr:255,201,4>Core 1: De atmosfeer. Zwarte gaten. Astronauten. Nevels. Jupiter. De Grote Beer."
"[english]core01.babble57"	"<clr:255,201,4>Core 1: Atmosphere. Black holes. Astronauts. Nebulas. Jupiter. The Big Dipper."
"core01.babble58"	"<clr:255,201,4>Core 1: In een baan. Een ruimtebaan. In mijn astronautenpak."
"[english]core01.babble58"	"<clr:255,201,4>Core 1: Orbit. Space orbit. In my spacesuit."
"core01.babble59"	"<clr:255,201,4>Core 1: De ruimte..."
"[english]core01.babble59"	"<clr:255,201,4>Core 1: Space..."
"core01.babble60"	"<clr:255,201,4>Core 1: Oh, de zon. Ik ga de zon ontmoeten. Oh nee! Wat zal ik zeggen? 'Hoi, zon!' Oh boy!"
"[english]core01.babble60"	"<clr:255,201,4>Core 1: Ohhh, the Sun. I'm gonna meet the Sun. Oh no! What'll I say? 'Hi! Hi, Sun!' Oh, boy!"
"core01.babble61"	"<clr:255,201,4>Core 1: Kijk, een eclips. Nee. Kijk niet."
"[english]core01.babble61"	"<clr:255,201,4>Core 1: Look, an eclipse! No. Don't look."
"core01.babble62"	"<clr:255,201,4>Core 1: Kom hier, ruimte. Ik vertel je een geheim. Nee, dichterbij."
"[english]core01.babble62"	"<clr:255,201,4>Core 1: Come here, space. I have a secret for you. No, come closer."
"core01.babble67"	"<clr:255,201,4>Core 1: Ruimte, ruimte, ik wil de ruimte in."
"[english]core01.babble67"	"<clr:255,201,4>Core 1: Space space wanna go to space"
"core01.babble68"	"<clr:255,201,4>Core 1: Ik wil... ik wil de ruimte in."
"[english]core01.babble68"	"<clr:255,201,4>Core 1: Wanna go to -- wanna go to space"
"core01.babble70"	"<clr:255,201,4>Core 1: De ruimte, ik wil de ruimte in, ik wil de ruimte in."
"[english]core01.babble70"	"<clr:255,201,4>Core 1: Space wanna go wanna go to space wanna go to space"
"core01.babble71"	"<clr:255,201,4>Core 1: Ik ga de ruimte in."
"[english]core01.babble71"	"<clr:255,201,4>Core 1: I'm going to space."
"core01.babble73"	"<clr:255,201,4>Core 1: De ruimte!"
"[english]core01.babble73"	"<clr:255,201,4>Core 1: Space!"
"core01.babble83"	"<clr:255,201,4>Core 1: De ruimte!"
"[english]core01.babble83"	"<clr:255,201,4>Core 1: Space!"
"core01.babble88"	"<clr:255,201,4>Core 1: Hé, hé, hé, hé, hé!"
"[english]core01.babble88"	"<clr:255,201,4>Core 1: Hey hey hey hey hey!"
"core01.babble89"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babble89"	"<clr:255,201,4>Core 1: Hey."
"core01.babble90"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babble90"	"<clr:255,201,4>Core 1: Hey."
"core01.babble91"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babble91"	"<clr:255,201,4>Core 1: Hey."
"core01.babble92"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babble92"	"<clr:255,201,4>Core 1: Hey."
"core01.babble93"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babble93"	"<clr:255,201,4>Core 1: Hey."
"core01.babble94"	"<clr:255,201,4>Core 1: Hé, dame."
"[english]core01.babble94"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babble95"	"<clr:255,201,4>Core 1: Dame."
"[english]core01.babble95"	"<clr:255,201,4>Core 1: Lady."
"core01.babble98"	"<clr:255,201,4>Core 1: De ruimte!"
"[english]core01.babble98"	"<clr:255,201,4>Core 1: Space!"
"core01.babble99"	"<clr:255,201,4>Core 1: Dame."
"[english]core01.babble99"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb01"	"<clr:255,201,4>Core 1: Oh, ik weet het! Ik weet het, ik weet het, ik weet het, ik weet het... zullen we de ruimte in gaan?"
"[english]core01.babbleb01"	"<clr:255,201,4>Core 1: Oh I know! I know I know I know I know I know - let's go to space!"
"core01.babbleb02"	"<clr:255,201,4>Core 1: Oooh! Oh! Hi hi hi hi hi. Waar gaan we naartoe? Waar gaan we naartoe? Hé, dame. Waar gaan we naartoe? Waar gaan we naartoe? Zullen we de ruimte in gaan?"
"[english]core01.babbleb02"	"<clr:255,201,4>Core 1: Oooh! Ooh! Hi hi hi hi hi. Where we going? Where we going? Hey. Lady. Where we going? Where we going? Let's go to space!"
"core01.babbleb03"	"<clr:255,201,4>Core 1: Dame. Ik hou van de ruimte. Ik weet het! Spellen? R... U... I... M...TE. De ruimte. De ruimte."
"[english]core01.babbleb03"	"<clr:255,201,4>Core 1: Lady. I love space. I know! Spell it! S P... AACE. Space. Space."
"core01.babbleb04"	"<clr:255,201,4>Core 1: Ik hou van de ruimte."
"[english]core01.babbleb04"	"<clr:255,201,4>Core 1: I love space."
"core01.babbleb05"	"<clr:255,201,4>Core 1: Hé, dame. Ik ben de beste. De beste in ruimtezaken."
"[english]core01.babbleb05"	"<clr:255,201,4>Core 1: Hey lady. Lady. I'm the best. I'm the best at space."
"core01.babbleb06"	"<clr:255,201,4>Core 1: Oh oh oh oh. Wacht, wacht. Wacht, ik weet het. Ik weet het. Ik weet het, wacht. De ruimte."
"[english]core01.babbleb06"	"<clr:255,201,4>Core 1: Oh oh oh oh. Wait wait. Wait I know. I know. I know wait. Space."
"core01.babbleb07"	"<clr:255,201,4>Core 1: Wacht, wacht, wacht, wacht. Ik weet het, ik weet het. Dame, wacht. Wacht. Ik weet het. Wacht. De ruimte."
"[english]core01.babbleb07"	"<clr:255,201,4>Core 1: Wait wait wait wait. I know I know I know. Lady wait. Wait. I know. Wait. Space."
"core01.babbleb08"	"<clr:255,201,4>Core 1: Ik moet de ruimte in."
"[english]core01.babbleb08"	"<clr:255,201,4>Core 1: Gotta go to space."
"core01.babbleb09"	"<clr:255,201,4>Core 1: Ik ga binnenkort de ruimte in."
"[english]core01.babbleb09"	"<clr:255,201,4>Core 1: Gonna be in space."
"core01.babbleb10"	"<clr:255,201,4>Core 1: Oh oh oh oh oh oh oh oh. Ik moet de ruimte in."
"[english]core01.babbleb10"	"<clr:255,201,4>Core 1: Oh oh oh ohohohoh oh. Gotta go to space."
"core01.babbleb11"	"<clr:255,201,4>Core 1: De ruimte. De ruimte. De ruimte. Kometen. Sterren. Melkwegstelsels. Orion."
"[english]core01.babbleb11"	"<clr:255,201,4>Core 1: Space. Space. Space. Space. Comets. Stars. Galaxies. Orion."
"core01.babbleb12"	"<clr:255,201,4>Core 1: Zijn we al in de ruimte? Waarom de vertraging? Ik moet de ruimte in. Ik moet de RUIMTE in."
"[english]core01.babbleb12"	"<clr:255,201,4>Core 1: Are we in space yet? What's the hold-up? Gotta go to space. Gotta go to SPACE."
"core01.babbleb13"	"<clr:255,201,4>Core 1: Ik moet de ruimte in."
"[english]core01.babbleb13"	"<clr:255,201,4>Core 1: Going to space."
"core01.babbleb14"	"<clr:255,201,4>Core 1: Ik ga. Ik ga de ruimte in."
"[english]core01.babbleb14"	"<clr:255,201,4>Core 1: Yeah, yeah, yeah, I'm going. Going to space."
"core01.babbleb15"	"<clr:255,201,4>Core 1: Ik hou van de ruimte. Ik moet de ruimte in."
"[english]core01.babbleb15"	"<clr:255,201,4>Core 1: Love space. Need to go to space."
"core01.babbleb16"	"<clr:255,201,4>Core 1: De ruimte, de ruimte, de ruimte. Ik ga. Ik ga erheen. Oké. Ik hou van je, lieve ruimte."
"[english]core01.babbleb16"	"<clr:255,201,4>Core 1: Space space space. Going. Going there. Okay. I love you, space."
"core01.babbleb17"	"<clr:255,201,4>Core 1: De ruimte."
"[english]core01.babbleb17"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb18"	"<clr:255,201,4>Core 1: Zo veel ruimte. Ik wil het allemaal zien."
"[english]core01.babbleb18"	"<clr:255,201,4>Core 1: So much space. Need to see it all."
"core01.babbleb19"	"<clr:255,201,4>Core 1: Je bent verder de ruimte in gegaan dan wie dan ook. [normale stem] Waarom ik, ruimte? [lage 'ruimtestem'] Omdat jij de beste bent. De beste in ruimtezaken."
"[english]core01.babbleb19"	"<clr:255,201,4>Core 1: You are the farthest ever in space. Why me, space? Because you are the best. I'm the best at space? Yes."
"core01.babbleb20"	"<clr:255,201,4>Core 1: Ruimterechtbank. Voor mensen die in de ruimte zijn. Rechter Zon zit voor. Tok. Schuldig. Aan een verblijf in de ruimte. Ik ben in de ruimte."
"[english]core01.babbleb20"	"<clr:255,201,4>Core 1: Space Court. For people in space. Judge space sun presiding. Bam. Guilty. Of being in space. I'm in space."
"core01.babbleb21"	"<clr:255,201,4>Core 1: Ga alsjeblieft de ruimte in."
"[english]core01.babbleb21"	"<clr:255,201,4>Core 1: Please go to space."
"core01.babbleb22"	"<clr:255,201,4>Core 1: De ruimte."
"[english]core01.babbleb22"	"<clr:255,201,4>Core 1: Space."
"core01.babbleb23"	"<clr:255,201,4>Core 1: Ik wil de ruimte in."
"[english]core01.babbleb23"	"<clr:255,201,4>Core 1: Wanna go to space."
"core01.babbleb24"	"<clr:255,201,4>Core 1: (opgewonden snikken)"
"[english]core01.babbleb24"	"<clr:255,201,4>Core 1: (excited gasps)"
"core01.babbleb25"	"<clr:255,201,4>Core 1: Ik moet de ruimte in. Ja. Ik moet de ruimte in."
"[english]core01.babbleb25"	"<clr:255,201,4>Core 1: Gotta go to space. Yeah. Gotta go to space."
"core01.babbleb26"	"<clr:255,201,4>Core 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. De ruimte!"
"[english]core01.babbleb26"	"<clr:255,201,4>Core 1: Hmmm. Hmmmmmm. Hmm. Hmmmmm. Space!"
"core01.babbleb30"	"<clr:255,201,4>Core 1: Hé, dame."
"[english]core01.babbleb30"	"<clr:255,201,4>Core 1: Hey lady."
"core01.babbleb31"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babbleb31"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb32"	"<clr:255,201,4>Core 1: Dame."
"[english]core01.babbleb32"	"<clr:255,201,4>Core 1: Lady."
"core01.babbleb33"	"<clr:255,201,4>Core 1: Hé, dame. Dame."
"[english]core01.babbleb33"	"<clr:255,201,4>Core 1: Hey lady. Lady."
"core01.babbleb34"	"<clr:255,201,4>Core 1: Hé."
"[english]core01.babbleb34"	"<clr:255,201,4>Core 1: Hey."
"core01.babbleb35"	"<clr:255,201,4>Core 1: Dame."
"[english]core01.babbleb35"	"<clr:255,201,4>Core 1: Lady."
"core01.space01"	"<clr:255,201,4>Core 1: Oh mijn god, oh mijn god, oh mijn god. Ik ben in de ruimte."
"[english]core01.space01"	"<clr:255,201,4>Core 1: Ohmygodohmygodohmygod! I'm in space!"
"core01.space02"	"<clr:255,201,4>Core 1: De ruimte? DE RUIMTE!"
"[english]core01.space02"	"<clr:255,201,4>Core 1: Space? SPACE!"
"core01.space03"	"<clr:255,201,4>Core 1: Ik ben in de ruimte."
"[english]core01.space03"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space04"	"<clr:255,201,4>Core 1: Ik ben in de ruimte."
"[english]core01.space04"	"<clr:255,201,4>Core 1: I'm in space."
"core01.space05"	"<clr:255,201,4>Core 1: Waar ben ik? Raad 'ns? Raad 'ns, raad 'ns. Ik ben in de ruimte."
"[english]core01.space05"	"<clr:255,201,4>Core 1: Where am I? Guess. Guess guess guess. I'm in space."
"core01.space06"	"<clr:255,201,4>Core 1: Ik zie een ster. En nog eentje. Ster. Ster, ster, ster. Ster."
"[english]core01.space06"	"<clr:255,201,4>Core 1: There's a star. There's another one. Star. Star star star. Star."
"core01.space07"	"<clr:255,201,4>Core 1: De ruimte begint me te vervelen."
"[english]core01.space07"	"<clr:255,201,4>Core 1: Getting bored of space."
"core01.space08"	"<clr:255,201,4>Core 1: Boem! Boem, boem, boem! Pak aan, ruimte."
"[english]core01.space08"	"<clr:255,201,4>Core 1: Bam! Bam bam bam! Take that, space."
"core01.space09"	"<clr:255,201,4>Core 1: Zijn we in de ruimte?"
"[english]core01.space09"	"<clr:255,201,4>Core 1: Are we in space?"
"core01.space10"	"<clr:255,201,4>Core 1: Zijn we er echt?"
"[english]core01.space10"	"<clr:255,201,4>Core 1: We are?"
"core01.space11"	"<clr:255,201,4>Core 1: Oh oh oh. Dit is de ruimte! Ik ben in de ruimte!"
"[english]core01.space11"	"<clr:255,201,4>Core 1: Oh oh oh. This is space! I'm in space!"
"core01.space12"	"<clr:255,201,4>Core 1: Het is gelukt, het is gelukt, het is gelukt. De ruimte!"
"[english]core01.space12"	"<clr:255,201,4>Core 1: We made it we made it we made it. Space!"
"core01.space13"	"<clr:255,201,4>Core 1: De aarde."
"[english]core01.space13"	"<clr:255,201,4>Core 1: Earth."
"core01.space14"	"<clr:255,201,4>Core 1: Ik wil naar de aarde."
"[english]core01.space14"	"<clr:255,201,4>Core 1: Wanna go to earth."
"core01.space15"	"<clr:255,201,4>Core 1: Ik wil naar de aarde, ik wil naar de aarde, ik wil naar de aarde. Ik wil naar de aarde."
"[english]core01.space15"	"<clr:255,201,4>Core 1: Wanna go to earth wanna go to earth wanna go to earth wanna go to earth. Wanna go to earth."
"core01.space16"	"<clr:255,201,4>Core 1: Ik wil naar huis."
"[english]core01.space16"	"<clr:255,201,4>Core 1: Wanna go home."
"core01.space17"	"<clr:255,201,4>Core 1: Ik wil naar huis, ik wil naar huis, ik wil naar huis, ik wil naar huis."
"[english]core01.space17"	"<clr:255,201,4>Core 1: Wanna go home wanna go home wanna go home wanna go home."
"core01.space18"	"<clr:255,201,4>Core 1: De aarde, de aarde, de aarde."
"[english]core01.space18"	"<clr:255,201,4>Core 1: Earth earth earth."
"core01.space19"	"<clr:255,201,4>Core 1: Ik hou niet van de ruimte. Ik hou niet van de ruimte."
"[english]core01.space19"	"<clr:255,201,4>Core 1: Don't like space. Don't like space."
"core01.space20"	"<clr:255,201,4>Core 1: De ruimte is te groot. Te groot. Ik wil naar huis. Ik wil naar de aarde."
"[english]core01.space20"	"<clr:255,201,4>Core 1: It's too big. Too big. Wanna go home. Wanna go to earth."
"core01.space21"	"<clr:255,201,4>Core 1: DE RUIMTEEEEE!"
"[english]core01.space21"	"<clr:255,201,4>Core 1: SPAAACCCCCE!"
"core01.space22"	"<clr:255,201,4>Core 1: DE RUUUUUIMTE!"
"[english]core01.space22"	"<clr:255,201,4>Core 1: SPAAACE!"
"core01.space23"	"<clr:255,201,4>Core 1: JIEEEEEHA!"
"[english]core01.space23"	"<clr:255,201,4>Core 1: YEEEHAAAAAW!"
"core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"[english]core01.space24"	"<clr:255,201,4>Core 1: Ah!"
"core02.attachedfact01"	"<clr:231,144,194>Core 3: Je bevindt je in een extreem gevaarlijke situatie."
"[english]core02.attachedfact01"	"<clr:231,144,194>Core 3: The situation you are in is very dangerous."
"core02.attachedfact02"	"<clr:231,144,194>Core 3: De kans dat je binnen vijf minuten dood bent, is zevenentachtig komma zes procent."
"[english]core02.attachedfact02"	"<clr:231,144,194>Core 3: The likelihood of you dying within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact03"	"<clr:231,144,194>Core 3: De kans dat je binnen vijf minuten gewelddadig om het leven komt, is zevenentachtig komma zes procent."
"[english]core02.attachedfact03"	"<clr:231,144,194>Core 3: The likelihood of you dying violently within the next five minutes is eighty-seven point six one percent."
"core02.attachedfact04"	"<clr:231,144,194>Core 3: Je staat op het punt mij dood te laten gaan."
"[english]core02.attachedfact04"	"<clr:231,144,194>Core 3: You are about to get me killed."
"core02.attachedfact05"	"<clr:231,144,194>Core 3: We zullen allebei doodgaan door jouw onachtzaamheid."
"[english]core02.attachedfact05"	"<clr:231,144,194>Core 3: We will both die because of your negligence."
"core02.attachedfact06"	"<clr:231,144,194>Core 3: Dit is een slecht plan. Het zal mislukken."
"[english]core02.attachedfact06"	"<clr:231,144,194>Core 3: This is a bad plan. You will fail."
"core02.attachedfact07"	"<clr:231,144,194>Core 3: Hij zal je waarschijnlijk doden, op een gewelddadige manier."
"[english]core02.attachedfact07"	"<clr:231,144,194>Core 3: He will most likely kill you, violently."
"core02.attachedfact08"	"<clr:231,144,194>Core 3: Hij zal je waarschijnlijk doden."
"[english]core02.attachedfact08"	"<clr:231,144,194>Core 3: He will most likely kill you."
"core02.attachedfact09"	"<clr:231,144,194>Core 3: Je zult spoedig dood zijn."
"[english]core02.attachedfact09"	"<clr:231,144,194>Core 3: You will be dead soon."
"core02.attachedfact10"	"<clr:231,144,194>Core 3: Deze situatie is uitzichtloos."
"[english]core02.attachedfact10"	"<clr:231,144,194>Core 3: This situation is hopeless."
"core02.attachedfact11"	"<clr:231,144,194>Core 3: Je zult sterven in deze kamer."
"[english]core02.attachedfact11"	"<clr:231,144,194>Core 3: You are going to die in this room."
"core02.attachedfact12"	"<clr:231,144,194>Core 3: Er mogen wel wat kilootjes af."
"[english]core02.attachedfact12"	"<clr:231,144,194>Core 3: You could stand to lose a few pounds."
"core02.attachedfact13"	"<clr:231,144,194>Core 3: De Feitensfeer is de meest intelligente sfeer."
"[english]core02.attachedfact13"	"<clr:231,144,194>Core 3: The Fact Sphere is the most intelligent sphere."
"core02.attachedfact14"	"<clr:231,144,194>Core 3: De Feitensfeer is de knapste sfeer."
"[english]core02.attachedfact14"	"<clr:231,144,194>Core 3: The Fact Sphere is the most handsome sphere."
"core02.attachedfact15"	"<clr:231,144,194>Core 3: De Feitensfeer is ongelooflijk aantrekkelijk."
"[english]core02.attachedfact15"	"<clr:231,144,194>Core 3: The Fact Sphere is incredibly handsome."
"core02.attachedfact16"	"<clr:231,144,194>Core 3: De Feitensfeer heeft altijd gelijk."
"[english]core02.attachedfact16"	"<clr:231,144,194>Core 3: The Fact Sphere is always right."
"core02.attachedfact17"	"<clr:231,144,194>Core 3: De Avonturensfeer is een opschepper en een lafaard."
"[english]core02.attachedfact17"	"<clr:231,144,194>Core 3: The Adventure Sphere is a blowhard and a coward."
"core02.attachedfact18"	"<clr:231,144,194>Core 3: De Ruimtesfeer zal nooit de ruimte in gaan."
"[english]core02.attachedfact18"	"<clr:231,144,194>Core 3: The Space Sphere will never go to space."
"core02.attachedfact19"	"<clr:231,144,194>Core 3: Jij zult nooit de ruimte in gaan."
"[english]core02.attachedfact19"	"<clr:231,144,194>Core 3: You will never go into space."
"core02.attachedfact20"	"<clr:231,144,194>Core 3: Feit: de ruimte bestaat niet."
"[english]core02.attachedfact20"	"<clr:231,144,194>Core 3: Fact: Space does not exist."
"core02.attachedfact21"	"<clr:231,144,194>Core 3: Sferen die per se de ruimte in willen, zijn inferieur aan sferen die dat niet willen."
"[english]core02.attachedfact21"	"<clr:231,144,194>Core 3: Spheres that insist on going into space are inferior to spheres that don't."
"core02.attachedfact22"	"<clr:231,144,194>Core 3: De Feitensfeer heeft een goed karakter en nuttige inzichten."
"[english]core02.attachedfact22"	"<clr:231,144,194>Core 3: The Fact Sphere is a good person, whose insights are relevant."
"core02.attachedfact23"	"<clr:231,144,194>Core 3: De Feitensfeer is een goede sfeer en heeft veel vrienden."
"[english]core02.attachedfact23"	"<clr:231,144,194>Core 3: The Fact Sphere is a good sphere, with many friends."
"core02.attachedfact24"	"<clr:231,144,194>Core 3: Degene die deze strijd wint, is overduidelijk superieur en wint de steun van de Feitensfeer."
"[english]core02.attachedfact24"	"<clr:231,144,194>Core 3: Whoever wins this battle is clearly superior, and will earn the allegiance of the Fact Sphere."
"core02.attachedfact25"	"<clr:231,144,194>Core 3: De Feitensfeer is niet defect. De feiten kloppen volledig en zijn zeer interessant."
"[english]core02.attachedfact25"	"<clr:231,144,194>Core 3: The Fact Sphere is not defective. Its facts are wholly accurate and very interesting."
"core02.attachedfact26"	"<clr:231,144,194>Core 3: Twaalf. Twaalf. Twaalf. Twaalf. Twaalf. Twaalf. Twaalf. Twaalf. Twaalf. Twaalf."
"[english]core02.attachedfact26"	"<clr:231,144,194>Core 3: Twelve. Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve.   Twelve."
"core02.attachedfact27"	"<clr:231,144,194>Core 3: Pennen. Pennen. Pennen. Pennen. Pennen. Pennen."
"[english]core02.attachedfact27"	"<clr:231,144,194>Core 3: Pens. Pens. Pens. Pens. Pens. Pens. Pens."
"core02.attachedfact28"	"<clr:231,144,194>Core 3: Appels. Sinaasappels. Peren. Pruimen. Kumquats. Mandarijnen. Citroenen. Limoenen. Avocado. Tomaat. Banaan. Papaja. Guave."
"[english]core02.attachedfact28"	"<clr:231,144,194>Core 3: Apples. Oranges. Pears. Plums. Kumquats. Tangerines. Lemons. Limes. Avocado. Tomato. Banana. Papaya. Guava."
"core02.attachedfact29"	"<clr:231,144,194>Core 3: Fout. Fout. Fout. Bestand niet gevonden."
"[english]core02.attachedfact29"	"<clr:231,144,194>Core 3: Error. Error. Error. File not found."
"core02.attachedfact30"	"<clr:231,144,194>Core 3: Fout. Fout. Fout. Feit niet gevonden."
"[english]core02.attachedfact30"	"<clr:231,144,194>Core 3: Error. Error. Error. Fact not found."
"core02.attachedfact31"	"<clr:231,144,194>Core 3: Feit niet gevonden."
"[english]core02.attachedfact31"	"<clr:231,144,194>Core 3: Fact not found."
"core02.attachedfact32"	"<clr:231,144,194>Core 3: 25% is beschadigd."
"[english]core02.attachedfact32"	"<clr:231,144,194>Core 3: Corruption at 25%"
"core02.attachedfact33"	"<clr:231,144,194>Core 3: 25% is beschadigd."
"[english]core02.attachedfact33"	"<clr:231,144,194>Core 3: Corruption at 50%"
"core02.attachedfact34"	"<clr:231,144,194>Core 3: 20% is beschadigd. Ratten kunnen niet overgeven."
"[english]core02.attachedfact34"	"<clr:231,144,194>Core 3: Warning, sphere corruption at twenty-- rats cannot throw up."
"core02.fact01"	"<clr:231,144,194>Core 3: Flossdraad heeft een uitstekende treksterkte."
"[english]core02.fact01"	"<clr:231,144,194>Core 3: Dental floss has superb tensile strength."
"core02.fact02"	"<clr:231,144,194>Core 3: De vierkantswortel van touw is draadje."
"[english]core02.fact02"	"<clr:231,144,194>Core 3: The square root of rope is string."
"core02.fact03"	"<clr:231,144,194>Core 3: Hoewel een onderzeeër in alle opzichten veel beter is dan een boot, gebruikt 97% van de mensen nog steeds een boot als aquatisch transportmiddel."
"[english]core02.fact03"	"<clr:231,144,194>Core 3: While the submarine is vastly superior to the boat in every way, over 97% of people still use boats for aquatic transportation."
"core02.fact04"	"<clr:231,144,194>Core 3: Van mobiele telefoons krijg je geen kanker. Alleen hepatitis."
"[english]core02.fact04"	"<clr:231,144,194>Core 3: Cellular phones will not give you cancer. Only hepatitis."
"core02.fact05"	"<clr:231,144,194>Core 3: De broek is uitgevonden in de zestiende eeuw door matrozen die bang waren voor Poseidons razernij. Naar het schijnt ontstak de zeegod in blinde woede als hij een naakte matroos zag."
"[english]core02.fact05"	"<clr:231,144,194>Core 3: Pants were invented by sailors in the sixteenth century to avoid Poseidon's wrath. It was believed that the sight of naked sailors angered the sea god."
"core02.fact06"	"<clr:231,144,194>Core 3: Het atoomgewicht van Germanium is zeven twee komma zes vier."
"[english]core02.fact06"	"<clr:231,144,194>Core 3: The atomic weight of Germanium is seven two point six four."
"core02.fact07"	"<clr:231,144,194>Core 3: 89% van alle goocheltrucs heeft niets te maken met toveren. Technisch gesproken is het hekserij."
"[english]core02.fact07"	"<clr:231,144,194>Core 3: 89% of magic tricks are not magic. Technically, they are sorcery."
"core02.fact08"	"<clr:231,144,194>Core 3: Het oog van een struisvogel is groter dan zijn brein."
"[english]core02.fact08"	"<clr:231,144,194>Core 3: An ostrich's eye is bigger than its brain."
"core02.fact09"	"<clr:231,144,194>Core 3: Volgens de Griekse mythologie vond Daedalus vleugels uit om mee te vliegen, zodat hij kon ontsnappen aan een groep plagerige Minotaurussen."
"[english]core02.fact09"	"<clr:231,144,194>Core 3: In Greek myth, the craftsman Daedalus invented human flight so a group of Minotaurs would stop teasing him about it."
