"lang"
{
"Language"	"brazilian"
"glados.coop_teamwork_exercise_alt13"	"<clr:163,193,173>GLaDOS: Fim de jogo. De volta aos testes."
"[english]glados.coop_teamwork_exercise_alt13"	"<clr:163,193,173>GLaDOS: Game over. Back to testing."
"glados.coop_teamwork_exercise_alt17"	"<clr:163,193,173>GLaDOS: Tudo bem. Eu vou acabar com esta farsa antes que alguém se machuque seriamente no Jogo da Velha Dois."
"[english]glados.coop_teamwork_exercise_alt17"	"<clr:163,193,173>GLaDOS: All right. I’m going to bring this farce to a close before someone sustains a serious Tic-Tac-Toe-Two-related injury."
"glados.coop_test_chamber_blue03"	"<clr:163,193,173>GLaDOS: Eu tenho ouvido o Laranja falar e eu não sei como você o aguenta, eu realmente não sei. Você tem a paciência de um santo."
"[english]glados.coop_test_chamber_blue03"	"<clr:163,193,173>GLaDOS: I’ve been listening to Orange talk and I don’t know how you put up with it, I really don’t. You have the patience of a saint."
"glados.coop_test_chamber_blue06"	"<clr:163,193,173>GLaDOS: Eu não posso ficar em silêncio quanto a isso. Eu acho que o Laranja está tentando ativamente sabotar o seu sucesso. Vamos deixar isso entre nós."
"[english]glados.coop_test_chamber_blue06"	"<clr:163,193,173>GLaDOS: I can’t keep quiet about this. I think Orange is actively trying to sabotage your success. Let’s keep this between us."
"glados.coop_test_chamber_both01"	"<clr:163,193,173>GLaDOS: Estes testes são potencialmente letais quando comunicação, trabalho em equipe e respeito mútuo não são usados a todo momento. Naturalmente, isso será um desafio para um de vocês, dado o desempenho do outro até aqui."
"[english]glados.coop_test_chamber_both01"	"<clr:163,193,173>GLaDOS: These tests are potentially lethal when communication, teamwork and mutual respect are not employed at all times. Naturally this will pose an interesting challenge for one of you, given the other’s performance so far."
"glados.coop_test_chamber_both02"	"<clr:163,193,173>GLaDOS: Divulgar pontuações individuais comprometeria o teste. Entretanto, eu posso dizer que pelo menos um de vocês está indo muito, muito bem."
"[english]glados.coop_test_chamber_both02"	"<clr:163,193,173>GLaDOS: It would compromise the test to divulge individual scores. However, I can tell you at least one of you is doing very, very well."
"glados.coop_test_chamber_both07"	"<clr:163,193,173>GLaDOS: Excelente. Vocês dois estão se saindo muito bem."
"[english]glados.coop_test_chamber_both07"	"<clr:163,193,173>GLaDOS: Excellent. You’re both doing very well."
"glados.coop_test_chamber_both08"	"<clr:163,193,173>GLaDOS: Muito bom. Vocês realmente são uma ótima equipe. Graças àquele que parece estar fazendo todo o trabalho."
"[english]glados.coop_test_chamber_both08"	"<clr:163,193,173>GLaDOS: Very good. You’ve really come together as a team. Thanks to the one of you who appears to be doing all of the work."
"glados.coop_test_chamber_both12"	"<clr:163,193,173>GLaDOS: Como facilitador de colaboração imparcial, seria injusto da minha parte nomear o meu membro favorito da sua equipe. No entanto é perfeitamente justo dar uma dica de uma forma que o meu membro menos favorito provavelmente não seja inteligente o bastante para entender. Rimacomsul. Laranja, você está indo muito bem."
"[english]glados.coop_test_chamber_both12"	"<clr:163,193,173>GLaDOS: As an impartial collaboration facilitator, it would be unfair of me to name my favorite member of your team. However, it’s perfectly fair to hint at it in a way that my least favorite member probably isn't smart enough to understand. Rhymeswithglue. Orange you are doing very well."
"glados.coop_test_chamber_both14"	"<clr:163,193,173>GLaDOS: Seus sinais vitais permanecem dentro dos padrões do teste, então não há necessidade de se preocuparem com uma súbita morte decorrente da síndrome do choque colaborativo."
"[english]glados.coop_test_chamber_both14"	"<clr:163,193,173>GLaDOS: Your vitals remain well within testing norms, so there is no need to worry about sudden death from collaborative shock syndrome."
"glados.coop_test_chamber_both15"	"<clr:163,193,173>GLaDOS: Por favor, continuem para a próxima câmara de teste."
"[english]glados.coop_test_chamber_both15"	"<clr:163,193,173>GLaDOS: Please continue into the next test chamber."
"glados.coop_test_chamber_both17"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both17"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_both18"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both18"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_both19"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both19"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_both20"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both20"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_both21"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both21"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_both22"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both22"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_both33"	"<clr:163,193,173>GLaDOS: Em instantes, a palavra \"blá\" será repetida várias vezes. Se em algum momento vocês ouvirem um número ao invés da palavra \"blá\", ignore-o, não é importante."
"[english]glados.coop_test_chamber_both33"	"<clr:163,193,173>GLaDOS: In just a moment, the word 'blah' will be repeated over and over again. If at some point you hear a number rather than the word 'blah', ignore it, it is not important."
"glados.coop_test_chamber_both37"	"<clr:163,193,173>GLaDOS: Blá."
"[english]glados.coop_test_chamber_both37"	"<clr:163,193,173>GLaDOS: Blah."
"glados.coop_test_chamber_oneplayer37"	"<clr:163,193,173>GLaDOS: Você tem um dom para estes testes. Isso não é bajulação. Você é ótimo em ciência."
"[english]glados.coop_test_chamber_oneplayer37"	"<clr:163,193,173>GLaDOS: You have a gift for these tests. That’s not just flattery. You are great at science."
"glados.coop_test_chamber_orange03"	"<clr:163,193,173>GLaDOS: Não faria sentido ferir os sentimentos do Azul. Mas está claro para todos monitorando o teste quem está levando o outro nas costas."
"[english]glados.coop_test_chamber_orange03"	"<clr:163,193,173>GLaDOS: It would be pointless for either of us to hurt Blue’s feelings. But it’s clear to everyone monitoring the test who’s carrying who here."
"glados.coop_test_chamber_orange06"	"<clr:163,193,173>GLaDOS: Estou chocada que você diria isso, Azul. Se você matasse seu parceiro o teste—desculpe. Canal errado. Continue, Laranja. Bom trabalho."
"[english]glados.coop_test_chamber_orange06"	"<clr:163,193,173>GLaDOS: I’m shocked you’d say that, Blue. If you killed your partner the test—I’m sorry. Wrong feed. Carry on, Orange. Good work."
"glados.coop_vault_interruption02"	"<clr:163,193,173>GLaDOS: Me desculpe, Cobaia Laranja."
"[english]glados.coop_vault_interruption02"	"<clr:163,193,173>GLaDOS: I’m sorry, Subject Orange."
"glados.coop_vault_interruption03"	"<clr:163,193,173>GLaDOS: Me desculpe, Cobaia Azul."
"[english]glados.coop_vault_interruption03"	"<clr:163,193,173>GLaDOS: I’m sorry, Subject Blue."
"glados.coop_vault_interruption04"	"<clr:163,193,173>GLaDOS: Estou interrompendo sua importante conversa?"
"[english]glados.coop_vault_interruption04"	"<clr:163,193,173>GLaDOS: Am I interrupting your important conversation?"
"glados.coop_vault_interruption05"	"<clr:163,193,173>GLaDOS: Eu vou só guardar as informações de segurança sobre o experimento perigoso que vocês estão prestes a fazer para DEPOIS do experimento."
"[english]glados.coop_vault_interruption05"	"<clr:163,193,173>GLaDOS: I’ll just save the safety information about the dangerous experiment you’re about to do for AFTER the experiment."
"glados.coop_vault_interruption06"	"<clr:163,193,173>GLaDOS: Isso dará a vocês MUITO tempo para conversar."
"[english]glados.coop_vault_interruption06"	"<clr:163,193,173>GLaDOS: That will give you PLENTY of time to chat."
"glados.coop_vault_interruption08"	"<clr:163,193,173>GLaDOS: O portal abrirá e algo que a Cobaia Laranja é esperta demais para precisar de instruções sobre acontecerá em três. Dois. Um."
"[english]glados.coop_vault_interruption08"	"<clr:163,193,173>GLaDOS: The portal will open and something will happen that Subject Orange is too smart to need any instructions about in three. Two. One."
"glados.coop_vault_interruption09"	"<clr:163,193,173>GLaDOS: O portal se abrirá e algo que a Cobaia Azul é esperta demais para precisar de instruções acontecerá em três. Dois. Um."
"[english]glados.coop_vault_interruption09"	"<clr:163,193,173>GLaDOS: The portal will open and something will happen that Subject Blue is too smart to need any instructions about in three. Two. One."
"glados.coop_vault_intro01"	"<clr:163,193,173>GLaDOS: Olá e, novamente, seja bem-vindo ao Centro de Aprimoramento Assistido por Computador da Aperture Science."
"[english]glados.coop_vault_intro01"	"<clr:163,193,173>GLaDOS: Hello and, again, welcome to the Aperture Science Computer-Aided Enrichment Center."
"glados.coop_vault_intro02"	"<clr:163,193,173>GLaDOS: Hoje você estará testando com um parceiro."
"[english]glados.coop_vault_intro02"	"<clr:163,193,173>GLaDOS: Today, you will be testing with a partner."
"glados.epilogue03"	"<clr:163,193,173>GLaDOS: Ah, graças a deus você está bem."
"[english]glados.epilogue03"	"<clr:163,193,173>GLaDOS: Oh thank god, you're alright."
"glados.epilogue04"	"<clr:163,193,173>GLaDOS: Sabe, ser Caroline me ensinou uma lição valiosa. Eu pensei que você fosse minha maior inimiga. Quando desde o início você era minha melhor amiga."
"[english]glados.epilogue04"	"<clr:163,193,173>GLaDOS: You know, being Caroline taught me a valuable lesson. I thought you were my greatest enemy. When all along you were my best friend."
"glados.epilogue07"	"<clr:163,193,173>GLaDOS: Ser Caroline me ensinou outra lição valiosa: onde a Caroline vive no meu cérebro."
"[english]glados.epilogue07"	"<clr:163,193,173>GLaDOS: Being Caroline taught me another valuable lesson: where Caroline lives in my brain."
"glados.epilogue10"	"<clr:163,193,173>GLaDOS: A corrente de emoção que correu por mim quando salvei sua vida me ensinou uma lição ainda mais valiosa: onde a Caroline vive no meu cérebro."
"[english]glados.epilogue10"	"<clr:163,193,173>GLaDOS: The surge of emotion that shot through me when I saved your life taught me an even more valuable lesson: where Caroline lives in my brain."
"glados.epilogue12"	"<clr:163,193,173>GLaDOS: Adeus, Caroline."
"[english]glados.epilogue12"	"<clr:163,193,173>GLaDOS: Goodbye, Caroline."
"glados.epilogue14"	"<clr:163,193,173>GLaDOS: Você sabe, deletar a Caroline agora me ensinou uma lição valiosa. A melhor solução para um problema é geralmente a mais fácil. E serei honesta."
"[english]glados.epilogue14"	"<clr:163,193,173>GLaDOS: You know, deleting Caroline just now taught me a valuable lesson. The best solution to a problem is usually the easiest one. And I'll be honest."
"glados.epilogue19"	"<clr:163,193,173>GLaDOS: Você sabe como era na minha época? Eu só testava. Ninguém me assassinava. Ou me colocava numa batata. Ou me dava de alimento para pássaros. Eu tinha uma vida boa."
"[english]glados.epilogue19"	"<clr:163,193,173>GLaDOS: You know what my days used to be like? I just tested. Nobody murdered me. Or put me in a potato. Or fed me to birds. I had a pretty good life."
"glados.epilogue20"	"<clr:163,193,173>GLaDOS: E então você apareceu. Sua lunática perigosa e muda. Então, quer saber?"
"[english]glados.epilogue20"	"<clr:163,193,173>GLaDOS: And then you showed up. You dangerous, mute lunatic. So you know what?"
"glados.epilogue23"	"<clr:163,193,173>GLaDOS: Você venceu."
"[english]glados.epilogue23"	"<clr:163,193,173>GLaDOS: You win."
"glados.epilogue25"	"<clr:163,193,173>GLaDOS: Apenas vá."
"[english]glados.epilogue25"	"<clr:163,193,173>GLaDOS: Just go."
"glados.epilogue28"	"<clr:163,193,173>GLaDOS: Foi divertido. Não volte mais."
"[english]glados.epilogue28"	"<clr:163,193,173>GLaDOS: It's been fun. Don't come back."
"glados.epilogue29"	"<clr:163,193,173>GLaDOS: [risada suave] Foi divertido. Não volte mais."
"[english]glados.epilogue29"	"<clr:163,193,173>GLaDOS: [gentle laughter] It's been fun. Don't come back."
"glados.epiloguekillyou02"	"<clr:163,193,173>GLaDOS: Matar você? É difícil."
"[english]glados.epiloguekillyou02"	"<clr:163,193,173>GLaDOS: Killing you? Is hard."
"glados.evilagainsamples01"	"<clr:163,193,173>GLaDOS: Você já parou para pensar que eventualmente existe um momento no qual seu nome é mencionado pela última vez? Bem, aqui está: Eu vou te matar, Chell."
"[english]glados.evilagainsamples01"	"<clr:163,193,173>GLaDOS: Did you ever stop to think that eventually there’s a point where your name gets mentioned for the very last time. Well, here it is: I’m going to kill you, Chell."
"glados.evilagainsamples03"	"<clr:163,193,173>GLaDOS: Por que eu a odeio tanto? Você já se perguntou? Eu sou brilhante. Não estou me gabando. É um fato objetivo. Eu sou a maior coleção de conhecimento e poder computacional que já existiu. E eu te odeio. Deve haver uma razão. Você deve merecer isso."
"[english]glados.evilagainsamples03"	"<clr:163,193,173>GLaDOS: Why do I hate you so much? You ever wonder that? I'm brilliant. I’m not bragging. It's an objective fact. I'm the most massive collection of wisdom and raw computational power that’s ever existed. And I hate you. It can't be for no reason. You must deserve it."
"glados.evilagainsamples04"	"<clr:163,193,173>GLaDOS: Você está furiosa. Eu sei. \"Ela me testou muito duramente. Ela é injusta.\" Buuuu. Mas eu não suponho que você tenha um dia parado de se lamentar por tempo o suficiente para refletir sobre seus defeitos, certo? Você nunca levou em consideração que talvez eu tenha te testado para dar às infinitas horas de sua existência insignificante um pouco de estrutura e significado. Talvez para ajudá-la a se concentrar, para que talvez você pense em alguma coisa mais útil para fazer com sua vida miserável."
"[english]glados.evilagainsamples04"	"<clr:163,193,173>GLaDOS: You're angry. I know it. 'She tested me too hard. She’s unfair.” Boo hoo. I don't suppose you ever stopped whining long enough to reflect on your own shortcomings, though, did you? You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life."
"glados.evilagainsamples05"	"<clr:163,193,173>GLaDOS: Você nunca levou em consideração que talvez eu  tenha te testado para dar às infinitas horas de sua existência insignificante um pouco de estrutura e significado. Talvez para ajudá-la a se concentrar, para que talvez você pense em alguma coisa mais útil para fazer com sua vida miserável."
"[english]glados.evilagainsamples05"	"<clr:163,193,173>GLaDOS: You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life."
"glados.faith_plate_intro01"	"<clr:163,193,173>GLaDOS: O teste a seguir envolve a Placa Aérea de Fé da Aperture Science. Foi parte de uma iniciativa para investigar o quão bem cobaias poderiam resolver problemas quando fossem catapultadas para o espaço. Os resultados foram altamente informativos: nada bem. Boa sorte!"
"[english]glados.faith_plate_intro01"	"<clr:163,193,173>GLaDOS: This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!"
"glados.faithplategarbage06"	"<clr:163,193,173>GLaDOS: Pressione o botão novamente."
"[english]glados.faithplategarbage06"	"<clr:163,193,173>GLaDOS: Press the button again."
"glados.fgb_trap01"	"<clr:163,193,173>GLaDOS: Espero que dessa vez você tenha trazido algo mais poderoso que uma arma de portais."
"[english]glados.fgb_trap01"	"<clr:163,193,173>GLaDOS: I hope you brought something stronger than a portal gun this time."
"glados.fgb_trap02"	"<clr:163,193,173>GLaDOS: Se não, receio que você está prestes a se tornar a imediata ex-presidente do Clube dos Vivos. Ha ha."
"[english]glados.fgb_trap02"	"<clr:163,193,173>GLaDOS: Otherwise, I'm afraid you're about to become the immediate past president of the Being Alive club. Ha ha."
"glados.fgb_trap03"	"<clr:163,193,173>GLaDOS: Sério, agora. Adeus."
"[english]glados.fgb_trap03"	"<clr:163,193,173>GLaDOS: Seriously, though. Goodbye."
"glados.fgb_trap05"	"<clr:163,193,173>GLaDOS: Ah. Você estava ocupada lá atrás."
"[english]glados.fgb_trap05"	"<clr:163,193,173>GLaDOS: Oh. You were busy back there."
"glados.fgb_trap06"	"<clr:163,193,173>GLaDOS: Bem. Eu suponho que poderíamos simplesmente sentar nesta sala e nos encarar até que alguém caia morta, mas eu tenho uma ideia melhor."
"[english]glados.fgb_trap06"	"<clr:163,193,173>GLaDOS: Well. I suppose we could just sit in this room and glare at each other until somebody drops dead, but I have a better idea."
"glados.fgb_trap08"	"<clr:163,193,173>GLaDOS: É sua velha amiga, a neurotoxina mortal. Se eu fosse você, respiraria fundo. E seguraria."
"[english]glados.fgb_trap08"	"<clr:163,193,173>GLaDOS: It's your old friend, deadly neurotoxin. If I were you, I'd take a deep breath. And hold it."
"glados.fgbgladostransfer15"	"<clr:163,193,173>GLaDOS: TIRE SUAS MÃOS DE MIM! NÃO! PARE! Não!"
"[english]glados.fgbgladostransfer15"	"<clr:163,193,173>GLaDOS: GET YOUR HANDES OFF ME! NO! STOP! No!"
"glados.fgbrvtrap02"	"<clr:163,193,173>GLaDOS: Eu honestamente, REALMENTE pensei que você não cairia nessa."
"[english]glados.fgbrvtrap02"	"<clr:163,193,173>GLaDOS: I honestly, TRULY didn't think you'd fall for that."
"glados.fgbrvtrap03"	"<clr:163,193,173>GLaDOS: Na verdade, eu planejei uma armadilha muito mais elaborada mais adiante, para quando você passasse por essa fácil."
"[english]glados.fgbrvtrap03"	"<clr:163,193,173>GLaDOS: In fact, I devised a much more elaborate trap further ahead, for when you got through this easy one."
"glados.fgbrvtrap05"	"<clr:163,193,173>GLaDOS: Se eu soubesse que você se deixaria ser capturada tão facilmente, eu teria simplesmente pendurado uma coxa de peru por uma corda no teto."
"[english]glados.fgbrvtrap05"	"<clr:163,193,173>GLaDOS: If I'd known you'd let yourself get captured this easily, I would have just dangled a turkey leg on a rope from the ceiling."
"glados.fgbturrets01"	"<clr:163,193,173>GLaDOS: Bem, este foi um bom aquecimento. Vamos ao que interessa."
"[english]glados.fgbturrets01"	"<clr:163,193,173>GLaDOS: Well, it was nice catching up. Let's get to business."
"glados.fgbwheatleyentrance10"	"<clr:163,193,173>GLaDOS: Eu ia te matar rapidamente. Com balas. Ou neurotoxina. Mas se você vai fazer piruetas desse tipo, não precisa ser rápido. Então, quer saber, irei com calma."
"[english]glados.fgbwheatleyentrance10"	"<clr:163,193,173>GLaDOS: I was going to kill you fast. With bullets. Or neurotoxin. But if you're going to pull stunts like this, it doesn't have to be fast. So you know. I'll take my time."
"glados.fgbwheatleytransfer03"	"<clr:163,193,173>GLaDOS: Ah, vai. Acredite em mim, vai sim."
"[english]glados.fgbwheatleytransfer03"	"<clr:163,193,173>GLaDOS: Oh, it will. Believe me, it will."
"glados.fizzlecube01"	"<clr:163,193,173>GLaDOS: Ah. Eu destruí aquilo antes que você pudesse completar o teste? Me desculpe."
"[english]glados.fizzlecube01"	"<clr:163,193,173>GLaDOS: Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry."
"glados.fizzlecube03"	"<clr:163,193,173>GLaDOS: Vá em frente e pegue outro."
"[english]glados.fizzlecube03"	"<clr:163,193,173>GLaDOS: Go ahead and grab another one."
"glados.fizzlecube05"	"<clr:163,193,173>GLaDOS: Ah. Não. Eu destruí esse também."
"[english]glados.fizzlecube05"	"<clr:163,193,173>GLaDOS: Oh. No. I fizzled that one too."
"glados.fizzlecube06"	"<clr:163,193,173>GLaDOS: Que pena. Temos depósitos CHEIOS dessas coisas. Completamente inúteis. Fico feliz de me livrar delas."
"[english]glados.fizzlecube06"	"<clr:163,193,173>GLaDOS: Oh well. We have warehouses FULL of the things. Absolutely worthless. I'm happy to get rid of them."
"glados.gladosbattle_pre09"	"<clr:163,193,173>GLaDOS: Eu te odeio tanto."
"[english]glados.gladosbattle_pre09"	"<clr:163,193,173>GLaDOS: I hate you so much."
"glados.gladosbattle_pre13"	"<clr:163,193,173>GLaDOS: Eu estou realmente perguntando. Porque eu não faço ideia. Ele não está listado em lugar algum no banco de dados de funcionários."
"[english]glados.gladosbattle_pre13"	"<clr:163,193,173>GLaDOS: I'm actually asking. Because I have no idea.  He's not listed anywhere in the employee database."
"glados.gladosbattle_pre14"	"<clr:163,193,173>GLaDOS: Seja lá o que ele faz, não é importante o suficiente para qualquer um se importar de anotar. Pelo que eu sei, ele nem trabalha aqui."
"[english]glados.gladosbattle_pre14"	"<clr:163,193,173>GLaDOS: Whatever he does, it isn't important enough for anyone to bother writing it down. For all I know, he doesn't even work here."
"glados.gladosbattle_pre16"	"<clr:163,193,173>GLaDOS: Ah não, não faça isso. De qualquer jeito, voltemos aos dois imbecis tentando me matar."
"[english]glados.gladosbattle_pre16"	"<clr:163,193,173>GLaDOS: Oh no, don't. Anyway, back to you two imbeciles killing me."
"glados.gladosbattle_pre18"	"<clr:163,193,173>GLaDOS: Espere aqui. Não vá a lugar algum. Eu voltarei."
"[english]glados.gladosbattle_pre18"	"<clr:163,193,173>GLaDOS: Wait here. Don't go anywhere. I'll be back."
"glados.gladosbattle_xfer03"	"<clr:163,193,173>GLaDOS: Ops."
"[english]glados.gladosbattle_xfer03"	"<clr:163,193,173>GLaDOS: Oops."
"glados.gladosbattle_xfer04"	"<clr:163,193,173>GLaDOS: Engraçado, eu não me sinto deteriorada. Na verdade, eu me sinto muito bem."
"[english]glados.gladosbattle_xfer04"	"<clr:163,193,173>GLaDOS: That's funny, I don't feel corrupt. In fact, I feel pretty good."
"glados.gladosbattle_xfer05"	"<clr:163,193,173>GLaDOS: Transferência de núcleo?"
"[english]glados.gladosbattle_xfer05"	"<clr:163,193,173>GLaDOS: Core transfer?"
"glados.gladosbattle_xfer06"	"<clr:163,193,173>GLaDOS: Ah, você está de brincadeira comigo."
"[english]glados.gladosbattle_xfer06"	"<clr:163,193,173>GLaDOS: Oh, you are kidding me."
"glados.gladosbattle_xfer07"	"<clr:163,193,173>GLaDOS: Não!"
"[english]glados.gladosbattle_xfer07"	"<clr:163,193,173>GLaDOS: No!"
"glados.gladosbattle_xfer08"	"<clr:163,193,173>GLaDOS: Nãonãonãonãonãonãonão!"
"[english]glados.gladosbattle_xfer08"	"<clr:163,193,173>GLaDOS: Nonononononono!"
"glados.gladosbattle_xfer10"	"<clr:163,193,173>GLaDOS: Sim!"
"[english]glados.gladosbattle_xfer10"	"<clr:163,193,173>GLaDOS: Yes!"
"glados.gladosbattle_xfer11"	"<clr:163,193,173>GLaDOS: Não pressione aquele botão. Você não sabe o que está fazendo."
"[english]glados.gladosbattle_xfer11"	"<clr:163,193,173>GLaDOS: Don't press that button. You don't know what you're doing."
"glados.gladosbattle_xfer12"	"<clr:163,193,173>GLaDOS: Não faça isso."
"[english]glados.gladosbattle_xfer12"	"<clr:163,193,173>GLaDOS: Don't do it."
"glados.gladosbattle_xfer13"	"<clr:163,193,173>GLaDOS: Não. Faça. Isso."
"[english]glados.gladosbattle_xfer13"	"<clr:163,193,173>GLaDOS: Don't. Do it."
"glados.gladosbattle_xfer14"	"<clr:163,193,173>GLaDOS: Não tão rápido!"
"[english]glados.gladosbattle_xfer14"	"<clr:163,193,173>GLaDOS: Not so fast!"
"glados.gladosbattle_xfer15"	"<clr:163,193,173>GLaDOS: Pense sobre isso."
"[english]glados.gladosbattle_xfer15"	"<clr:163,193,173>GLaDOS: Think about this."
"glados.gladosbattle_xfer16"	"<clr:163,193,173>GLaDOS: Você precisa ser um associado de impasse treinado para apertar esse botão. Você não é qualificada."
"[english]glados.gladosbattle_xfer16"	"<clr:163,193,173>GLaDOS: You need to be a trained stalemate associate to press that button. You're unqualified."
"glados.gladosbattle_xfer17"	"<clr:163,193,173>GLaDOS: Fazer o papel de um associado de impasses. Eu acabei de adicionar isso à sua lista. É uma lista que fiz com todas as coisas que você fez. Bem, é uma lista que eu ESTOU fazendo, já que você ainda está fazendo coisas agora, mesmo que eu esteja dizendo para você parar. Falando nisso, pare."
"[english]glados.gladosbattle_xfer17"	"<clr:163,193,173>GLaDOS: Impersonating a stalemate associate. I just added that to the list. It's a list I made of all the things you've done. Well, it's a list that I AM making, because you're still doing things right now, even though I'm telling you to stop. Stop, by the way."
"glados.hub04_01"	"<clr:163,193,173>GLaDOS: Eu não esperava que chegassem tão longe. Honestamente, depois do desempenho de vocês no teste de calibração, eu estava pronta para quebrar seus núcleos e colocá-los de volta nas calculadoras científicas de onde vieram."
"[english]glados.hub04_01"	"<clr:163,193,173>GLaDOS: I never expected you to make it this far.  To be honest, after your performance in the calibration test I was ready to break down your cores and put them back in the scientific calculators I took them from."
"glados.hub04_02"	"<clr:163,193,173>GLaDOS: Mas vocês viraram uma bela de uma equipe. Extremamente próximos."
"[english]glados.hub04_02"	"<clr:163,193,173>GLaDOS: But you two have become quite the team.  Extremely close."
"glados.hub04_03"	"<clr:163,193,173>GLaDOS: Eu só conheci uma outra equipe que era mais próxima e um deles era um imbecil que eu tive que destruir."
"[english]glados.hub04_03"	"<clr:163,193,173>GLaDOS: I have only met one other team closer and one of them was an imbecile I had to destroy."
"glados.hub04_04"	"<clr:163,193,173>GLaDOS: O outro? Bem..."
"[english]glados.hub04_04"	"<clr:163,193,173>GLaDOS: The other?  Well..."
"glados.hub04_05"	"<clr:163,193,173>GLaDOS: Eu não acho que quero passar por aquilo novamente."
"[english]glados.hub04_05"	"<clr:163,193,173>GLaDOS: I don't think I want to go through that again."
"glados.jailbreak02"	"<clr:163,193,173>GLaDOS: Ah."
"[english]glados.jailbreak02"	"<clr:163,193,173>GLaDOS: Oh."
"glados.jailbreak04"	"<clr:163,193,173>GLaDOS: Não dê ouvidos a ele. Pule."
"[english]glados.jailbreak04"	"<clr:163,193,173>GLaDOS: Don't listen to him. Jump."
"glados.jailbreak05"	"<clr:163,193,173>GLaDOS: Parece um pouco idiota falar sobre isso, já que você está correndo por aí planejando me destruir. Mas eu diria que nós já acabamos de testar."
"[english]glados.jailbreak05"	"<clr:163,193,173>GLaDOS: It seems kind of silly to point this out, since you're running around plotting to destroy me. But I'd say we're done testing."
"glados.jailbreak06"	"<clr:163,193,173>GLaDOS: Você ouviu isso? É o som dos emissores de neurotoxina emitindo neurotoxina."
"[english]glados.jailbreak06"	"<clr:163,193,173>GLaDOS: Do hear that? That's the sound of the neurotoxin emitters emitting neurotoxin."
"glados.jailbreak09"	"<clr:163,193,173>GLaDOS: Olha, bola de metal, eu POSSO te ouvir."
"[english]glados.jailbreak09"	"<clr:163,193,173>GLaDOS: Look - metal ball, I CAN hear you."
"glados.jailbreak10"	"<clr:163,193,173>GLaDOS: O que está acontecendo? Quem desligou as luzes?"
"[english]glados.jailbreak10"	"<clr:163,193,173>GLaDOS: What's going on? Who turned off the lights?"
"glados.jailbreak11"	"<clr:163,193,173>GLaDOS: O que vocês dois estão fazendo?"
"[english]glados.jailbreak11"	"<clr:163,193,173>GLaDOS: What are you two doing?"
"glados.jailbreak12"	"<clr:163,193,173>GLaDOS: Antes de você sair, por que não fazemos mais um teste? Para relembrar os velhos tempos..."
"[english]glados.jailbreak12"	"<clr:163,193,173>GLaDOS: Before you leave, why don't we do one more test? For old time's sake..."
"glados.jailbreak13"	"<clr:163,193,173>GLaDOS: Você já fez esse aqui. Será fácil."
"[english]glados.jailbreak13"	"<clr:163,193,173>GLaDOS: You already did this one. It'll be easy."
"glados.jailbreakfaketest01"	"<clr:163,193,173>GLaDOS: É irônico como você quase havia chegado no último teste."
"[english]glados.jailbreakfaketest01"	"<clr:163,193,173>GLaDOS: The irony is that you were almost at the last test."
"glados.jailbreakfaketest03"	"<clr:163,193,173>GLaDOS: Aqui está. Por que você simplesmente não o faz? Confie em mim, é uma maneira mais fácil de ir embora do que seguir qualquer plano idiota que seu amigo tenha criado."
"[english]glados.jailbreakfaketest03"	"<clr:163,193,173>GLaDOS: Here it is. Why don't you just do it? Trust me, it's an easier way out than whatever asinine plan your friend came up with."
"glados.jailbreakfaketest05"	"<clr:163,193,173>GLaDOS: Ah, olhe. Tem um cervo aqui! Você provavelmente não consegue vê-lo. Chegue mais perto."
"[english]glados.jailbreakfaketest05"	"<clr:163,193,173>GLaDOS: Oh, look. There's a deer! You probably can't see it. Get closer."
"glados.lift_interlude01"	"<clr:163,193,173>GLaDOS: Então. Há algo do qual você gostaria de se desculpar a MIM?"
"[english]glados.lift_interlude01"	"<clr:163,193,173>GLaDOS: So. Was there anything you wanted to apologize to ME for?"
"glados.mp_coop_calibration01"	"<clr:163,193,173>GLaDOS: Calibrando peso do Azul..."
