"lang"
{
"Language"	"vietnamese"
"DOTA_Item_Desc_Onibi_Upgrade_Style_7"	"Phần thưởng của International 2016 này cho phép mở khóa kiểu dáng nâng cấp của thú 'Onibi' trong trình đơn kiểu dáng. Cấp độ này có thêm mặt nạ tai."
"DOTA_Item_Desc_Onibi_Upgrade_Style_8"	"Phần thưởng của International 2016 này cho phép mở khóa kiểu dáng nâng cấp của thú 'Onibi' trong trình đơn kiểu dáng. Cấp độ này có thêm mặt nạ tai lớn hơn và các trang trí trên mặt nạ."
"DOTA_Item_Desc_Onibi_Upgrade_Style_9"	"Phần thưởng của International 2016 này cho phép mở khóa kiểu dáng nâng cấp của thú 'Onibi' trong trình đơn kiểu dáng. Cấp độ này có thêm hiệu ứng hạt."
"DOTA_Item_Desc_Scale_of_the_Razorwyrm_Style_Unlock"	"Phần thưởng của International 2016 này cho phép mở khóa kiểu dáng nâng cấp của bộ 'Scale of the Razorwyrm' cho Ursa thông qua trình đơn kiểu dáng. Bạn có thể dùng vật phẩm này nhiều lần để mở khóa các kiểu dáng cho tất cả các trang bị của bộ."
"DOTA_Item_Desc_Smeevils_Penance_Upgrade_Style_01"	"Phần thưởng của International 2016 này cho phép mở khóa màu sắc nâng cấp cho mắt Smeevil's Penance trong trình đơn kiểu dáng."
"DOTA_Item_Desc_Smeevils_Penance_Upgrade_Style_02"	"Phần thưởng của International 2016 này cho phép mở khóa màu sắc nâng cấp cho mắt Smeevil's Penance trong trình đơn kiểu dáng."
"DOTA_Item_Desc_Smeevils_Penance_Upgrade_Style_03"	"Phần thưởng của International 2016 này cho phép mở khóa màu sắc nâng cấp cho mắt Smeevil's Penance trong trình đơn kiểu dáng."
"DOTA_Item_Desc_Smeevils_Penance_Upgrade_Style_04"	"Phần thưởng của International 2016 này cho phép mở khóa màu sắc nâng cấp cho mắt Smeevil's Penance trong trình đơn kiểu dáng."
"DOTA_Item_Desc_Urushin_Huntsman_Style_Unlock_"	"Phần thưởng của International 2016 này cho phép mở khóa kiểu dáng nâng cấp của bộ 'Urushin Huntsman' cho Clinkz thông qua trình đơn kiểu dáng. Bạn có thể dùng vật phẩm này nhiều lần để mở khóa các kiểu dáng cho tất cả các trang bị của bộ."
"DOTA_Item_Desc_Apostle_of_the_Tempest_Style_Unlock"	"Phần thưởng của Fall 2016 Battle Pass này cho phép mở khóa kiểu dáng nâng cấp của bộ 'Compact of the Guardian Construct' cho Razor thông qua trình đơn kiểu dáng. Bạn có thể dùng vật phẩm này nhiều lần để mở khóa các kiểu dáng cho tất cả các trang bị của bộ."
"DOTA_Item_Desc_Effigy_Block_of_The_Fall_2016_Battle_Pass__Level_I"	"Dùng vật phẩm này để khắc tướng yêu thích của bạn vào Tượng Anh Hùng của Fall 2016 Battle Pass! Chọn tư thế của tượng, khắc thêm dòng chữ, sau đó trang bị nó để bức tượng sau khi đã tùy chỉnh xuất hiện trong căn cứ của đội bạn cho tất cả có thể chiêm ngưỡng. Cung cấp độc quyền cho chủ sở hữu của Fall 2016 Battle Pass"
"DOTA_Item_Desc_Kit_of_the_First_Hunt_Style_Unlock"	"Phần thưởng của Fall 2016 Battle Pass này cho phép mở khóa kiểu dáng nâng cấp của bộ 'Kit of the First Hunt' cho Bounty Hunter thông qua trình đơn kiểu dáng. Bạn có thể dùng vật phẩm này nhiều lần để mở khóa các kiểu dáng cho tất cả các trang bị của bộ."
"DOTA_Item_Desc_Lucid_Torment_Style_Unlock"	"Phần thưởng của Fall 2016 Battle Pass này cho phép mở khóa kiểu dáng nâng cấp của bộ 'Lucid Torment' cho Bane thông qua trình đơn kiểu dáng. Bạn có thể dùng vật phẩm này nhiều lần để mở khóa các kiểu dáng cho tất cả các trang bị của bộ."
}
}
