"lang"
{
"Language"	"pirate"
"P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2_Desc"	"Includes all th' following items:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
}
}
