"lang"
{
"Language"	"russian"
"[english]Portal2_DLC04_NAME"	"Portal 2: Bot Antenna Topper"
"Portal2_DLC04_DESC"	"Portal 2: Флажки для роботов"
"[english]Portal2_DLC04_DESC"	"Portal 2: Bot Antenna Topper"
"P2Controller_Taunt"	"Жест"
"[english]P2Controller_Taunt"	"Gesture"
"P2Controller_Signal"	"Меню сигналов"
"[english]P2Controller_Signal"	"Ping Menu"
"P2Controller_RemoteView"	"Вид напарника"
"[english]P2Controller_RemoteView"	"Partner View"
"P2Controller_PortalBlue"	"Синий портал"
"[english]P2Controller_PortalBlue"	"Blue Portal"
"P2Controller_PortalOrange"	"Оранжевый портал"
"[english]P2Controller_PortalOrange"	"Orange Portal"
"P2Controller_QuickPing"	"Быстрый сигнал"
"[english]P2Controller_QuickPing"	"Quick Ping"
"P2Controller_Zoom"	"Приблизить"
"[english]P2Controller_Zoom"	"Zoom"
"HL2_GameOver_Object"	"ЭТО КОНЕЦ\nФРИМЕНУ НЕ УДАЛОСЬ СОХРАНИТЬ РЕСУРСЫ,\nНЕОБХОДИМЫЕ ДЛЯ ПОБЕДЫ\nПРОБЛЕСКИ НЕИЗБЕЖНОЙ СМЕРТИ ЗАТЕМНЯЮТ ВОРТ-СУЩНОСТЬ"
"[english]HL2_GameOver_Object"	"IT ENDS HERE\nTHE FREEMAN HAS FAILED TO PRESERVE RESOURCES\nDEEMED CRITICAL TO VICTORY\nINESCAPABLE GLIMPSES OF DOOM CLOUD THE VORTESSENCE"
"HL2_GameOver_Ally"	"ВОТ И КОНЕЦ\nФРИМЕНУ НЕ УДАЛОСЬ СОХРАНИТЬ ЖИЗНЬ, НЕОБХОДИМУЮ ДЛЯ ПОБЕДЫ\nТАКИЕ ФОРМЫ МЫ ВИДИМ В ВОРТ-СУЩНОСТИ"
"[english]HL2_GameOver_Ally"	"SO IT ENDS\nTHE FREEMAN HAS FAILED TO PRESERVE A LIFE REQUIRED FOR VICTORY\nSUCH ARE THE SHAPES WE SEE IN THE VORTESSENCE"
"HL2_GameOver_Timer"	"ВСЁ КОНЧЕНО\nНЕУДАЧА ФРИМЕНА ЗАХВАТИТЬ СКОРУЮ ПОБЕДУ\nПРИВОДИТ К ПОЛНОМУ ПОРАЖЕНИЮ"
"[english]HL2_GameOver_Timer"	"ALL IS DONE\nTHE FREEMAN'S FAILURE TO SEIZE A SWIFT VICTORY\nLEADS TO OUR TOTAL DEFEAT"
"HL2_GameOver_Stuck"	"КОНТРАКТ РАСТОРГНУТ\nОБЪЕКТ: ФРИМЕН\nПРИЧИНА: НЕВЕРНАЯ ОЦЕНКА ОБСТАНОВКИ"
"[english]HL2_GameOver_Stuck"	"ASSIGNMENT: TERMINATED\nSUBJECT: FREEMAN\nREASON: DEMONSTRATION OF EXCEEDINGLY POOR JUDGMENT"
"HL2_357Handgun"	"МАГНУМ .357"
"[english]HL2_357Handgun"	".357 MAGNUM"
"HL2_Pulse_Rifle"	"ТАБЕЛЬНОЕ ОРУЖИЕ ПАТРУЛЯ\n(ИМПУЛЬСНОЕ РУЖЬЕ)"
"[english]HL2_Pulse_Rifle"	"OVERWATCH STANDARD ISSUE\n(PULSE-RIFLE)"
"HL2_Bugbait"	"ФЕРОПОД\n(ПРИМАНКА)"
"[english]HL2_Bugbait"	"PHEROPOD\n(BUGBAIT)"
"HL2_Crossbow"	"АРБАЛЕТ"
"[english]HL2_Crossbow"	"CROSSBOW"
"HL2_Crowbar"	"МОНТИРОВКА"
"[english]HL2_Crowbar"	"CROWBAR"
"HL2_Grenade"	"ГРАНАТА"
"[english]HL2_Grenade"	"GRENADE"
"HL2_GravityGun"	"ЭНЕРГОПУШКА НУЛЕВОГО УРОВНЯ\n(ГРАВИ-ПУШКА)"
"[english]HL2_GravityGun"	"ZERO-POINT ENERGY GUN\n(GRAVITY GUN)"
"HL2_Pistol"	"ПИСТОЛЕТ 9 ММ"
"[english]HL2_Pistol"	"9MM PISTOL"
"HL2_RPG"	"ГРАНАТОМЕТ\n(РЕАКТИВНЫЙ)"
"[english]HL2_RPG"	"RPG\n(ROCKET PROPELLED GRENADE)"
"HL2_Shotgun"	"ДРОБОВИК"
"[english]HL2_Shotgun"	"SHOTGUN"
"HL2_SMG1"	"АВТОМАТ"
"[english]HL2_SMG1"	"SMG\n(SUBMACHINE GUN)"
"HL2_SAVING"	"Сохранение..."
"[english]HL2_SAVING"	"Saving..."
"HL2_Saved"	"Сохранено."
"[english]HL2_Saved"	"Saved."
"HL2_SetupMicrophone"	"НАСТРОЙКА ПАРАМЕТРОВ МИКРОФОНА"
"[english]HL2_SetupMicrophone"	"CONFIGURE ADVANCED MICROPHONE SETTINGS"
"HL2_SetupMicrophoneSteam"	"Сообщество Steam неактивно.\nПожалуйста, активируйте сообщество Steam или настройте голосовое общение с клиенте Steam."
"[english]HL2_SetupMicrophoneSteam"	"Steam Community In-Game is currently disabled.\nPlease, enable Steam Community In-Game or configure voice settings in your Steam client."
"HL2_Enable_Commentary"	"Включить комментарии"
"[english]HL2_Enable_Commentary"	"Enable commentary track"
"portal2_Chapter1_Title"	"ГЛАВА 1"
"[english]portal2_Chapter1_Title"	"CHAPTER 1"
"portal2_Chapter1_Subtitle"	"ВИЗИТ ВЕЖЛИВОСТИ"
"[english]portal2_Chapter1_Subtitle"	"THE COURTESY CALL"
"portal2_Chapter2_Title"	"ГЛАВА 2"
"[english]portal2_Chapter2_Title"	"CHAPTER 2"
"portal2_Chapter2_Subtitle"	"ХОЛОДНЫЙ СТАРТ"
"[english]portal2_Chapter2_Subtitle"	"THE COLD BOOT"
"portal2_Chapter3_Title"	"ГЛАВА 3"
"[english]portal2_Chapter3_Title"	"CHAPTER 3"
"portal2_Chapter3_Subtitle"	"ВОЗВРАЩЕНИЕ"
"[english]portal2_Chapter3_Subtitle"	"THE RETURN"
"portal2_Chapter4_Title"	"ГЛАВА 4"
"[english]portal2_Chapter4_Title"	"CHAPTER 4"
"portal2_Chapter4_Subtitle"	"СЮРПРИЗ"
"[english]portal2_Chapter4_Subtitle"	"THE SURPRISE"
"portal2_Chapter5_Title"	"ГЛАВА 5"
"[english]portal2_Chapter5_Title"	"CHAPTER 5"
"portal2_Chapter5_Subtitle"	"ПОБЕГ"
"[english]portal2_Chapter5_Subtitle"	"THE ESCAPE"
"portal2_Chapter6_Title"	"ГЛАВА 6"
"[english]portal2_Chapter6_Title"	"CHAPTER 6"
"portal2_Chapter6_Subtitle"	"ПАДЕНИЕ"
"[english]portal2_Chapter6_Subtitle"	"THE FALL"
"portal2_Chapter7_Title"	"ГЛАВА 7"
"[english]portal2_Chapter7_Title"	"CHAPTER 7"
"portal2_Chapter7_Subtitle"	"ВОССОЕДИНЕНИЕ"
"[english]portal2_Chapter7_Subtitle"	"THE REUNION"
"portal2_Chapter8_Title"	"ГЛАВА 8"
"[english]portal2_Chapter8_Title"	"CHAPTER 8"
"portal2_Chapter8_Subtitle"	"ЧЕСОТКА"
"[english]portal2_Chapter8_Subtitle"	"THE ITCH"
"portal2_Chapter9_Title"	"ГЛАВА 9"
"[english]portal2_Chapter9_Title"	"CHAPTER 9"
"portal2_Chapter9_Subtitle"	"МОМЕНТ, В КОТОРЫЙ ОН ВАС УБИВАЕТ"
"[english]portal2_Chapter9_Subtitle"	"THE PART WHERE HE KILLS YOU"
"portal2_Chapter10_Title"	"ГЛАВА 10"
"[english]portal2_Chapter10_Title"	"CHAPTER 10"
"portal2_Chapter10_Subtitle"	"ТИТРЫ"
"[english]portal2_Chapter10_Subtitle"	"THE CREDITS"
"PORTAL2_CoopCommentary_Title1"	"Кооператив\nРазвитие уверенности"
"[english]PORTAL2_CoopCommentary_Title1"	"Co-op\nConfidence Building"
"PORTAL2_CoopCommentary_Title2"	"Кооператив\nРаспределитель"
"[english]PORTAL2_CoopCommentary_Title2"	"Co-op\nThe Hub"
"PORTAL2_CoopCommentary_Title3"	"Кооператив\nКомната охраны"
"[english]PORTAL2_CoopCommentary_Title3"	"Co-op\nSecurity Room"
"P2_Actions_Title"	"ДЕЙСТВИЯ"
"[english]P2_Actions_Title"	"ACTIONS"
"P2_Coop_Title"	"СОВМЕСТНАЯ ИГРА"
"[english]P2_Coop_Title"	"CO-OP"
"P2_Primary_Attack"	"Открыть синий портал"
"[english]P2_Primary_Attack"	"Fire Blue Portal"
"P2_Secondary_Attack"	"Открыть оранжевый портал"
"[english]P2_Secondary_Attack"	"Fire Orange Portal"
"P2_Zoom"	"Приблизить"
"[english]P2_Zoom"	"Toggle Zoom"
"P2_Zoom_In"	"Приблизить"
"[english]P2_Zoom_In"	"Zoom In"
"P2_Zoom_Out"	"Отдалить"
"[english]P2_Zoom_Out"	"Zoom Out"
"P2_Romote_View"	"Вид напарника"
"[english]P2_Romote_View"	"Partner Remote View"
"P2_Mouse_Menu"	"Меню общения"
"[english]P2_Mouse_Menu"	"Communication Menu"
"P2_Taunt"	"Меню жестов"
"[english]P2_Taunt"	"Gesture Menu"
"P2_Taunt_Earned"	"Расшифрован жест"
"[english]P2_Taunt_Earned"	"Gesture Deciphered"
"P2_Scoreboard_Ping"	"Сигнал"
"[english]P2_Scoreboard_Ping"	"Ping"
"P2_Scoreboard_Dead"	"Мертв"
"[english]P2_Scoreboard_Dead"	"Dead"
"P2_Team_Red"	"Пи-боди"
"[english]P2_Team_Red"	"P-body"
"P2_Team_Blue"	"Атлас"
"[english]P2_Team_Blue"	"Atlas"
"P2_Team_RedUpper"	"ПИ-БОДИ"
"[english]P2_Team_RedUpper"	"P-BODY"
"P2_Team_BlueUpper"	"АТЛАС"
"[english]P2_Team_BlueUpper"	"ATLAS"
"P2_ScoreBoard_Player"	"%s2 — %s1"
"[english]P2_ScoreBoard_Player"	"%s2 - %s1"
"P2_ScoreBoard_Players"	"%s2 — %s1s"
"[english]P2_ScoreBoard_Players"	"%s2 - %s1s"
"Valve_Hint_Sprint"	"БЕГ"
"[english]Valve_Hint_Sprint"	"SPRINT"
"Valve_Hint_GravGun"	"ОТБРОСИТЬ ПРЕДМЕТ ПРИТЯНУТЬ ПРЕДМЕТ"
"[english]Valve_Hint_GravGun"	"PUNT OBJECT PULL OBJECT"
"Valve_Hint_Look_Up"	"СМОТРЕТЬ ВВЕРХ"
"[english]Valve_Hint_Look_Up"	"LOOK UP"
"Valve_Hint_Look_Down"	"СМОТРЕТЬ ВНИЗ"
"[english]Valve_Hint_Look_Down"	"LOOK DOWN"
"Valve_Hint_Use_Bed"	" СПАТЬ"
"[english]Valve_Hint_Use_Bed"	"SLEEP"
"Valve_Hint_Movement_Keys"	"ИДТИ"
"[english]Valve_Hint_Movement_Keys"	"WALK"
"Valve_Hint_Say_Apple"	"СКАЗАТЬ \"ЯБЛОКО\""
"[english]Valve_Hint_Say_Apple"	"SAY APPLE"
"Valve_Hint_Talk"	"ГОВОРИТЬ"
"[english]Valve_Hint_Talk"	"SPEAK"
"Valve_Hint_Crouch"	"ПРИГНУТЬСЯ"
"[english]Valve_Hint_Crouch"	"CROUCH"
"Valve_Hint_Uncrouch"	"ВСТАТЬ"
"[english]Valve_Hint_Uncrouch"	"STAND UP"
"Valve_Hint_PushButton"	"НАЖАТЬ КНОПКУ"
"[english]Valve_Hint_PushButton"	"PUSH BUTTON"
"Valve_Hint_Interact"	"ВЗАИМОДЕЙСТВОВАТЬ"
"[english]Valve_Hint_Interact"	"INTERACT"
"Valve_Hint_Jump"	"ПОДПРЫГНУТЬ"
"[english]Valve_Hint_Jump"	"JUMP"
"Valve_Hint_Door"	" ОТКРЫТЬ ДВЕРЬ"
"[english]Valve_Hint_Door"	"OPEN DOOR"
"Valve_Hint_Lever"	"ПОТЯНУТЬ РЫЧАГ"
"[english]Valve_Hint_Lever"	"PULL LEVER"
"Valve_Hint_Zoom"	"ПРИБЛИЗИТЬ"
"[english]Valve_Hint_Zoom"	"ZOOM"
"Valve_Hint_Pickup_Glados"	"ПОДОБРАТЬ ГЛаДОС"
"[english]Valve_Hint_Pickup_Glados"	"PICK UP GLaDOS"
"Valve_Hint_Socket"	"АКТИВИРОВАТЬ РАЗЪЕМ"
"[english]Valve_Hint_Socket"	"ACTIVATE SOCKET"
"Valve_Hint_USEPickup"	"Подобрать предмет"
"[english]Valve_Hint_USEPickup"	"Pick up object"
"Valve_Hint_CarryTurret"	"ИЛИ ИСП. ГРАВИ-ПУШКУ, ЧТОБЫ ПОДНЯТЬ ПУЛЕМЕТ"
"[english]Valve_Hint_CarryTurret"	"OR GRAVITY GUN TO PICK UP TURRET"
"Valve_Hint_CROSSBOW"	"ПРИЦЕЛ АРБАЛЕТА"
"[english]Valve_Hint_CROSSBOW"	"CROSSBOW ZOOM"
"PORTAL2_HINT_GESTURE"	"Жест"
"[english]PORTAL2_HINT_GESTURE"	"Gesture"
"PORTAL2_HINT_BUTTON_GESTURE"	"Сделать жест"
"[english]PORTAL2_HINT_BUTTON_GESTURE"	"Do a gesture"
"PORTAL2_HINT_SEE_NEW_GESTURE"	"Посмотрите новый жест!"
"[english]PORTAL2_HINT_SEE_NEW_GESTURE"	"Check out your new gesture!"
"PORTAL2_HINT_PING"	"Используйте сигнальное устройство"
"[english]PORTAL2_HINT_PING"	"Use your Ping Tool"
"PORTAL2_HINT_PING_WAIT"	"Подождите выбор вашего напарника"
"[english]PORTAL2_HINT_PING_WAIT"	"Wait for your partner to select"
"Instructor_Air_Taunt"	"Сделать жест в воздухе"
"[english]Instructor_Air_Taunt"	"Air Gesture"
"Instructor_New_Taunt_Earned"	"Жест"
"[english]Instructor_New_Taunt_Earned"	"Gesture"
"Instructor_Partner_View"	"Удерживать для вида напарника"
"[english]Instructor_Partner_View"	"Hold for Partner View"
"Instructor_Start_Countdown"	"Удерживать для обратного отсчета"
"[english]Instructor_Start_Countdown"	"Hold for Countdown"
"Instructor_Return_To_Hub"	"Перейти в распределитель"
"[english]Instructor_Return_To_Hub"	"Go to Hub"
"Instructor_Create_Blue_Portal"	"Создать синий портал"
"[english]Instructor_Create_Blue_Portal"	"Create Blue Portal"
"Instructor_Create_Purple_Portal"	"Создать фиолетовый портал"
"[english]Instructor_Create_Purple_Portal"	"Create Purple Portal"
"Instructor_Create_Orange_Portal"	"Создать оранжевый портал"
"[english]Instructor_Create_Orange_Portal"	"Create Orange Portal"
"Instructor_Create_Red_Portal"	"Создать красный портал"
"[english]Instructor_Create_Red_Portal"	"Create Red Portal"
"Instructor_Walk"	"Идти"
"[english]Instructor_Walk"	"Walk"
"Instructor_Push_Button"	" Активация"
"[english]Instructor_Push_Button"	"Activate"
"Instructor_Pick_Up"	" Поднять"
"[english]Instructor_Pick_Up"	"Pick Up"
"Instructor_Drop"	"Бросить"
"[english]Instructor_Drop"	"Drop"
"Instructor_Jump"	"Прыгать"
"[english]Instructor_Jump"	"Jump"
"Instructor_Unzoom"	"Отдалить"
"[english]Instructor_Unzoom"	"Unzoom"
"Instructor_Zoom"	"Приблизить"
"[english]Instructor_Zoom"	"Zoom"
"Paint_Instructor_teach_bounce_suppression"	"Удерживайте, чтобы не отскакивать"
"[english]Paint_Instructor_teach_bounce_suppression"	"Hold to prevent bouncing"
"P2COOP_Invite_Title"	"Приглашение в Portal 2"
"[english]P2COOP_Invite_Title"	"Portal 2 Invite"
"P2COOP_Invite_Body"	"Вас пригласили сыграть в совместную кампанию Portal 2!"
"[english]P2COOP_Invite_Body"	"You have been invited to play a Portal 2 cooperative game!"
"P2COOP_TrackName_1"	"КОМАНДНАЯ ИГРА"
"[english]P2COOP_TrackName_1"	"TEAM BUILDING"
"P2COOP_TrackName_2"	"МАССА И СКОРОСТЬ"
"[english]P2COOP_TrackName_2"	"MASS AND VELOCITY"
"P2COOP_TrackName_3"	"МОСТЫ ПЛОТНОГО СВЕТА"
"[english]P2COOP_TrackName_3"	"HARD-LIGHT SURFACES"
"P2COOP_TrackName_4"	"ЭКСКУРСИОННЫЕ ВОРОНКИ"
"[english]P2COOP_TrackName_4"	"EXCURSION FUNNELS"
"P2COOP_TrackName_5"	"УСКОРЯЮЩИЕ ГЕЛИ"
"[english]P2COOP_TrackName_5"	"MOBILITY GELS"
"P2COOP_TrackName_6"	"УСЛОЖНЕННЫЕ КАМЕРЫ"
"[english]P2COOP_TrackName_6"	"ADVANCED CHAMBERS"
"P2COOP_WAITINGFORPARTNER"	"ОЖИДАНИЕ НАПАРНИКА"
"[english]P2COOP_WAITINGFORPARTNER"	"WAITING FOR PARTNER"
"P2COOP_SelectScreen_SelectNoOption"	"Перейдите в разборочную\nкамеру."
"[english]P2COOP_SelectScreen_SelectNoOption"	"Please proceed to the disassembly\nchambers."
"P2COOP_SelectScreen_Select"	"Выберите уровень и\nперейдите в разборочную камеру."
"[english]P2COOP_SelectScreen_Select"	"Please select a level, then\nproceed to the disassembly chambers."
"P2COOP_SelectScreen_CourseNum"	"Курс %s1"
"[english]P2COOP_SelectScreen_CourseNum"	"Course %s1"
"P2COOP_SelectScreen_PercentComplete"	"%s1% ЗАВЕРШЕНО"
"[english]P2COOP_SelectScreen_PercentComplete"	"%s1% COMPLETED"
"P2COOP_Scoreboard_Disclaimer1"	"ВЫ ПОД ПОСТОЯННЫМ НАБЛЮДЕНИЕМ"
"[english]P2COOP_Scoreboard_Disclaimer1"	"YOU ARE UNDER CONSTANT SURVEILLANCE"
"P2COOP_Scoreboard_Disclaimer2"	"СТАТИСТИКА БУДЕТ ВНОСИТЬСЯ В ВЕЧНОЕ ЛИЧНОЕ ДОСЬЕ"
"[english]P2COOP_Scoreboard_Disclaimer2"	"STATISTICS WILL BE RECORDED ON YOUR PERMANENT RECORD"
"P2COOP_Scoreboard_Disclaimer3"	"Я ВАС ВИЖУ"
"[english]P2COOP_Scoreboard_Disclaimer3"	"I SEE YOU"
"P2COOP_Scoreboard_Stat1"	"ШАГОВ СДЕЛАНО"
"[english]P2COOP_Scoreboard_Stat1"	"STEPS TAKEN"
"P2COOP_Scoreboard_Stat2"	"ПОРТАЛОВ ОТКРЫТО"
"[english]P2COOP_Scoreboard_Stat2"	"PORTALS PLACED"
"P2COOP_Scoreboard_Stat3"	"ПОРТАЛОВ ПРОЙДЕНО"
"[english]P2COOP_Scoreboard_Stat3"	"PORTALS TRAVELED"
"P2COOP_Scoreboard_Stat4"	"ОБЪЯТИЙ"
"[english]P2COOP_Scoreboard_Stat4"	"HUGS"
"P2COOP_Scoreboard_Stat5_Part1"	"КАТАСТРОФ"
"[english]P2COOP_Scoreboard_Stat5_Part1"	"DISASTERS"
"P2COOP_Scoreboard_Stat5_Part2"	"ПРЕДОТВРАЩЕНО"
"[english]P2COOP_Scoreboard_Stat5_Part2"	"AVERTED"
"P2COOP_Scoreboard_Stat6_Part1"	"ОЧКИ"
"[english]P2COOP_Scoreboard_Stat6_Part1"	"SCIENCE"
"P2COOP_Scoreboard_Stat6_Part2"	"НАУЧНОГО"
"[english]P2COOP_Scoreboard_Stat6_Part2"	"COLLABORATION"
"P2COOP_Scoreboard_Stat6_Part3"	"СОТРУДНИЧЕСТВА"
"[english]P2COOP_Scoreboard_Stat6_Part3"	"POINTS"
"P2COOP_Scanning"	"СКАНИРОВАНИЕ ПЕРСОНАЛА..."
"[english]P2COOP_Scanning"	"SCANNING PERSONNEL..."
"P2COOP_Waiting"	"ОЖИДАНИЕ..."
"[english]P2COOP_Waiting"	"WAITING..."
"P2COOP_Scoreboard_Stat4_SubLabel_Part1"	"ЗОНА НИЗКОЙ"
"[english]P2COOP_Scoreboard_Stat4_SubLabel_Part1"	"AREA OF UNDER PERFORM ANCE"
"P2COOP_Scoreboard_Stat4_SubLabel_Part2"	"РЕЗУЛЬТАТИВНОСТИ И"
"[english]P2COOP_Scoreboard_Stat4_SubLabel_Part2"	"AND THEREFORE CONCERN"
"P2COOP_Scoreboard_Stat4_SubLabel_Part3"	"ЗАИНТЕРЕСОВАННОСТИ"
"[english]P2COOP_Scoreboard_Stat4_SubLabel_Part3"	"ONLY"
"cheaptitles_sphere03.openingcloseenough01"	"Уитли: Ладно... Держись."
"[english]cheaptitles_sphere03.openingcloseenough01"	"Wheatley: Okay, you know what? That's close enough. Just hold tight."
"cheaptitles_announcer.openingsafeguards01"	"Диктор: Все средства обеспечения безопасности реактора отключены. Пожалуйста, приготовьтесь к взрыву реактора."
"[english]cheaptitles_announcer.openingsafeguards01"	"Announcer: All reactor core safeguards are now non-functional. Please prepare for reactor core meltdown."
"cheaptitles_sphere03.openingoutside01"	"Уитли: Ладно. Не хотел говорить тебе, но придется. У нас тут серьезные неприятности."
"[english]cheaptitles_sphere03.openingoutside01"	"Wheatley: Alright, I wasn't going to mention this to you, but I am in PRETTY HOT WATER here."
"cheaptitles_sphere03.openingoutside02"	"Уитли: Резервное питание кончилось, и, конечно же, Центр консервации больше не будит этих чертовых испытуемых."
"[english]cheaptitles_sphere03.openingoutside02"	"Wheatley: The reserve power ran out, so of course the whole relaxation center stops waking up the bloody test subjects."
"cheaptitles_sphere03.openingoutside03"	"Уитли: И конечно же, мне никто ничего не сказал. Нет, зачем говорить мне?"
"[english]cheaptitles_sphere03.openingoutside03"	"Wheatley: And of course nobody tells ME anything. Noooo. Why should they tell me anything?"
"cheaptitles_sphere03.openingoutside04"	"Уитли: Ну зачем информировать меня о жизненно важных функциях десяти тысяч чертовых испытуемых, за которых я отвечаю?"
"[english]cheaptitles_sphere03.openingoutside04"	"Wheatley: Why should I be kept informed about the life functions of the ten thousand bloody test subjects I'm supposed to be in charge of?"
"cheaptitles_sphere03.openingoutside05"	"Уитли: И чья это будет вина, когда руководство спустится сюда и найдет десять тысяч чертовых овощей?"
"[english]cheaptitles_sphere03.openingoutside05"	"Wheatley: And whose fault do you think it's going to be when the management comes down here and finds ten thousand flipping vegetables?"
"cheaptitles_sphere03.openingnavigate03"	"Уитли: Так, надо сосредоточиться!"
"[english]cheaptitles_sphere03.openingnavigate03"	"Wheatley: Okay, I've just gotta concentrate!"
"cheaptitles_sphere03.openingnavigate04"	"Уитли: Хорошо, одну секунду..."
"[english]cheaptitles_sphere03.openingnavigate04"	"Wheatley: Alright, just a second..."
"cheaptitles_sphere03.openingnavigate05"	"Уитли: Подожди. Это немножко сложно."
"[english]cheaptitles_sphere03.openingnavigate05"	"Wheatley: Hold on! This is a bit tricky!"
"cheaptitles_sphere03.openingnavigate06"	"Уитли: А-а! Ведь надо как-то пройти..."
"[english]cheaptitles_sphere03.openingnavigate06"	"Wheatley: Agh, just... I just gotta get it through here..."
"cheaptitles_sphere03.openingnavigate12"	"Уитли: Ох, уже близко... Тебе видно? Я пролезу? Места хватит?"
"[english]cheaptitles_sphere03.openingnavigate12"	"Wheatley: Oi, it's close... can you see? Am I gonna make it through? Have I got enough space?"
"cheaptitles_sphere03.openingnavigate16"	"Уитли: А-а! Видишь, я ударился, я ударился..."
"[english]cheaptitles_sphere03.openingnavigate16"	"Wheatley: Aggh, see, now I hit that one, I hit that one..."
"cheaptitles_sphere03.openingnavigate17"	"Уитли: Как ты там? Держишься?"
"[english]cheaptitles_sphere03.openingnavigate17"	"Wheatley: How you doing down there? You still holding on?"
"cheaptitles_sphere03.openingstorystraight02"	"Уитли: Так, слушай. Нам надо договориться, понимаешь? Чтобы ответы были одинаковые. Если кто-нибудь спросит - не, никто не спросит, ты не волнуйся - но если кто-нибудь спросит, скажи, что последний раз, когда ты проверяла, все были более-менее живы. Хорошо? Не мертвы."
"[english]cheaptitles_sphere03.openingstorystraight02"	"Wheatley: Okay, listen, we should get our stories straight, alright? If anyone asks -- and no one's gonna ask, don't worry -- but if anyone asks, tell them as far as you know, the last time you checked, everyone looked pretty much alive. Alright? Not dead."
"cheaptitles_sphere03.openingwall01"	"Уитли: Мы почти на месте. За стеной находятся старые испытательные камеры. И там есть всякое оборудование, которое нам пригодится, если мы хотим отсюда выбраться. Думаю, там док-станция. Готова?"
"[english]cheaptitles_sphere03.openingwall01"	"Wheatley: Okay, almost there. On the other side of that wall is one of the old testing tracks. There's a piece of equipment in there we're gonna need to get out of here. I think this is a docking station. Get ready..."
"cheaptitles_sphere03.openingwallhitone02"	"Уитли: Хорошие новости! Это не док-станция. Так что одним неизвестным меньше. Я постараюсь произвести ручное вскрытие. Это техническая процедура. Держись!"
"[english]cheaptitles_sphere03.openingwallhitone02"	"Wheatley: Good news: that is NOT a docking station. So there's one mystery solved. I'm going to attempt a manual override on this wall. Could get a bit technical! Hold on!"
"cheaptitles_sphere03.openingwallhittwo01"	"Уитли: Мы почти на месте! Помни, что тебе нужна такая пушка, которая делает отверстия. Не пулевые отверстия, а... Ну, ты разберешься. Держись!"
"[english]cheaptitles_sphere03.openingwallhittwo01"	"Wheatley: Almost there! Remember: you're looking for a gun that makes holes. Not bullet holes, but-- well, you'll figure it out. Really do hold on this time!"
"cheaptitles_sphere03.bw_finale04_portal_opens03"	"Уитли: А-а-а!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens03"	"Wheatley: AHHHHHHH!"
"cheaptitles_sphere03.bw_finale04_portal_opens13"	"Уитли: О-о-о..."
"[english]cheaptitles_sphere03.bw_finale04_portal_opens13"	"Wheatley: Yeghh!"
"cheaptitles_sphere03.bw_finale04_portal_opens15"	"Уитли: А... А..."
"[english]cheaptitles_sphere03.bw_finale04_portal_opens15"	"Wheatley: Yahh. Gehhh!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short05"	"Уитли: А-а-а!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short05"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short06"	"Уитли: А-а-а!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short06"	"Wheatley: AHH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short07"	"Уитли: А-а-а!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short07"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short08"	"Уитли: А-а-а!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short08"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_through_portal01"	"Уитли: А!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal01"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_through_portal02"	"Уитли: КОСМОС!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal02"	"Wheatley: SPACE!"
"cheaptitles_sphere03.bw_finale04_through_portal03"	"Уитли: Мы в космосе!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal03"	"Wheatley: We're in space!"
"cheaptitles_sphere03.bw_finale04_through_portal04"	"Уитли: Пустите! Пустите! Я всё ещё подключен. Я могу втянуть себя. Я ещё могу всё исправить!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal04"	"Wheatley: Let go! Let go! I'm still connected. I can pull myself in. I can still fix this!"
"cheaptitles_sphere03.bw_finale04_through_portal05"	"Уитли: Пусти!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal05"	"Wheatley: Let go!"
"cheaptitles_sphere03.bw_finale04_through_portal07"	"Уитли: О, нет. Планы меняются. Держи меня. Крепче!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal07"	"Wheatley: Oh no. Change of plans. Hold onto me. Tighter!"
"cheaptitles_sphere03.bw_finale04_through_portal08"	"Уитли: Лови, лови, лови, лови меня!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal08"	"Wheatley: Grab me grab me grab me! Grab meeee!"
"cheaptitles_glados.moonportalpush02"	"ГЛаДОС: Я уже починила!"
"[english]cheaptitles_glados.moonportalpush02"	"GLaDOS: I already fixed it."
"cheaptitles_glados.moonportalpush04"	"ГЛаДОС: И ты не вернешься!"
"[english]cheaptitles_glados.moonportalpush04"	"GLaDOS: And you are NOT coming back!"
"cheaptitles_core01.space02"	"Первый модуль: Космос? КОСМОС!"
