"lang"
{
"Language"	"brazilian"
"[english]Portal2_DLC03_SELL"	"Portal 2: Bot Roll Cage"
"Portal2_DLC03_NAME"	"Portal 2: Gaiola de Proteção para Robôs"
"[english]Portal2_DLC03_NAME"	"Portal 2: Bot Roll Cage"
"Portal2_DLC03_DESC"	"Portal 2: Gaiola de Proteção para Robôs"
"[english]Portal2_DLC03_DESC"	"Portal 2: Bot Roll Cage"
"Portal2_DLC04_TITLE"	"Portal 2: Bandeirinha para Robôs"
"[english]Portal2_DLC04_TITLE"	"Portal 2: Bot Antenna Topper"
"Portal2_DLC04_SELL"	"Portal 2: Bandeirinha para Robôs"
"[english]Portal2_DLC04_SELL"	"Portal 2: Bot Antenna Topper"
"Portal2_DLC04_NAME"	"Portal 2: Bandeirinha para Robôs"
"[english]Portal2_DLC04_NAME"	"Portal 2: Bot Antenna Topper"
"Portal2_DLC04_DESC"	"Portal 2: Bandeirinha para Robôs"
"[english]Portal2_DLC04_DESC"	"Portal 2: Bot Antenna Topper"
"P2Controller_Taunt"	"Gesto"
"[english]P2Controller_Taunt"	"Gesture"
"P2Controller_Signal"	"Menu da ferramenta de ping"
"[english]P2Controller_Signal"	"Ping Menu"
"P2Controller_RemoteView"	"Visão do parceiro"
"[english]P2Controller_RemoteView"	"Partner View"
"P2Controller_PortalBlue"	"Portal azul"
"[english]P2Controller_PortalBlue"	"Blue Portal"
"P2Controller_PortalOrange"	"Portal laranja"
"[english]P2Controller_PortalOrange"	"Orange Portal"
"P2Controller_QuickPing"	"Ping rápido"
"[english]P2Controller_QuickPing"	"Quick Ping"
"P2Controller_Zoom"	"Zoom"
"[english]P2Controller_Zoom"	"Zoom"
"HL2_GameOver_Object"	"TUDO ACABA AQUI\nO FREEMAN FALHOU EM PRESERVAR RECURSOS\nCONSIDERADOS CRÍTICOS PARA A VITÓRIA\nVISLUMBRES INEVITÁVEIS DE DESTRUIÇÃO EMBAÇAM A VORTESSÊNCIA"
"[english]HL2_GameOver_Object"	"IT ENDS HERE\nTHE FREEMAN HAS FAILED TO PRESERVE RESOURCES\nDEEMED CRITICAL TO VICTORY\nINESCAPABLE GLIMPSES OF DOOM CLOUD THE VORTESSENCE"
"HL2_GameOver_Ally"	"ENTÃO ACABA\nO FREEMAN FALHOU EM PROTEGER UMA VIDA NECESSÁRIA PARA A VITÓRIA\nESTAS SÃO AS FORMAS QUE VEMOS NA VORTESSÊNCIA"
"[english]HL2_GameOver_Ally"	"SO IT ENDS\nTHE FREEMAN HAS FAILED TO PRESERVE A LIFE REQUIRED FOR VICTORY\nSUCH ARE THE SHAPES WE SEE IN THE VORTESSENCE"
"HL2_GameOver_Timer"	"TUDO ESTÁ ACABADO\nO FRACASSO DO FREEMAN EM CONQUISTAR UMA RÁPIDA VITÓRIA\nNOS LEVA À TOTAL DERROTA"
"[english]HL2_GameOver_Timer"	"ALL IS DONE\nTHE FREEMAN'S FAILURE TO SEIZE A SWIFT VICTORY\nLEADS TO OUR TOTAL DEFEAT"
"HL2_GameOver_Stuck"	"TAREFA: ENCERRADA\nINDIVÍDUO: FREEMAN\nMOTIVO: EXCESSO DE FALHAS AO REALIZAR DECISÕES"
"[english]HL2_GameOver_Stuck"	"ASSIGNMENT: TERMINATED\nSUBJECT: FREEMAN\nREASON: DEMONSTRATION OF EXCEEDINGLY POOR JUDGMENT"
"HL2_357Handgun"	"MAGNUM .357"
"[english]HL2_357Handgun"	".357 MAGNUM"
"HL2_Pulse_Rifle"	"ITEM PADRÃO DA VIGILÂNCIA\n(RIFLE DE PULSO)"
"[english]HL2_Pulse_Rifle"	"OVERWATCH STANDARD ISSUE\n(PULSE-RIFLE)"
"HL2_Bugbait"	"FEROMÔNIO\n(ISCA)"
"[english]HL2_Bugbait"	"PHEROPOD\n(BUGBAIT)"
"HL2_Crossbow"	"BESTA"
"[english]HL2_Crossbow"	"CROSSBOW"
"HL2_Crowbar"	"PÉ DE CABRA"
"[english]HL2_Crowbar"	"CROWBAR"
"HL2_Grenade"	"GRANADA"
"[english]HL2_Grenade"	"GRENADE"
"HL2_GravityGun"	"ARMA DE ENERGIA DE PONTO ZERO\n(ARMA DE GRAVIDADE)"
"[english]HL2_GravityGun"	"ZERO-POINT ENERGY GUN\n(GRAVITY GUN)"
"HL2_Pistol"	"PISTOLA 9MM"
"[english]HL2_Pistol"	"9MM PISTOL"
"HL2_RPG"	"RPG\n(LANÇA-FOGUETES)"
"[english]HL2_RPG"	"RPG\n(ROCKET PROPELLED GRENADE)"
"HL2_Shotgun"	"ESCOPETA"
"[english]HL2_Shotgun"	"SHOTGUN"
"HL2_SMG1"	"SMG\n(SUBMETRALHADORA)"
"[english]HL2_SMG1"	"SMG\n(SUBMACHINE GUN)"
"HL2_SAVING"	"Salvando..."
"[english]HL2_SAVING"	"Saving..."
"HL2_Saved"	"Salvo."
"[english]HL2_Saved"	"Saved."
"HL2_SetupMicrophone"	"CONFIGURAR OPÇÕES AVANÇADAS DE MICROFONE"
"[english]HL2_SetupMicrophone"	"CONFIGURE ADVANCED MICROPHONE SETTINGS"
"HL2_SetupMicrophoneSteam"	"O painel da Comunidade Steam está desativado.\nPor favor, ative o painel da Comunidade Steam ou altere as configurações de voz no seu cliente Steam."
"[english]HL2_SetupMicrophoneSteam"	"Steam Community In-Game is currently disabled.\nPlease, enable Steam Community In-Game or configure voice settings in your Steam client."
"HL2_Enable_Commentary"	"Ativar faixa de comentário"
"[english]HL2_Enable_Commentary"	"Enable commentary track"
"portal2_Chapter1_Title"	"CAPÍTULO 1"
"[english]portal2_Chapter1_Title"	"CHAPTER 1"
"portal2_Chapter1_Subtitle"	"A VISITA DE CORTESIA"
"[english]portal2_Chapter1_Subtitle"	"THE COURTESY CALL"
"portal2_Chapter2_Title"	"CAPÍTULO 2"
"[english]portal2_Chapter2_Title"	"CHAPTER 2"
"portal2_Chapter2_Subtitle"	"A PARTIDA A FRIO"
"[english]portal2_Chapter2_Subtitle"	"THE COLD BOOT"
"portal2_Chapter3_Title"	"CAPÍTULO 3"
"[english]portal2_Chapter3_Title"	"CHAPTER 3"
"portal2_Chapter3_Subtitle"	"O RETORNO"
"[english]portal2_Chapter3_Subtitle"	"THE RETURN"
"portal2_Chapter4_Title"	"CAPÍTULO 4"
"[english]portal2_Chapter4_Title"	"CHAPTER 4"
"portal2_Chapter4_Subtitle"	"A SURPRESA"
"[english]portal2_Chapter4_Subtitle"	"THE SURPRISE"
"portal2_Chapter5_Title"	"CAPÍTULO 5"
"[english]portal2_Chapter5_Title"	"CHAPTER 5"
"portal2_Chapter5_Subtitle"	"A FUGA"
"[english]portal2_Chapter5_Subtitle"	"THE ESCAPE"
"portal2_Chapter6_Title"	"CAPÍTULO 6"
"[english]portal2_Chapter6_Title"	"CHAPTER 6"
"portal2_Chapter6_Subtitle"	"A QUEDA"
"[english]portal2_Chapter6_Subtitle"	"THE FALL"
"portal2_Chapter7_Title"	"CAPÍTULO 7"
"[english]portal2_Chapter7_Title"	"CHAPTER 7"
"portal2_Chapter7_Subtitle"	"A REUNIÃO"
"[english]portal2_Chapter7_Subtitle"	"THE REUNION"
"portal2_Chapter8_Title"	"CAPÍTULO 8"
"[english]portal2_Chapter8_Title"	"CHAPTER 8"
"portal2_Chapter8_Subtitle"	"A COCEIRA"
"[english]portal2_Chapter8_Subtitle"	"THE ITCH"
"portal2_Chapter9_Title"	"CAPÍTULO 9"
"[english]portal2_Chapter9_Title"	"CHAPTER 9"
"portal2_Chapter9_Subtitle"	"A PARTE EM QUE ELE TE MATA"
"[english]portal2_Chapter9_Subtitle"	"THE PART WHERE HE KILLS YOU"
"portal2_Chapter10_Title"	"CAPÍTULO 10"
"[english]portal2_Chapter10_Title"	"CHAPTER 10"
"portal2_Chapter10_Subtitle"	"OS CRÉDITOS"
"[english]portal2_Chapter10_Subtitle"	"THE CREDITS"
"PORTAL2_CoopCommentary_Title1"	"Cooperativo\nConstruindo confiança"
"[english]PORTAL2_CoopCommentary_Title1"	"Co-op\nConfidence Building"
"PORTAL2_CoopCommentary_Title2"	"Cooperativo\nA Central"
"[english]PORTAL2_CoopCommentary_Title2"	"Co-op\nThe Hub"
"PORTAL2_CoopCommentary_Title3"	"Cooperativo\nSala de segurança"
"[english]PORTAL2_CoopCommentary_Title3"	"Co-op\nSecurity Room"
"P2_Actions_Title"	"AÇÕES"
"[english]P2_Actions_Title"	"ACTIONS"
"P2_Coop_Title"	"COOPERATIVO"
"[english]P2_Coop_Title"	"CO-OP"
"P2_Primary_Attack"	"Disparar portal azul"
"[english]P2_Primary_Attack"	"Fire Blue Portal"
"P2_Secondary_Attack"	"Disparar portal laranja"
"[english]P2_Secondary_Attack"	"Fire Orange Portal"
"P2_Zoom"	"Alternar zoom"
"[english]P2_Zoom"	"Toggle Zoom"
"P2_Zoom_In"	"Aproximar"
"[english]P2_Zoom_In"	"Zoom In"
"P2_Zoom_Out"	"Afastar"
"[english]P2_Zoom_Out"	"Zoom Out"
"P2_Romote_View"	"Visão remota do parceiro"
"[english]P2_Romote_View"	"Partner Remote View"
"P2_Mouse_Menu"	"Menu de comunicação"
"[english]P2_Mouse_Menu"	"Communication Menu"
"P2_Taunt"	"Menu de gestos"
"[english]P2_Taunt"	"Gesture Menu"
"P2_Taunt_Earned"	"Gesto decifrado"
"[english]P2_Taunt_Earned"	"Gesture Deciphered"
"P2_Scoreboard_Ping"	"Ping"
"[english]P2_Scoreboard_Ping"	"Ping"
"P2_Scoreboard_Dead"	"Morto"
"[english]P2_Scoreboard_Dead"	"Dead"
"P2_Team_Red"	"P-body"
"[english]P2_Team_Red"	"P-body"
"P2_Team_Blue"	"Atlas"
"[english]P2_Team_Blue"	"Atlas"
"P2_Team_RedUpper"	"P-BODY"
"[english]P2_Team_RedUpper"	"P-BODY"
"P2_Team_BlueUpper"	"ATLAS"
"[english]P2_Team_BlueUpper"	"ATLAS"
"P2_ScoreBoard_Player"	"%s2 - %s1"
"[english]P2_ScoreBoard_Player"	"%s2 - %s1"
"P2_ScoreBoard_Players"	"%s2 - %s1s"
"[english]P2_ScoreBoard_Players"	"%s2 - %s1s"
"Valve_Hint_Sprint"	"CORRER"
"[english]Valve_Hint_Sprint"	"SPRINT"
"Valve_Hint_GravGun"	"ARREMESSAR OBJETO PUXAR OBJETO"
"[english]Valve_Hint_GravGun"	"PUNT OBJECT PULL OBJECT"
"Valve_Hint_Look_Up"	"OLHE PARA CIMA"
"[english]Valve_Hint_Look_Up"	"LOOK UP"
"Valve_Hint_Look_Down"	"OLHE PARA BAIXO"
"[english]Valve_Hint_Look_Down"	"LOOK DOWN"
"Valve_Hint_Use_Bed"	"DORMIR"
"[english]Valve_Hint_Use_Bed"	"SLEEP"
"Valve_Hint_Movement_Keys"	"ANDAR"
"[english]Valve_Hint_Movement_Keys"	"WALK"
"Valve_Hint_Say_Apple"	"DIZER MAÇÃ"
"[english]Valve_Hint_Say_Apple"	"SAY APPLE"
"Valve_Hint_Talk"	"FALAR"
"[english]Valve_Hint_Talk"	"SPEAK"
"Valve_Hint_Crouch"	"AGACHAR-SE"
"[english]Valve_Hint_Crouch"	"CROUCH"
"Valve_Hint_Uncrouch"	"LEVANTAR-SE"
"[english]Valve_Hint_Uncrouch"	"STAND UP"
"Valve_Hint_PushButton"	"PRESSIONAR O BOTÃO"
"[english]Valve_Hint_PushButton"	"PUSH BUTTON"
"Valve_Hint_Interact"	"INTERAGIR"
"[english]Valve_Hint_Interact"	"INTERACT"
"Valve_Hint_Jump"	"PULAR"
"[english]Valve_Hint_Jump"	"JUMP"
"Valve_Hint_Door"	"ABRIR PORTA"
"[english]Valve_Hint_Door"	"OPEN DOOR"
"Valve_Hint_Lever"	"PUXAR ALAVANCA"
"[english]Valve_Hint_Lever"	"PULL LEVER"
"Valve_Hint_Zoom"	"ZOOM"
"[english]Valve_Hint_Zoom"	"ZOOM"
"Valve_Hint_Pickup_Glados"	"PEGAR A GLaDOS"
"[english]Valve_Hint_Pickup_Glados"	"PICK UP GLaDOS"
"Valve_Hint_Socket"	"ATIVAR SOQUETE"
"[english]Valve_Hint_Socket"	"ACTIVATE SOCKET"
"Valve_Hint_USEPickup"	"Pegar objeto"
"[english]Valve_Hint_USEPickup"	"Pick up object"
"Valve_Hint_CarryTurret"	"OU A ARMA DE GRAVIDADE PARA PEGAR A TORRETA"
"[english]Valve_Hint_CarryTurret"	"OR GRAVITY GUN TO PICK UP TURRET"
"Valve_Hint_CROSSBOW"	"ZOOM DA BESTA"
"[english]Valve_Hint_CROSSBOW"	"CROSSBOW ZOOM"
"PORTAL2_HINT_GESTURE"	"Gesto"
"[english]PORTAL2_HINT_GESTURE"	"Gesture"
"PORTAL2_HINT_BUTTON_GESTURE"	"Faça um gesto"
"[english]PORTAL2_HINT_BUTTON_GESTURE"	"Do a gesture"
"PORTAL2_HINT_SEE_NEW_GESTURE"	"Confira o seu novo gesto!"
"[english]PORTAL2_HINT_SEE_NEW_GESTURE"	"Check out your new gesture!"
"PORTAL2_HINT_PING"	"Use a sua Ferramenta de Alerta"
"[english]PORTAL2_HINT_PING"	"Use your Ping Tool"
"PORTAL2_HINT_PING_WAIT"	"Aguarde a seleção do seu parceiro"
"[english]PORTAL2_HINT_PING_WAIT"	"Wait for your partner to select"
"Instructor_Air_Taunt"	"Gesto no ar"
"[english]Instructor_Air_Taunt"	"Air Gesture"
"Instructor_New_Taunt_Earned"	"Gesto"
"[english]Instructor_New_Taunt_Earned"	"Gesture"
"Instructor_Partner_View"	"Segure para ver a visão do parceiro"
"[english]Instructor_Partner_View"	"Hold for Partner View"
"Instructor_Start_Countdown"	"Segure para contagem regressiva"
"[english]Instructor_Start_Countdown"	"Hold for Countdown"
"Instructor_Return_To_Hub"	"Ir para a Central"
"[english]Instructor_Return_To_Hub"	"Go to Hub"
"Instructor_Create_Blue_Portal"	"Criar portal azul"
"[english]Instructor_Create_Blue_Portal"	"Create Blue Portal"
"Instructor_Create_Purple_Portal"	"Criar portal roxo"
"[english]Instructor_Create_Purple_Portal"	"Create Purple Portal"
"Instructor_Create_Orange_Portal"	"Criar portal laranja"
"[english]Instructor_Create_Orange_Portal"	"Create Orange Portal"
"Instructor_Create_Red_Portal"	"Criar portal vermelho"
"[english]Instructor_Create_Red_Portal"	"Create Red Portal"
"Instructor_Walk"	"Andar"
"[english]Instructor_Walk"	"Walk"
"Instructor_Push_Button"	"Ativar"
"[english]Instructor_Push_Button"	"Activate"
"Instructor_Pick_Up"	"Pegar"
"[english]Instructor_Pick_Up"	"Pick Up"
"Instructor_Drop"	"Largar"
"[english]Instructor_Drop"	"Drop"
"Instructor_Jump"	"Pular"
"[english]Instructor_Jump"	"Jump"
"Instructor_Unzoom"	"Afastar"
"[english]Instructor_Unzoom"	"Unzoom"
"Instructor_Zoom"	"Zoom"
"[english]Instructor_Zoom"	"Zoom"
"Paint_Instructor_teach_bounce_suppression"	"Segure para evitar ressaltos"
"[english]Paint_Instructor_teach_bounce_suppression"	"Hold to prevent bouncing"
"P2COOP_Invite_Title"	"Convite do Portal 2"
"[english]P2COOP_Invite_Title"	"Portal 2 Invite"
"P2COOP_Invite_Body"	"Você foi convidado para jogar uma partida cooperativa de Portal 2!"
"[english]P2COOP_Invite_Body"	"You have been invited to play a Portal 2 cooperative game!"
"P2COOP_TrackName_1"	"CONSTRUÇÃO DE EQUIPES"
"[english]P2COOP_TrackName_1"	"TEAM BUILDING"
"P2COOP_TrackName_2"	"MASSA E VELOCIDADE"
"[english]P2COOP_TrackName_2"	"MASS AND VELOCITY"
"P2COOP_TrackName_3"	"SUPERFÍCIES DE LUZ SÓLIDA"
"[english]P2COOP_TrackName_3"	"HARD-LIGHT SURFACES"
"P2COOP_TrackName_4"	"FUNIS DE EXCURSÃO"
"[english]P2COOP_TrackName_4"	"EXCURSION FUNNELS"
"P2COOP_TrackName_5"	"GÉIS DE MOBILIDADE"
"[english]P2COOP_TrackName_5"	"MOBILITY GELS"
"P2COOP_TrackName_6"	"CÂMARAS AVANÇADAS"
"[english]P2COOP_TrackName_6"	"ADVANCED CHAMBERS"
"P2COOP_WAITINGFORPARTNER"	"ESPERANDO PARCEIRO"
"[english]P2COOP_WAITINGFORPARTNER"	"WAITING FOR PARTNER"
"P2COOP_SelectScreen_SelectNoOption"	"Por favor, prossiga às câmaras de\ndesmontagem."
"[english]P2COOP_SelectScreen_SelectNoOption"	"Please proceed to the disassembly\nchambers."
"P2COOP_SelectScreen_Select"	"Por favor, selecionem um nível e então\nprossigam às câmaras de desmontagem."
"[english]P2COOP_SelectScreen_Select"	"Please select a level, then\nproceed to the disassembly chambers."
"P2COOP_SelectScreen_CourseNum"	"Percurso %s1"
"[english]P2COOP_SelectScreen_CourseNum"	"Course %s1"
"P2COOP_SelectScreen_PercentComplete"	"%s1% COMPLETO"
"[english]P2COOP_SelectScreen_PercentComplete"	"%s1% COMPLETED"
"P2COOP_Scoreboard_Disclaimer1"	"VOCÊ ESTÁ SOB VIGILÂNCIA CONSTANTE"
"[english]P2COOP_Scoreboard_Disclaimer1"	"YOU ARE UNDER CONSTANT SURVEILLANCE"
"P2COOP_Scoreboard_Disclaimer2"	"AS ESTATÍSTICAS SERÃO REGISTRADAS EM SEU HISTÓRICO PERMANENTE"
"[english]P2COOP_Scoreboard_Disclaimer2"	"STATISTICS WILL BE RECORDED ON YOUR PERMANENT RECORD"
"P2COOP_Scoreboard_Disclaimer3"	"ESTOU TE VENDO"
"[english]P2COOP_Scoreboard_Disclaimer3"	"I SEE YOU"
"P2COOP_Scoreboard_Stat1"	"PASSOS DADOS"
"[english]P2COOP_Scoreboard_Stat1"	"STEPS TAKEN"
"P2COOP_Scoreboard_Stat2"	"PORTAIS COLOCADOS"
"[english]P2COOP_Scoreboard_Stat2"	"PORTALS PLACED"
"P2COOP_Scoreboard_Stat3"	"PORTAIS ATRAVESSADOS"
"[english]P2COOP_Scoreboard_Stat3"	"PORTALS TRAVELED"
"P2COOP_Scoreboard_Stat4"	"ABRAÇOS"
"[english]P2COOP_Scoreboard_Stat4"	"HUGS"
"P2COOP_Scoreboard_Stat5_Part1"	"DESASTRES"
"[english]P2COOP_Scoreboard_Stat5_Part1"	"DISASTERS"
"P2COOP_Scoreboard_Stat5_Part2"	"EVITADOS"
"[english]P2COOP_Scoreboard_Stat5_Part2"	"AVERTED"
"P2COOP_Scoreboard_Stat6_Part1"	"PONTOS DE"
"[english]P2COOP_Scoreboard_Stat6_Part1"	"SCIENCE"
"P2COOP_Scoreboard_Stat6_Part2"	"COLABORAÇÃO"
"[english]P2COOP_Scoreboard_Stat6_Part2"	"COLLABORATION"
"P2COOP_Scoreboard_Stat6_Part3"	"CIENTÍFICA"
"[english]P2COOP_Scoreboard_Stat6_Part3"	"POINTS"
"P2COOP_Scanning"	"EXAMINANDO FUNCIONÁRIOS..."
"[english]P2COOP_Scanning"	"SCANNING PERSONNEL..."
"P2COOP_Waiting"	"AGUARDANDO..."
"[english]P2COOP_Waiting"	"WAITING..."
"P2COOP_Scoreboard_Stat4_SubLabel_Part1"	"ÁREA DE SUBDESEMPENHO"
"[english]P2COOP_Scoreboard_Stat4_SubLabel_Part1"	"AREA OF UNDER PERFORM ANCE"
"P2COOP_Scoreboard_Stat4_SubLabel_Part2"	"E, ASSIM, DE PREOCUPAÇÃO"
"[english]P2COOP_Scoreboard_Stat4_SubLabel_Part2"	"AND THEREFORE CONCERN"
"P2COOP_Scoreboard_Stat4_SubLabel_Part3"	"APENAS"
"[english]P2COOP_Scoreboard_Stat4_SubLabel_Part3"	"ONLY"
"cheaptitles_sphere03.openingcloseenough01"	"Wheatley: OK, quer saber? Já está bom. Só segure firme."
"[english]cheaptitles_sphere03.openingcloseenough01"	"Wheatley: Okay, you know what? That's close enough. Just hold tight."
"cheaptitles_announcer.openingsafeguards01"	"Locutor: Todas as proteções do núcleo do reator estão inoperantes. Por favor, prepare-se para a fusão do núcleo do reator."
"[english]cheaptitles_announcer.openingsafeguards01"	"Announcer: All reactor core safeguards are now non-functional. Please prepare for reactor core meltdown."
"cheaptitles_sphere03.openingoutside01"	"Wheatley: Tudo bem, eu não ia falar nada, mas estou EM SÉRIOS APUROS aqui."
"[english]cheaptitles_sphere03.openingoutside01"	"Wheatley: Alright, I wasn't going to mention this to you, but I am in PRETTY HOT WATER here."
"cheaptitles_sphere03.openingoutside02"	"Wheatley: A energia reserva acabou, então é claro que todo o centro de relaxamento parou de acordar as malditas cobaias."
"[english]cheaptitles_sphere03.openingoutside02"	"Wheatley: The reserve power ran out, so of course the whole relaxation center stops waking up the bloody test subjects."
"cheaptitles_sphere03.openingoutside03"	"Wheatley: E é claro que ninguém ME contou nada. Nãããão. Por que deveriam me contar alguma coisa?"
"[english]cheaptitles_sphere03.openingoutside03"	"Wheatley: And of course nobody tells ME anything. Noooo. Why should they tell me anything?"
"cheaptitles_sphere03.openingoutside04"	"Wheatley: Por que eu deveria ser informado, sabe, sobre as funções vitais das dez mil malditas cobaias que tenho que cuidar?"
"[english]cheaptitles_sphere03.openingoutside04"	"Wheatley: Why should I be kept informed about the life functions of the ten thousand bloody test subjects I'm supposed to be in charge of?"
"cheaptitles_sphere03.openingoutside05"	"Wheatley: E de quem você acha que a culpa será quando a gerência vir aqui embaixo e encontrar dez mil malditos vegetais?"
"[english]cheaptitles_sphere03.openingoutside05"	"Wheatley: And whose fault do you think it's going to be when the management comes down here and finds ten thousand flipping vegetables?"
"cheaptitles_sphere03.openingnavigate03"	"Wheatley: Ok, eu só tenho que me concentrar!"
"[english]cheaptitles_sphere03.openingnavigate03"	"Wheatley: Okay, I've just gotta concentrate!"
"cheaptitles_sphere03.openingnavigate04"	"Wheatley: Tudo bem, só um segundo..."
"[english]cheaptitles_sphere03.openingnavigate04"	"Wheatley: Alright, just a second..."
"cheaptitles_sphere03.openingnavigate05"	"Wheatley: Segure firme! Isso é meio complicado!"
"[english]cheaptitles_sphere03.openingnavigate05"	"Wheatley: Hold on! This is a bit tricky!"
"cheaptitles_sphere03.openingnavigate06"	"Wheatley: Agh, eu só... eu só tenho que passar por aqui..."
"[english]cheaptitles_sphere03.openingnavigate06"	"Wheatley: Agh, just... I just gotta get it through here..."
"cheaptitles_sphere03.openingnavigate12"	"Wheatley: Ei, está quase... você consegue ver? Eu consigo passar? Tem espaço suficiente?"
"[english]cheaptitles_sphere03.openingnavigate12"	"Wheatley: Oi, it's close... can you see? Am I gonna make it through? Have I got enough space?"
"cheaptitles_sphere03.openingnavigate16"	"Wheatley: Aggh, viu só, bati ali, bati ali..."
"[english]cheaptitles_sphere03.openingnavigate16"	"Wheatley: Aggh, see, now I hit that one, I hit that one..."
"cheaptitles_sphere03.openingnavigate17"	"Wheatley: Como você está aí embaixo? Ainda está se segurando?"
"[english]cheaptitles_sphere03.openingnavigate17"	"Wheatley: How you doing down there? You still holding on?"
"cheaptitles_sphere03.openingstorystraight02"	"Wheatley: Ok, escuta, temos que fazer nossas histórias baterem, certo? Se alguém perguntar — e ninguém vai perguntar, não se preocupe — mas se alguém perguntar, diga que até onde você sabe, da última vez que você checou, todos pareciam estar bem vivos. Certo? Não mortos."
"[english]cheaptitles_sphere03.openingstorystraight02"	"Wheatley: Okay, listen, we should get our stories straight, alright? If anyone asks -- and no one's gonna ask, don't worry -- but if anyone asks, tell them as far as you know, the last time you checked, everyone looked pretty much alive. Alright? Not dead."
"cheaptitles_sphere03.openingwall01"	"Wheatley: Ok, quase lá. Do outro lado daquela parede fica um dos velhos percursos de testes. Tem um equipamento lá dentro que nós vamos precisar pra sair daqui. E-eu acho que isso é uma doca. Prepare-se..."
"[english]cheaptitles_sphere03.openingwall01"	"Wheatley: Okay, almost there. On the other side of that wall is one of the old testing tracks. There's a piece of equipment in there we're gonna need to get out of here. I think this is a docking station. Get ready..."
"cheaptitles_sphere03.openingwallhitone02"	"Wheatley: Boa notícia: aquilo não é uma doca. Então já temos um mistério resolvido. Bem, vou tentar uma incursão manual nessa parede. Pode ficar um pouco complicado. Segure-se!"
"[english]cheaptitles_sphere03.openingwallhitone02"	"Wheatley: Good news: that is NOT a docking station. So there's one mystery solved. I'm going to attempt a manual override on this wall. Could get a bit technical! Hold on!"
"cheaptitles_sphere03.openingwallhittwo01"	"Wheatley: Quase lá! Lembre-se: procure por uma arma que faz buracos. Não buracos de bala, mas — não se preocupe, você vai descobrir. De verdade, se segure bem dessa vez!"
"[english]cheaptitles_sphere03.openingwallhittwo01"	"Wheatley: Almost there! Remember: you're looking for a gun that makes holes. Not bullet holes, but-- well, you'll figure it out. Really do hold on this time!"
"cheaptitles_sphere03.bw_finale04_portal_opens03"	"Wheatley: AHHHHHHH!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens03"	"Wheatley: AHHHHHHH!"
"cheaptitles_sphere03.bw_finale04_portal_opens13"	"Wheatley: Iahh!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens13"	"Wheatley: Yeghh!"
"cheaptitles_sphere03.bw_finale04_portal_opens15"	"Wheatley: Ahh. Ahhh!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens15"	"Wheatley: Yahh. Gehhh!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short05"	"Wheatley: AH!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short05"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short06"	"Wheatley: AHH!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short06"	"Wheatley: AHH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short07"	"Wheatley: AH!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short07"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short08"	"Wheatley: AH!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short08"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_through_portal01"	"Wheatley: AH!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal01"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_through_portal02"	"Wheatley: ESPAÇO!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal02"	"Wheatley: SPACE!"
"cheaptitles_sphere03.bw_finale04_through_portal03"	"Wheatley: Estamos no espaço!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal03"	"Wheatley: We're in space!"
"cheaptitles_sphere03.bw_finale04_through_portal04"	"Wheatley: Me larga! Me larga! Eu ainda estou conectado. Eu posso me puxar de volta. Eu ainda posso consertar isto!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal04"	"Wheatley: Let go! Let go! I'm still connected. I can pull myself in. I can still fix this!"
"cheaptitles_sphere03.bw_finale04_through_portal05"	"Wheatley: Solte!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal05"	"Wheatley: Let go!"
"cheaptitles_sphere03.bw_finale04_through_portal07"	"Wheatley: Ah não. Mudança de planos. Se segure em mim. Mais forte!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal07"	"Wheatley: Oh no. Change of plans. Hold onto me. Tighter!"
"cheaptitles_sphere03.bw_finale04_through_portal08"	"Wheatley: Me segure me segure me segure! Me segureeee!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal08"	"Wheatley: Grab me grab me grab me! Grab meeee!"
"cheaptitles_glados.moonportalpush02"	"GLaDOS: Eu já arrumei."
"[english]cheaptitles_glados.moonportalpush02"	"GLaDOS: I already fixed it."
"cheaptitles_glados.moonportalpush04"	"GLaDOS: E você NÃO vai voltar!"
"[english]cheaptitles_glados.moonportalpush04"	"GLaDOS: And you are NOT coming back!"
"cheaptitles_core01.space02"	"Núcleo 1: Espaço? ESPAÇO!"
"[english]cheaptitles_core01.space02"	"Core 1: Space? SPACE!"
