"lang"
{
"Language"	"vietnamese"
"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_move_slow"	"%LÀM CHẬM TỐC CHẠY:"
"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike"	"Phantom Strike"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_Description"	"Dịch chuyển đến một đơn vị đồng minh hoặc kẻ địch, tăng tốc đánh trong một số đòn đánh lên mục tiêu đó nếu là kẻ địch."
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_bonus_max_attack_count"	"SỐ ĐÒN ĐÁNH TỐI ĐA:"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_bonus_attack_speed"	"TỐC ĐÁNH TĂNG THÊM:"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_tooltip_range"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_phantom_assassin_blur"	"
Blur"
"DOTA_Tooltip_ability_phantom_assassin_blur_Description"	"Phantom Assassin vận nội tại, tăng khả năng né đòn và cho phép cô làm mờ nhân ảnh để biến mất trên bản đồ nhỏ của kẻ địch khi đứng cách xa tướng địch.\n\nCộng dồn giảm dần với các loại né đòn khác."
"DOTA_Tooltip_ability_phantom_assassin_blur_bonus_evasion"	"%NÉ ĐÒN:"
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace"	"Coup de Grace"
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_Description"	"Phantom Assassin trau dồi khả năng chiến đấu của mình, cho khả năng chí mạng cực mạnh lên mục tiêu. Stifling Dagger cùng chia sẻ khả năng gia tăng tỉ lệ chí mạng."
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_crit_chance"	"%TỈ LỆ CHÍ MẠNG:"
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_crit_bonus"	"%SÁT THƯƠNG CHÍ MẠNG:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast"	"Wraithfire Blast"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_Description"	"Wraith King đốt cháy kẻ địch bằng một ngọn lửa ma quái, gây sát thương và choáng, sau đó gây sát thương theo thời gian và làm chậm mục tiêu."
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_tooltip_slow_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_slow"	"%TỐC CHẠY LÀM CHẬM:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_damage"	"SÁT THƯƠNG MỖI GIÂY:"
"DOTA_Tooltip_ability_skeleton_king_vampiric_aura"	"Vampiric Aura"
"DOTA_Tooltip_ability_skeleton_king_vampiric_aura_Description"	"Đồng minh ở gần được hồi máu dựa trên lượng sát thương gây ra cho kẻ địch bằng đòn đánh thường."
"DOTA_Tooltip_ability_skeleton_king_vampiric_aura_vampiric_aura"	"%HÚT MÁU:"
"DOTA_Tooltip_ability_skeleton_king_reincarnation"	"Reincarnation"
"DOTA_Tooltip_ability_skeleton_king_reincarnation_Description"	"Các bộ phận của Wraith King tái hợp sau khi chết, cho phép ngài tái sinh sau khi bị giết chết trong cuộc chiến. Sau khi chết, kẻ địch trong phạm vi %slow_radius% sẽ bị làm chậm.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_skeleton_king_reincarnation_reincarnate_time"	"THỜI GIAN ĐỂ TÁI SINH:"
"DOTA_Tooltip_ability_drow_ranger_frost_arrows"	"Frost Arrows"
"DOTA_Tooltip_ability_drow_ranger_frost_arrows_Description"	"Thêm hiệu ứng đóng băng vào mũi tên của Drow Ranger, làm mục tiêu di chuyển chậm lại. Kéo dài %frost_arrows_hero_duration_tooltip% giây với tướng, và %frost_arrows_creep_duration% giây với quái.\n\nFrost Arrows là hiệu ứng tấn công độc nhất và không cộng dồn với các hiệu ứng tấn công độc nhất khác."
"DOTA_Tooltip_ability_drow_ranger_frost_arrows_frost_arrows_movement_speed"	"%TỐC CHẠY LÀM CHẬM:"
"DOTA_Tooltip_ability_drow_ranger_silence"	"Silence"
"DOTA_Tooltip_ability_drow_ranger_silence_Description"	"Tạo một cơn sóng gây khóa phép và đầy lùi kẻ địch. Khoảng cách đẩy lùi tùy thuộc vào việc mục tiêu ở gần nàng như thế nào."
"DOTA_Tooltip_ability_drow_ranger_silence_silence_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_drow_ranger_silence_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_drow_ranger_trueshot"	"Precision Aura"
"DOTA_Tooltip_ability_drow_ranger_trueshot_Description"	"Thêm sát thương cho tướng đồng minh bắn xa dựa trên phần trăm Nhanh nhẹn của Drow. Khi dùng phép, tác dụng lên quái trong 30 giây."
"DOTA_Tooltip_ability_drow_ranger_trueshot_trueshot_ranged_damage"	"%SÁT THƯƠNG BẮN XA TĂNG:"
"DOTA_Tooltip_ability_drow_ranger_trueshot_trueshot_aura_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_drow_ranger_marksmanship"	"Marksmanship"
"DOTA_Tooltip_ability_drow_ranger_marksmanship_Description"	"Kinh nghiệm của Drow trong trận chiến giúp tăng độ chính xác và hiệu quả của mình trong chiến đấu, cộng một lượng Nhanh nhẹn. Không cộng nếu có tướng địch trong bán kính 400 quanh cô.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_drow_ranger_marksmanship_marksmanship_agility_bonus"	"NHANH NHẸN CỘNG THÊM:"
"DOTA_Tooltip_ability_morphling_waveform"	"Waveform"
"DOTA_Tooltip_ability_morphling_waveform_Description"	"Morphling tan thành chất lỏng và lao lên phía trước, gây sát thương lên kẻ địch trên đường đi. Morphling là bất khả xâm phạm trong quá trình Waveform."
"DOTA_Tooltip_ability_morphling_adaptive_strike"	"Adaptive Strike"
"DOTA_Tooltip_ability_morphling_adaptive_strike_Description"	"Phóng ra một sóng nước về phía kẻ địch, làm choáng đối tượng đồng thời gây sát thương cơ bản cộng thêm sát thương dựa trên cấp số nhân Nhanh nhẹn của Morphling. Nếu Nhanh nhẹn của Morphling cao hơn 50%% so với Sức mạnh sẽ gây ra lượng sát thương tối đa và làm choáng tối thiểu. Nếu lượng Sức mạnh lớn hơn 50%% so với Nhanh nhẹn sẽ gây ra sự làm choáng tối đa và sát thương tối thiểu."
"DOTA_Tooltip_ability_morphling_adaptive_strike_damage_base"	"SÁT THƯƠNG CƠ BẢN:"
"DOTA_Tooltip_ability_morphling_adaptive_strike_stun_max"	"CHOÁNG TỐI ĐA:"
"DOTA_Tooltip_ability_morphling_adaptive_strike_damage_max"	"SÁT THƯƠNG NHÂN NN TỐI ĐA:"
"DOTA_Tooltip_ability_morphling_morph_agi"	"Morph (Tăng Nhanh nhẹn)"
"DOTA_Tooltip_ability_morphling_morph_agi_Description"	"Morphling đổi dạng, lấy điểm từ Sức mạnh và rót chúng vào Nhanh nhẹn. Quá trình này có thể đảo ngược. Điểm cộng thêm vào chiêu Morph tăng tốc độ thay đổi chỉ số. Gián tiếp tăng chỉ số nhanh nhẹn khi học chiêu."
"DOTA_Tooltip_ability_morphling_morph_agi_points_per_tick"	"ĐIỂM MỖI LẦN CHUYỂN:"
"DOTA_Tooltip_ability_morphling_morph_agi_mana_cost"	"MANA MỖI GIÂY:"
"DOTA_Tooltip_ability_morphling_morph_str"	"Morph (Tăng Sức mạnh)"
"DOTA_Tooltip_ability_morphling_morph_str_Description"	"Morphling đổi dạng, lấy điểm từ Sức mạnh và rót chúng vào Nhanh nhẹn. Quá trình này có thể đảo ngược. Điểm cộng thêm vào chiêu Morph tăng tốc độ thay đổi chỉ số. Gián tiếp tăng chỉ số nhanh nhẹn khi học chiêu."
"DOTA_Tooltip_ability_morphling_morph_str_points_per_tick"	"ĐIỂM MỖI LẦN CHUYỂN:"
"DOTA_Tooltip_ability_morphling_morph_str_mana_cost"	"NĂNG LƯỢNG MỖI GIÂY:"
"DOTA_Tooltip_ability_morphling_replicate"	"Replicate"
"DOTA_Tooltip_ability_morphling_replicate_Description"	"Morphling nhân bản tướng đồng minh hoặc kẻ thù, có khả năng gây ra %tooltip_illusion_damage_out_pct%%% sát thương gốc của tướng và nhận 100%% lượng sát thương từ bên ngoài. Bất kỳ lúc nào, Morphling đều có thể ngay lập tức di chuyển đến vị trí của bản sao với 150 mana. Nếu Morphling chết, bản sao cũng sẽ biến mất."
"DOTA_Tooltip_ability_morphling_replicate_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_morphling_morph_replicate"	"Morph Replicate"
"DOTA_Tooltip_ability_morphling_morph_replicate_Description"	"Morphling ngay lập tức chiếm lấy vị trí của bản sao."
"DOTA_Tooltip_ability_bloodseeker_bloodrage"	"Bloodrage"
"DOTA_Tooltip_ability_bloodseeker_bloodrage_Description"	"Đưa một đối tượng vào cơn thịnh nộ khát máu, tăng sát thương gây ra, đổi lại phải nhận thêm sát thương. Đối tượng bị ảnh hưởng bởi Bloodrage dù giết hoặc bị giết thì kẻ kết liễu sẽ được hồi một lượng phần trăm máu tối đa của kẻ bị giết."
"DOTA_Tooltip_ability_bloodseeker_bloodrage_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_bloodseeker_bloodrage_damage_increase_pct"	"%SÁT THƯƠNG TĂNG:"
"DOTA_Tooltip_ability_bloodseeker_blood_bath"	"Blood Rite"
"DOTA_Tooltip_ability_bloodseeker_blood_bath_Description"	"Bloodseeker rửa tội trong một khu vực bằng dòng máu thiêng. Sau %delay_plus_castpoint_tooltip% giây nghi lễ kết thúc, khiến tất cả kẻ thù trong khu vực đó nhận sát thương và bị khóa phép."
"DOTA_Tooltip_ability_bloodseeker_thirst"	"Thirst"
"DOTA_Tooltip_ability_bloodseeker_thirst_Description"	"Cho phép Bloodseeker cảm nhận được mùi máu từ vết thương của kẻ địch, khi có tướng địch có lượng máu dưới %min_bonus_pct%%% hắn sẽ được thưởng thêm tốc chạy và sát thương, tăng lên tùy theo trên lượng máu chúng mất. Nếu một tướng địch có ít hơn %invis_threshold_pct%%% lượng máu tối đa của mình, hắn sẽ có thêm được tầm nhìn và thấy xuyên tàng hình của tướng đó. Chỉ số thưởng cộng dồn trên mỗi tướng địch."
"DOTA_Tooltip_ability_bloodseeker_thirst_bonus_movement_speed"	"%TỐC CHẠY TĂNG TỐI ĐA:"
"DOTA_Tooltip_ability_bloodseeker_rupture"	"Rupture"
"DOTA_Tooltip_ability_bloodseeker_rupture_Description"	"Làm rách da một đơn vị địch. Nếu kẻ đó di chuyển, lượng sát thương sẽ tính theo độ dài đã di chuyển. Vẫn gây ra sát thương khi có miễn nhiễm phép.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_bloodseeker_rupture_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_bloodseeker_rupture_movement_damage_pct"	"%SÁT THƯƠNG DI CHUYỂN:"
"DOTA_Tooltip_ability_axe_berserkers_call"	"Berserker's Call"
"DOTA_Tooltip_ability_axe_berserkers_call_Description"	"Axe khiêu khích kẻ địch ở gần, khiến họ phải tấn công hắn, mặt khác hắn có thêm giáp trong thời gian tác dụng."
"DOTA_Tooltip_ability_axe_berserkers_call_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_axe_berserkers_call_bonus_armor"	"GIÁP TĂNG THÊM:"
"DOTA_Tooltip_ability_axe_berserkers_call_duration"	"KÉO DÀI:"
"DOTA_Tooltip_ability_axe_battle_hunger"	"Battle Hunger"
"DOTA_Tooltip_ability_axe_battle_hunger_Description"	"Là một kẻ địch nổi khùng, khiến hắn bị làm chậm và nhận sát thương trong một khoảng thời gian đến khi giết một đơn vị khác hoặc hết thời gian hiệu lực. Axe tăng tốc độ di chuyển cho mỗi đơn vị bị ảnh hưởng bởi Battle Hunger."
"DOTA_Tooltip_ability_axe_battle_hunger_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_axe_battle_hunger_slow"	"%GIẢM TỐC ĐỘ DI CHUYỂN:"
"DOTA_Tooltip_ability_axe_counter_helix"	"Counter Helix"
"DOTA_Tooltip_ability_axe_counter_helix_Description"	"Khi bị tấn công, Axe phản lại bằng một cú quay rìu, gây sát thương thuần cho những kẻ địch đứng kế hắn."
"DOTA_Tooltip_ability_axe_counter_helix_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_axe_counter_helix_trigger_chance"	"%TỶ LỆ QUAY RÌU:"
"DOTA_Tooltip_ability_axe_culling_blade"	"Culling Blade"
"DOTA_Tooltip_ability_axe_culling_blade_Description"	"Axe phát hiện kẻ yếu đuối, gây ra một lượng sát thương vừa phải hoặc kết liễu nếu hắn còn ít máu. Khi một tướng địch bị giết bởi chiêu này, Culling Blade sẽ hồi ngay lập tức và Axe cùng đồng đội của hắn được nhận thêm tốc độ chạy.\n\nCó thể nâng cấp được bởi Aghanim's Scepter."
"DOTA_Tooltip_ability_axe_culling_blade_kill_threshold"	"NGƯỠNG GIẾT:"
"npc_dota_hero_axe_bio"	"Ngay từ khi còn là một gã bộ binh trong Quân đoàn Red Mist, Mogul Khan đã xác định mục tiêu của mình là trở thành tướng quân của Red Mist. Trải qua không biết bao nhiêu trận chiến, hắn đã dùng những chiến thắng đẫm máu để khẳng định giá trị và địa vị của mình. Mogul Khan liên tục thăng tiến với việc không ngần ngại sát hại thượng cấp của mình. Trải qua 7 năm của chiến dịch Thousand Tarns, hắn vinh danh tên mình bằng những cuộc tàn sát đẫm máu, khiến danh vọng của hắn trở nên sáng chói hơn bao giờ hết, trong khi những người đồng đội bên cạnh hắn lần lượt ít dần. Vào cái đêm chiến thắng cuối cùng, Axe tuyên bố hắn chính là vị tướng quân mới của quân đoàn Red Mist, cũng tự phong cho mình danh hiệu “Axe”. Thế nhưng, quân đội của hắn chỉ còn là con số không. Tất nhiên, rất nhiều người đã tử vong trong chiến trận, nhưng càng nhiều người khác lại đã chết dưới chính lưỡi búa của Axe. Một điều hiển nhiên rằng, hiện tại, hầu hết các chiến sĩ đều lảng tránh sự lãnh đạo của Axe. Nhưng đối với hắn mà nói, điều đó chẳng hề có nghĩa lí gì hết. Bởi lẽ, với Axe, quân-đoàn-một-người mới là quân đoàn mạnh nhất."
"DOTA_Tooltip_ability_phantom_lancer_spirit_lance"	"Spirit Lance"
"DOTA_Tooltip_ability_phantom_lancer_spirit_lance_Description"	"Phóng một cây lao ma thuật vào kẻ địch, gây sát thương và làm chậm, đồng thời tạo ra một phân thân tấn công chúng.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_phantom_lancer_doppelwalk"	"Doppelganger"
"DOTA_Tooltip_ability_phantom_lancer_doppelwalk_Description"	"Phantom Lancer tạm biến mất khỏi chiến trường. Sau %delay% giây, Phantom Lancer và mọi phân thân gần đó sẽ tái xuất hiện tại một vị trí ngẫu nhiên trong phạm vi đã chỉ định, cộng thêm 2 phân thân khác. Hai phân thân này có tính chất khác nhau: một nhận sát thương bình thường nhưng không gây sát thương, một nhận 600%% và gây 20%% sát thương.\n\nLOẠI HÓA GIẢI: cơ bản"
"DOTA_Tooltip_ability_razor_plasma_field_damage_min"	"SÁT THƯƠNG TỐI THIỂU:"
"DOTA_Tooltip_ability_razor_plasma_field_damage_max"	"SÁT THƯƠNG TỐI ĐA:"
"DOTA_Tooltip_ability_razor_plasma_field_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_razor_static_link_drain_length"	"THỜI GIAN NỐI:"
"DOTA_Tooltip_ability_razor_static_link_drain_duration"	"THỜI GIAN TĂNG SỨC:"
"DOTA_Tooltip_ability_razor_eye_of_the_storm_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_razor_eye_of_the_storm_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_storm_spirit_static_remnant_Description"	"Tạo ra một ảo ảnh của Storm Spirit trong 12 giây và sẽ phát nổ làm bị thương kẻ thù khi chúng đến gần."
"DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_storm_spirit_electric_vortex_Description"	"Một lốc xoáy điện kéo đối phương về vị trí của Storm Spirit, nó đồng thời làm Storm Spirit chậm đi 50%% trong 3 giây.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_storm_spirit_electric_vortex_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_crystal_maiden_frostbite_Description"	"Đóng băng một kẻ thù, khiến hắn không thể di chuyển cũng như đánh thường, đồng thời gây %damage_per_second_tooltip% sát thương sau mỗi nửa giây. Kéo dài trong 10 giây đối với quái cấp 6 trở xuống."
"DOTA_Tooltip_ability_crystal_maiden_frostbite_duration"	"THỜI GIAN LÊN TƯỚNG:"
"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_Description"	"Ban cho đồng minh trên khắp bản đồ một hào quang hồi mana. Tác dụng nhiều hơn cho bản thân Crystal Maiden."
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_Description"	"VẬN PHÁP - Bao quanh Crystal Maiden với hàng trăm vụ nổ băng ngẫu nhiên, làm chậm kẻ thù và gây sát thương khủng khiếp. Kéo dài trong %duration_tooltip% giây.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_kunkka_torrent_slow_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_kunkka_torrent_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_kunkka_tidebringer_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_tooltip_range"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_kunkka_return"	"Quay lại"
"DOTA_Tooltip_ability_kunkka_ghostship_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_kunkka_ghostship_buff_duration"	"THỜI GIAN XỈN:"
"DOTA_Tooltip_ability_warlock_shadow_word_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_zuus_static_field_radius"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_tiny_avalanche_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_tiny_avalanche_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_tiny_toss_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_tiny_toss_tooltip_range"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_tiny_craggy_exterior_radius"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_tiny_grow_bonus_damage"	"SÁT THƯƠNG TĂNG THÊM:"
"DOTA_Tooltip_ability_puck_waning_rift_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_puck_waning_rift_silence_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_puck_phase_shift_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_puck_dream_coil_coil_stun_duration"	"THỜI GIAN CHOÁNG PHÁ TRÓI:"
"npc_dota_hero_puck_bio"	"Mặc dù Puck có cái vẻ tinh nghịch, trẻ con, nhưng cái mặt nạ ấy che đầy một nhanh cách hoàn toàn khác. Mang trong hình tuổi thiếu niên của Faerie Dragon, một sinh vật sống đến hàng vạn kiếp, Puck dành vô số thiên niên kỷ trong hình hài trẻ con ấy. Và mặc dù đúng là Puck chỉ là một thiếu niên, nhưng nó sẽ mãi là thế khi mà các thành phố thời hiện đại dần lụi tàn thành cát bụi. Ấy thế động cơ của nó thật mờ ám, và trông mặt thì chẳng thể bắt hình dong, ẩn chứa bên trong là một mục đích tà ám. Cái sự đắm đuối vô đáy với các trò phá phách tinh nghịch là kim chỉ nam cho cái bản chất thật sự của Puck."
"DOTA_Tooltip_ability_dazzle_poison_touch_Description"	"Tung một phép độc vào kẻ địch, làm chậm dần dần tốc độ di chuyển và gây sát thương theo thời gian.\n<font color=\"#ffb2ff\">CẤP 1</font> - Làm chậm mục tiêu 33%% trong 3 giây.\n<font color=\"#ff99ff\">CẤP 2</font> - Làm chậm mục tiêu 33%% trong 2 giây, sau đó là 66%% trong 1 giây.\n<font color=\"#ff66ff\">CẤP 3</font> - Làm chậm mục tiêu 33%%, 66%% và 100%%, mỗi thứ trong 1 giây.\n<font color=\"#ff33ff\">CẤP 4</font> - Làm chậm mục tiêu 33%% trong 1 giây, sau đó là 66%% trong 1 giây, cuối cùng là làm choáng 1 giây."
"DOTA_Tooltip_ability_dazzle_poison_touch_duration_tooltip"	"THỜI GIAN SÁT THƯƠNG:"
"DOTA_Tooltip_ability_dazzle_shallow_grave_Description"	"Một đồng minh may mắn có Shallow Grave, không quan trọng kẻ đó có gần chết như thế nào, hắn không thể chết khi được phép này phù trợ."
"DOTA_Tooltip_ability_dazzle_shallow_grave_duration_tooltip"	"THỜI GIAN:"
"DOTA_Tooltip_ability_dazzle_weave_Description"	"Áp dụng một hiệu ứng tăng giáp cho đồng minh và trừ giáp kẻ địch theo thời gian trong một khu vực chỉ định.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_dazzle_weave_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_dazzle_weave_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_rattletrap_battery_assault_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_rattletrap_battery_assault_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_rattletrap_power_cogs_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_rattletrap_rocket_flare_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_rattletrap_hookshot_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_rattletrap_hookshot_tooltip_range"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_lich_frost_nova_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_lich_frost_armor_slow_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_lich_chain_frost_slow_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_tidehunter_anchor_smash_reduction_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_tidehunter_anchor_smash_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_tidehunter_ravage_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_tidehunter_ravage_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_shadow_shaman_voodoo_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_shadow_shaman_shackles_channel_time"	"THỜI GIAN TỐI ĐA:"
"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_riki_smoke_screen_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_enigma_malefice_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_enigma_midnight_pulse_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_enigma_black_hole_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_enigma_black_hole_far_radius"	"BÁN KÍNH:"
"npc_dota_hero_enigma_bio"	"Không có ai biết rõ về quá khứ của Enigma cả. Chỉ có những câu chuyện và truyền thuyết, hầu như đều có ẩn khúc, xuyên suốt các thời đại. Trên thực tế, Enigma là một bí ẩn mà tiểu sử được mô tả theo cách chân thực nhất: Hắn là một thế lực vũ trụ, là kẻ hút các thế giới. Hắn là một sinh vật trong cái hư vô, lúc thị hữu hình, lúc thì thanh tao. Một con quái vật giữa các mặt không gian. Chuyện kể rằng hắn từng là một nhà giả kim thuật vĩ đại cố gắng mở khóa những bí ẩn của thiên hà và đã bị nguyền rủa bởi chính sự kiêu ngạo của hắn. Những câu chuyện khác thì nói rằng hắn là một sinh vật cổ xưa của lực hấp dẫn kỳ lạ, là vực thảm có nhân cách--một giọng nói xoáy từ nguồn cội của bóng tối, trước cả tia sáng đầu tiên trong thiên hà. Và có những truyền thuyết cổ hơn nói rằng hắn là ngôi sao đầu tiên sập xuống, một lỗ đen phát triển một cách phức tạp và có sức sống--động cơ của hắn không ai biết, sức mạnh của hắn không thể lay chuyển, một lực hủy diệt tung ra từ sự tồn tại của chính nó."
"DOTA_Tooltip_ability_tinker_march_of_the_machines_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_tinker_march_of_the_machines_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_sniper_shrapnel_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_sniper_shrapnel_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_sniper_assassinate_tooltip_range"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_necrolyte_death_pulse_area_of_effect"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_aura_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_Description"	"Làm choáng mục tiêu tướng địch, sau đó gây sát thương dựa trên lượng máu đối phương đã mất. Tướng bị hạ gục bởi Reaper's Scythe sẽ có %respawn_constant% giây được thêm vào thời gian hồi sinh. Bất cứ điểm hạ gục nào dưới tác dụng của chiêu này sẽ được tính cho Necrophos.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_slardar_sprint_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_slardar_slithereen_crush_stun_duration"	"THỜI GIAN CHOÁNG:"
"DOTA_Tooltip_ability_slardar_slithereen_crush_crush_extra_slow_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_slardar_slithereen_crush_crush_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_slardar_bash_bonus_damage"	"SÁT THƯƠNG TĂNG THÊM:"
"DOTA_Tooltip_ability_slardar_bash_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_slardar_amplify_damage_duration"	"THỜI GIAN:"
