"lang"
{
"Language"	"pirate"
"DOTA_Tooltip_ability_storm_spirit_static_remnant"	"Static Remnant"
"DOTA_Tooltip_ability_storm_spirit_static_remnant_Description"	"Creates an explosively charged image o' Storm Spirit that lasts 12 grains o' sand an'll blow up an' deal damage if an enemy unit ventures near."
"DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"	"RADIUS:"
"DOTA_Tooltip_ability_storm_spirit_electric_vortex"	"Electric Vortex"
"DOTA_Tooltip_ability_storm_spirit_electric_vortex_duration"	"DURATION:"
"DOTA_Tooltip_ability_storm_spirit_overload"	"Overload"
"DOTA_Tooltip_ability_storm_spirit_overload_Description"	"Castin' a spell makes a fiery bolt, which be let loose in a burst on his next attack, dealin' damage an' slowin' enemies close by."
"DOTA_Tooltip_ability_storm_spirit_overload_overload_move_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning"	"Ball Lightnin'"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_move_speed"	"SPEED:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"	"RADIUS:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_travel_cost_percent"	"%RUM DRAIN PER UNIT:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova"	"Crystal Nova"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Description"	"A burst o' damagin' frost slows th' enemy course an' attack rate in th' targeted region."
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_duration"	"DURATION:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_movespeed_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_crystal_maiden_frostbite"	"Frostbite"
"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura"	"Arcane Aura"
"DOTA_Tooltip_ability_crystal_maiden_freezing_field"	"Freezin' Field"
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_movespeed_slow"	"%SLOW:"
"npc_dota_hero_crystal_maiden_bio"	"Aye, Crystal Maiden tells th' true tale o' th' battle between fire an' ice.  Her sister, Lina thought she be th' hottest thing on th' deck.  All o' th' pirates loved her, wit' her fiery hair an' glowing eyes.  Aye, that pissed off Crystal t' th' bone!  She was so jealous o' her sister that she challenged her t' a duel.  All o' th' pirates watched, an' th' battle did not dissapoint!  Right as th' fight was getting good, I unleashed me own crew upon them.  Quickly an' brutally we stopped th' fight an' claimed th' wagers as our own.  Aye, that was quite a good raid, one o' me best."
"DOTA_Tooltip_ability_kunkka_torrent"	"Torrent"
"DOTA_Tooltip_ability_kunkka_torrent_Description"	"Conjures a risin' torrent that, after a few grains o' sand, hurls foes int' th' sky, stunnin', dealin' damage an' slowin' move speed."
"DOTA_Tooltip_ability_kunkka_torrent_delay"	"DELAY:"
"DOTA_Tooltip_ability_kunkka_torrent_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_kunkka_torrent_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_kunkka_tidebringer"	"Tidebringer"
"DOTA_Tooltip_ability_kunkka_tidebringer_damage_bonus"	"DAMAGE BONUS:"
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot"	"X Marks th' Spot"
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_kunkka_return"	"Return"
"DOTA_Tooltip_ability_kunkka_return_Description"	"Sends th' marked admiral t' th' X."
"DOTA_Tooltip_ability_kunkka_ghostship"	"Ghostship"
"DOTA_Tooltip_ability_kunkka_ghostship_stun_duration"	"STUN DURATION:"
"npc_dota_hero_kunkka_bio"	"As Th' Admiral o' th' strong-armed Claddish Navy, Kunkka was forced t' protect th' landlubbers livin' in his homeland from some sorta demons o' th' Cataract. As th' tale goes, th' demons had all o' th' scallywags quakin' at th' knees as they brutally kicked som' serious ass. In a drunken fury th' Suicide-Mages o' Cladd summoned some ancestral ghosts t' defend th' fleet. The fury o' them was a sight t' behold, lemme tell ye. So drunk from th' party o' which they were summonded, th' ghosts were pissed that their drunkenfest was interrupted fer th' sake o' some flimsy boats. Kunkka watched th' ghosts kick th' asses o' th' demons who th' ghosts thought were th' mages, but th' demons held their ground. Kunkka's fleet was failin' hard, but in a move o' pure rum-filled fury Kunkka himself broke out th' hacks. Castin' tons o' overpowered all-critical witchcraft at th' demons he began t' wreck th' enemy. Oh, th' demons didn't see them comin'! But as th' gorefest wore on, nature used \"leet hacks\" o' its own. Th' waves rose up in towerin' spouts around th' few remaining ships, and Maelrawn th' Tentacular appeared amid th' fray. He chucked buckets o' rum at th' vessels, smashin' them into hearty-tastin' mounds. What th' proof o' that rum was, none can truly say. The Cataract roars off into th' void, deserted by its former deckhands. Kunkka now be Th' Admiral o' but one ship, a ghostly rig which endlessly replays the final seconds o' its destruction. How much rum was spilled overboard in th' crash remains a mystery 'till this very day."
"DOTA_Tooltip_ability_warlock_fatal_bonds"	"Deathly Chains"
"DOTA_Tooltip_ability_warlock_fatal_bonds_count"	"FOES BOUND:"
"DOTA_Tooltip_ability_warlock_shadow_word"	"Shadow Word"
"DOTA_Tooltip_ability_warlock_shadow_word_duration"	"DURATION:"
"DOTA_Tooltip_ability_warlock_upheaval"	"Upheaval"
"DOTA_Tooltip_ability_warlock_rain_of_chaos"	"Offerin' o' Chaos"
"DOTA_Tooltip_ability_warlock_golem_flaming_fists"	"Flamin' Hooks"
"DOTA_Tooltip_ability_warlock_golem_permanent_immolation"	"Everlastin' Immolation"
"DOTA_Tooltip_ability_warlock_golem_permanent_immolation_Description"	"Enflames th' Golem's nearby foes, with damage every grain o' sand."
"DOTA_Tooltip_ability_warlock_golem_permanent_immolation_aura_damage"	"DAMAGE:"
"npc_dota_hero_warlock_bio"	"As Chief Curator an' Head o' Acquisitions fer th' Arcane Archives o' th' Ultimyr Academy, Demnok Lannik be o' a tireless sort, pursuin' lost, rare an' forbidden tomes. Nary a cursed temple be so forebodin', nary a cavern path were so treacherous, that any concern fer his own bein' could convince th' man from enterin' if rumors were a- hintin' at some pamphlet o' primordial lore still survivin' in its depths. That said, so often did his investigations bring about th' wrath o' protector types, that he finally found himself needin' t' master th' arts o' magic. He bent hisself t' learn sorcery wi' th' same sort o' fram o' mind that marked his quest fer th' whatnot, becomin' th' most powerful Warlock o' th' Academy in less time than most sorcerer-types were needin' t' finish a round o' undergraduate work. Almost as an afterthought, the man carved hisself a staff o' Dreadwood an' summoned into 't a bound spirit from th' Outer Hells. An' anticipatin' th' day when he'll be havin' th' joy o' ownin' o' e'ery book there be t' nab, he's seen fit t' write his own Black Grimoire. 't will undoubtedly be... instructive.
"
"DOTA_Tooltip_ability_zuus_arc_lightning"	"Arc Lightning"
"DOTA_Tooltip_ability_zuus_arc_lightning_Description"	"Hurls a bolt o' lightnin' that lunges straight through enemy units closeby."
"DOTA_Tooltip_ability_zuus_arc_lightning_jump_count"	"JUMPS:"
"DOTA_Tooltip_ability_zuus_lightning_bolt"	"Lightning Bolt"
"DOTA_Tooltip_ability_zuus_static_field"	"Static Field"
"DOTA_Tooltip_ability_zuus_static_field_Description"	"Zeus shocks all th' nearby foes when he performs this witchery, causin' damage in respect t' their life at th' moment."
"DOTA_Tooltip_ability_zuus_static_field_damage_health_pct"	"%LIFE REDUCTION:"
"DOTA_Tooltip_ability_zuus_static_field_radius"	"RANGE:"
"DOTA_Tooltip_ability_zuus_thundergods_wrath"	"Thundergod's Wrath"
"npc_dota_hero_zuus_bio"	"Lord o' Heaven, father o' gods, Zeus speaks t' his fellow Admirals as if they be nothin' but a scurvy group o' landlubbers. After bein' caught again an' and again with th' ladies o' th' mortal brothels o' Olympus, his divine wife made a deal: 'If ye love mortals so much, go an' be one. If ye can prove yerself, then return t' me as me pirate husband. Otherwise, go an' die.' Zeus found her logic (and her witchery) quite unavoidable, an' agreed t' her scheme. He has been on th' best o' th' best o' conducts since, bein' somewhat fonder o' immortality these days. But t' prove himself worthy o' his wife, he must continue t' pursue mortality on th' lands and seas o' Earth."
"DOTA_Tooltip_ability_tiny_avalanche"	"Avalanche"
"DOTA_Tooltip_ability_tiny_avalanche_Description"	"Covers an area with rocks, stunnin' an' damagin' enemy units o' th' land."
"DOTA_Tooltip_ability_tiny_avalanche_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_tiny_avalanche_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tiny_toss"	"Fling"
"DOTA_Tooltip_ability_tiny_toss_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tiny_toss_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_tiny_grow"	"Grow"
"DOTA_Tooltip_ability_tiny_grow_bonus_damage"	"BONUS DAMAGE:"
"npc_dota_hero_tiny_bio"	"Ah, Tiny.  I met th' lad when he was just that.  However, if ye call him that now as an insult, yer gonna have one hell o' a time prying yer head off of th' nearest rock that Ol' Tiny smashes yer face into.  He's a hulk o' stone, that one.  Although he was once very, very small, he grew like a weed and continues t' do so t' this day.  Ye best not mess wit' this one, he can toss a man wit' th' force o' a thousand cannons and he can break yer bum like it be made o' paper.  Th' only thing ye need t' know 'bout Tiny is when ye need t' get out o' his way."
"DOTA_Tooltip_ability_puck_illusory_orb"	"Illusory Orb"
"DOTA_Tooltip_ability_puck_illusory_orb_Description"	"Puck launches magic orb that floats in a straight path, damagin' opposin' units along th' way. At any point, Puck may teleport t' th' orb's location usin' Ethereal Jaunt."
"DOTA_Tooltip_ability_puck_waning_rift"	"Wanin' Current"
"DOTA_Tooltip_ability_puck_waning_rift_Description"	"Puck lets about a burst o' some faerie dust that'll deal damage an' mute any foe in spittin' distance."
"DOTA_Tooltip_ability_puck_waning_rift_radius"	"RADIUS:"
"DOTA_Tooltip_ability_puck_waning_rift_silence_duration"	"DURATION:"
"DOTA_Tooltip_ability_puck_phase_shift"	"Phase Shift"
"DOTA_Tooltip_ability_puck_phase_shift_duration"	"DURATION:"
"DOTA_Tooltip_ability_puck_dream_coil"	"Dream Noose"
"DOTA_Tooltip_ability_puck_dream_coil_coil_break_radius"	"BREAK RADIUS:"
"DOTA_Tooltip_ability_puck_dream_coil_coil_break_damage"	"BREAK DAMAGE:"
"DOTA_Tooltip_ability_puck_ethereal_jaunt"	"Ethereal Jaunt"
"DOTA_Tooltip_ability_puck_ethereal_jaunt_Description"	"Teleports Puck t' a flyin' Illusory Orb."
"npc_dota_hero_puck_bio"	"Aye, Puck th' lil' wise guy. One o' his pranks lead t' tons o' doubloons fer me! It was a dark, stormy night an' many a shanty were sung. Through me drunken gaze I saw Puck sneakin' round th' hull, spiking me crew's drinks wit' some sorta pixie dust. Now, before anyone drunk anythin' I stopped 'em. Quickly, I took down Puck, beat 'em t' a pulp an' looted him fer all o' his doubloons. 'Twas quite a quick buck."
"DOTA_Tooltip_ability_dazzle_poison_touch"	"Poisonous Touch"
"DOTA_Tooltip_ability_dazzle_shallow_grave"	"Shallow Grave"
"DOTA_Tooltip_ability_dazzle_shallow_grave_duration_tooltip"	"DURATION:"
"DOTA_Tooltip_ability_dazzle_shadow_wave"	"Shadow Wave"
"DOTA_Tooltip_ability_dazzle_weave"	"Weave"
"DOTA_Tooltip_ability_dazzle_weave_radius"	"RADIUS:"
"DOTA_Tooltip_ability_dazzle_weave_duration"	"DURATION:"
"npc_dota_hero_dazzle_bio"	"Each young acolyte o' th' Dezun order needs t' complete a series o' rites 'afore becomin' a shadow priest. Th' final rite--th' rite o' shades, it be--be a harrowin' journey through th' Nothl Realm, an domain from which not all goers do return. O' them who do, some return right mad. Others return wi' strange aptitudes. But all who go thar be changed by the'r experiences. Dri'en by th' need fer greater knowledge, Dazzle be th' youngest o' his tribe t' e'er ask fer th' sacred ritual. Th' order refused th' lad at th' first of 't, sayin' he were too young. But Dazzle be nay one t' be told off, now. Sensin' somethin' special in th' headstrong youngin', th' elders relented. Dazzle guzzled down th' sacred potion an' sat by th' fire while th' rest o' his tribe danced all through th' night. Now, in that dimension o' th' Nothl Realm, th' properties o' light an' dark be inverted. So it were that his brilliant healin' light, beautiful t' our eye, be actually a sinister kind o' evil; an' th' darkest deeds be done in a dazzlin' glow. Th' elders intuition were prophetic: Dazzle returned t' his swabbies as a Shadow Priest unlike all th' rest o' 'em, wit' th' power t' heal as well as t' destroy. Now he uses this power t' cut down his foes an' mend up his crewmates.
"
"DOTA_Tooltip_ability_rattletrap_battery_assault"	"Battery Assault"
"DOTA_Tooltip_ability_rattletrap_battery_assault_Description"	"Fires off powerful shrapnel at random fer any nearby foes, dealin' a bit o' witchery damage an' a minidaze."
"DOTA_Tooltip_ability_rattletrap_battery_assault_radius"	"RADIUS:"
"DOTA_Tooltip_ability_rattletrap_battery_assault_duration"	"DURATION:"
"DOTA_Tooltip_ability_rattletrap_battery_assault_interval"	"INTERVAL:"
"DOTA_Tooltip_ability_rattletrap_power_cogs"	"Power Cogs"
"DOTA_Tooltip_ability_rattletrap_power_cogs_duration"	"DURATION:"
"DOTA_Tooltip_ability_rattletrap_power_cogs_drain_amount"	"RUM/LIFE DRAIN:"
"DOTA_Tooltip_ability_rattletrap_rocket_flare"	"Rocket Flare"
"DOTA_Tooltip_ability_rattletrap_rocket_flare_Description"	"Hurls a flare that'll be explodin' over a region o' her choosin', damagin' enemies and providin' vision fer 10 grains o' sand."
"DOTA_Tooltip_ability_rattletrap_rocket_flare_radius"	"RADIUS:"
"DOTA_Tooltip_ability_rattletrap_hookshot"	"Hookshot"
"DOTA_Tooltip_ability_rattletrap_hookshot_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_rattletrap_hookshot_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_lich_frost_nova"	"Frost Blast"
"DOTA_Tooltip_ability_lich_frost_nova_Description"	"Strikes th' target enemy unit wit' damagin' frost, dealin' region damage an' stallin' move an' attack rates fer 4 grains o' sand. Th' main target sees th' most damage."
"DOTA_Tooltip_ability_lich_frost_nova_aoe_damage"	"AREA DAMAGE:"
"DOTA_Tooltip_ability_lich_frost_nova_radius"	"RADIUS:"
"DOTA_Tooltip_ability_lich_frost_armor"	"Ice Armor"
"DOTA_Tooltip_ability_lich_frost_armor_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_lich_dark_ritual"	"Sacrifice"
"DOTA_Tooltip_ability_lich_dark_ritual_health_conversion"	"%LIFE CONVERSION:"
"DOTA_Tooltip_ability_lich_chain_frost"	"Chain Frost"
"DOTA_Tooltip_ability_lich_chain_frost_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_lich_chain_frost_slow_movement_speed"	"%MOVEMENT SLOW:"
"npc_dota_hero_lich_bio"	"I once knew th' mage Ethreain, it be said he enslaved an entire kingdom with his icy ways. His crew an' a few o' them witchcraft users mutinied on him though. With an enchanted rope, they bound him, tied on weights, an' sent him t' Davy Jones locker in th' bottomless black pool. Some fool named Anhil found th' mage many years later an' thought it would be a bloody good idea t' bring him back from th' dead. Let's just say he gave him th' cold shoulder an' Anhil never been heard from again. Now he wanders over th' land, freezing all those that cross his path, drainin' their life force, be they friend or foe."
"DOTA_Tooltip_ability_tidehunter_gush"	"Gush"
"DOTA_Tooltip_ability_tidehunter_gush_movement_speed"	"%SLOW:"
"DOTA_Tooltip_ability_tidehunter_kraken_shell"	"Kraken Shell"
"DOTA_Tooltip_ability_tidehunter_kraken_shell_damage_cleanse"	"DAMAGE THRESHOLD:"
"DOTA_Tooltip_ability_tidehunter_anchor_smash"	"Anchor Smash"
"DOTA_Tooltip_ability_tidehunter_anchor_smash_Description"	"Tidehunter thrusts his mighty anchor t' damage nearby foes an' lower their damage durin' attack."
"DOTA_Tooltip_ability_tidehunter_anchor_smash_damage_reduction"	"%DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_tidehunter_anchor_smash_reduction_duration"	"DURATION:"
"DOTA_Tooltip_ability_tidehunter_anchor_smash_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tidehunter_ravage"	"Ravage"
"DOTA_Tooltip_ability_tidehunter_ravage_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tidehunter_ravage_duration"	"DURATION:"
"npc_dota_hero_tidehunter_bio"	"Th' Tidehunter known as Leviathan once were th' champion o' th' Sunken Isles, but his motives be as mysterious as them o' his own kind. We all know th' importance o' th' Drylanders' shippin' lanes, how empires may rise an' fall accordin' t' who controls th' open water. Far less be known regardin' th' submarine lanes, an' how th' warrin' tribes o' th' Meranthic Diaspora carve out livin's through their endless undersea battles. In th' fragile treaties between th' Mer an' Men, we've glimpsed th' extent o' th' drowned empires, but the'r politics be somethin' in the way o' complex, an' murky. 't would seem that Leviathan tired o' th' petty strife, an' set off on his own, loyal only t' his abyssal god, Maelrawn th' Tentacular. He stalks th' shallows now, in search o' men or meranths who stray int' his path, an' wi' a particular loathin' fer Admiral Kunkka, who's long been his nemesis fer reasons lost in th' deepest trenches o' th' sea."
"DOTA_Tooltip_ability_shadow_shaman_ether_shock"	"Ether Shock"
"DOTA_Tooltip_ability_shadow_shaman_ether_shock_Description"	"Creates a cone o' wind energy that strikes a good deal o' enemy units."
"DOTA_Tooltip_ability_shadow_shaman_ether_shock_targets"	"TARGETS:"
"DOTA_Tooltip_ability_shadow_shaman_voodoo"	"Hex"
"DOTA_Tooltip_ability_shadow_shaman_voodoo_Description"	"Morphs an enemy unit into a harmless being, disablin' their attacks an' abilities.
"
"DOTA_Tooltip_ability_shadow_shaman_voodoo_duration"	"DURATION:"
"DOTA_Tooltip_ability_shadow_shaman_shackles"	"Shackles"
"DOTA_Tooltip_ability_shadow_shaman_shackles_Description"	"CHANNEL'D - Binds a foe with witchcraft so's that they be stuck an' incapable o' fightin', while dealin' damage over time."
"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward"	"Mass Serpent Ward"
"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_duration"	"DURATION:"
"DOTA_Tooltip_ability_riki_smoke_screen"	"Smoke Screen"
"DOTA_Tooltip_ability_riki_smoke_screen_Lore"	"Riki loves t' use smoke, but deep down th' lass knows he'll never be James Bond."
"DOTA_Tooltip_ability_riki_smoke_screen_radius"	"RADIUS:"
"DOTA_Tooltip_ability_riki_smoke_screen_miss_rate"	"%MISS RATE:"
"DOTA_Tooltip_ability_riki_blink_strike"	"Blink Strike"
"DOTA_Tooltip_ability_riki_blink_strike_Lore"	"Ye can't escape th' Stealth Assassin's moves. They be too quick! Too agile! Too distractin'!"
"DOTA_Tooltip_ability_riki_permanent_invisibility_fade_delay"	"FADE DELAY:"
"DOTA_Tooltip_ability_enigma_malefice"	"Malefice"
"DOTA_Tooltip_ability_enigma_malefice_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_enigma_malefice_damage"	"DAMAGE PER HIT:"
"DOTA_Tooltip_ability_enigma_malefice_tooltip_stuns"	"INSTANCES:"
"DOTA_Tooltip_ability_enigma_demonic_conversion"	"Demonic Conversion"
"DOTA_Tooltip_ability_enigma_demonic_conversion_split_attack_count"	"ATTACKS TO MULTIPLY:"
"DOTA_Tooltip_ability_enigma_midnight_pulse"	"Midnight Pulse"
"DOTA_Tooltip_ability_enigma_midnight_pulse_duration"	"DURATION:"
"DOTA_Tooltip_ability_enigma_midnight_pulse_damage_percent"	"%DAMAGE PER GRAIN O' SAND:"
"DOTA_Tooltip_ability_enigma_black_hole"	"Black Hole"
"DOTA_Tooltip_ability_enigma_black_hole_duration"	"DURATION:"
"DOTA_Tooltip_ability_enigma_black_hole_far_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tinker_laser"	"Laser"
"DOTA_Tooltip_ability_tinker_heat_seeking_missile"	"Heat-Seekin' Missile"
"DOTA_Tooltip_ability_tinker_heat_seeking_missile_targets"	"TARGETS:"
"DOTA_Tooltip_ability_tinker_march_of_the_machines"	"March o' th' Machineries"
"DOTA_Tooltip_ability_tinker_march_of_the_machines_Description"	"Recruits a fleet o' mechanical crewmen t' decimate enemy units in th' region around Tinker."
"DOTA_Tooltip_ability_tinker_march_of_the_machines_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tinker_march_of_the_machines_duration"	"DURATION:"
"DOTA_Tooltip_ability_tinker_rearm"	"Rearm"
"DOTA_Tooltip_ability_tinker_rearm_Description"	"CHANNELED - Resets th' cooldown on most o' Tinker's loot an' skills."
"DOTA_Tooltip_ability_tinker_rearm_channel_tooltip"	"TIME T' REARM:"
"npc_dota_hero_tinker_bio"	"Boush th' Tinker's small people be known fer their intelligence, their cunnin', an' their prickly distaste fer magic. As a matter o' pride, they survive by the'r wits, an' use only them powers o' nature that may be self-made theirs, by their own power. E'en this forbearance has made fer a great deal o' trouble, as Boush'd glady tel ye. Once a key investigator o' nature, Boush th' Tinker were Cap'n t' a vast investigatin' crew, lookin' into nature's workin's, foundin' an undersea laboratory in th' oft-rumored wastes o' th' Violet Plateau. While scornin' sorcerers fer th' dangers they bring upon th' world, Boush an' his Tinker associates haughtily opened up a portal t' some realm beyond all comprehendin' an' let in some nightmares o' the'r own. A black mist rose from th' Violet Plateau, shroudin' 't in an eternal darkness from which sounds o' horror do still emanate. Boush escaped wi' only his wits an' th' contraptions he carried, th' sole Tinker t' survive th' Violet Plateau Incident.
"
"DOTA_Tooltip_ability_sniper_shrapnel"	"Shrapnel"
"DOTA_Tooltip_ability_sniper_shrapnel_radius"	"RADIUS:"
"DOTA_Tooltip_ability_sniper_shrapnel_duration"	"DURATION:"
"DOTA_Tooltip_ability_sniper_headshot"	"Skullshot"
"DOTA_Tooltip_ability_sniper_headshot_proc_chance"	"%CHANCE:"
"DOTA_Tooltip_ability_sniper_take_aim"	"Take Aim"
"DOTA_Tooltip_ability_sniper_take_aim_Description"	"Lengthens th' attack range o' Sniper's flintlock rifle."
"DOTA_Tooltip_ability_sniper_take_aim_bonus_attack_range"	"BONUS RANGE:"
"DOTA_Tooltip_ability_sniper_assassinate"	"Assassinate"
"DOTA_Tooltip_ability_sniper_assassinate_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_necrolyte_death_pulse"	"Death Pulse"
"DOTA_Tooltip_ability_necrolyte_death_pulse_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_necrolyte_death_pulse_heal"	"HEAL:"
"DOTA_Tooltip_ability_necrolyte_heartstopper_aura"	"Heartstopper Aura"
"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_aura_radius"	"RADIUS:"
"DOTA_Tooltip_ability_necrolyte_reapers_scythe"	"Reaper's Scythe"
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_damage_per_health"	"DAMAGE PER MISSIN' LIFE:"
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_slardar_sprint_duration"	"DURATION:"
"DOTA_Tooltip_ability_slardar_slithereen_crush"	"Slithereen Crush"
"DOTA_Tooltip_ability_slardar_slithereen_crush_Description"	"Slams th' earth, stunnin' an' damagin' nearby enemy land units. After th' stun, th' impact'd units're slow'd."
"DOTA_Tooltip_ability_slardar_slithereen_crush_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_slardar_slithereen_crush_crush_extra_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_slardar_slithereen_crush_crush_radius"	"RADIUS:"
"DOTA_Tooltip_ability_slardar_bash_Description"	"Boosts yer chance that an attack'll do some extra damage an' stun yer foe. Lasts even longer against creeps."
"DOTA_Tooltip_ability_slardar_bash_chance"	"%CHANCE:"
"DOTA_Tooltip_ability_slardar_bash_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_slardar_bash_duration"	"DURATION:"
"DOTA_Tooltip_ability_slardar_amplify_damage_Description"	"Rusts enemy armor t' increase bodily damage an' grants True Sight o' th' targeted unit, revealin' invisibility."
"DOTA_Tooltip_ability_slardar_amplify_damage_armor_reduction"	"ARMOR REDUCTION:"
"DOTA_Tooltip_ability_slardar_amplify_damage_duration"	"DURATION:"
"npc_dota_hero_slardar_bio"	"Slardar be a Slithereen, one o' th' Deep Ones, protector o' th' great booty o' sunken ships an' th' ancient wealth buried 'neath. In th' lightless gulf o' th' great Caribbean ocean abysses, th' Slithereen Guard carries his crow-light with him through th' secret treasure rooms. Subaqueous thieves (sent int' th' deepest o' th' deeps by covetous dryland landlubbers) are drawn in by its friendly glow, never t' return in one piece. He be utterly loyal, an' his taciturn nature hides deep wisdom o' th' most secret places o' th' seven seas. He rises t' th' shallows in spite o' th' pain caused him by th' light, t' take note o' th' enemy, t' make sure no one be conspirin' against th' depths o' th' isles, an' sometimes in relentless pursuit o' th' rare few who manage t' steal off with a chunk o' loot from th' Sunken Treasury. Because he has spent his whole life at great sea pressure, under tremendous weight o' th' very body he loves, Slardar th' Slithereen Guard be a creature o' great power."
"DOTA_Tooltip_ability_beastmaster_wild_axes"	"Wild Axes"
"DOTA_Tooltip_ability_beastmaster_wild_axes_range"	"RANGE:"
"DOTA_Tooltip_ability_beastmaster_inner_beast"	"Inner Beast"
"DOTA_Tooltip_ability_beastmaster_inner_beast_Description"	"Unlocks th' hidden fury o' yer shipmates, gradually increasin' their attack speed."
"DOTA_Tooltip_ability_beastmaster_inner_beast_radius"	"RADIUS:"
"DOTA_Tooltip_ability_beastmaster_inner_beast_bonus_attack_speed"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_beastmaster_primal_roar"	"Primal Roar"
"DOTA_Tooltip_ability_beastmaster_primal_roar_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_beastmaster_primal_roar_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_beastmaster_primal_roar_slow_movement_speed_pct"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_beastmaster_hawk_invisibility"	"Invisibility"
"DOTA_Tooltip_ability_beastmaster_boar_poison"	"Poison"
"DOTA_Tooltip_ability_beastmaster_boar_poison_Description"	"Imposes a poison that slows attack an' move speeds."
"DOTA_Tooltip_ability_beastmaster_boar_poison_duration"	"DURATION:"
"DOTA_Tooltip_ability_beastmaster_greater_boar_poison"	"Poison"
"DOTA_Tooltip_ability_beastmaster_greater_boar_poison_Description"	"Releases a poison that'll slow attack an' move speeds."
"DOTA_Tooltip_ability_beastmaster_greater_boar_poison_duration"	"DURATION:"
"DOTA_Tooltip_ability_venomancer_venomous_gale"	"Venomous Gale"
"DOTA_Tooltip_ability_venomancer_venomous_gale_Description"	"Hurls a ball o' venom out in a line, poisonin' foes so's they take both strikin' damage an' more damage o'er time, on top o' sufferin' slow'd movement. Venomous Gale be dealin' damage fer e'ery 3 grains o' sand while they be poison'd."
"DOTA_Tooltip_ability_venomancer_venomous_gale_duration"	"DURATION:"
"DOTA_Tooltip_ability_venomancer_venomous_gale_movement_slow"	"%SLOW:"
"DOTA_Tooltip_ability_venomancer_poison_sting"	"Poison Sting"
"DOTA_Tooltip_ability_venomancer_poison_sting_Description"	"Adds a touch o' poison damage t' Venomancer's normal attacks, slowin' move speed."
"DOTA_Tooltip_ability_venomancer_poison_sting_duration"	"DURATION:"
"DOTA_Tooltip_ability_venomancer_poison_sting_movement_speed"	"%SLOW:"
"DOTA_Tooltip_ability_venomancer_plague_ward"	"Black Death"
"DOTA_Tooltip_ability_venomancer_plague_ward_duration"	"DURATION:"
"DOTA_Tooltip_ability_venomancer_poison_nova"	"Poison Nova"
"DOTA_Tooltip_ability_venomancer_poison_nova_radius"	"RADIUS:"
"DOTA_Tooltip_ability_venomancer_poison_nova_duration"	"DURATION:"
"DOTA_Tooltip_ability_faceless_void_time_walk"	"Time Walk"
"DOTA_Tooltip_ability_faceless_void_time_lock"	"Time Lock"
"DOTA_Tooltip_ability_faceless_void_time_lock_chance_pct"	"%CHANCE:"
